PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Diámetro Ø (mm),Embalaje,Longitud (mm),Picture1,AllPicturesZIP,DeliveryPlant
1117729,0680014,100-0680014,TAROZZI,TAROZ FORK TUBE 33x320MM,Tubo de horquilla TAROZZI - 33x320,169.40,140.00,91.00,8000000007469,6,8714109090,0,1,<p>Estos tubos de horquilla con acabado cromado o dorado son una soluci&oacute;n fiable para reconstruir este componente de la suspensi&oacute;n.</p>,"
Estos tubos de horquilla con acabado cromado o dorado son una solución fiable para reconstruir este componente de la suspensión.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,288,774,320,30,30,Cromo,,por unidad,,https://api.mybihr.com/medias/1117729-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQyNzF8aW1hZ2UvanBlZ3xhR1JtTDJnMFl5OHlOekk0TnpRNU1qUXlOemd3Tmk4eE1URTNOekk1TFRGZk9EQXdWM2c0TURCSXwyYjdmZTRmMzAxYTNhNWI1YjRlMTNjYjI0MjQ4MjA3ZGZiZTZmOGJmY2I5ZjkyZDUwYjAxY2VkZjY4YjYzYzdk,https://static.bihr.pro/eBihr/Pictures/TAROZZI-pictures.zip,Spain Warehouse (Parts)
1117727,0680031,100-0680031,TAROZZI,TAROZ FORK TUBE 40x358MM,Tubo de horquilla TAROZZI - 40x358,169.40,140.00,91.00,8000000007636,5,8714109090,0,1,<p>Estos tubos de horquilla con acabado cromado o dorado son una soluci&oacute;n fiable para reconstruir este componente de la suspensi&oacute;n.</p>,"
Estos tubos de horquilla con acabado cromado o dorado son una solución fiable para reconstruir este componente de la suspensión.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,3546,870,790,67,67,Cromo,,por unidad,,https://api.mybihr.com/medias/1117727-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMzNjN8aW1hZ2UvanBlZ3xhRE5qTDJnek1DOHlOalUwT0RNNE9EWTVNVGs1T0M4eE1URTNOekkzTFRGZk9EQXdWM2c0TURCSXw5NmE5NzhkZWMxYzljNDNiYzhmMWVjY2RmNTE3ZmNlMmIxNTA0YjU1Y2ZlZTE2ZDNmM2Y4OGQ3YWUyNmZiMTBm,https://static.bihr.pro/eBihr/Pictures/TAROZZI-pictures.zip,Spain Warehouse (Parts)
