PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Talla,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Ajuste del par de apriete,Altura (cm),Anchura (cm),Anchura (mm),Apertura,Cantidad,Capacidad (Ah),Capacidad (ml/l),Carga máxima (kg),Color,Composición,Diámetro Ø (mm),Dimensión,Embalaje,Escala,Espesor (mm),Grano,Longitud (cm),Longitud (mm),Número de puntos,Peso (g),Peso (kg),Potencia máxima (lúmenes),Rango de uso,Rosca (mm),Tabla de altura de pistones,Talla,Tamaño de accionamiento cuadrado,Tamaño del destornillador,Tipo de conexión,Tipo de destornillador,Tipo de luz,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,Document1,Document2,Document3,DeliveryPlant
1051275,89101184,83798,DRAPER,"DRAPR TAP M5x0,80","Machos de roscar DRAPER M5 x 0,80",14.83,12.26,9.81,5010559837984,0,8207401000,0,1,"Machos de roscar Draper M6 x 1 Hechos con acero de la máxima resistencia.Rosca mecanizada, para mayor precisiónLote de 2 machos","Machos de roscar Draper M6 x 1 Hechos con acero de la máxima resistencia.Rosca mecanizada, para mayor precisiónLote de 2 machos",TOOLING & WS,TOOLING,TOOLING GENERAL,,,129,31,165,65,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051275-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTI4NzB8aW1hZ2UvanBlZ3xhRGN5TDJnME5pODRPVEF5TWpZM09ETXdNekF5THpFd05URXlOelV0TVY4NE1EQlhlRGd3TUVnfDc0NjE1NWUxOGVlMjhhZmMxMGYwNWJhZmQwZWNlYWQwZDQ0ZDA2NGQ3ZjE5OTExNTAyNzA4NjA0OWQzZWI0N2U,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051278,89101117,83815,DRAPER,DRAPR RUB BACK Ø125MM,Plato de apoyo DRAPER Ø125mm,10.83,8.95,7.16,5010559838158,1,4016930090,0,1,Incluye árbol de montaje de 6 mm de diámetro. Para usar con discos de lijado de 125 mm de diámetro.,Incluye árbol de montaje de 6 mm de diámetro. Para usar con discos de lijado de 125 mm de diámetro.,TOOLING & WS,TOOLING,TOOLING GENERAL,,,640,159,198,147,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051278-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQ0ODZ8aW1hZ2UvanBlZ3xhR0ZpTDJnNVlpODRPVEF5TWpZNE1qSXpOVEU0THpFd05URXlOemd0TVY4NE1EQlhlRGd3TUVnfDBmOTZiMmI2MDdkMmM0YWNlZWEwN2ZkMzA4MDY0YzliNmUxYzE2NDE2ZDk0NWJhZTU5NTZmMDY3MGRmOTFmMzY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051280,893091,84456,DRAPER,DRAPR CENT PUNCH 4MM LENGTH 100MM,Puzón 4mm DRAPER 100mm,9.04,7.47,5.98,5010559844562,2,8205598000,0,1,"Mango de sección cuadrada, cuerpo moleteado y punta pulida. Forjado en acero al carbono, endurecido y templado. Dureza de la punta: 52/58 HRC		 """"""""","Mango de sección cuadrada, cuerpo moleteado y punta pulida. Forjado en acero al carbono, endurecido y templado. Dureza de la punta: 52/58 HRC		 """"""""",TOOLING & WS,TOOLING,TOOLING GENERAL,,,82,43,171,53,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051280-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzk0ODN8aW1hZ2UvanBlZ3xhRFV3TDJnM1lTODRPVEV3TXpnMU5ERTBNVGMwTHpFd05URXlPREF0TVY4NE1EQlhlRGd3TUVnfGViMDczYjQzYTdmNmFjNDcyOWQ3ZDNmN2I3ZWQwZDRhZGY5MmMwYTBlYjA2OGQ4M2E4MTAzM2NiN2JhYzk4MTc,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051281,893090,84464,DRAPER,DRAPR CENT PUNCH 3MM LENGTH 100MM,Puzón 3mm DRAPER 100mm,9.04,7.47,5.98,5010559844647,1,8205598000,0,1,"Mango de sección cuadrada, cuerpo moleteado y punta pulida. Forjado en acero al carbono, endurecido y templado. Dureza de la punta: 52/58 HRC		 """"""""","Mango de sección cuadrada, cuerpo moleteado y punta pulida. Forjado en acero al carbono, endurecido y templado. Dureza de la punta: 52/58 HRC		 """"""""",TOOLING & WS,TOOLING,TOOLING GENERAL,,,113,39,178,53,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051281-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzk0ODN8aW1hZ2UvanBlZ3xhR1E0TDJoaU5pODRPVE0xTVRnNU16RTFOakUwTHpFd05URXlPREV0TVY4NE1EQlhlRGd3TUVnfDUzZjc5NTZlNTRiNmRmOTc3MDA2YTBlYTFhZTMyMDM5MmNiN2NlNmJmY2M3NjliMmIxOGI1MDQwZTlhZWNhNWI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051116,8913042,13042,DRAPER,DRAPR SET OF CHISEL/PUNCH SET DRAPER,Juego de 5 herramientas de golpe DRAPER,68.97,57.00,45.60,5010559130429,1,8206000000,0,1,"Kit de cincel y botadores (5 unidades). Forjado en acero al cromo-vanadio, endurecido y templado. Contiene:			2 punzones botadores: 3 y 5 mm1 punzón cónico: 3 mm1 granete: 4 mm1 cincel: 20 x 150 mm""""""""","Kit de cincel y botadores (5 unidades). Forjado en acero al cromo-vanadio, endurecido y templado. Contiene:			2 punzones botadores: 3 y 5 mm1 punzón cónico: 3 mm1 granete: 4 mm1 cincel: 20 x 150 mm""""""""",TOOLING & WS,TOOLING,TOOLING GENERAL,,,771,517,244,117,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051116-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU3MDR8aW1hZ2UvanBlZ3xhREUzTDJoaU55ODRPVFV6T0RZek56WTJNRFEyTHpFd05URXhNVFl0TVY4NE1EQlhlRGd3TUVnfDFjZjdlYzUyMGM5NzVkOGE5MzFlMTNiMzFjZGQ0NWE4ZTI0NDRlYzM1NWZlOTdlNjk3YjE0ZmU2YmU3N2JjNjg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051104,55000184,649,DRAPER,"DRAPR BATTERY D20 3,0AH",Batería de iones de litio DRAPER D20 20V 3.0Ah,87.77,72.54,58.03,5010559006496,0,8507800090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>20V 3.0Ah Lithium-Ion</li><li>Charge indicators lights</li><li>Amperage 3Ah</li><li>Weight 0.61kg</li></ul> </body> </html>","        20V 3.0Ah Lithium-IonCharge indicators lightsAmperage 3AhWeight 0.61kg  ",TOOLING & WS,TOOLING,TOOLING GENERAL,,,861,653,125,81,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20V,https://api.mybihr.com/medias/1051104-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODk5NzJ8aW1hZ2UvanBlZ3xhR0l3TDJoa1lTODRPVE01TlRVMU1ESTVNREl5THpFd05URXhNRFF0TVY4NE1EQlhlRGd3TUVnfDhhMmI4NzRhMDQ2NWEzODRiNTE5M2Y5NDJmY2U1Y2E5ODYzZWM2ZWRkZDllMTM0YThiMWRmZGJmZDEyYjdhYzg,https://api.mybihr.com/medias/1051104-2-800Wx800H?context=bWFzdGVyfHJvb3R8NzE3MTZ8aW1hZ2UvanBlZ3xhRGd3TDJobE1TODRPVE01TlRVMU1qSTFOak13THpFd05URXhNRFF0TWw4NE1EQlhlRGd3TUVnfDk2ZjBjMDM2Njg3ODRlMDIxYjM0NGYxYTY1NWIzYzBjNzU1NjA2NzdiODM0ZTk2NTM0NmExNWU3NjZmYmI1MWI,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,https://api.mybihr.com/medias/00649msds.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxMDQxNDQxfGFwcGxpY2F0aW9uL3BkZnxhRFF5TDJnNVpDODVOalEwTURrNU9USTRNRGswTHpBd05qUTViWE5rY3d8ZWU3MDRlZjE3NTg4MTk4ZmQ3YzEzOTY2YjhmNDBmNzAxNjhlNGNhMGZlMjI1MDU4ZjU0NzVmNjBmYTMyNGQ4Yw,,,Spain Warehouse (Parts)
1051109,890969,11951,DRAPER,DRAPR WIRE BRUSH STEEL L:225MM,Cepillo metálico para acero DRAPER 225mm,15.13,12.50,10.00,5010559119516,1,9603909900,0,1,"Vástago robusto, de plástico moldeado, y alambre de acero endurecido y templado.Cabeza curvada para limpiar mejor las esquinas.","Vástago robusto, de plástico moldeado, y alambre de acero endurecido y templado.Cabeza curvada para limpiar mejor las esquinas.",TOOLING & WS,TOOLING,TOOLING GENERAL,,,328,85,317,69,15,,,,,,,,,,,Acero,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051109-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAwNTZ8aW1hZ2UvanBlZ3xhR1EyTDJobU5pODRPRGMwTkRBeE1ETTRNelkyTHpFd05URXhNRGt0TVY4NE1EQlhlRGd3TUVnfGQ0YWJhZGMwNWE0ZGFmM2E0OTRkZDAzMWMxMjNkN2VkZmM4N2VmZDQ2NDljZTlmYmRkYzJkZTZlNWNjYTg1NGE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051110,,12535,DRAPER,DRAPR PLIERS CUTTING MICRO,Mini alicates de corte DRAPER,16.70,13.80,11.04,5010559125357,0,8203200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Mini pliers forged in carbon steel hardened and tempered.</p><p> </p><ul> <li>Chrome finish and ergonomic bi-material handle</li><li>Length : 115mm</li></ul> </body> </html>","       Mini pliers forged in carbon steel hardened and tempered.  Chrome finish and ergonomic bi-material handleLength : 115mm  ",TOOLING & WS,TOOLING,TOOLING GENERAL,,,225,83,181,73,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051110-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODI0Mjd8aW1hZ2UvanBlZ3xhREEyTDJobU1DODRPRGMwTkRBeE1qTTBPVGMwTHpFd05URXhNVEF0TVY4NE1EQlhlRGd3TUVnfGUyMDU4ODBkODI2NmU3MDIwODYxNzNjMmU2YzcyOWEyYzdhNzVhZGU0ZWNlZjljYjczNmE0N2JjYWViYjE1MWQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051112,,12538,DRAPER,DRAPR PLIERS LONG NOSE MICRO,Mini alicantes de punta DRAPER,16.70,13.80,11.04,5010559125388,0,8203200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Mini pliers forged in carbon steel hardened and tempered.</p><p> </p><ul> <li>Chrome finish and ergonomic bi-material handle</li><li>Length : 115mm</li></ul> </body> </html>","       Mini pliers forged in carbon steel hardened and tempered.  Chrome finish and ergonomic bi-material handleLength : 115mm  ",TOOLING & WS,TOOLING,TOOLING GENERAL,,,251,81,182,81,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051112-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzg1MzN8aW1hZ2UvanBlZ3xhRGxrTDJneFppODRPVEkzTmpNeE9UTXpORGN3THpFd05URXhNVEl0TVY4NE1EQlhlRGd3TUVnfDc1NzEzZGZlMTZiMWFlMmUwYmI2ZTA2YWY0YWJmOTJmODhjMzUxMThmYTQ3NmM5MDgzNzc0ZTBkODljM2NiYTM,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051181,55000192,33323,DRAPER,DRAPR SET OF BIT 40PCS,"Caja de plástico de 40 llaves TX-STAR® DRAPER, estriado (XZN), CHC",34.51,28.52,22.82,5010559333233,1,8207903000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csDA02FF29{color:#000;background-color:transparent;font-weight:normal;font-style:normal;text-decoration:underline;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>Manufactured from hardened and tempered chrome vanadium steel with shot blasted finish. Spare bits are available. Packed in impact resistant plastic case. Display carton.<br><br>Draper TX-STAR products are compatible with Torx fixing systems.<a id=""_DX_FRAG_ENDFRAGMENT""></a> </p><p> </p><p>Content of the kit:</p><p> </p><ul> <li>bit holder 10mm hexagon x 3/8"" sq. drive</li><li>bit holder 10mm hexagon x 1/2"" sq. drive</li><li>7 x 30mm and 7 x 75mm Draper TX-STAR® bits: T20, T25, T30, T40, T45, T50 and T55</li><li>5 x 30mm and 5 x 75mm spline bits: 5, 6, 8, 10 and 12mm</li><li>7 x 30mm and 7 x 75mm hexagonal bits: 4, 5, 6, 7, 8, 10 and 12</li></ul> <p> </p></body> </html>","       Manufactured from hardened and tempered chrome vanadium steel with shot blasted finish. Spare bits are available. Packed in impact resistant plastic case. Display carton.Draper TX-STAR products are compatible with Torx fixing systems.  Content of the kit:  bit holder 10mm hexagon x 3/8"" sq. drivebit holder 10mm hexagon x 1/2"" sq. drive7 x 30mm and 7 x 75mm Draper TX-STAR® bits: T20, T25, T30, T40, T45, T50 and T555 x 30mm and 5 x 75mm spline bits: 5, 6, 8, 10 and 12mm7 x 30mm and 7 x 75mm hexagonal bits: 4, 5, 6, 7, 8, 10 and 12   ",TOOLING & WS,TOOLING,TOOLING GENERAL,,,1932,1619,324,142,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051181-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTUxNjAyfGltYWdlL2pwZWd8YUdKbEwyZ3lNQzg0T1RFd016Z3hORGd5TURFMEx6RXdOVEV4T0RFdE1WODRNREJYZURnd01FZ3wyOTkyNGNiMjA4Zjg2NzU1YjNkZjM2ODIyM2QzMmNmMmZjODBmMjc1NWY2YTAyZGM3MGMzNmJiMDUyYTIyMmI0,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051182,55000202,33368,DRAPER,DRAPR SOCKET 22MM 12 PTS 1/2DR PCKD,Vaso DRAPER 1/2 Hi-Torq® 22mm,8.47,7.00,5.60,5010559333684,2,8204200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>Manufactured and tested generally in accordance with DIN3122 and ISO3315 Specifications<br><br>Expert Quality, 12 point sockets manufactured from chrome vanadium steel that's hardened and tempered with a polished finish. Each socket has a knurled ring for extra grip. Display packed.<a id=""_DX_FRAG_ENDFRAGMENT""></a> </p><p> </p></body> </html>","       Manufactured and tested generally in accordance with DIN3122 and ISO3315 SpecificationsExpert Quality, 12 point sockets manufactured from chrome vanadium steel that's hardened and tempered with a polished finish. Each socket has a knurled ring for extra grip. Display packed.   ",TOOLING & WS,TOOLING,TOOLING GENERAL,,,158,100,103,48,32,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051182-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE2OTk5fGltYWdlL2pwZWd8YURJNEwyZ3hZeTg0T1RVek9EWTFOek15TVRJMkx6RXdOVEV4T0RJdE1WODRNREJYZURnd01FZ3w0YmIwODE1ODQwOTJjYmZlOWI1MTM4NDRiZTQ5MDI2MzIzZTkzYTJjZmFjMWFmODBhZDIyNTNjOTZiOWYxZjA4,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051186,89101232,33608,DRAPER,DRAPR SOCKET 1/2AF 1/2DR,Vaso DRAPER 1/2 1/2'',6.41,5.30,4.24,5010559336081,0,8204200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}</style> </head> <body> <ul> <li><a id=""_dx_frag_StartFragment""></a><a id=""_DX_FRAG_STARTFRAGMENT""></a>12 point sockets manufactured from chrome vanadium steel </li><li>Hardened and tempered with a satin finish </li><li>Each socket has a knurled ring for extra grip. <a id=""_dx_frag_EndFragment""></a></li></ul> <p> </p></body> </html>","        12 point sockets manufactured from chrome vanadium steel Hardened and tempered with a satin finish Each socket has a knurled ring for extra grip.    ",TOOLING & WS,TOOLING,TOOLING GENERAL,,,93,56,42,22,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2',,,,,,https://api.mybihr.com/medias/1051186-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI5MjE0fGltYWdlL2pwZWd8YURaakwyaGxaUzg0T1RBeU1qWTBNRGswTnpVd0x6RXdOVEV4T0RZdE1WODRNREJYZURnd01FZ3xhZTk0NGVmMmY3YTJkMDE3OWMzN2YzOThjNGYzNDE1NTQxMDc5Zjg1MDgxODUwNTMwMTE1NTAyY2E1ZTE4NTNh,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051188,89101234,33641,DRAPER,DRAPR SOCKET 5/8AF 1/2DR,Vaso DRAPER 1/2 5/8'',5.86,4.84,3.87,5010559336418,1,8204200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}</style> </head> <body> <ul> <li><a id=""_dx_frag_StartFragment""></a><a id=""_DX_FRAG_STARTFRAGMENT""></a>12 point sockets manufactured from chrome vanadium steel </li><li>Hardened and tempered with a satin finish </li><li>Each socket has a knurled ring for extra grip. <a id=""_dx_frag_EndFragment""></a></li></ul> <p> </p></body> </html>","        12 point sockets manufactured from chrome vanadium steel Hardened and tempered with a satin finish Each socket has a knurled ring for extra grip.    ",TOOLING & WS,TOOLING,TOOLING GENERAL,,,96,59,38,25,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2',,,,,,https://api.mybihr.com/medias/1051188-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzk3MzB8aW1hZ2UvanBlZ3xhRGMwTDJobU9TODRPVEkzTmpNME1qa3lOelkyTHpFd05URXhPRGd0TVY4NE1EQlhlRGd3TUVnfGNhMTgzZTA5ZTllOTI2ZmY3ZmM0ODlkNDg0MmI2ZTYwOTEyYzZjMDYyZTc5NTNlMGRlNDE5OWRjYzUyNTViNWQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051190,89101204,33660,DRAPER,DRAPR SOCKET 1/2 3/4,Vasos 1/2'' DRAPER 12 puntos 3/4'',9.04,7.47,5.98,5010559336609,1,8204200000,0,1,"Vasos de 12 caras en acero al cromo-vanadio, endurecido y templado, con acabado satinado. Cada vaso tiene un zona moleteada para un mejor agarre.","Vasos de 12 caras en acero al cromo-vanadio, endurecido y templado, con acabado satinado. Cada vaso tiene un zona moleteada para un mejor agarre.",TOOLING & WS,TOOLING,TOOLING GENERAL,,,92,79,26,35,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2',,,,,,https://api.mybihr.com/medias/1051190-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQzOTk3fGltYWdlL2pwZWd8YURabEwyZzROaTg0T0RjME5EQXlNakU0TURFMEx6RXdOVEV4T1RBdE1WODRNREJYZURnd01FZ3xmZWM5N2IyMWVkMDc0ZTdmMGY5ODMyYjIxNmQ0NmVlODFjMzQ0NWI2NzYyMzlkNTUwMWY0YjZmYzc4Mjg3NThk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051192,89207000,33694,DRAPER,DRAPR SET OF 10 HEX KEYS,Juego de 10 llaves allen DRAPER Largo,32.07,26.50,21.20,5010559336944,1,8204110000,0,1,Kit de llaves hexagonales con punta esférica y punta normal (10 unidades) Datos técnicos:  Acabado fosfatado negro. Envase compacto. Contiene: 2 - 2'5 - 3 - 4 -  5 - 5'5 - 6 - 7 - 8 y 10 mm,Kit de llaves hexagonales con punta esférica y punta normal (10 unidades) Datos técnicos:  Acabado fosfatado negro. Envase compacto. Contiene: 2 - 2'5 - 3 - 4 -  5 - 5'5 - 6 - 7 - 8 y 10 mm,TOOLING & WS,TOOLING,TOOLING GENERAL,,,414,415,208,83,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051192-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgzOTEzfGltYWdlL2pwZWd8YURZeEwyZzNNUzg0T1RVek9EWTJNVEkxTXpReUx6RXdOVEV4T1RJdE1WODRNREJYZURnd01FZ3w4NmYzOWJiN2FiMGFmMWE1YmZhNTdhNmQwNTA5MmM5ZDQ4YzE5MzA2MzEwZWI0OTVlYTc5NzYxYjI3NmNkODM0,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051193,89101236,33724,DRAPER,DRAPR SOCKET 15/16AF 1/2,Vaso DRAPER 1/2 15/16'',6.41,5.30,4.24,5010559337248,0,8204200000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}</style> </head> <body> <ul> <li><a id=""_dx_frag_StartFragment""></a><a id=""_DX_FRAG_STARTFRAGMENT""></a>12 point sockets manufactured from chrome vanadium steel </li><li>Hardened and tempered with a satin finish </li><li>Each socket has a knurled ring for extra grip. <a id=""_dx_frag_EndFragment""></a></li></ul> <p> </p></body> </html>","        12 point sockets manufactured from chrome vanadium steel Hardened and tempered with a satin finish Each socket has a knurled ring for extra grip.    ",TOOLING & WS,TOOLING,TOOLING GENERAL,,,127,99,36,35,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/2',,,,,,https://api.mybihr.com/medias/1051193-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTM3Nzl8aW1hZ2UvanBlZ3xhR015TDJnME1pODRPVEkwT0RnNU1qVXhPRGN3THpFd05URXhPVE10TVY4NE1EQlhlRGd3TUVnfDNlZjY2NmMzMGQ5YTQ5YmY2ZjhjNDJmNjhjZTBkMDJkYzllY2I5ZWJjODJlYzUyMmIwYTVlNjZiOGI0OTVlYjQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
1051150,8918549,18549,DRAPER,DRAPR COATED TITANIUM/NITRILE DRILL SET,Juego de 25 brocas DRAPER HSS titanio 1 - 10mm,31.31,25.88,20.70,5010559185498,1,8207506000,0,1,"Brocas de acero rápido, con revestimiento de nitruro de titanio para mayor vida útil (15 unidades).  			Contenido: 1'5x2 - 2x2 - 2'5x2 - 3 - 3'2 - 3'5 - 4 - 4'5 - 5 - 5'5 - 6 - 8 y 10 mm""""""""","Brocas de acero rápido, con revestimiento de nitruro de titanio para mayor vida útil (15 unidades).  			Contenido: 1'5x2 - 2x2 - 2'5x2 - 3 - 3'2 - 3'5 - 4 - 4'5 - 5 - 5'5 - 6 - 8 y 10 mm""""""""",TOOLING & WS,TOOLING,TOOLING GENERAL,,,968,353,220,110,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1051150-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjkxNjIwfGltYWdlL2pwZWd8YURnd0wyZzBaQzg0T1RVek9EWTBOelE1TURnMkx6RXdOVEV4TlRBdE1WODRNREJYZURnd01FZ3w0YjU5NTBjZmQ5OTFmODdlMDFiOTk4NzhlY2FmZmJiODNmNGJlY2MzMzFlMzFkZWQ4NTAxMTlmZDNiMmE4NDY2,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DRAPER-pictures.zip,,,,Spain Warehouse (Parts)
