PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura (mm),Cantidad,Longitud (cm),Longitud (mm),Picture1,Picture2,AllPicturesZIP,DeliveryPlant
1052813,89604010,135931,HPX,HPX SANDPAPER P180,Papel de lija HPX Grano P180,24.49,20.24,16.19,8711347121489,1,6805200000,0,1,"Papel de lija para lijado de pintura, barniz, masilla y madera. 			Medidas: 230 x 280 mm Kit de 50 unidades Papel de óxido de aluminio""""""""","Papel de lija para lijado de pintura, barniz, masilla y madera. 			Medidas: 230 x 280 mm Kit de 50 unidades Papel de óxido de aluminio""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,1816,1324,285,236,27,,,,,https://api.mybihr.com/medias/1052813-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODkwOTh8aW1hZ2UvanBlZ3xhRGd4TDJoaE55ODRPVFE1TXpNek56VXpPRGcyTHpFd05USTRNVE10TVY4NE1EQlhlRGd3TUVnfDc3Mjc3OTA4NzBhYjVhOTQ4OGNhYzljN2JkMTM0YzAxMzBjOTI5MzU0YjJhYmY2N2QxMGJkM2IzNjlhYjQ3ZDA,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052814,89604011,135932,HPX,HPX SANDPAPER P240,Papel de lija HPX Grano P240,40.62,33.57,26.86,8711347121496,0,6805200000,0,1,"Papel de lija para lijado de pintura, barniz, masilla y madera. 			Medidas: 230 x 280 mm Kit de 50 unidades Perfecto para lijado en metal húmedo Papel de carburo de silicio""""""""","Papel de lija para lijado de pintura, barniz, masilla y madera. 			Medidas: 230 x 280 mm Kit de 50 unidades Perfecto para lijado en metal húmedo Papel de carburo de silicio""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,1506,855,290,236,22,,,,,https://api.mybihr.com/medias/1052814-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODkwOTh8aW1hZ2UvanBlZ3xhRGsxTDJnME5DODRPRFk0TWpNMk16WXhOelU0THpFd05USTRNVFF0TVY4NE1EQlhlRGd3TUVnfDI1Y2EyNjJiNWZkYTY3NDQwYjE5ZDNlOTRmNzUxYTFiMTc0MGE5OTU4YjZmYzgzMTUxYWRjMzZkNjNhM2FhNzk,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
3032316,893207,,HPX,HPX KIT ZIK FIX 20X5,Pack Zip Fix HPX,50.00,41.32,26.86,893207,1,5906100000,0,1,"Cinta de velcro autoadhesiva y resistente. Válida para multitud de superficies. Para fijación de objetos ligeros o pesados. 			Buena adherencia a metal, cristal, madera, cerámica y la mayoría de los plásticos. También válida para uso exterior. Medidas: 20 mm x 5 m","Cinta de velcro autoadhesiva y resistente. Válida para multitud de superficies. Para fijación de objetos ligeros o pesados. 			Buena adherencia a metal, cristal, madera, cerámica y la mayoría de los plásticos. También válida para uso exterior. Medidas: 20 mm x 5 m",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,1728,224,120,120,120,,,,,https://api.mybihr.com/medias/3032316-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQzMjk3fGltYWdlL2pwZWd8YURobEwyZzJaUzg1TURFMU1UZ3hOVFF4TkRBMkx6TXdNekl6TVRZdE1WODRNREJYZURnd01FZ3wwOTI2OGU4MWFmODdlOGZiNzFiODJkNjgyMTE5NDdmMDNiNDZkM2FiOGNiMWMyODAwNDZhZTBhOTQ2YTlhNTAw,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052822,89604019,335948,HPX,HPX PAD MEDIUM GRADE,Estropajo abrasivo HPX moyen,4.96,4.10,3.28,8711347125517,0,6805200000,0,1,Fibra abrasiva para deslustrar superficies ya pintadas o eliminar el brillo del metal base.,Fibra abrasiva para deslustrar superficies ya pintadas o eliminar el brillo del metal base.,TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,1100,69,210,238,22,,,,,https://api.mybihr.com/medias/1052822-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzQ3NTJ8aW1hZ2UvanBlZ3xhRGc1TDJnd01TODRPVFV6T1RNNE1qRTBPVFF5THpFd05USTRNakl0TVY4NE1EQlhlRGd3TUVnfDFkNzhiMGVkNGYyZDY5ODQxNDE0MWYwZWQ4NmEzMDEzOWM0Nzc3NDBjYzEyODVhNTYzZGM1YWNjNzA3NGYyMDI,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052835,89604006,IY1910,HPX,HPX DUCT TAPE 19MM X 10M YELLOW,Cinta adhesiva aislante HPX amarillo,2.98,2.46,1.48,5425014220476,1,3919108090,0,1,"Cinta aislante universal de PVC. 			Medidas: 19 mm x 10 m""""""""","Cinta aislante universal de PVC. 			Medidas: 19 mm x 10 m""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,92,44,64,65,22,,,,,https://api.mybihr.com/medias/1052835-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODA5MDh8aW1hZ2UvanBlZ3xhR0UzTDJnME5DODRPVFE1TXpNME5UUXdNekU0THpFd05USTRNelV0TVY4NE1EQlhlRGd3TUVnfGIzNjI3ODFmMDU1ODFiMGU1ZDhiZDdhNGZjMDk2NjQzNDZlNTk3ZGE2YmZiYThlNTVkNzY3MWYzMmI5YjFlYWE,https://api.mybihr.com/medias/1052835-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mzk0NTd8aW1hZ2UvanBlZ3xhR1ZpTDJnelpDODRPVFE1TXpNME56TTJPVEkyTHpFd05USTRNelV0TWw4NE1EQlhlRGd3TUVnfDZjZGZhMjNkZDJmNTdkZTY5ZTQyYmFiY2M1M2FmZGVmNDZiY2QwMWNkNTQ3YzBiZDg3MWZlMjIyZmI0ZjliNzg,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052843,893206,Z2005H,HPX,HPX DUCT TAPE 20MM X 5M BLACK,Cinta autoadhesiva de gancho Zip Fix HPX negro,17.76,14.68,8.81,5425014220377,1,3919108090,0,1,"Cinta de velcro autoadhesiva y resistente. Válida para multitud de superficies. Para fijación de objetos ligeros o pesados. 			Cinta autoadhesiva de velcro Buena adherencia a metal, cristal, madera, cerámica y la mayoría de los plásticos. También válida para uso exterior. Medidas: 20 mm x 5 m""""""""","Cinta de velcro autoadhesiva y resistente. Válida para multitud de superficies. Para fijación de objetos ligeros o pesados. 			Cinta autoadhesiva de velcro Buena adherencia a metal, cristal, madera, cerámica y la mayoría de los plásticos. También válida para uso exterior. Medidas: 20 mm x 5 m""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,782,117,175,154,29,,,,,https://api.mybihr.com/medias/1052843-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQzMjk3fGltYWdlL2pwZWd8YURVNUwyZ3dPQzg0T1RVek9UTTROREV4TlRVd0x6RXdOVEk0TkRNdE1WODRNREJYZURnd01FZ3wxOGJkMTRmZDgwMzEzNGU1ZDg5YmRkOTJjYzgzNjEyODUzZDM2ODU2ZTA4NGE2Mjg3Njk1NzgyNGRhNjQ4Zjky,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052811,89604008,135929,HPX,HPX SANDPAPER P80,Papel de lija HPX Grano P80,49.34,40.78,32.62,8711347121434,1,6805200000,0,1,"Papel de lija para lijado de pintura, barniz, masilla y madera. 			Medidas: 230 x 280 mm Kit de 50 unidades Papel de óxido de aluminio""""""""","Papel de lija para lijado de pintura, barniz, masilla y madera. 			Medidas: 230 x 280 mm Kit de 50 unidades Papel de óxido de aluminio""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,2059,1512,285,233,31,,,,,https://api.mybihr.com/medias/1052811-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODkwOTh8aW1hZ2UvanBlZ3xhRFE0TDJnek5DODRPVE0xTWpBMU9EWXpORFUwTHpFd05USTRNVEV0TVY4NE1EQlhlRGd3TUVnfDJhZTg5ODJmY2U3NzE3YjRmYjA5NzRkNzQzNzJjNmEwZmIyMzkxOWI4NGVkMzkwMWM5ZWVlMDRhZWJjYzRiZDg,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052816,89604013,135934,HPX,HPX SANDPAPER P600,Papel de lija HPX Grano P600,27.49,22.72,18.18,8711347121540,0,6805200000,0,1,"Papel de lija para lijado de pintura, barniz, masilla y madera. 			Medidas: 230 x 280 mm Kit de 50 unidades Perfecto para lijado en metal húmedo Papel de carburo de silicio""""""""","Papel de lija para lijado de pintura, barniz, masilla y madera. 			Medidas: 230 x 280 mm Kit de 50 unidades Perfecto para lijado en metal húmedo Papel de carburo de silicio""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,1173,603,290,238,17,,,,,https://api.mybihr.com/medias/1052816-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODkwOTh8aW1hZ2UvanBlZ3xhRGxpTDJobE5pODRPVEkzTmpZNE1UYzBPRGM0THpFd05USTRNVFl0TVY4NE1EQlhlRGd3TUVnfGE1MTQ2YzgxYTAxYzVjMDMwM2VhZTNmNTRkMmVlOTIxMjYxOGM2MjY0MTIxZTZjYTEwN2NjYTFlOWJlOTc2OTc,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052825,893204,DG2502,HPX,HPX DUO GRIP 25MM X 2 M,Cinta de fijación reajustable HPX Duo Grip,35.47,29.31,17.59,5425014220759,0,5806329000,0,1,"Cinta de fijación reajustable, con ganchos: Aprieta los ganchos uno contra el otro para optimizar la fijación. Adecuada tanto para cargas ligeras como pesadas. 			Soporta cargas hasta cinco veces superiores a las fijaciones tradicionales de «gancho y correa» Medidas: 25 mm x 2 m""""""""","Cinta de fijación reajustable, con ganchos: Aprieta los ganchos uno contra el otro para optimizar la fijación. Adecuada tanto para cargas ligeras como pesadas. 			Soporta cargas hasta cinco veces superiores a las fijaciones tradicionales de «gancho y correa» Medidas: 25 mm x 2 m""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,499,162,127,131,30,,,,,https://api.mybihr.com/medias/800Wx800H-1052825-1.jpg?context=bWFzdGVyfHJvb3R8NDk3MTR8aW1hZ2UvanBlZ3xhR0k0TDJneE55OHpNelkxTWpZek1EazBOVGd5TWk4NE1EQlhlRGd3TUVoZk1UQTFNamd5TlMweExtcHdad3wyODEzZTE1ZjgzZGJhYmJjODdkYTZjNmY4NTlhMzdmZTdkYzE0MWUwMDhjZGQwNzVmMWM2MjVhMGY0YzQ5MGNj,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052845,891408,ZC30,HPX,HPX DUCT TAPE 50MM X 5M,Cinta adhesiva HPX aluminio,8.65,7.15,4.29,8711347320004,2,3919108090,0,1,"Cinta de aluminio para reparar y unir metales. 			Adecuada para la fijación temporal o permanente en condiciones extremas. Resistencia térmica: 120 °C Medidas: 50 mm x 5 m Espesor: 0,08 mm""""""""","Cinta de aluminio para reparar y unir metales. 			Adecuada para la fijación temporal o permanente en condiciones extremas. Resistencia térmica: 120 °C Medidas: 50 mm x 5 m Espesor: 0,08 mm""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,578,62,116,94,53,,,,,https://api.mybihr.com/medias/1052845-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc4MTR8aW1hZ2UvanBlZ3xhRFk0TDJneE1DODRPVEV3TkRnNE5UWTNPRE00THpFd05USTRORFV0TVY4NE1EQlhlRGd3TUVnfDljZTM4MGU3YzlhZjc4MzY2OTgzZjdmOTg0ZTk1OGVmZGUyYTE0YTQ4NDJiOTU5OGVlMzRlZTA2MmY2Mjc3ZGE,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052820,89604017,335925,HPX,HPX SAND BLOCK BLACK RUBBER,Esponja lijadora de goma HPX negro,6.95,5.74,4.59,8711347125067,1,6805200000,0,1,"Taco de lijado de goma, muy práctico en reparaciones de la carrocería","Taco de lijado de goma, muy práctico en reparaciones de la carrocería",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,422,218,170,73,34,,,,,https://api.mybihr.com/medias/1052820-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDI4MTF8aW1hZ2UvanBlZ3xhREJrTDJnNU5pODRPVEF5TXpNNE9EY3hNekkyTHpFd05USTRNakF0TVY4NE1EQlhlRGd3TUVnfDdmMTFiYmUzZTgyMDZhNmFjNDIxYmFmYmY0MDg5MDA2NzliZDViOTA0NzRkMTAxMTA4YzlhZmYxNzVjMjY3Yjc,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052821,89604018,335947,HPX,HPX PAD FINE GRADE,Estropajo abrasivo HPX fino,4.76,3.93,3.14,8711347125494,2,6805200000,0,1,Fibra abrasiva para deslustrar superficies ya pintadas o eliminar el brillo del metal base.,Fibra abrasiva para deslustrar superficies ya pintadas o eliminar el brillo del metal base.,TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,495,65,215,230,10,,,,,https://api.mybihr.com/medias/1052821-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzQ3NTJ8aW1hZ2UvanBlZ3xhR0l4TDJoaE1DODRPVFE1TXpNek9UVXdORGswTHpFd05USTRNakV0TVY4NE1EQlhlRGd3TUVnfDM4ZDM0MzIxMzE0MzFjMTliMmFiZTNlNDEzZjAzZGY4NzVhMDJhYjM0OWE2NGZkYjhlN2ZhYWNhZmU1NjQ4MjM,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052827,891402,EB5025,HPX,HPX DUCT TAPE 50MM X 25M BLACK,Cinta adhesiva americana  HPX negro,9.00,7.44,4.46,8711347179787,27,5906100000,0,1,"Cinta americana impermeable y fácil de retirar. 			Resistencia térmica: 65 °C Medidas: 50 mm x 25 m Espesor: 0,25 mm""""""""","Cinta americana impermeable y fácil de retirar. 			Resistencia térmica: 65 °C Medidas: 50 mm x 25 m Espesor: 0,25 mm""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,714,324,120,119,50,,,,,https://api.mybihr.com/medias/1052827-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA0MDV8aW1hZ2UvanBlZ3xhR0UwTDJnME55ODRPVEF5TXpNNU1EWTNPVE0wTHpFd05USTRNamN0TVY4NE1EQlhlRGd3TUVnfDdhNDU4MjlmZjllMDk2YTJjYjRmNTM0YTBkYzAzOGQxMjI4MmQzYWYzN2JlYTU0OGUyYWM2NjA4YzJkNzZiNzc,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052832,89604002,IL1910,HPX,HPX DUCT TAPE 19MM X 10M BLUE,Cinta adhesiva aislante HPX azul,3.18,2.63,1.58,5425014220445,1,3919108090,0,1,"Cinta aislante universal de PVC. 			Medidas: 19 mm x 10 m""""""""","Cinta aislante universal de PVC. 			Medidas: 19 mm x 10 m""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,92,35,64,65,22,,,,,https://api.mybihr.com/medias/1052832-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODg1ODV8aW1hZ2UvanBlZ3xhRGRsTDJneVpTODRPVE0xTWpBMk5qUTVPRGcyTHpFd05USTRNekl0TVY4NE1EQlhlRGd3TUVnfGRiY2U0ZTMzMzI0NTg5ZTY0ODkzZGFhMWU2Y2ViN2U5MTBhZmQwZTU2MDczZWZiZWY1NWQxMDg1MGIwZjk3NWE,https://api.mybihr.com/medias/1052832-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDc4NTh8aW1hZ2UvanBlZ3xhRFJsTDJnek5TODRPVE0xTWpBMk9EUTJORGswTHpFd05USTRNekl0TWw4NE1EQlhlRGd3TUVnfGRiMjRlN2U4NWYxOTViMDRhNTk0N2NlMWRlNGM0MGZjMzk4ODRlODgxN2I1Mjk0ZDhhMjRlMTc1NzM4ZmEyMjc,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052834,89604003,IW1910,HPX,HPX DUCT TAPE 19MM X 10M WHITE,Cinta adhesiva aislante HPX blanco,3.18,2.63,1.58,5425014220469,1,3919108090,0,1,"Cinta aislante universal de PVC. 			Medidas: 19 mm x 10 m""""""""","Cinta aislante universal de PVC. 			Medidas: 19 mm x 10 m""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,85,43,61,63,22,,,,,https://api.mybihr.com/medias/1052834-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzQ3NTZ8aW1hZ2UvanBlZ3xhRFE0TDJnMU1pODRPVFE1TXpNME1UUTNNVEF5THpFd05USTRNelF0TVY4NE1EQlhlRGd3TUVnfGMwYzE0ZjI0ZjhjNDE4YzdkZDg1YjA1OTNmOWFhZTkwNWVlNjdiODg1NTY3Y2JhZTY2YmRlZmYzMThmNTRiODU,https://api.mybihr.com/medias/1052834-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzA0OTl8aW1hZ2UvanBlZ3xhRGM0TDJnMFlpODRPVFE1TXpNME16UXpOekV3THpFd05USTRNelF0TWw4NE1EQlhlRGd3TUVnfDUzOWQ5ODExMDJkZjM3YTI0NWY1NzllOGFmMzMyYTQ2NDQ5MjQxM2ZmN2ZiNDZiZGU1MWM3ZDJjOWJhYjIwNjg,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052846,89605015,ZCRE04,HPX,HPX DUCT TAPE FOR BALANCE WEIGHTS,Quita adhesivo HPX,35.14,29.04,23.23,5425014221756,1,5906100000,0,1,"Disco especial sintético para eliminar restos de adhesivos y cintas de doble caraNo estropea la pintura en la superficie, y ahorra tiempoVelocidad idónea: 3000 a 4000 rpm","Disco especial sintético para eliminar restos de adhesivos y cintas de doble caraNo estropea la pintura en la superficie, y ahorra tiempoVelocidad idónea: 3000 a 4000 rpm",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,973,217,200,152,32,,,,,https://api.mybihr.com/medias/1052846-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDgzNDF8aW1hZ2UvanBlZ3xhREppTDJneU1TODRPVE01TlRnM01UUXhOall5THpFd05USTRORFl0TVY4NE1EQlhlRGd3TUVnfDA4Njk3ZDBmZTU1NDdjMWNmMzIxYmY3YjIyYjAwM2Q2ZDRhMmJiY2NmNWY2NTYwYjU3MGE5NWJjYWYwODAwNDU,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052826,89604024,DT0001,HPX,HPX TAPE DISPENSER,Dispensador tipo pistola para cinta adhesiva HPX,21.48,17.75,14.20,5425014224313,0,5906100000,0,1,"Dispensador de cinta con freno, válido para rollos de 50 x 66 mm.","Dispensador de cinta con freno, válido para rollos de 50 x 66 mm.",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,2884,489,278,182,57,,,,,https://api.mybihr.com/medias/1052826-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc4ODB8aW1hZ2UvanBlZ3xhR014TDJneU55ODRPVE0xTWpBMk5EVXpNamM0THpFd05USTRNall0TVY4NE1EQlhlRGd3TUVnfGU4N2JlNTgzOWM5YTQ2OTE4OTJlYTU3MTYwYjc1NDIyNjU1NjA1MmRhMTUxMTIwZTQ4OTljNTQyYjM5MWI4ZTM,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052831,89604004,IG1910,HPX,HPX DUCT TAPE 19MM X 10M GREY,Cinta adhesiva aislante HPX gris,2.98,2.46,1.48,8711347114535,2,3919108090,0,1,"Cinta aislante universal de PVC. 			Medidas: 19 mm x 10 m""""""""","Cinta aislante universal de PVC. 			Medidas: 19 mm x 10 m""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,96,43,67,65,22,,,,,https://api.mybihr.com/medias/1052831-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODAwOTF8aW1hZ2UvanBlZ3xhR1JrTDJnellTODRPVE01TlRnMk5UVXhPRE00THpFd05USTRNekV0TVY4NE1EQlhlRGd3TUVnfGZhM2MxNDRhZDJmNzZlOTFhZTM0MDA0MTY1OTA1MTU4ZmI4OWVhZmQzODdhYjA2MGFiYmU1ZWUwM2VkNDgyZjE,https://api.mybihr.com/medias/1052831-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzkxMTh8aW1hZ2UvanBlZ3xhREl3TDJnek5DODRPVE01TlRnMk56UTRORFEyTHpFd05USTRNekV0TWw4NE1EQlhlRGd3TUVnfDhiYjEyYmE2M2QyNmY1MDdhZDVmNDllNDBjYzcxNTM0OGU5NDE5ZjcyMDk3OTlmYzZjNGFhODZlNzI4MGFlYTM,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052833,89604005,IR1910,HPX,HPX DUCT TAPE 19MM X 10M RED,Cinta adhesiva aislante HPX rojo,2.98,2.46,1.48,5425014220452,2,3919108090,0,1,"Cinta aislante universal de PVC. 			Medidas: 19 mm x 10 m""""""""","Cinta aislante universal de PVC. 			Medidas: 19 mm x 10 m""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,86,43,62,63,22,,,,,https://api.mybihr.com/medias/1052833-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ3OTZ8aW1hZ2UvanBlZ3xhR05oTDJnNE15ODRPVE0xTWpBM01EUXpNVEF5THpFd05USTRNek10TVY4NE1EQlhlRGd3TUVnfGRkYjg4ZTg5YjQ4ZTgwMzZkYTRkNDUzYWJjM2Y3Mzg3NWNhNTY5YTY1OTM0ZmJkN2RjNzlhMzYxZTQxZWIzNzk,https://api.mybihr.com/medias/1052833-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTQzNzd8aW1hZ2UvanBlZ3xhRGczTDJnNFlTODRPVE0xTWpBM01qTTVOekV3THpFd05USTRNek10TWw4NE1EQlhlRGd3TUVnfGYzNTQ1ZmJiNTE1YWZmMTIyZWZmZDVjNTY2NmY4MDg4NzI5MzQ3ZDA1YzM5YmQ4ZTIyYmU1NmZhMTQ2Y2Y1YzY,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
1052837,89604020,MT1950,HPX,HPX DUCT TAPE 100°C - 19MM X 50M,Cinta de enmascarar HPX 19mm x 50m,3.74,3.09,2.47,89604020,1,5906100000,0,1,"Cinta de enmascarar de alta calidad (estándar para automoción). Buena adherencia a metal, cristal, plástico y goma. 			Resistencia térmica: 100 °C Espesor: 0,14 mm""""""""","Cinta de enmascarar de alta calidad (estándar para automoción). Buena adherencia a metal, cristal, plástico y goma. 			Resistencia térmica: 100 °C Espesor: 0,14 mm""""""""",TOOLING & WS,CONSUMABLE,CONS. CONSUMABLE,379,127,118,119,27,,,,,https://api.mybihr.com/medias/1052837-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzMyMzJ8aW1hZ2UvanBlZ3xhRFZqTDJobVpDODRPRFk0TWpRM056WTFNREl5THpFd05USTRNemN0TVY4NE1EQlhlRGd3TUVnfDUxYWM2Y2U4ZDlmNjdlNzhiOGJlZjFjNGMxNDMyMmM4MjNmM2YzZTFiNjZmNTdhYjljZjcyOTliZjAyMmU4ZTU,,https://static.bihr.pro/eBihr/Pictures/HPX-pictures.zip,Spain Warehouse (Parts)
