PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Cierre rápido,Color,Eslabones de cadena,Factor de durabilidad,Medida,Paso de cadena,Tecnología,Uso recomendado,Velocidades,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1104767,15458,BX09NG114,KMC,KMC CHAIN X9 114L INDEX 9SPD SILVER/GREY,Cadena KMC X9 9 velocidades 114 eslabones plata/gris,32.00,26.45,18.52,4715575890562,4,7315111000,0,1,<font size=1><font size=1><p align=left><font size=3>Cadena KMC X9-93</font></p><p align=left><font size=3>116 Pasos Index 9V</font></p><p><font size=3>Color cromada</font></p></font></font>,Cadena KMC X9-93116 Pasos Index 9VColor cromada,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,204,315,104,103,19,,Gris & Plata,,,,,Double X-Bridge,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,9,https://api.mybihr.com/medias/1104767-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTUwMDk1fGltYWdlL3BuZ3xhRGd4TDJnMU15OHhNRGt4TVRnNU1qSTBNalEyTWk4eE1UQTBOelkzTFRGZk9EQXdWM2c0TURCSXwxNmU3MzFmNmQ2ZWUyODI0MGRjMDQ5OGQ0YzIyNGIzOWU4OTQ3OGM0MGFjOGVlMGFiMzAwZmU4MzkyYTZlNDg5,https://api.mybihr.com/medias/1104767-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTA1MTU3fGltYWdlL3BuZ3xhREJtTDJnMk1TOHhNRGt4TVRnNU1qWXpOVFkzT0M4eE1UQTBOelkzTFRKZk9EQXdWM2c0TURCSXxkZTk2ZTIyZWJhYThlMzI3YWU0Y2M1YWJjMjdmMDUxNDRmYjhhNThkMTY5ZjU4ZTlhMTM3YzY2NTk4NzY4ZDFi,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1104778,15477,BB1WB0112,KMC,KMC CHAIN B1 WIDE 112 LINKS 1 SPD. BLACK,Cadena KMC B1 Wide 1 velocidad 112 eslabones negra,7.50,6.20,4.34,4715575891194,104,7315111000,0,1,<font size=1><font size=1><p align=left><font size=3>Cadena KMC B1</font></p><p align=left><font size=3>112 Pasos 1V</font></p><p><font size=3>Color negro</font></p></font></font>,Cadena KMC B1112 Pasos 1VColor negro,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,242,434,101,100,24,,Negro,,,,,,BMX & Ciudad & Infantil,1,https://api.mybihr.com/medias/1104778-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTYwNzQyfGltYWdlL3BuZ3xhRFZpTDJnNU1DOHhNRGt4TVRrd01EZzVNekl4TkM4eE1UQTBOemM0TFRGZk9EQXdWM2c0TURCSXxmMWFjNDVmYTQ0MjRkOWFhMjcxMjY1YWJjNjdjZWRjOTVjMjE0ZWNlYmZhYjE0Y2YzZGUxMmJhMWNkYjA1Zjlh,https://api.mybihr.com/medias/1104778-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NjQ5NnxpbWFnZS9wbmd8YURJeUwyZ3pZaTh4TURreE1Ua3dNVEk0TmpRek1DOHhNVEEwTnpjNExUSmZPREF3VjNnNE1EQkl8NzQxMDBlZWZlZTdlNjRmODg4MTlkNTdiOGQ3NDI3MDIyZWNhM2UwZWQ3MmRmMDM3YTk0MmRlMTRiZmIwM2JlMw,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1103857,6030,31243,KMC,KMC CHAIN X10 114 LINKS INDEX 10 SPD,Cadena KMC X10 10 velocidades 114 eslabones plata/negra,37.99,31.40,12.56,4715575890449,51,7315111000,0,1,<font size=1><font size=1><p align=left><font size=4>Cadena KMC X10-93</font></p><p><font size=4>112 Pasos Index 10V</font></p></font></font>,Cadena KMC X10-93112 Pasos Index 10V,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,196,299,102,101,19,,Negro & Plata,,,,,Double X-Bridge,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,10,https://api.mybihr.com/medias/1103857-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzg0MDN8aW1hZ2UvanBlZ3xhR05qTDJneU9DODVOek15TkRVNU9EVTFPVEF5THpFeE1ETTROVGN0TVY4NE1EQlhlRGd3TUVnfDBlNWE2YWMyNWNkYWZlM2FiNTJlN2Q1ZjMxYTNhODg4NGZmMTE3Mzk1ZGI4ZDRhYzFjYjBkZTQ5MmIyYTRlMGU,https://api.mybihr.com/medias/1103857-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTk0NTc0fGltYWdlL2pwZWd8YURNekwyaGtZUzg1TnpNeU5EWXdNalE1TVRFNEx6RXhNRE00TlRjdE1sODRNREJYZURnd01FZ3w3Y2I1YTdjYmQ4M2FmNDcwOWYxODdiYjY1OGMwNWFlODdjM2JhNzE1NzM0MWIxM2MxNmYxZWJkZjhhYjhiOTAx,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1104776,15475,BZ1WG0112,KMC,KMC CHAIN Z1 112 LINKS 1 SPD. GOLD,Cadena KMC Z1 Wide 1 velocidad 112 eslabones oro,15.50,12.81,8.97,4715575891071,17,7315111000,0,1,<font size=1><font size=1><p align=left><font size=3>Cadena KMC Z-510 BMX</font></p><p align=left><font size=3>112 Pasos</font></p><p><font size=3>Color oro</font></p></font></font>,Cadena KMC Z-510 BMX112 PasosColor oro,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,242,417,103,98,24,,Oro,,,,,Anti-Drop,BMX & Ciudad & Infantil,1,https://api.mybihr.com/medias/1104776-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc1NzgyfGltYWdlL3BuZ3xhR0kzTDJoak5DOHhNRGt4TVRnNU9UTXlNRE0xTUM4eE1UQTBOemMyTFRGZk9EQXdWM2c0TURCSXwzMGFmZTRiNjZmMzkxMTVhZTM5MDQ2NTdhNDE1YWQ5MGY3NTkyMWU1YzU4MTY5OGRkMWMxOTk0MDk3ZmRmMTEw,https://api.mybihr.com/medias/1104776-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTI4MTY0NnxpbWFnZS9wbmd8YURKaEwyaGlOeTh4TURreE1UZzVPVGN4TXpVMk5pOHhNVEEwTnpjMkxUSmZPREF3VjNnNE1EQkl8YzkzMDEwYzZkMDU1Yjk3MDAwYjlhMmUyODg3YzU4ZmI1ZTg5NjY2YzgxMTY2MjhmMjg3ZDJlODE2OTRkMzRhMg,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1104784,15491,C78EPTR73,KMC,KMC CONNECTING LINK 6/7/8SPD X8/Z8/Z6,"Enganche Cadena KMC 7/8V (7,3mm) X8/Z8/Z6 y Shimano UG/HG (Blister 2uds)",6.00,4.96,3.47,4715575896854,49,7315111000,0,1,"<font size=1><font size=1><p align=left><font size=3>Enganche Cadena 7/8V (7,3mm.)</font></p><p align=left><font size=3>KMC: </font><font size=3>X-8-99 / X-8-93 / Z-8-XRB / Z-6</font></p><p align=left><font size=3>SHIMANO: </font><font size=3>UG-51 / HG-40_50_70_90</font></p></font></font>","Enganche Cadena 7/8V (7,3mm.)KMC: X-8-99 / X-8-93 / Z-8-XRB / Z-6SHIMANO: UG-51 / HG-40_50_70_90",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,91,14,102,99,9,,,,,,,,Ciudad & E-Bike & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/800Wx800H-1104784-1.jpg?context=bWFzdGVyfHJvb3R8MTc0ODY2fGltYWdlL2pwZWd8YUdNNUwyaG1OeTgwTnpJNE16WXhNVEUzTWpnNU5DODRNREJYZURnd01FaGZNVEV3TkRjNE5DMHhMbXB3Wnd8MTJlOGM3MjM2MTk3ZGU3Y2ZiNzkyMGNkYTVlMWFmNTU0ODkyMTliYzFiY2M1MDBjMDljYjUzZjQyZGIxNmVkNQ,,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1104371,6024,X8,KMC,KMC CHAIN X8-92 116L 8 SPD CHROME/GREY,Cadena KMC X8 6/7/8 velocidades 116 eslabones plata/gris,19.00,15.70,10.99,4715575890654,117,7315111000,0,1,"KMC bicycle chain X8-92
Speeds: 8
Links: 116
Coating: Index
Color: Chrome / Grey","KMC bicycle chain X8-92
Speeds: 8
Links: 116
Coating: Index
Color: Chrome / Grey",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,200,352,103,102,19,,Gris & Plata,,,,,Double X-Bridge,Ciudad & E-Bike & Infantil & MTB & Trekking/Touring,6 & 7 & 8,https://api.mybihr.com/medias/1104371-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ1NDM4fGltYWdlL3BuZ3xhR1l3TDJobE9TOHhNRGt4TVRjeU1UTXlORFUzTkM4eE1UQTBNemN4TFRGZk9EQXdWM2c0TURCSXxjMjQ3MDQyNzJkYzM5ODhkMGFkNDFiZmM5MjNjNmRiYWRhNjgwMmYzYzFkOTE0NmE3ZGY1Zjg1MDYzODY4Y2Yy,,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1104783,15489,C09EPTR00,KMC,"KMC CONNECTING LINK 9SPD (6,60MM) SILVER","Enganche Cadena KMC 9V (6,60mm) (Blister 2uds)",6.99,5.78,4.05,4715575896823,65,7315111000,0,1,"<font size=1><font size=1><p align=left><font size=3>Enganche Cadena </font><font size=3>9V (6,60mm.)</font></p></font></font>","Enganche Cadena 9V (6,60mm.)",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,91,15,101,100,9,,,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1104783-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTUxODM1fGltYWdlL3BuZ3xhR0ZpTDJoaE5TOHhNRGt4TVRrd016WTBOVGN5Tmk4eE1UQTBOemd6TFRGZk9EQXdWM2c0TURCSXwyNzYxYzI1M2ZiNzBkMmE5MTBkMjQ2Njg5YWFiN2QzMWQ1ODc2Y2MyNWFhZjgyYmQ4MjkyNmE2YTU1NzA2YjE1,,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1104786,15493,31234,KMC,KMC CONNECTING LINK 1SP SNAP-ON WIDE SIL,"Enganche Cadena KMC 1V (9,4mm) (Bolsa 1ud)",2.50,2.07,1.45,4715575882406,20,7315111000,0,1,"<font size=1 face=TradeGothicLTStd-Light><font size=1 face=TradeGothicLTStd-Light><p>Enganche Cadena 1V (9,4mm.)</p></font></font>","Enganche Cadena 1V (9,4mm.)",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,11,3,31,31,11,,,,,,,,BMX & Ciudad & Infantil,,https://api.mybihr.com/medias/800Wx800H-1104786-1.jpg?context=bWFzdGVyfHJvb3R8MTA0NzA5fGltYWdlL2pwZWd8YUdRM0wyaGhOUzh5T1Rnd016QTJNVE14TXpVMk5pODRNREJYZURnd01FaGZNVEV3TkRjNE5pMHhMbXB3Wnd8NTA0MDg5Y2VkNDIwYTM0MzM3OWM5NGNmNmNhZmYyOTg0MDE3Nzc2NTExYjlmYWY0MWYzZWNjYTFmYmQyNWFmMA,,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1105337,EC73,WC78EPTR0,KMC,KMC CONNECTING LINK 6/7/8SPD X8/Z8/Z6,"Enganche Cadena KMC 7/8V (7,3mm) X8/Z8/Z6 y Shimano UG/HG (Bolsa 1ud)",2.50,2.07,1.45,4715575895611,16,7315111000,0,1,"KMC missing link 6 / 7 / 8 Speeds. Bag 1 piece.
1/2"" X 11/128""
Pin size: 7,30 mm
Silver, Anti-Rust EPT
Suitable for chains: KMC X8 99+ X8.93 + Z8XRB, Z7 + Z6/ Shimano UG51 + HG40/50/70/90","KMC missing link 6 / 7 / 8 Speeds. Bag 1 piece.
1/2"" X 11/128""
Pin size: 7,30 mm
Silver, Anti-Rust EPT
Suitable for chains: KMC X8 99+ X8.93 + Z8XRB, Z7 + Z6/ Shimano UG51 + HG40/50/70/90",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,10,3,44,25,9,,,,,,,,Ciudad & E-Bike & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1105337-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM5ODk4fGltYWdlL3BuZ3xhR05oTDJnME9TOHhNRGt4TVRrd056VTNOemc0Tmk4eE1UQTFNek0zTFRGZk9EQXdWM2c0TURCSXwwYThjYzMwYTFkMzM5NzUzNDkyNmU3YWY5OGY5MGExMjU5NzkyYjY1NDIwNjI2MGU3ODZlZGYxNTUxZTcyZjY2,,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1104771,15467,BZ08EP114,KMC,KMC CHAIN Z8.3 EPT 114L 8 SPD ANTI-RUST,Cadena KMC Z8.3 6/7/8 velocidades 114 eslabones gris,23.00,19.01,13.31,4715575890760,7,7315111000,0,1,<font size=1><font size=1><p align=left><font size=3>Cadena KMC Z-8RB</font></p><p align=left><font size=3>116 Pasos 8V</font></p><p><font size=3>Antioxidante</font></p></font></font>,Cadena KMC Z-8RB116 Pasos 8VAntioxidante,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,227,361,105,103,21,,Gris,,,,,Anti-Rust,Ciudad & E-Bike & Infantil & MTB & Trekking/Touring,6 & 7 & 8,https://api.mybihr.com/medias/1104771-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTcwNjE5fGltYWdlL3BuZ3xhRE00TDJnMllpOHhNRGt4TVRnNU5UTTRPREU1TUM4eE1UQTBOemN4TFRGZk9EQXdWM2c0TURCSXw0MWRjMmVkOTk4ODY1ZmVmYmM0NzQyZjk4NWZmNTVjYzNjOWQxZDU4M2NkMjFlNWE2NTIxOWNjZGVjNWZjOThl,https://api.mybihr.com/medias/1104771-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTMyODc0N3xpbWFnZS9wbmd8YURrNEwyZzFaQzh4TURreE1UZzVOVGM0TVRRd05pOHhNVEEwTnpjeExUSmZPREF3VjNnNE1EQkl8MmRjN2FjODFjYTI0Y2Y1YTgzNTJjM2U4MmVkOWQyYjI0YzFiYmNkOWY5Nzc1N2U2NzM5NDE1ZTgzMGZlYzAxYg,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1104760,15442,X11SL-GOLD,KMC,KMC CHAIN X11SL 112L SUPERLIGHT GOLD,Cadena KMC X11SL 11 velocidades 118 eslabones oro,82.50,68.18,27.27,8430525154421,3,7315111000,0,1,"<font size=1><font size=1><p align=left><font size=3>Cadena KMC X-11 SL</font></p><p align=left><font size=3>112 Pasos Index 11V (5,5mm)</font></p><p><font size=3>Color oro. Peso 228 gr.</font></p></font></font>","Cadena KMC X-11 SL112 Pasos Index 11V (5,5mm)Color oro. Peso 228 gr.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,202,152,103,103,19,,Oro,,,,,Super Light,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,11,https://api.mybihr.com/medias/1104760-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU1ODQxfGltYWdlL3BuZ3xhRFJpTDJnMlpTOHhNRGt4TVRjeU1qZzVOelF6T0M4eE1UQTBOell3TFRGZk9EQXdWM2c0TURCSXxmZDQwMmVjYzk4NDVkN2ZhNTkwZmEwY2M1OWZhMGFmNWVmMWJlODI2MDQ1ODMwMWVhZDIwYjNlNWQzODljZWNl,https://api.mybihr.com/medias/1104760-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTAxMDY4MnxpbWFnZS9wbmd8YUdabUwyZ3hPQzh4TURreE1UY3lNekk1TURZMU5DOHhNVEEwTnpZd0xUSmZPREF3VjNnNE1EQkl8NzQ3NmU0NTdiMTEyY2JlZDQ5ZmViODA2Y2JjNWQzOTQyMzgwYzNhNjZmZDJiMWFhMmVlZWZkNjU1ZjIyYTU2MA,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1104785,15492,CSOWEPT00,KMC,KMC CONNECTING LINK 1SP SNAP-ON WIDE SIL,"Enganche Cadena KMC 1V (9,4mm) (Blister 2uds)",4.50,3.72,2.60,4715575896946,48,7315111000,0,1,"<font size=1 face=TradeGothicLTStd-Light><font size=1 face=TradeGothicLTStd-Light><p>Enganche Cadena 1V (9,4mm.)</p></font></font>","Enganche Cadena 1V (9,4mm.)",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,86,15,99,96,9,,,,,,,,BMX & Ciudad & Infantil,,https://api.mybihr.com/medias/1104785-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODc2Mjc1fGltYWdlL3BuZ3xhRGRoTDJobU55OHhNRGt4TVRrd05EUXpNakUxT0M4eE1UQTBOemcxTFRGZk9EQXdWM2c0TURCSXw5YTQxZWUyNzc3NTE0NzUwMTNjZDA3YmIzOWE1MzAzMTMxZGNiNTAyNjNjOThjMzYzMTg4M2Q2MGQyYzQ4N2Q2,,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1104852,32632,WRZ8GY000,KMC,KMC CHAIN COIL 50M Z8 6/7/8SPD,Cadena KMC Z8 en rollo 50m + 40 enganches,378.13,312.50,218.75,4715575895475,2,7315111000,0,1,<p align=justify>Cadena KMC Z8 (6V/7V/8V). Rollo de 50m + 40 enganches (34 cadenas de 116 pasos).</p>,"
Cadena KMC Z8 (6V/7V/8V). Rollo de 50m + 40 enganches (34 cadenas de 116 pasos).",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,10584,12260,280,280,135,,,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1104852-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTk4MTg5fGltYWdlL3BuZ3xhR1pqTDJneE9DOHhNRGt4TVRrd05qYzVNVFExTkM4eE1UQTBPRFV5TFRGZk9EQXdWM2c0TURCSXxlZDYzYzM4NWVlM2U1YWM5Njc3ZTZhNWU3ODZkOTM4MTUxOTlhNjA5YzRhMjhlMjJhNjA3NDFhYmM4ZGZjMzc3,,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1105336,EC69,WC09EPTR0,KMC,"KMC CONNECTING LINK 9SPD (6,60MM) SILVER","Enganche Cadena KMC 9V (6,60mm) (Bolsa 1ud)",3.50,2.89,2.02,4715575895604,15,7315111000,0,1,"KMC missing link 9 Speeds. Bag 1 piece.
1/2"" X 11/128""
Pin size: 6,60 mm
Silver, Anti-Rust EPT
Compatible KMC, Shimano, Campagnolo & SRAM 9 Speeds","KMC missing link 9 Speeds. Bag 1 piece.
1/2"" X 11/128""
Pin size: 6,60 mm
Silver, Anti-Rust EPT
Compatible KMC, Shimano, Campagnolo & SRAM 9 Speeds",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,285,136,96,53,56,,,,,,,,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1105336-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM5ODk4fGltYWdlL3BuZ3xhRE5qTDJnell5OHhNRGt4TVRrd056RTRORFkzTUM4eE1UQTFNek0yTFRGZk9EQXdWM2c0TURCSXwyODBkZmUyYTUwZmE1M2I5YzgyODhkYWQzMDQ3Yzc4M2E1ZmU1MDA4MTBmYWZmMTExNmExYjUwY2YwMTZhNTBh,,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1104851,32627,TOOL000CD,KMC,KMC CHAIN DE-RIVETTER 1-12 SPD. PATENTED,Remacha cadenas de bicicleta profesional KMC 1-12 Velocidades,37.00,30.58,12.23,766759000028,71,8205510000,0,1,"<p>Remacha cadenas profesional KMC patentado.</p><p>Para todo tipo de cadenas de bicicleta, desde 1 hasta 12 velocidades.</p><p>Dise�o especial patentado con gu�a de pasador, consigue el mejor asentamiento del pasador en el eslab�n y evita da�os a la cadena.</p><p>F�cil y r�pido de usar. Mango ergon�mico termopl�stico de doble densidad para el mejor confort.</p><p>&nbsp;</p><p><strong>Incluye</strong>: 2 pernos de recambio con doble punta de uso (Total 4 puntas de uso)</p><p>&nbsp;</p>","
Remacha cadenas profesional KMC patentado.
Para todo tipo de cadenas de bicicleta, desde 1 hasta 12 velocidades.
Dise�o especial patentado con gu�a de pasador, consigue el mejor asentamiento del pasador en el eslab�n y evita da�os a la cadena.
F�cil y r�pido de usar. Mango ergon�mico termopl�stico de doble densidad para el mejor confort.
 
Incluye: 2 pernos de recambio con doble punta de uso (Total 4 puntas de uso)
 ",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,689,216,220,108,29,,,,,,,,BMX & Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,,https://api.mybihr.com/medias/1104851-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc2NDUxfGltYWdlL3BuZ3xhR1JoTDJnek1TOHhNRGt4TVRrd05qQXdOVEF5TWk4eE1UQTBPRFV4TFRGZk9EQXdWM2c0TURCSXxhYWRhMzk5ZmM1MWE2MWZjOTQxYzc2MTA4NjlmZTIyYTkyMzI1MzhkOTMxMjdjMjlmNThiYTAxNGFhNGIwOTA3,https://api.mybihr.com/medias/1104851-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjgzNDczfGltYWdlL3BuZ3xhRGxqTDJneU5pOHhNRGt4TVRrd05qTTVPREl6T0M4eE1UQTBPRFV4TFRKZk9EQXdWM2c0TURCSXxmMjM1MDlmMjNiMGZiNTM4ZjFhNDlmZDE4NjRkMjYxNzEzZWI3OWM3OGFhOThiYmNlOGNlYzg3MTAzZTY1Y2Vi,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1124996,,12S-CL552-NP_01,KMC,KMC 12S MISSING LINK SILVER (X2PCS),Enganche de cadena KMC 12V CL-552-NP (x2),11.00,9.09,6.36,4715575894669,18,7315111000,0,1,"<p>Ideal para cadenas finas, se conecta perfectamente a cadenas KMC, Shimano, Sram y otras cadenas de 12 velocidades.</p>","
Ideal para cadenas finas, se conecta perfectamente a cadenas KMC, Shimano, Sram y otras cadenas de 12 velocidades.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,80,12,102,98,8,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1124996-1.jpg?context=bWFzdGVyfHJvb3R8NTgwOTd8aW1hZ2UvanBlZ3xhREpqTDJnMVpTODFNRGN5T1RBMk5qRXdNamd4TkM4NE1EQlhlRGd3TUVoZk1URXlORGs1TmkweExtcHdad3xhZGIyMzVkM2VmOTM3MWJjMDM5ODJkM2U5NGY5M2M0ZGU1MGJiNjAxYTgzYzM2NDFmZDYzYjAwODcwZGMxNmZh,https://api.mybihr.com/medias/800Wx800H-1124996-2.jpg?context=bWFzdGVyfHJvb3R8NTU2MzN8aW1hZ2UvanBlZ3xhR0psTDJnMU9TODFNRGN5T1RBMk5qSTVPVFF5TWk4NE1EQlhlRGd3TUVoZk1URXlORGs1TmkweUxtcHdad3w1ODlmZTZkN2I0M2Y1MTU5ODYwNGI4NmNjMjU3OWE5MjdmYzlmMzgzYTM2ZmQ2YjIzYjZhMzhlZDk0ZGE1MDhj,https://api.mybihr.com/medias/800Wx800H-1124996-3.jpg?context=bWFzdGVyfHJvb3R8MjUxMTd8aW1hZ2UvanBlZ3xhR1ZsTDJnMU1pODFNRGN5T1RBMk5qUTVOakF6TUM4NE1EQlhlRGd3TUVoZk1URXlORGs1TmkwekxtcHdad3wzMzE4YjIzM2QzMDMxOWFhMDllYjVjMTAyZTdjMmRiMmViNmRhNTEzNzAwMjQ5YzU4ZTA3MjBlNTQ5ZWUxMzRm,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
1104762,15445,BX11ELN18,KMC,KMC CHAIN X-11EL 118L INDEX 11SPD CHROME,Cadena KMC X11EL 11 velocidades 118 eslabones plata,54.99,45.45,20.45,4715575890258,8,7315111000,0,1,"<font size=1><font size=1><p align=left><font size=2>Cadena KMC X-11 L</font></p><p align=left><font size=2>112 Pasos Index 11V (5,5mm)</font></p><p><font size=2>Color cromada</font></p></font></font>","Cadena KMC X-11 L112 Pasos Index 11V (5,5mm)Color cromada",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,117,264,86,85,16,,Plata,,,,,Extra Light,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & MTB & Trekking/Touring,11,https://api.mybihr.com/medias/1104762-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ4OTU4fGltYWdlL3BuZ3xhRFkzTDJnMU55OHhNRGt4TVRjeU5EUTNNRE13TWk4eE1UQTBOell5TFRGZk9EQXdWM2c0TURCSXwwMjYyODViN2RiOTU3ZTc0MGFkYzA0OWI1OTkxMzcwY2Y4MTQ5MzQ5YjkzNzBkODk2Nzc4YWMzY2MwM2U5YWJm,https://api.mybihr.com/medias/1104762-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTEyMDAzMHxpbWFnZS9wbmd8YUdZMEwyZzJOQzh4TURreE1UY3lORGcyTXpVeE9DOHhNVEEwTnpZeUxUSmZPREF3VjNnNE1EQkl8Y2YxNTQ3OGFkNmIzM2M1M2MxOGY0MjkxOTAyMTFhMmEwOWQ1NTBjMzlhZTk3NGFlYTAxMGU3MTVlODc0NjY5Zg,,https://static.bihr.pro/eBihr/Pictures/KMC-pictures.zip,Spain Warehouse (Parts)
