PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,AllPicturesZIP,DeliveryPlant
1051429,11470,52022,JBM,JBM SET OF 5 HELICOIDAL REPAIRING,Set de 5 Helicoides M14x2.0 para reparación rosca bujía JBM 52022,5.99,4.95,3.22,8435034520224,1,8714109090,0,1,,,TOOLING & WS,TOOLING,TOOLING GENERAL,36,40,35,52,20,https://api.mybihr.com/medias/1051429-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjcxNTh8aW1hZ2UvanBlZ3xhRGxrTDJoaVl5OHhOVFF4TlRRNU9UUTFOalUwTWk4eE1EVXhOREk1TFRGZk9EQXdWM2c0TURCSXwwNzZmYjQ2MDExYjI2ODI1NTc5MmFkY2I0NmE2NWRiZDFkZTliMzdiMmMyNzFlMDc2OGYwMWM1NDhiNmMxOWNm,https://static.bihr.pro/eBihr/Pictures/JBM-pictures.zip,Spain Warehouse (Parts)
