PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Uso recomendado,Picture1,AllPicturesZIP,DeliveryPlant
1101829,107,819-VGJ-1,MACH,MACH SEAT-BAG 1ZIP. QUICK FITTING,Bolsa bajo sillín de bicicleta MACH Oversize. Anclaje rápido. 1 cremallera.,6.00,4.96,0.99,8430525116542,2743,8714109090,0,1,<p>Bolsa bajo sill&iacute;n de bicicleta.</p><p>&nbsp;</p><ul><li>Tama&ntilde;o oversize.</li><li>Anclaje r&aacute;pido al sill&iacute;n.</li><li>1 cremallera.</li></ul>,"
Bolsa bajo sillín de bicicleta.
 Tamaño oversize.Anclaje rápido al sillín.1 cremallera.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2070,112,240,115,75,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101829-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjUzMzE2fGltYWdlL2pwZWd8YUdNMkwyZ3laUzg1TmpNeU1qVTJOVEkwTXpFNEx6RXhNREU0TWprdE1WODRNREJYZURnd01FZ3w1YjQ5NjFiMzg4YjFkMGUxZmVjOGM0ZTEwY2FjZDE2ZWU2NDAzMGY5OGNkNTc1NzViOGFlM2VlNzUxYTQyYzY2,https://static.bihr.pro/eBihr/Pictures/MACH-pictures.zip,Spain Warehouse (Parts)
1101830,108,819-VGJ-2,MACH,MACH SEAT-BAG 2ZIP. QUICK FITTING,Bolsa bajo sillín de bicicleta MACH Oversize. Anclaje rápido. 2 cremalleras.,6.50,5.37,0.99,8430525116559,3304,8714109090,0,1,<p>Bolsa bajo sill&iacute;n de bicicleta.</p><p>&nbsp;</p><ul><li>Tama&ntilde;o oversize.</li><li>Anclaje r&aacute;pido al sill&iacute;n.</li><li>2 cremalleras.</li><li>2 compartimentos independientes.</li></ul>,"
Bolsa bajo sillín de bicicleta.
 Tamaño oversize.Anclaje rápido al sillín.2 cremalleras.2 compartimentos independientes.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2002,124,227,126,70,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring & Triathlon,https://api.mybihr.com/medias/1101830-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjYzMTI2fGltYWdlL2pwZWd8YURVMEwyZ3pZeTg1TmpNeU1qVTJPVEUzTlRNMEx6RXhNREU0TXpBdE1WODRNREJYZURnd01FZ3xmNjQyNDAyZGY4ODU2MTdiMTkzZWU2YzYzMGZjMTI2M2VmZTk4YTQ4M2I5MDQ3ZjUwN2IxMWJjYzM2YWUwYjUw,https://static.bihr.pro/eBihr/Pictures/MACH-pictures.zip,Spain Warehouse (Parts)
1102210,8467,XH-268A,MACH,MACH SPEEDOMETER MACH-14,Ciclocomputador Mach-15,9.50,7.85,2.99,8430525084674,1094,9029100090,0,1,<p>Ciclo-computador de bicicleta MACH. 14 Funciones. Con cable.</p><p>&nbsp;</p><p><strong>Funciones:</strong></p><p>&nbsp;</p><ul><li>Velocidad a tiempo real.</li><li>Velocidad Media.</li><li>Velocidad M&aacute;xima.</li><li>Tiempo transcurrido.</li><li>Distancia Total.</li><li>Distancia Parcial.</li><li>Conversi&oacute;n 12/24h.</li><li>Marcha-Parada Auto.</li><li>Marcha-Parada manual.</li><li>Reloj- Km/Millas.</li><li>LCD Auto-apagado.</li><li>SCAN.</li><li>Circunferencia de Rueda.</li></ul>,"
Ciclo-computador de bicicleta MACH. 14 Funciones. Con cable.
 
Funciones:
 Velocidad a tiempo real.Velocidad Media.Velocidad Máxima.Tiempo transcurrido.Distancia Total.Distancia Parcial.Conversión 12/24h.Marcha-Parada Auto.Marcha-Parada manual.Reloj- Km/Millas.LCD Auto-apagado.SCAN.Circunferencia de Rueda.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,431,64,178,101,24,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1102210-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODg4MDB8aW1hZ2UvanBlZ3xhRFEwTDJnMU55OHlPRFE0TnpNeE1UY3lNRFEzT0M4eE1UQXlNakV3TFRGZk9EQXdWM2c0TURCSXw1NzZmZTI5YzUyNTdhNmYzMTIxNjJiNmYzYTA4M2U0NjlkZWViNjQ3OTQ0NDAzODBhNzM2MTM3MmMzMTFhODZk,https://static.bihr.pro/eBihr/Pictures/MACH-pictures.zip,Spain Warehouse (Parts)
1101483,8468,BAG1,MACH,MACH UNDER SEAT-BAG,Bolsa bajo sillín de bicicleta MACH Anclaje con velcro. 1 cremallera.,4.50,3.72,1.00,8430525084681,15848,3926909790,0,1,<p>Bolsa bajo sill&iacute;n de bicicleta.</p><p>&nbsp;</p><ul><li>Anclaje con velcro al sill&iacute;n.</li><li>Banda reflectante.</li><li>1 cremallera.</li></ul>,"
Bolsa bajo sillín de bicicleta.
 Anclaje con velcro al sillín.Banda reflectante.1 cremallera.",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,2259,65,238,113,84,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1101483-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ3ODUzfGltYWdlL2pwZWd8YURVd0wyZ3lNeTg1TmpNeU1EYzNNakUzT0RJeUx6RXhNREUwT0RNdE1WODRNREJYZURnd01FZ3xmMjY4NGI1NzllMzVmZTU4Y2NiOGJlNDA3NGM2NTZlODBiM2ZlNzNjOGIxZjQwMzM4OTk3OTBmNGFhMWJkY2Q3,https://static.bihr.pro/eBihr/Pictures/MACH-pictures.zip,Spain Warehouse (Parts)
1104413,11993,820-VGJ,MACH,MACH BICYCLE SADDLE CASE,Bolsa bajo sillín de bicicleta MACH Anclaje rápido. 1 cremallera.,6.00,4.96,1.00,8430525119932,2033,8714999089,0,1,Bolsa bajo sill�n Anclaje r�pido. Sin tornillos.,Bolsa bajo sill�n Anclaje r�pido. Sin tornillos.,VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,1771,84,240,121,61,Carretera & Ciclocross & Ciudad & E-Bike & Gravel & Infantil & MTB & Trekking/Touring,https://api.mybihr.com/medias/1104413-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQyMDk5fGltYWdlL3BuZ3xhR1ZoTDJnMlpDOHhNRGt6TXpJek5EazFPRE0yTmk4eE1UQTBOREV6TFRGZk9EQXdWM2c0TURCSXw2ZWIwZjcyYzA5NGU0YjBkNTk3YjFlNmNiN2Q0YzJkZDdlYjY4ODhlM2YwNTYzYWM5MzJjYzE5ZmVkMDU3NGY5,https://static.bihr.pro/eBihr/Pictures/MACH-pictures.zip,Spain Warehouse (Parts)
