PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Casquillo,Categoría ECE,Embalaje,Especificaciones,Homologación,Potencia máxima (lúmenes),Resistencia,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,Document1,Document2,Document3,Document4,Document5,DeliveryPlant
1079180,32661,6498CW-01B,OSRAM,"OSRAM LED BULB RETROFIT C5W 12V/1,4W X1",Lámpara OSRAM LED Retofit 12V cool Festoon 6000K,30.25,25.00,16.25,4062172150651,3,8543709099,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs2654AE3A{text-align:left;margin:0pt 0pt 0pt 0pt;}.cs342AB064{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}</style> </head> <body> <ul> <li>OEM Quality</li><li>Reliable quality</li><li>Easy replacement</li></ul> <p> </p><p>Technical features :</p><ul start=""1""> <li>Power input : 6 W</li><li>Nominal voltage : 12.0 V</li><li>Nominal wattage : 6.00 W</li><li>Test voltage : 13.5 V</li><li>Luminous flux : 85 lm</li><li>Length : 36.0 mm</li><li>Diameter : 11.0 mm</li><li>Base (standard designation) : SV8.5-8</li></ul> <p> </p></body> </html>","        OEM QualityReliable qualityEasy replacement  Technical features : Power input : 6 WNominal voltage : 12.0 VNominal wattage : 6.00 WTest voltage : 13.5 VLuminous flux : 85 lmLength : 36.0 mmDiameter : 11.0 mmBase (standard designation) : SV8.5-8   ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. LIGHT BULB,157,23,136,96,12,"SV8,5-8",C5W,,,Homologado,,,12V,https://api.mybihr.com/medias/1079180-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzg3NDF8aW1hZ2UvanBlZ3xhRFExTDJnd1pTODVNREV6TkRZd05UazRPREUwTHpFd056a3hPREF0TVY4NE1EQlhlRGd3TUVnfDAxOWRiNzM3NWRhOTIyYmY0MDYwMWYxNzQ0ZmU4MzdhYjFjMGM0MTExOThjOWY4ZjcyN2UxZjk2NGEwMTk0M2U,https://api.mybihr.com/medias/1079180-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTcyMDh8aW1hZ2UvanBlZ3xhREUxTDJneE5TODVNREV6TkRZd056azFOREl5THpFd056a3hPREF0TWw4NE1EQlhlRGd3TUVnfGU0NmE5MDdmM2FjNjJiMzUyOTUyMzA2ODNhMWU4N2Q4MjkyZWQzNDYwNTNjMDYwMTM2ZDlmMDVkNWFjN2Y5NDk,https://api.mybihr.com/medias/1079180-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTMzMzB8aW1hZ2UvanBlZ3xhR1UyTDJneFlpODVNREV6TkRZd09Ua3lNRE13THpFd056a3hPREF0TTE4NE1EQlhlRGd3TUVnfDVmZjQwNWI2YjE0NmExNGZkODdlNzIxNTEwMzljZjE0ZWVmMDI1NTIxZWMzZDMzYmM3ZGFjODg2ODhkNDBmNTE,,,https://static.bihr.pro/eBihr/Pictures/OSRAM-pictures.zip,,,,,,Spain Warehouse (Parts)
1080419,,64327,OSRAM,OSRAM BULB ORIG S2 12V/35/35W,Lámpara OSRAM Original Line S2 12V / 35 / 35W - 1 ud,6.70,5.54,3.60,4052899136755,332,8539213000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The cost-effective original spare parts for motorcycles</p><p> </p><p>OSRAM ORIGINAL LINE motorcycle lamps offer convincing performance for standard requirements, are robust and cost-effective. They have already been successfully used in millions of new vehicles from renowned manufacturers, whether as standard initial equipment or original spare parts. Convince yourself of the excellent value for money, the reliable OEM quality and the wide product range of the ORIGINAL LINE.</p></body> </html>","       The cost-effective original spare parts for motorcycles OSRAM ORIGINAL LINE motorcycle lamps offer convincing performance for standard requirements, are robust and cost-effective. They have already been successfully used in millions of new vehicles from renowned manufacturers, whether as standard initial equipment or original spare parts. Convince yourself of the excellent value for money, the reliable OEM quality and the wide product range of the ORIGINAL LINE. ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. LIGHT BULB,64,16,76,29,29,,S2,,,Homologado,,,12V,https://api.mybihr.com/medias/1080419-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjIwNTB8aW1hZ2UvanBlZ3xhR1l5TDJnMVpTODRPVEF6TnpnNU5ERXlNemd5THpFd09EQTBNVGt0TVY4NE1EQlhlRGd3TUVnfDJiNDc3ZjAyMjJlMzMwNjNmY2Q1NzQ4MmQ4Y2RkNTFmOGVkZWM0ZTRiNjRkZGVhYzM1MWFkYmJhOTdhZDZhNTU,https://api.mybihr.com/medias/1080419-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg2NDZ8aW1hZ2UvanBlZ3xhR0ZtTDJnMk5TODRPVEF6TnpnNU5qQTRPVGt3THpFd09EQTBNVGt0TWw4NE1EQlhlRGd3TUVnfGE2ZTMwYjQ5ODI4ODFiZGNlYjI2MDI1ZjdmZTZiODcwYjU5YmY2MTM4MDdhZjg2OWUwNGI0NjBiM2Q2Y2JjMzM,https://api.mybihr.com/medias/1080419-3-800Wx800H?context=bWFzdGVyfHJvb3R8NDg2Nzd8aW1hZ2UvanBlZ3xhRGRtTDJnMll5ODRPVEF6TnpnNU9EQTFOVGs0THpFd09EQTBNVGt0TTE4NE1EQlhlRGd3TUVnfDhlZWIwNWE0ZmJlNTY2Yjc1OTQwOTk4ZDkxMzI1ZmFmYjAzODkyZDNiNDY5ZTY4Zjk2Y2U1Yzk0YWEzNDRjODU,,,https://static.bihr.pro/eBihr/Pictures/OSRAM-pictures.zip,,,,,,Spain Warehouse (Parts)
1080422,15047,9006,OSRAM,OSRAM BULB ORIG HB4 12V/51W,Lámpara OSRAM 9006 - HB4 12V / 51W,17.75,14.67,9.54,4050300012650,68,8539213000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The cost-effective original spare parts for motorcycles</p><p> </p><p>OSRAM ORIGINAL LINE motorcycle lamps offer convincing performance for standard requirements, are robust and cost-effective. They have already been successfully used in millions of new vehicles from renowned manufacturers, whether as standard initial equipment or original spare parts. Convince yourself of the excellent value for money, the reliable OEM quality and the wide product range of the ORIGINAL LINE.</p></body> </html>","       The cost-effective original spare parts for motorcycles OSRAM ORIGINAL LINE motorcycle lamps offer convincing performance for standard requirements, are robust and cost-effective. They have already been successfully used in millions of new vehicles from renowned manufacturers, whether as standard initial equipment or original spare parts. Convince yourself of the excellent value for money, the reliable OEM quality and the wide product range of the ORIGINAL LINE. ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. LIGHT BULB,261,25,73,73,49,,HB4,,,Homologado,,,12V,https://api.mybihr.com/medias/1080422-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDc4MDl8aW1hZ2UvanBlZ3xhRE13TDJnNE5TODRPVEF6Tnprd05Ua3lNRE13THpFd09EQTBNakl0TVY4NE1EQlhlRGd3TUVnfGUyOWNhZGJiODdjNzdmNTdjMDczNWI4NTc1NDg2NzRkYjZiMmExMzk1ZWFlZWEzNGZlN2U1ODljZWFkNTI1NWU,https://api.mybihr.com/medias/1080422-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzY1NTJ8aW1hZ2UvanBlZ3xhRGN6TDJnM1pTODRPVEF6Tnprd056ZzROak00THpFd09EQTBNakl0TWw4NE1EQlhlRGd3TUVnfGM5ODQ0MjE3MWVkNGYyZWNiYWNmYTAwMTFhMWY2MGI5YmVmNmNlOWJmYzBmMDY3MDVmYmVlYzc3MGQ3MzI0YzU,https://api.mybihr.com/medias/1080422-3-800Wx800H?context=bWFzdGVyfHJvb3R8NzA4MjR8aW1hZ2UvanBlZ3xhR0V6TDJnM055ODRPVEF6Tnprd09UZzFNalEyTHpFd09EQTBNakl0TTE4NE1EQlhlRGd3TUVnfDY2NGE5YTJkNzVkNWIwODQ2YWMwMGIwNjYyMmNmM2RlZjM1MTQ4YWNiMmFkZjE2MzdjNjQ1ZDEzN2YzMDA5YzQ,,,https://static.bihr.pro/eBihr/Pictures/OSRAM-pictures.zip,,,,,,Spain Warehouse (Parts)
1080435,15043,64213,OSRAM,OSRAM BULB ORIG H9 12V/65W,Lámpara OSRAM 64213 - H9 12V / 65W,45.11,37.28,24.23,4050300524368,8,8539213000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The cost-effective original spare parts for motorcycles</p><p> </p><p>OSRAM ORIGINAL LINE motorcycle lamps offer convincing performance for standard requirements, are robust and cost-effective. They have already been successfully used in millions of new vehicles from renowned manufacturers, whether as standard initial equipment or original spare parts. Convince yourself of the excellent value for money, the reliable OEM quality and the wide product range of the ORIGINAL LINE.</p></body> </html>","       The cost-effective original spare parts for motorcycles OSRAM ORIGINAL LINE motorcycle lamps offer convincing performance for standard requirements, are robust and cost-effective. They have already been successfully used in millions of new vehicles from renowned manufacturers, whether as standard initial equipment or original spare parts. Convince yourself of the excellent value for money, the reliable OEM quality and the wide product range of the ORIGINAL LINE. ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. LIGHT BULB,94,28,34,38,73,,H9,,,Homologado,,,12V,https://api.mybihr.com/medias/1080435-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDMxMzB8aW1hZ2UvanBlZ3xhR1ZpTDJoaE9DODRPVFUxTVRZM09EWTJPVEV3THpFd09EQTBNelV0TVY4NE1EQlhlRGd3TUVnfGNhZGJkMzI0NjcxNjczNDcxNWYzMDZhZTJlNTE2ZTE4ZjMxZmJiMzIwODViNmQzZTYzYTYwMmMwYTU5NTUzNmU,https://api.mybihr.com/medias/1080435-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDE2Mzd8aW1hZ2UvanBlZ3xhRFkzTDJobU55ODRPVFUxTVRZNE1EWXpOVEU0THpFd09EQTBNelV0TWw4NE1EQlhlRGd3TUVnfDIzYTQyMDFkZDgxNDc0MGZlMDFiNzZlM2U0ZGUwZmUyZmNhNDZlYmViODIzYzEyYzg2MmJkNDQxMTUzZWY5YmQ,https://api.mybihr.com/medias/1080435-3-800Wx800H?context=bWFzdGVyfHJvb3R8NTk3ODh8aW1hZ2UvanBlZ3xhRE00TDJobVpTODRPVFUxTVRZNE1qWXdNVEkyTHpFd09EQTBNelV0TTE4NE1EQlhlRGd3TUVnfDFiNWI3MTkyOWE5NGQxYmY1M2U3MDhjYmNiZDE5YTJiNWNjNTk5ZDg5MGVmYzlhNTIxNzBjM2ZjY2M5YmY0YzM,,,https://static.bihr.pro/eBihr/Pictures/OSRAM-pictures.zip,,,,,,Spain Warehouse (Parts)
1090312,,64193NL-01B,OSRAM,OSRAM BULB H4 +150 NIGHT BKR PCK 1,Lámpara OSRAM H4 Night Breaker Laser Light 12V 60 / 55W P43t-38 - 1 ud,24.81,20.50,13.33,4062172114431,5,8539213000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs1895B7AF{text-align:left;margin:15pt 0pt 0pt 0pt;background-color:#FFF;}.csF0260556{color:#3C3C3C;background-color:#FFF;font-weight:bold;font-style:normal;}.csF29898F8{text-align:left;margin:0pt 0pt 8pt 0pt;background-color:#FFF;}.cs924529A4{color:#3C3C3C;background-color:#FFF;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <h3> <a id=""_dx_frag_StartFragment""></a>The OSRAM performance halogen light with best lifetime</h3> <h3>  </h3> <p>With NIGHT BREAKER SILVER, OSRAM offers a performance halogen automotive lamp with an optimized lifetime. OSRAM NIGHT BREAKER SILVER generates up to 100% more brightness compared to the minimum legal standard and a beam which is up to 130 meters long. This allows you to see road signs, obstacles and hazards sooner and the driver is left with more time to react. In addition to this, these automotive lamps have a convincing price-performance ratio and a modern design with an attractive silver cap (H4/H7/H11). The perfect choice for drivers who place high demands on performance and lifetime.<a id=""_dx_frag_EndFragment""></a></p><p> </p></body> </html>","        The OSRAM performance halogen light with best lifetime    With NIGHT BREAKER SILVER, OSRAM offers a performance halogen automotive lamp with an optimized lifetime. OSRAM NIGHT BREAKER SILVER generates up to 100% more brightness compared to the minimum legal standard and a beam which is up to 130 meters long. This allows you to see road signs, obstacles and hazards sooner and the driver is left with more time to react. In addition to this, these automotive lamps have a convincing price-performance ratio and a modern design with an attractive silver cap (H4/H7/H11). The perfect choice for drivers who place high demands on performance and lifetime.  ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. LIGHT BULB,480,38,135,96,37,P43t-38,H4,,,Homologado,,,12V,https://api.mybihr.com/medias/1090312-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDU2MzJ8aW1hZ2UvanBlZ3xhRGRtTDJneE15ODRPVE0yTXpBNE5qY3dORGswTHpFd09UQXpNVEl0TVY4NE1EQlhlRGd3TUVnfGUzMGZjZjA2ZGMyMDMyMWM0MzE5ZGUwODU3M2Q3MzVlZmVlMzM3M2VhYTgwY2EwYzkxZGYzZTYxNjljZjE2Y2Q,https://api.mybihr.com/medias/1090312-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzcwMjN8aW1hZ2UvanBlZ3xhRE5qTDJneFlTODRPVE0yTXpBNE9EWTNNVEF5THpFd09UQXpNVEl0TWw4NE1EQlhlRGd3TUVnfDQ3NmExYjY3MTI3NjdhOGUxYWM5YTllMWM5NGRiYjhiNjhjZGUwYWUwZGExYTQxOGY4ZmZhNjE3OWMzZDUyNzQ,https://api.mybihr.com/medias/1090312-3-800Wx800H?context=bWFzdGVyfHJvb3R8OTY0NjZ8aW1hZ2UvanBlZ3xhR0k0TDJnMk9DODRPVE0yTXpBNU1EWXpOekV3THpFd09UQXpNVEl0TTE4NE1EQlhlRGd3TUVnfGY4OWRjYjU1OWI5MjUwMzgxNWU5YzQzYmUyOTgwMTllYzdjZjljMjY2OWEwNDI5NmYyNDA1YTI2NDlhZmIwYTQ,,,https://static.bihr.pro/eBihr/Pictures/OSRAM-pictures.zip,https://api.mybihr.com/medias/ZMP-4057696-NIGHT-BREAKER-SILVER-H4-EN-.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxMDI1NTc4fGFwcGxpY2F0aW9uL3BkZnxhRGswTDJnMU9TODVOalEwTWpZM01qYzBNamN3TDFwTlVGODBNRFUzTmprMlgwNUpSMGhVWDBKU1JVRkxSVkpmVTBsTVZrVlNYMGcwSUNoRlRpa3w0M2RjZTFkYjJiNmMyZDA4YjgzNmE1MGNkYjQ1NjBjMjIyZjMwMDc4MDI0ZWU1NDliZTBjNzBlY2M2MzkwZGM1,https://api.mybihr.com/medias/ZMP-4057696-NIGHT-BREAKER-SILVER-H4-FR-.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxMDI1NTc4fGFwcGxpY2F0aW9uL3BkZnxhR1poTDJnMVppODVOalEwTWpZM05ETTRNVEV3TDFwTlVGODBNRFUzTmprMlgwNUpSMGhVWDBKU1JVRkxSVkpmVTBsTVZrVlNYMGcwSUNoR1Vpa3wzNDNkNjk5YmNhZGVhYWRmMmEyOWI3YWFjM2MxZGViZjY2ZDJiNmJkNWU0YzY3ZGMxOTVmMWQ2NDljYmQ0OTY3,,,,Spain Warehouse (Parts)
1090308,,3893DWP-02B,OSRAM,OSRAM BULB LED RETRPCKIT PCK PCK 2,"Lámpara OSRAM Retrofit LEDriving T4W Light 12V 0,8W - 2 uds",41.75,34.50,22.43,4062172150354,2,8543709099,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}</style> </head> <body> <ul> <li> OEM Quality</li><li>Reliable quality</li><li>Easy replacement</li></ul> <p> </p><p>Technical features :</p><ul> <li>Power input : 1W</li><li>Nominal voltage : 12.0 V</li><li>Nominal wattage : 0,8 W</li><li>Test voltage : 13.5 V</li><li>Luminous flux : 75 lm</li><li>Length : 27,4 mm</li><li>Diameter : 9 mm</li><li>Base (standard designation) : <a id=""_dx_frag_StartFragment""></a>BA9s<a id=""_dx_frag_EndFragment""></a> </li></ul> </body> </html>","         OEM QualityReliable qualityEasy replacement  Technical features : Power input : 1WNominal voltage : 12.0 VNominal wattage : 0,8 WTest voltage : 13.5 VLuminous flux : 75 lmLength : 27,4 mmDiameter : 9 mmBase (standard designation) : BA9s   ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. LIGHT BULB,156,13,96,135,12,,LED & T4W,,,No homologado,,,,https://api.mybihr.com/medias/1090308-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjEyMzZ8aW1hZ2UvanBlZ3xhR1JsTDJnd01DODRPVE0yTXpBNE1EZ3dOamN3THpFd09UQXpNRGd0TVY4NE1EQlhlRGd3TUVnfDc4Yjc3Yjc1YjdjZDc2MDdhMjllMmU4Y2QyM2QxZGEwNzVlM2Q3MmFkY2QyZDJkMDg4NDkxNjhkNTlmM2UwZTE,https://api.mybihr.com/medias/1090308-2-800Wx800H?context=bWFzdGVyfHJvb3R8Mzc0MDZ8aW1hZ2UvanBlZ3xhR1JsTDJnd05TODRPVE0yTXpBNE1qYzNNamM0THpFd09UQXpNRGd0TWw4NE1EQlhlRGd3TUVnfDYyYjJjMDhkMmY0OTYzNzBjNWY4ZDA2ZTIxMmE5OTVhNTUwOTU3NzUwODJiNGNjNGJiODRmNTU2MzM2OThjNjM,https://api.mybihr.com/medias/1090308-3-800Wx800H?context=bWFzdGVyfHJvb3R8MjkzMTF8aW1hZ2UvanBlZ3xhR0ZsTDJnd1l5ODRPVE0yTXpBNE5EY3pPRGcyTHpFd09UQXpNRGd0TTE4NE1EQlhlRGd3TUVnfGZhZTY5ZjNiMTQ0ZWQ1MTY0OGU1N2Y5NjEyMjVhNGI0OGI3ZmVlZDBiYmQ0NzEyZWU1NmVjOWQ3Yzc5ZjA4ZDI,,,https://static.bihr.pro/eBihr/Pictures/OSRAM-pictures.zip,https://api.mybihr.com/medias/ZMP-4062007-LEDriving-SL-T4W.pdf?context=bWFzdGVyfGRvY3VtZW50c3wyOTcwNjd8YXBwbGljYXRpb24vcGRmfGFHTXhMMmd4TXk4NU5qUTBNalkyTVRZd01UVTRMMXBOVUY4ME1EWXlNREEzWDB4RlJISnBkbWx1WjE5VFRGOWZYMVEwVnd8OTAzZmM2MTgyMTUzNWJjNzA3YTBiMzE2NjUzODdkZmVmY2Q2YmI1MmQzZTllMjNmZjYxZDVmOGRlYzVlYjI4Nw,,,,,Spain Warehouse (Parts)
1080432,15042,64212,OSRAM,OSRAM BULB ORIG H8 12V/35W,Lámpara OSRAM 64212 - H8 12V / 35W 64212,31.01,25.63,16.66,4050300498751,5,8539213000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>The cost-effective original spare parts for motorcycles</p><p> </p><p>OSRAM ORIGINAL LINE motorcycle lamps offer convincing performance for standard requirements, are robust and cost-effective. They have already been successfully used in millions of new vehicles from renowned manufacturers, whether as standard initial equipment or original spare parts. Convince yourself of the excellent value for money, the reliable OEM quality and the wide product range of the ORIGINAL LINE.</p></body> </html>","       The cost-effective original spare parts for motorcycles OSRAM ORIGINAL LINE motorcycle lamps offer convincing performance for standard requirements, are robust and cost-effective. They have already been successfully used in millions of new vehicles from renowned manufacturers, whether as standard initial equipment or original spare parts. Convince yourself of the excellent value for money, the reliable OEM quality and the wide product range of the ORIGINAL LINE. ",VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. LIGHT BULB,45,29,30,30,50,,H8,,,Homologado,,,12V,https://api.mybihr.com/medias/1080432-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAzNzZ8aW1hZ2UvanBlZ3xhRGc0TDJnek9DODRPVEV5TXprMU9Ua3pNVEU0THpFd09EQTBNekl0TVY4NE1EQlhlRGd3TUVnfDg2OTdkYTgxOWJmYjAzMjJkM2FjODRlMzg4OGM3ZmY4MmJkYjYxNmZhZDNiZGQ5NmMwMzU5NWJiZWFlNzY2MjQ,https://api.mybihr.com/medias/1080432-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTk1ODR8aW1hZ2UvanBlZ3xhR1l4TDJnNE5pODRPVEV5TXprMk1UZzVOekkyTHpFd09EQTBNekl0TWw4NE1EQlhlRGd3TUVnfGY4ZTczOGZmOTg3NWQzNDViY2NmNDU1ZGYxODM3ZmZkZTIxNmExNjFjN2Q2ZjVlZDY1MGMwMDNjMzI4MTQyM2E,https://api.mybihr.com/medias/1080432-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTgwMTh8aW1hZ2UvanBlZ3xhR014TDJnNFpDODRPVEV5TXprMk16ZzJNek0wTHpFd09EQTBNekl0TTE4NE1EQlhlRGd3TUVnfDhlODc1NzM1MTgzMjZhODQ4YTk2M2UxYTE1OGU4NWEzNmE0ODQ4ZGJlZTY0MzEyODJjY2M0NDZkMzkxMDI4MWY,,,https://static.bihr.pro/eBihr/Pictures/OSRAM-pictures.zip,,,,,,Spain Warehouse (Parts)
1080427,15024,64150,OSRAM,OSRAM BULB ORIG H1 12V/55W,Lámpara OSRAM 64150 - H1 12V / 55W,3.58,2.96,1.92,4050300001487,12,8539213000,0,1,<font size=2><font size=5><p align=left></p></font></font>&nbsp;, ,VEHICLE PARTS & ACCESSORIES,ELECTRICAL PARTS,ELECT. LIGHT BULB,11,8,15,15,50,,H1,,,Homologado,,,12V,https://api.mybihr.com/medias/1080427-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ2NDV8aW1hZ2UvanBlZ3xhREkzTDJneU9TODRPVEF6TnpreE1UZ3hPRFUwTHpFd09EQTBNamN0TVY4NE1EQlhlRGd3TUVnfDdhMzA0MzdjODdmYWZkZjU3ZmRiOTA0ODg3MDg3Mzk2NWZhOWQ3ZWMxZTFlNDU3YmJkYTNkNWQ2MGExYzEyNWM,https://api.mybihr.com/medias/1080427-2-800Wx800H?context=bWFzdGVyfHJvb3R8NDkwODZ8aW1hZ2UvanBlZ3xhRFpoTDJneU1pODRPVEF6TnpreE16YzRORFl5THpFd09EQTBNamN0TWw4NE1EQlhlRGd3TUVnfDI5ZDQwMWQzNWI2MjczYjMyNjc4M2EzODYyY2QzZDRlMWNiOTUxMjgwZjYyOTRmZjAxODY2MzBmODZkMjk0YzQ,https://api.mybihr.com/medias/1080427-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzU2NDd8aW1hZ2UvanBlZ3xhRGs1TDJneFlpODRPVEF6TnpreE5UYzFNRGN3THpFd09EQTBNamN0TTE4NE1EQlhlRGd3TUVnfDBmNjQ1NDkwZDNiOGNiM2JiYzAwNDhmYTBlZjY4YThkN2VkNzAxMWRiMThiOWQwMDFiOTRkM2Q4OTU0ZjBmZDY,,,https://static.bihr.pro/eBihr/Pictures/OSRAM-pictures.zip,,,,,,Spain Warehouse (Parts)
