PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,DeliveryPlant
1114382,,N427-48MCJ,KEIHIN,KEIHI NEEDLE PWK/PJ/PWM,Aguja de carburador Carburador KEIHIN PWK/PJ/PWM MCJ,13.10,10.83,6.50,D300CRB52710,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,7,5,50,10,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1106420,,N427-0CGMM,KEIHIN,KEIHI NEEDLE FCR35 41MM,Aguja de carburador KEIHIN FCR35 41MM GMM,17.15,14.17,8.50,,0,8409910090,0,1,"<p>These Keihin jet needles are given part numbers according to their dimensions</p>
<p>The syntax is <strong>N427-OC-(TAPER)(L1)(DIAMETER)</strong></p>
<p><em>For example N427-OC-DVR would be a taper of 0&deg;45&prime;, an L1 of 82.75mm and a diameter of 2.755mm</em></p>","
These Keihin jet needles are given part numbers according to their dimensions

The syntax is N427-OC-(TAPER)(L1)(DIAMETER)

For example N427-OC-DVR would be a taper of 0°45′, an L1 of 82.75mm and a diameter of 2.755mm",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,7,5,50,10,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1114368,,N427-48CDM,KEIHIN,KEIHI NEEDLE PWK/PJ/PWM,Aguja de carburador Carburador KEIHIN PWK/PJ/PWM CDM,13.10,10.83,6.50,D300CRB52521,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,10,12,10,10,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1114417,,16066-KA3-7610-M1,KEIHIN,KEIHI SPAREPARTS CAPS,Capuchón de Aguja de carburador KEIHIN PJ 34-36-38,7.05,5.83,3.50,D300CRB50739,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,5,20,20,10,https://api.mybihr.com/medias/800Wx800H-1114417-1.jpg?context=bWFzdGVyfHJvb3R8MjA0MDJ8aW1hZ2UvanBlZ3xhRGt5TDJnd01pODVPREU0TkRnMU9EVXpNemt4T0M4NE1EQlhlRGd3TUVoZk1URXhORFF4TnkweExtcHdad3w5YWVmYmNjMGFmNzQ1MjdmNDRhNWVmNzRlNTU4NDcyM2Y4NTQwOThhYWY1N2YwYjU5NDE4NWEyMTNjZGVjZTgy,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1114387,,1000-A47-0100,KEIHIN,KEIHI REPAIRKIT CARBURETOR,"Kit de reparación carburador KEIHIN CDKII Ø38, 40, 42mm",130.08,107.50,64.50,D300CRB00122,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,65,7,95,68,10,https://api.mybihr.com/medias/1009628-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY5OTh8aW1hZ2UvanBlZ3xhRFE1TDJnelpDODRPRGN6TXpRM05URTBNems0THpFd01EazJNamd0TVY4NE1EQlhlRGd3TUVnfGJmODNkN2ZhODdlNzY3MDgxMTkzMTAzNjdlOGJlMzVhZDYwYzkxNDg1Y2JlNWVjZDk3OTBmNjI0Mjg3OTZkMTg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1109086,,1011-34AH-9900,KEIHIN,KEIHI SPAREPARTS GASKET,Arandelas de Aguja de carburador KEIHIN PE 20-24-26-28,12.10,10.00,6.00,1011-34AH-990,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,5,15,15,15,https://api.mybihr.com/medias/1009634-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzY5MTB8aW1hZ2UvanBlZ3xhREJtTDJoalpDODRPVEF4TXprNU9UWTVPREl5THpFd01EazJNelF0TVY4NE1EQlhlRGd3TUVnfDMwN2Y3ZjRlMzE2MWE2MmRkNmZlMDYxZjJjZmY4Y2JmNDI5MGQ5MzhhNmUzYWEwODE0MjljMThiZTEzYWYyNTI,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1114389,,0136-806-1100,KEIHIN,KEIHI SPAREPARTS SCREW,Tornillo de carburador KEIHIN (M4X12),5.05,4.17,2.50,D300CRB50012,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,100,20,20,20,https://api.mybihr.com/medias/800Wx800H-1114389-1.jpg?context=bWFzdGVyfHJvb3R8MjczNzB8aW1hZ2UvanBlZ3xhRFkxTDJnd05DODVPREU0TkRnMU16Z3hOVE15Tmk4NE1EQlhlRGd3TUVoZk1URXhORE00T1MweExtcHdad3xjNjE4MGRhYjIzYWJlZDUwZWUyM2MxYjkwMDAxYjFiODY2NGU5Y2UxZjM4ZjdmNzBkYjZlOGNhZTBmY2QzODUw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1114412,,1230-850-2000,KEIHIN,KEIHI SPAREPARTS CAPS,Tapa carburador KEIHIN 1230-850-2000,9.08,7.50,4.50,D300CRB50576,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,4,27,22,7,https://api.mybihr.com/medias/800Wx800H-1114412-1.jpg?context=bWFzdGVyfHJvb3R8NTg2NTF8aW1hZ2UvanBlZ3xhR014TDJneE15ODVOelk0TnpFMU9EWXlNREU1TUM4NE1EQlhlRGd3TUVoZk1URXhORFF4TWkweExtcHdad3xiZDhmNTk3OWQ5YThjMTc0NjVlZTMxOTU5YTg3MTgyMDc1ZDkzZDk1OTU5MTk0YTNhMDFkY2U0YzZmZmM3ZDk0,https://api.mybihr.com/medias/800Wx800H-1114412-2.jpg?context=bWFzdGVyfHJvb3R8NTUwMzd8aW1hZ2UvanBlZ3xhR1poTDJnMk9DODVOelk0TnpFMU9UQXhNelF3Tmk4NE1EQlhlRGd3TUVoZk1URXhORFF4TWkweUxtcHdad3w1ZWQwMzQ0YTUwMWY4Njk5MGJmZDcwZjU3YTE2YWM5MDc4MDc2ZWUyMGE2NjYwNDQ3MjU3MmVmM2Q4YWM3MmY3,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1109089,,N502-17G02,KEIHIN,KEIHI SPAREPARTS THROTTLE SLIDE,Campana de carburador KEIHIN 8.0 PWK36-38-39,89.75,74.17,44.50,N502-17G02,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,45,85,48,43,22,https://api.mybihr.com/medias/1009696-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzMDB8aW1hZ2UvanBlZ3xhRE13TDJnMk1DODRPRFUyTlRrNU5qVTROVEkyTHpFd01EazJPVFl0TVY4NE1EQlhlRGd3TUVnfDVkZTVhYWNkMDIwNDFjMmYzYjkzZDk2NDIzMWViZmZiNTQwZjBhM2RkMjgzMGFlY2Y4OTUzZmU4YTI0YTM2ZWU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009529,KEV60,N424-35060,KEIHIN,KEIHI JET IDLE 60MM,Chiclé de baja Keihin N424-35-60,3.50,2.89,1.88,N424-35-60,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,1,37,22,4,https://api.mybihr.com/medias/1009529-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA3MzV8aW1hZ2UvanBlZ3xhRE14TDJoaFppODRPVFk0T0RZd01qY3dOakl5THpFd01EazFNamt0TVY4NE1EQlhlRGd3TUVnfDgyNTgyYjVkNzI3NWUzMmJjNzRjNzVlYjg1YzJmMTE4NjZhZWJiZmRmNGU1ODcwMzUyZmQ2NGRiNjQ3MWI5NzY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009524,KEV45,N424-35045,KEIHIN,KEIHI JET IDLE 45MM,Chiclé de baja Keihin N424-35-45,3.50,2.89,1.88,N424-35-45,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,https://api.mybihr.com/medias/1009524-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjA3MzV8aW1hZ2UvanBlZ3xhR0k0TDJobE5TODRPRGN6TlRnMk5ESTFPRGcyTHpFd01EazFNalF0TVY4NE1EQlhlRGd3TUVnfDhiOGU2ZTYzOThjNDMwNDdjNDRlNDdkYjcwNDI3Yjk4MGE5ZjI5MDMwOGQ4Y2UzYTAzNDBhMjlkMGMxMWZkMGM,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
1009661,922103,1305-A30-2000,KEIHIN,KEIHI SPAREPARTS SPRING,Muelle de carburador Keihin (3/4 cilindros) FCR 32-33-35-37-39-41,7.01,5.79,3.76,1305-A30-2000,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,10,20,5,10,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/KEIHIN-pictures.zip,Spain Warehouse (Parts)
