PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Acabado,V-Cantidad de dientes,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado de la tapa del silenciador,Acabado del silenciador de escape,Acabado del tubo,Altura (cm),Altura (mm),Altura del neumático (perfil),Anchura (cm),Anchura (mm),Anchura del neumático,Capacidad (ml/l),Capacidad de portaequipajes (L),Capacidad del casco,Carga máxima (kg),Categoría de neumático,Clasificación de capas,Color,Color del cristal,Composición,Diámetro de la llanta,Embalaje,Especificaciones,Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Longitud (cm),Modelo,Número de dientes de la corona,Paso de cadena,Peso (kg),Posición,Sin cámara o tipo de cámara,Tipo,Tipo de corona,Tipo de luz,Versión de corona,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,Document1,DeliveryPlant
1101490,,81X-80,ART,ART LED BAR 33CM 10-30V 6800LM 80W,Barra faro Led ART - Cree Led 80W 6800 Lumens 33cm,100.73,83.25,49.95,LD7002,0,8714109090,0,1,"<ul>
	<li>LED type: Cree</li>
	<li>Brightness: 6800 lumens</li>
	<li>Power consumption: 10 W</li>
	<li>Cable length: 40 cm</li>
	<li>Depth: 9 cm</li>
	<li>Input Voltage: 10 - 30 V</li>
</ul>
","
	LED type: Cree
	Brightness: 6800 lumens
	Power consumption: 10 W
	Cable length: 40 cm
	Depth: 9 cm
	Input Voltage: 10 - 30 V

",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,6145,1761,434,120,118,,,,,,,,,,,,,,,,Negro,Transparente,,,por unidad,,,,,,,,,,,,Delantero,,,,LED,,https://api.mybihr.com/medias/1101490-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzc4ODR8aW1hZ2UvanBlZ3xhR05qTDJneVl5ODVOak14TkRreE9UUTROVGMwTHpFeE1ERTBPVEF0TVY4NE1EQlhlRGd3TUVnfDliZThmN2IxN2RlZjljMWY4NjQ3Y2IxNDA5YzM1YzBlOGJlYmEzOWQ1YjE2NjBkNjA3ODMwOGQwOWIzNjJlOTE,https://api.mybihr.com/medias/1101490-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTg1MDR8aW1hZ2UvanBlZ3xhRGRtTDJneU9DODVOak14TkRreU16UXhOemt3THpFeE1ERTBPVEF0TWw4NE1EQlhlRGd3TUVnfGM0NjBkNGFhOWU2MmVkNzBlMGFkZDBlNTIxNDM2MjVhNjBhZjRhZWI0Zjc1Y2M5YzNjNzRiOWI4ZDVjMzQ1MTk,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1067330,,A002,ART,ART HARNESSES LED,Cableado universal ART para focos LED,23.09,19.08,11.45,LD4002,14,8714109090,0,1,"<p>Cableado universal ART para focos LED</p>
<p>Ideal para hacer una instalación de dos focos en tu vehículo.</p>
<p>Largo 2,50 metros</p>
<p>El cableado incluye lo siguiente:</p>
<ul>
	<li>Portafusibles.</li>
	<li>Rele de 12V 40A.</li>
	<li>Interruptor de encendido y apagado con indicador.</li>
</ul>
","
Cableado universal ART para focos LED

Ideal para hacer una instalación de dos focos en tu vehículo.

Largo 2,50 metros

El cableado incluye lo siguiente:

	Portafusibles.
	Rele de 12V 40A.
	Interruptor de encendido y apagado con indicador.

",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,,,,,865,290,157,81,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1067330-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTg2Nzh8aW1hZ2UvanBlZ3xhRFppTDJnMVppODRPVGMwTkRJd05UUXhORGN3THpFd05qY3pNekF0TVY4NE1EQlhlRGd3TUVnfDczYzY0ZjkzYTczZGFjYWFhYjhjYzY3OGViYjJjNmQyOGFiZWRkNjM2ZWQyZDE5MjU3YzM1ZWVhYTE0MDhhNjc,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1073938,,AC-12018-7,ART,ART WINCH G2 2500 SYNTH ROPE 10M,Kit de cabrestante ART 2500 G2 1 tonelada cable nylon 10m,309.46,255.75,166.24,3661738042624,1,8425310000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Heavy duty winch</li><li>With electronic control</li><li>Can be used straight or sideways</li><li>High resistance steel rope</li><li>Max load : 1133kg</li></ul> </body> </html>","        Heavy duty winchWith electronic controlCan be used straight or sidewaysHigh resistance steel ropeMax load : 1133kg  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,18723,10468,392,286,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1073938-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTM3NDR8aW1hZ2UvanBlZ3xhR1EwTDJnd1l5ODRPVGMyTWpjMU9UTXhNVFkyTHpFd056TTVNemd0TVY4NE1EQlhlRGd3TUVnfGYzM2MxYmExOGFiNjIzMjFmNmFmM2MzM2YxZWE4ZTM4NTkyNjM5YWE5MGJhM2Y3NjViZTM4NGU1NThmYmU0YmE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1073936,,AC-12015-7,ART,ART WINCH G2 2500 STEEL ROPE 15M,Kit de cabrestante ART 2500 G2 1 tonelada cable 15m,253.99,209.91,136.44,7332440622126,0,8425310000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Heavy duty winch</li><li>With electronic control</li><li>Can be used straight or sideways</li><li>High resistance steel rope</li><li>Max load : 1133kg</li></ul> </body> </html>","        Heavy duty winchWith electronic controlCan be used straight or sidewaysHigh resistance steel ropeMax load : 1133kg  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,18261,11680,278,391,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1073936-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY3Mzd8aW1hZ2UvanBlZ3xhR05rTDJnd01DODRPVGMyTWpjMU5UTTNPVFV3THpFd056TTVNell0TVY4NE1EQlhlRGd3TUVnfDRmMzUwOGFhYjAwYTkwYTZmYjkxZjQxMmMwY2FlZWQ2OWY1ZTg4ZmQ3MWM5MDVlMjAyMThlOWVhMjIyMTVmYjM,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1073937,,AC-12017-7,ART,ART WINCH G2 3500 STEEL ROPE 15M,Kit de cabrestante ART 15 m,298.37,246.59,160.28,3661738042587,1,8425310000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Heavy duty winch</li><li>With electronic control</li><li>Can be used straight or sideways</li><li>High resistance steel rope</li><li>Max load : 1588kg</li></ul> </body> </html>","        Heavy duty winchWith electronic controlCan be used straight or sidewaysHigh resistance steel ropeMax load : 1588kg  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,18947,12000,392,286,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1073937-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY3Mzd8aW1hZ2UvanBlZ3xhREF6TDJnd05pODRPVGMyTWpjMU56TTBOVFU0THpFd056TTVNemN0TVY4NE1EQlhlRGd3TUVnfDgwOWVjY2M5MTYwOTU0ZjZlZGU0MDlhNzJlY2IzOWRkNzVjNDBmZDVlZDljYTQ0NDNlNjAxZWI4ZTRhMzg5OGY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1073947,,AC-12114,ART,ART WINCH ACC. HANDBAR CONTROL,Control remoto del cablestante ART,22.07,18.24,11.86,7332440622430,0,8425310000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Switch x 1</li><li>Switch hardware x 1</li></ul> </body> </html>","        Switch x 1Switch hardware x 1  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,1834,322,213,109,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1073947-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzY1NDd8aW1hZ2UvanBlZ3xhRFEwTDJoa09TODRPVGMyTWpjM056QXdOak00THpFd056TTVORGN0TVY4NE1EQlhlRGd3TUVnfDkyMzM3YmI1MTcyODRhZmNjODkwMjM3YTk5NjhkYmYzYjRlZjM4OWQxZDBhMTRkOWY3Nzc5YzU3MjBhYTU5MzE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1073946,,AC-12113-1,ART,ART WINCH ACC. RELAY,Solenoide Winche ART,42.04,34.74,22.58,7332440623123,0,8425310000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Specifications :</p><p> </p><ul> <li>4 bolt design</li><li>Wire Type</li><li>Material : Plastic</li><li>Black finish</li></ul> </body> </html>","       Specifications :  4 bolt designWire TypeMaterial : PlasticBlack finish  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,732,576,94,118,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1073946-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg1OTM5fGltYWdlL2pwZWd8YURjMEwyaGtNaTg0T1RjMk1qYzNOVEEwTURNd0x6RXdOek01TkRZdE1WODRNREJYZURnd01FZ3xkNjhlYTk5ZjNkZmM2NmIwNzM3YjU0YmJmYmZlYTkwZmVjNGUyYTI4MmQzYWE0NjVjYzk0MjExYjc5MjlhMDM0,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1073939,,AC-12107-2,ART,ART WINCH G2 4500 STEEL ROPE 15M,"Cabrestante ART 4500 G2 15,5 m de cable metálico",413.46,341.70,222.11,7332440766172,16,8425310000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Heavy duty winch</li><li>With electronic control</li><li>Can be used straight or sideways</li><li>High resistance steel rope</li><li>Max load : 2040kg</li></ul> </body> </html>","        Heavy duty winchWith electronic controlCan be used straight or sidewaysHigh resistance steel ropeMax load : 2040kg  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,21136,14253,412,285,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1073939-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY3Mzd8aW1hZ2UvanBlZ3xhRE5qTDJnMVlpODRPVGMyTWpjMk1USTNOemMwTHpFd056TTVNemt0TVY4NE1EQlhlRGd3TUVnfGU4NDBhMzczODdhZjMxNDA0NDcyZGZlYzE3YmYwMmZjZjBjZDI0ZjFhYzQ2YzE3NDFmYmM0NzU5OGNhODY2ZTA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,France Warehouse (Parts)
1102150,,AC-12020-7,ART,ART WINCH 3500 G2 SYNTHETIC ROPE 10M,ART 3500 G2 Winch 15m Rope,364.92,301.59,196.03,7332440622119,30,8425310000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Heavy duty winch</li><li>With electronic control</li><li>Can be used straight or sideways</li><li>High resistance synthetic Nylon rope</li><li>Max load : 1588kg</li></ul> </body> </html>","        Heavy duty winchWith electronic controlCan be used straight or sidewaysHigh resistance synthetic Nylon ropeMax load : 1588kg  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,19717,10750,392,281,179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1102150-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDc1NzZ8aW1hZ2UvanBlZ3xhRFEyTDJoa09TODVOak15TXpZek1EZzFPRFUwTHpFeE1ESXhOVEF0TVY4NE1EQlhlRGd3TUVnfGJjYjZmZmM5MTZlNmRmZWIxOTg2ZmUxODAwYWNkMzQ3ZjI4MzJjYTE4MzQzMGNjNDg0OTQ0MDQxODQwOGQ1NzE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,France Warehouse (Parts)
1101761,,GB13871-94,ART,ART SPARE PFOR SLH120 OIL SEAL FB55X80X8,Pieza de recambio para cortacésped ART SLH-120 - Retén de aceite FB55x80x8 - (Pieza Nº35),4.03,3.33,2.66,SLH-035,0,8432900000,0,1,"<p>Pieza de recambio para el cortac&eacute;sped ART SLH-120.</p>
<p><strong>(Consultar N&ordm; de pieza en el documento adjunto).</strong></p>","
Pieza de recambio para el cortacésped ART SLH-120.

(Consultar Nº de pieza en el documento adjunto).",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,49,32,74,73,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1101761-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjczNDMwfGltYWdlL2pwZWd8YURRekwyZ3pOUzg1TmpNeU1UazFNRFV4TlRVd0x6RXhNREUzTmpFdE1WODRNREJYZURnd01FZ3w4MGMxZmEzMjkzN2RmMGJmYzQ2MTJlYWM4M2ZhNmM5YmIzMDFhOGFjNTkwMzYwOWFjNWVlN2QyN2YzY2Y0ZTU5,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1121266,,MFP120.00.017,ART,ART FLAIL MOWE SP CLUTCH COMPLETE,Recambio para cortacésped ART SLH-120 - Rueda de la correa - (Piezas Nº5 / 6 / 7 / 8 / 9),187.55,155.00,124.00,,0,8432900000,1,1,<p>Embrague completo incluidas las piezas no. 5 / 6 / 7 / 8 / 9.</p>,"
Embrague completo incluidas las piezas no. 5 / 6 / 7 / 8 / 9.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,2628,3392,168,149,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1121266-1.jpg?context=bWFzdGVyfHJvb3R8NjA4ODV8aW1hZ2UvanBlZ3xhR0kwTDJnMVlTODJOelUwT0RrMk56WTJOVFk1TkM4NE1EQlhlRGd3TUVoZk1URXlNVEkyTmkweExtcHdad3xhMzk5ZDg3MDY2YjNmZGRlZWQzMmM3NzhlMjQ2ZjhmZDlkZWRkY2VmNjExYzQ4YTdhMGQwMjRkYzY2OWM3NzU5,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,https://api.mybihr.com/medias/1121266-Spare-parts-ATV-flail-mower?context=bWFzdGVyfGRvY3VtZW50c3wxNjk2Nzc4fGFwcGxpY2F0aW9uL3BkZnxhR1JoTDJnNVlpOHpNVEUzT1RnMk1UQXdNREl5TWk4eE1USXhNalkyWDFOd1lYSmxJSEJoY25SeklFRlVWaUJtYkdGcGJDQnRiM2RsY2d8MjI0Y2I0MmZlMjYwYTIwY2I2ODAxMGMwZGI2YTlmZTVlYTJlYzYzMTQwZWZhYmJhOTQzZWViNDI0MzQzNmY5OA,Spain Warehouse (Parts)
1073940,,AC-12108-2,ART,ART WINCH G2 4500 SYNTH ROPE 15M,"ART 4500 G2 Winch 15,5m Rope",506.14,418.30,271.90,3661738042761,3,8425310000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>Heavy duty winch</li><li>With electronic control</li><li>Can be used straight or sideways</li><li>High resistance steel rope</li><li>Max load : 2040kg</li><li>Pulling capacity: 2,041 kg.</li></ul> </body> </html>","        Heavy duty winchWith electronic controlCan be used straight or sidewaysHigh resistance steel ropeMax load : 2040kgPulling capacity: 2,041 kg.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,21427,12767,416,291,177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1073940-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTM3NDR8aW1hZ2UvanBlZ3xhREJqTDJnMk1pODRPVGMyTWpjMk16STBNemd5THpFd056TTVOREF0TVY4NE1EQlhlRGd3TUVnfGEyM2EzYWQwZDkwZDYyNWNiNDIyNjVmNTFlNTQ5Yzk1YWQxYmYxOGJiNjU5MzU0NmZkMTM5MjJkYmFjNGE0MzM,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,France Warehouse (Parts)
1067360,,GB12732,ART,ART FLAIL MOWE SPARE PART BELT,Pieza de recambio para cortacésped ART SLH-120 - Correa 1067 - (Pieza Nº53),22.18,18.33,14.66,EAN_SAKNAS,0,8409910090,0,1,"<p>Pieza de recambio para el cortac&eacute;sped ART SLH-120.</p>
<p><strong>(Consultar N&ordm; de pieza en el documento adjunto).</strong></p>","
Pieza de recambio para el cortacésped ART SLH-120.

(Consultar Nº de pieza en el documento adjunto).",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,2570,216,210,306,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1067360-1.jpg?context=bWFzdGVyfHJvb3R8MTkxODI5fGltYWdlL2pwZWd8YUdWa0wyaGtNUzh6TkRReU5UUTBOall5T1RRd05pODRNREJYZURnd01FaGZNVEEyTnpNMk1DMHhMbXB3Wnd8OWRmZGRhMDQ0MjI1ZDk5NjA1MjMwN2U5ZGZkZmRhODRmYzRhOWVmYzdkNWQ2M2QzMTk2ZTI0MDgyMDRiZTFiMQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1067387,,RK120.114A,ART,ART FLAIL MOWE SPARE PART SLIVERS,Pieza de recambio para cortacésped ART SLH-120 - Cuchilla - (Pieza Nº27),4.24,3.50,2.80,SLH-027,1,8433900000,0,1,"<p>Pieza de recambio para el cortac&eacute;sped ART SLH-120.</p>
<p><strong>(Consultar N&ordm; de pieza en el documento adjunto).</strong></p>","
Pieza de recambio para el cortacésped ART SLH-120.

(Consultar Nº de pieza en el documento adjunto).",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,375,140,100,75,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1067387-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ0OTF8aW1hZ2UvanBlZ3xhR0kyTDJnMVpTODRPVGMwTkRNek1USTBNemd5THpFd05qY3pPRGN0TVY4NE1EQlhlRGd3TUVnfGM3ZmU0MzFmZjQ0MTEyMzkyMGI3MGM4M2VhZTA4MDMwMGRkNjNhMWY5ODU1NWY0MzJjZDE2MjQ5ZDQ5MWJkN2Q,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1067368,,JF390,ART,ART FLAIL MOWE SPARE PART ENGINE,Pieza de recambio para cortacésped ART SLH-120 - Motor de gasolina - (Pieza Nº19),1411.67,1166.67,933.34,SLH-019,1,8432900000,0,1,"<p>Pieza de recambio para el cortac&eacute;sped ART SLH-120.</p>
<p><strong>(Consultar N&ordm; de pieza en el documento adjunto).</strong></p>","
Pieza de recambio para el cortacésped ART SLH-120.

(Consultar Nº de pieza en el documento adjunto).",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,74925,38200,450,450,370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1067368-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjczNDMwfGltYWdlL2pwZWd8YURaa0wyZzRNUzg1TURFek1UZ3pPVE00TlRrd0x6RXdOamN6TmpndE1WODRNREJYZURnd01FZ3xkODNlZjNhYWU2MmI0OWMxN2VlNGU4MzM3YTFmZjhkOWZmMmZhZjQzN2E3NTkyZjBmMjQ3ZmE5MDdkNzhlZjNm,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,https://api.mybihr.com/medias/C-ATV-flail-operation-manuals.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxMTcwNjU1fGFwcGxpY2F0aW9uL3BkZnxhREE1TDJnek5pODVNRFF6TnpreU1EQXpNVEF5TDBNZ1FWUldJR1pzWVdsc0lHOXdaWEpoZEdsdmJpQnRZVzUxWVd4enxlMGM3OGU0NDQ0NzA1ZGIwYzc1YTgzMzYwYzc4MTEzYmFlNTAwNWM0YzIwM2QxN2ViY2RkYzkxMTg2NTljZDg3,France Warehouse (Parts)
1067372,,MFP120.00.016,ART,ART FLAIL MOWE SPARE PART WHEEL,Pieza de recambio para cortacésped ART SLH-120 - Neumático - (Pieza Nº15),89.75,74.17,59.34,69900184,0,8432900000,0,1,"<p>Pieza de recambio para el cortac&eacute;sped ART SLH-120.</p>
<p><strong>(Consultar N&ordm; de pieza en el documento adjunto).</strong></p>","
Pieza de recambio para el cortacésped ART SLH-120.

(Consultar Nº de pieza en el documento adjunto).",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,75504,6660,605,390,320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1067372-1.jpg?context=bWFzdGVyfHJvb3R8MjY3NjQ1fGltYWdlL2pwZWd8YURneUwyaGpZeTgxTURVMU9UVXpPREkyTmpFME1pODRNREJYZURnd01FaGZNVEEyTnpNM01pMHhMbXB3Wnd8ZTIzNTk0ODUxMzdmNjAxYzQ5MGQxY2Y5NjYxOWRkZjdiOWRmYzdhMWZkODA1OGM1M2YyZjU4OTIwNjFiYTIzOQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1067385,,RK120.020,ART,ART FLAIL MOWE SPARE PART BLADE AXLE,Pieza de recambio para cortacésped ART SLH-120 - Eje de la cuchilla - (Pieza Nº25),402.33,332.50,266.00,SLH-025,0,8432900000,0,0,"<p>Pieza de recambio para el cortac&eacute;sped ART SLH-120.</p>
<p><strong>(Consultar N&ordm; de pieza en el documento adjunto).</strong></p>","
Pieza de recambio para el cortacésped ART SLH-120.

(Consultar Nº de pieza en el documento adjunto).",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ATV EQUIP.,,,,,45847,43800,1270,190,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1067385-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjczNDMwfGltYWdlL2pwZWd8YURka0wyZ3dPUzg0T1RjME5ETXlOek14TVRZMkx6RXdOamN6T0RVdE1WODRNREJYZURnd01FZ3xjOWRhNDA0NTY2ODkwMDhhNTBjMGExNjI3MzAwZTNkMDU1YjVhNWNkNGNhNjZjZWZjZDJkODc1YmY5NjVjYjM4,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,https://api.mybihr.com/medias/C-ATV-flail-operation-manuals.pdf?context=bWFzdGVyfGRvY3VtZW50c3wxMTcwNjU1fGFwcGxpY2F0aW9uL3BkZnxhREE1TDJnek5pODVNRFF6TnpreU1EQXpNVEF5TDBNZ1FWUldJR1pzWVdsc0lHOXdaWEpoZEdsdmJpQnRZVzUxWVd4enxlMGM3OGU0NDQ0NzA1ZGIwYzc1YTgzMzYwYzc4MTEzYmFlNTAwNWM0YzIwM2QxN2ViY2RkYzkxMTg2NTljZDg3,France Warehouse (Parts)
