PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Acabado,V-Cantidad de dientes,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado de la tapa del silenciador,Acabado del silenciador de escape,Acabado del tubo,Altura (cm),Altura (mm),Altura del neumático (perfil),Anchura (cm),Anchura (mm),Anchura del neumático,Capacidad (ml/l),Capacidad de portaequipajes (L),Capacidad del casco,Carga máxima (kg),Categoría de neumático,Clasificación de capas,Color,Color del cristal,Composición,Diámetro de la llanta,Embalaje,Especificaciones,Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Longitud (cm),Modelo,Número de dientes de la corona,Paso de cadena,Peso (kg),Posición,Sin cámara o tipo de cámara,Tipo,Tipo de corona,Tipo de luz,Versión de corona,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,AllPicturesZIP,Document1,DeliveryPlant
1075656004,4090001951,ART-808-51-RED,ART,"ART RR SPROC 520 BI-CO UL SC, 51, RED","Corona ART doble compuesto (aluminio/acero) ultraligera autolimpiable - 51 dientes, paso 520, Roja",55.78,46.10,29.97,3661738037484,4,8714109090,0,1,"<p>Coronas bicomponente fabricadas con una parte interior ultraligera de aluminio 7075 T65A de alta calidad y una parte exterior de acero endurecido, sometidas a pruebas de resistencia y aprobadas por los equipos europeos.</p>","
Coronas bicomponente fabricadas con una parte interior ultraligera de aluminio 7075 T65A de alta calidad y una parte exterior de acero endurecido, sometidas a pruebas de resistencia y aprobadas por los equipos europeos.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,,51 dientes,Rojo,,1088,812,299,280,13,,,,,,,,,,,,,,,,Rojo,,Bi-componentes,,,,,,,,,,,51,520,,,,,,,Autolimpiable ultraligero,https://api.mybihr.com/medias/1075656004-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU0ODc5fGltYWdlL2pwZWd8YUdZeEwyZ3dNeTg1TURFek5ERXdORGsyTlRReUx6RXdOelUyTlRZd01EUXRNVjg0TURCWGVEZ3dNRWd8ZmE3ZTA1NjM3ODk1YmI2ODQ4NmE4NTMyMmRjZGE0NDFkYzM1MmI5OGFjZDc1NDg0MDcxZDhjZGEyNGVjM2UwYw,https://api.mybihr.com/medias/1075656004-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5Mzk2fGltYWdlL2pwZWd8YUdSbEwyZ3dNaTg1TURFek5ERXdOamt6TVRVd0x6RXdOelUyTlRZd01EUXRNbDg0TURCWGVEZ3dNRWd8YWNiNGE2OWU4NzI4MjdkNGQ5MDVjOGQyMzk0NWY1M2FiZjhhMzQwMzcxYjllZGU0NjliNWM3ZDM3MjllNjQxZA,https://api.mybihr.com/medias/1075656004-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTEyMTAwfGltYWdlL2pwZWd8YURsaUwyZ3dPUzg1TURFek5ERXdPRGc1TnpVNEx6RXdOelUyTlRZd01EUXRNMTg0TURCWGVEZ3dNRWd8ZWI1ZGI1Nzc4ZjJkZDhmN2ZlNjI0MjE3MDAzMTU2Y2JhODgyMzZjNGViYmZjODAxYWQwMDJjMmU3NGIwYjVmOQ,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1075660002,4090001449,ART-TM-49-BLK,ART,"ART RR SPROC 520 BI-CO UL SC TM, 49, BLK","Corona ART doble compuesto (aluminio/acero) ultraligera autolimpiable - 49 dientes, paso 520, Negra",47.50,39.26,25.52,3661738037736,1,8714109090,0,1,"<p>Coronas bicomponente fabricadas con una parte interior ultraligera de aluminio 7075 T65A de alta calidad y una parte exterior de acero endurecido, sometidas a pruebas de resistencia y aprobadas por los equipos europeos.</p>","
Coronas bicomponente fabricadas con una parte interior ultraligera de aluminio 7075 T65A de alta calidad y una parte exterior de acero endurecido, sometidas a pruebas de resistencia y aprobadas por los equipos europeos.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,,49 dientes,Negro,,914,781,299,278,11,,,,,,,,,,,,,,,,Negro,,Bi-componentes,,,,,,,,,,,49,520,,,,,,,Autolimpiable ultraligero,https://api.mybihr.com/medias/1075660002-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTMwMDYwfGltYWdlL2pwZWd8YURWa0wyZ3pZaTg1TURFek5ERTVPVE16TnpJMkx6RXdOelUyTmpBd01ESXRNVjg0TURCWGVEZ3dNRWd8YTM3YTdhNjVhYjQ1ZTA2NmZlMzFkNTY4MzIyZjIwNjI3NWYwOTA5OTI0ODJmZDY5YTZhODU1NjRkNTlkMDZmMA,https://api.mybihr.com/medias/1075660002-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0MTA0fGltYWdlL2pwZWd8YUdVMEwyaGpNQzg1TURFek5ESXdNVE13TXpNMEx6RXdOelUyTmpBd01ESXRNbDg0TURCWGVEZ3dNRWd8YzgwOTJhNGJlOTQ0YmY4NTI2YzFiZTMzZWRkYjJjMGIwZTJlMjIyYzI4NDlhNTMyNzFiYTFjOTk4ZWEwYWE2Yg,https://api.mybihr.com/medias/1075660002-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTM0NTYxfGltYWdlL2pwZWd8YUdFeEwyaGpOeTg1TURFek5ESXdNekkyT1RReUx6RXdOelUyTmpBd01ESXRNMTg0TURCWGVEZ3dNRWd8OTIwMDI5NjEzZTU3ZDI2ZjZkMmYxNWU4YTU5NDgyMmFiMzYyMGRmM2U5ODFjOWI1N2I1MWIxYzM4ZDRkNmM2NA,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1075660004,4090001348,ART-TM-48-BLU,ART,"ART RR SPROC 520 BI-CO UL SC TM, 48, BLU","Corona ART doble compuesto (aluminio/acero) ultraligera autolimpiable - 48 dientes, paso 520, Azul",61.95,51.20,33.28,3661738037590,1,8714109090,0,1,"<p>Coronas bicomponente fabricadas con una parte interior ultraligera de aluminio 7075 T65A de alta calidad y una parte exterior de acero endurecido, sometidas a pruebas de resistencia y aprobadas por los equipos europeos.</p>","
Coronas bicomponente fabricadas con una parte interior ultraligera de aluminio 7075 T65A de alta calidad y una parte exterior de acero endurecido, sometidas a pruebas de resistencia y aprobadas por los equipos europeos.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SPROCKET,,48 dientes,Azul,,2380,784,263,312,29,,,,,,,,,,,,,,,,Azul,,Bi-componentes,,,,,,,,,,,48,520,,,,,,,Autolimpiable ultraligero,https://api.mybihr.com/medias/1075660004-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTUxODMwfGltYWdlL2pwZWd8YURjeUwyaGpaUzg1TURFek5ESXdOVEl6TlRVd0x6RXdOelUyTmpBd01EUXRNVjg0TURCWGVEZ3dNRWd8MGQ5ODRhMWZkZDJjMDQyZjE3NjQ1MDJmMzE3ZTUxMDhkMjRiMmNjMGU3MDE0NjVlNmI5N2Q1ZTQ3OGYwNmJmZA,https://api.mybihr.com/medias/1075660004-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTM5MjQwfGltYWdlL2pwZWd8YURReUwyaGtOUzg1TURFek5ESXdOekl3TVRVNEx6RXdOelUyTmpBd01EUXRNbDg0TURCWGVEZ3dNRWd8YzZmNmVhZTM3ZTk0OGUwZGY2NTkwZjg3MTA4YTRhN2ZhNjlkODMwZjdhMGUzZmIxMGE5ZmU1YTM5MDY3OGY0Ng,https://api.mybihr.com/medias/1075660004-3-800Wx800H?context=bWFzdGVyfHJvb3R8MTE1MjU0fGltYWdlL2pwZWd8YUdabUwyaGtZaTg1TURFek5ESXdPVEUyTnpZMkx6RXdOelUyTmpBd01EUXRNMTg0TURCWGVEZ3dNRWd8Yjc2NTNjNmVkNmFlZTRkZDdhNzkxMmQ2N2YzOTU0YzUxZTNkZmRkMGJiNWFmOTFmYTk5ZGQwMjU1YjE0Yjk0MQ,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049601,,WSL-110-301,ART,ART WH SPACER L 4X110,Separador rueda ART 4x110 / +30 mm - Adly 300 SP,92.77,76.67,46.00,WSL-110-301,0,7315111000,0,1,<p>Lessen pressure on OEM threaded studs.</p> <ul> <li>Front</li> <li>Anodized aluminium</li> <li>Quick mounting/removing of the wheel</li> <li>Sold in pairs</li> <li>Center-to-center distance 4 x 110 mm</li> <li>Thickness 30 mm</li> <li>Bore diameter 60 mm </li></ul>,"
Lessen pressure on OEM threaded studs.  Front Anodized aluminium Quick mounting/removing of the wheel Sold in pairs Center-to-center distance 4 x 110 mm Thickness 30 mm Bore diameter 60 mm ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,2639,1600,280,145,65,,,,,,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049601-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA2MDR8aW1hZ2UvanBlZ3xhRFpsTDJnMU55ODRPVGN4TWpNek1qTXdPRGM0THpFd05EazJNREV0TVY4NE1EQlhlRGd3TUVnfGMzZDk3NTUwMjI4NzUxMWQ4M2EyYmNjYzk5OTM5MmEwYmQ2OGY3NDRkNjVmODM5ZGE3NjRhYzEyMjFkNDFlZjU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049603,,WSL-110-452,ART,ART WH SPACER L 4X110,Separador rueda ART 4x110 / +45 mm - Adly 300 SP,92.77,76.67,46.00,WSL-110-452,0,7315111000,0,1,<p>Lessen pressure on OEM threaded studs.</p> <ul> <li>Rear</li> <li>Anodized aluminium</li> <li>Quick mounting/removing of the wheel</li> <li>Sold in pairs</li> <li>Center-to-center distance 4 x 110 mm</li> <li>Thickness 45 mm</li> <li>Bore diameter 90 mm </li></ul>,"
Lessen pressure on OEM threaded studs.  Rear Anodized aluminium Quick mounting/removing of the wheel Sold in pairs Center-to-center distance 4 x 110 mm Thickness 45 mm Bore diameter 90 mm ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,3466,1377,285,152,80,,,,,,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049603-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA2MDR8aW1hZ2UvanBlZ3xhR1pqTDJnMk5DODRPVGN4TWpNek5qSTBNRGswTHpFd05EazJNRE10TVY4NE1EQlhlRGd3TUVnfDM4ODkyYzgyMmFjOTMzYjgwNDFkNDkwZjgxNzMyYjU0OWZlZGUxNjQyMDFjMWRjZDFhZDFlZWE4MWI1ZGEzNWU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049606,,WSU-144-301,ART,ART WH SPACER U 4X144,Separador rueda ART 4x144 / +30 mm,92.77,76.67,46.00,1049606,0,7315111000,0,1,<p>Lessen pressure on OEM threaded studs.</p> <ul> <li>Anodized aluminium </li> <li>Quick mounting/removing of the wheel </li> <li>Sold in pairs </li> <li>Center-to-center distance 4 x 144 mm </li> <li>Thickness 30 mm </li> <li>Bore diameter 111 mm </li></ul>,"
Lessen pressure on OEM threaded studs.  Anodized aluminium  Quick mounting/removing of the wheel  Sold in pairs  Center-to-center distance 4 x 144 mm  Thickness 30 mm  Bore diameter 111 mm ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,3481,1740,345,177,57,,,,,,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049606-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA2MDR8aW1hZ2UvanBlZ3xhREExTDJoak1TODRPVGN4TWpNME1qRXpPVEU0THpFd05EazJNRFl0TVY4NE1EQlhlRGd3TUVnfDc3M2E1NGYyZjEzZmNkNWJkOGRlOTlkYjFkZmI4M2JjOWNhNTMwMTM4YTkxYjQ1YmY3ZWVjMjM3NjY0OTM1NWY,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049604,,WSL-136-301,ART,ART WH SPACER L 4X136,Separador rueda ART 4x136 / + 30 mm,92.77,76.67,46.00,WSU-136-301,22,7315111000,0,1,<p>Lessen pressure on OEM threaded studs.</p> <ul> <li>Anodized aluminium</li> <li>Quick mounting/removing of the wheel</li> <li>Sold in pairs</li> <li>Center-to-center distance 4 x 136 mm</li> <li>Thickness 30 mm</li> <li>Bore diameter 110 mm </li></ul>,"
Lessen pressure on OEM threaded studs.  Anodized aluminium Quick mounting/removing of the wheel Sold in pairs Center-to-center distance 4 x 136 mm Thickness 30 mm Bore diameter 110 mm ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,3913,1412,344,175,65,,,,,,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049604-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA2MDR8aW1hZ2UvanBlZ3xhR05qTDJnMllpODRPVGN4TWpNek9ESXdOekF5THpFd05EazJNRFF0TVY4NE1EQlhlRGd3TUVnfDIzMTIyZjU5YTBmMzYxOGU5NzkxYjM3YWE2MWZjMWE1MmFhOTJlNWQ5NDhmNmQ4Mjg3MmY1ZTZiMzQ0ZDBkMWQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049599,,WSL-100-452,ART,ART WH SPACER L 4X100,Separador rueda ART 4x100 / +45 mm - Yamaha YFS200 Blaster,95.78,79.16,47.50,WSL-100-452,0,7315111000,0,1,<p>Lessen pressure on OEM threaded studs.</p> <ul> <li>Anodized aluminium</li> <li>Quick mounting/removing of the wheel</li> <li>Sold in pairs </li> <li>Center-to-center distance 4 x 100 mm</li> <li>Thickness 45 mm</li> <li>Bore diameter 76 mm</li></ul>,"
Lessen pressure on OEM threaded studs.  Anodized aluminium Quick mounting/removing of the wheel Sold in pairs  Center-to-center distance 4 x 100 mm Thickness 45 mm Bore diameter 76 mm",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,3750,1850,250,150,100,,,,,,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049599-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjYzODB8aW1hZ2UvanBlZ3xhREl5TDJnd01pODRPVGN4TWpNeU9ETTNOall5THpFd05EazFPVGt0TVY4NE1EQlhlRGd3TUVnfGQzMzdkZGNkZDhhNjNkOTNkZmY0NGY2Y2NkYTNmN2E1MDA2NTczNDkxZTM1MWI4NmVkNThjZTU2MmQwZTI1YmQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049600,,WSU-110-301,ART,ART WH SPACER U 4X110,Separador rueda ART 4x110 / +30 mm,92.77,76.67,46.00,WSU-110-301,0,7315111000,0,1,<p>Lessen pressure on OEM threaded studs.</p> <ul> <li>Rear</li> <li>Anodized aluminium</li> <li>Quick mounting/removing of the wheel</li> <li>Sold in pairs</li> <li>Center-to-center distance 4 x 110 mm</li> <li>Thickness 30 mm</li> <li>Bore diameter 80 mm </li></ul>,"
Lessen pressure on OEM threaded studs.  Rear Anodized aluminium Quick mounting/removing of the wheel Sold in pairs Center-to-center distance 4 x 110 mm Thickness 30 mm Bore diameter 80 mm ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,2744,1440,140,280,70,,,,,,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049600-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA2MDR8aW1hZ2UvanBlZ3xhRGxsTDJnMU1DODRPVGN4TWpNek1ETTBNamN3THpFd05EazJNREF0TVY4NE1EQlhlRGd3TUVnfGMzZjlmNDg1NTMxMWEyNWM4MDZiNmYxYWI2OWZjZjEwMWI4NzNjZGI0NGJjY2M0ZWU3OGQ1NDEzYWRmM2RjYTg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049602,,WSU-110-451,ART,ART WH SPACER U 4X110,Juego de sepradores de rueda ART 4x110 / +45 mm,92.77,76.67,46.00,1049602,11,7315111000,0,1,"<p>Reduce la presión sobre los espárragos roscados originales.</p>
<ul>
	<li>Trasero</li>
	<li>Aluminio anodizado</li>
	<li>Montaje/desmontaje rápido de la rueda</li>
	<li>Se venden por pares</li>
	<li>Distancia de centro a centro 4 x 110 mm</li>
	<li>Espesor 45 mm</li>
	<li>Diámetro interior 80 mm&nbsp;</li>
</ul>
","
Reduce la presión sobre los espárragos roscados originales.

	Trasero
	Aluminio anodizado
	Montaje/desmontaje rápido de la rueda
	Se venden por pares
	Distancia de centro a centro 4 x 110 mm
	Espesor 45 mm
	Diámetro interior 80 mm 

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,3204,1417,141,284,80,,,,,,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1049602-1.jpg?context=bWFzdGVyfHJvb3R8MTg4NDc4fGltYWdlL2pwZWd8YUdVeEwyZzRZUzgyTlRFd056VTVOamt3TWpRek1DODRNREJYZURnd01FaGZNVEEwT1RZd01pMHhMbXB3Wnd8OTk2NTZmOTk2YTQ3MDAxMTNmZTRhYzY4MmE2NWJjZjZkYTI5NGFkNGEyZTE3YTE5NTU5N2YzZGYxMGU5NTU4Ng,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049605,,WSU-136-451,ART,ART WH SPACER L 4X136,Separador rueda ART 4x136 / +45 mm,92.77,76.67,46.00,WSU-136-451,60,7315111000,0,1,<p>Lessen pressure on OEM threaded studs.</p> <ul> <li>Anodized aluminium</li> <li>Quick mounting/removing of the wheel</li> <li>Sold in pairs</li> <li>Center-to-center distance 4 x 136 mm</li> <li>Thickness 45 mm</li> <li>Bore diameter 110 mm </li></ul>,"
Lessen pressure on OEM threaded studs.  Anodized aluminium Quick mounting/removing of the wheel Sold in pairs Center-to-center distance 4 x 136 mm Thickness 45 mm Bore diameter 110 mm ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,4984,1848,178,350,80,,,,,,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049605-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA2MDR8aW1hZ2UvanBlZ3xhRE0xTDJoaVlTODRPVGN4TWpNME1ERTNNekV3THpFd05EazJNRFV0TVY4NE1EQlhlRGd3TUVnfGU2MTI5ZmViNTA0YjlhYjNmOTFiY2IyMTI1Yjk4MjY1MWYwZmRhZTlkOGEzY2MwM2Q1MzY4MGUwOTdhNDEzMTQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049609,,MSVIS,ART,ART WH SPACER CREW,Tornillo para espaciador rueda ART Ø10mm x 1.25mm,2.18,1.80,1.08,MSVIS,1,8482109090,0,1,"<ul>
	<li>Longitud total: 70mm</li>
	<li>Longitud de rosca: 59.7mm</li>
	<li>Ø10mm x 1.25mm</li>
</ul>
","
	Longitud total: 70mm
	Longitud de rosca: 59.7mm
	Ø10mm x 1.25mm

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,14,36,69,15,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1049609-1.jpg?context=bWFzdGVyfHJvb3R8MTE0MDI5fGltYWdlL2pwZWd8YURSaUwyaGtNUzh6TkRReU5UUTFPVEl4TWpNeE9DODRNREJYZURnd01FaGZNVEEwT1RZd09TMHhMbXB3Wnd8ZjQwOWI3OGI1YWE2MGY4MjAyNWQyYjJjODE2MjcxYTUwYWNhZDA1ZWU3NWUyMzk4YTliN2ZhOTMwNWRiMDA4OA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049607,,WSU-145-301,ART,ART WH SPACER U 4X145,Separador rueda ART 4x145 / +30 mm,92.77,76.67,46.00,WSU-145-301,1,7315111000,0,1,<p>Lessen pressure on OEM threaded studs.</p> <ul> <li>Anodized aluminium</li> <li>Quick mounting/removing of the wheel</li> <li>Sold in pairs</li> <li>Center-to-center distance 4 x 145 mm</li> <li>Thickness 30 mm</li> <li>Bore diameter 111 mm </li></ul>,"
Lessen pressure on OEM threaded studs.  Anodized aluminium Quick mounting/removing of the wheel Sold in pairs Center-to-center distance 4 x 145 mm Thickness 30 mm Bore diameter 111 mm ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,3992,1737,347,177,65,,,,,,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049607-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA5NDR8aW1hZ2UvanBlZ3xhR1EyTDJoak55ODRPVGN4TWpNME5ERXdOVEkyTHpFd05EazJNRGN0TVY4NE1EQlhlRGd3TUVnfDA5NzlmY2U4NTJlNWU5ZWJiNTZiZmQ5YTQ0MzdkMzY5YTYxYzY0NzdkNWE5NDI3OGJhMWY0MWQwMGFiMDllZWM,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1049608,,WSL-156-301,ART,ART WH SPACER L 4X156,Separador rueda ART 4x156 / +30 mm,92.77,76.67,46.00,MS2010,0,7315111000,0,1,<p>Lessen pressure on OEM threaded studs.</p> <ul> <li>Anodized aluminium</li> <li>Quick mounting/removing of the wheel</li> <li>Sold in pairs</li> <li>Center-to-center distance 4 x 156 mm</li> <li>Thickness 30 mm</li> <li>Bore diameter 131 mm </li></ul>,"
Lessen pressure on OEM threaded studs.  Anodized aluminium Quick mounting/removing of the wheel Sold in pairs Center-to-center distance 4 x 156 mm Thickness 30 mm Bore diameter 131 mm ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,4536,1880,360,180,70,,,,,,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049608-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTE2Mjd8aW1hZ2UvanBlZ3xhRGt6TDJoalpTODRPVGN4TWpNME5qQTNNVE0wTHpFd05EazJNRGd0TVY4NE1EQlhlRGd3TUVnfDE4ZjczNWZmMzVjNTllZmMyMmZlM2E0MTU5ZThiZDgzYzQ1YmZlMWQ5MjliYTcxN2U5MWU3OWM2NDQ3NjUxNTk,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1042193,MS2006,WSL-115-451,ART,ART WH SPACER L 4X115,Separador de rueda ART 4x115/+45 mm,92.00,76.03,49.42,MS2006,0,7315111000,0,1,<p>Lessen pressure on OEM threaded studs.</p> <ul> <li>Anodized aluminium</li> <li>Quick mounting/removing of the wheel</li> <li>Sold in pairs</li> <li>Center-to-center distance 4 x 115 mm</li> <li>Thickness 45 mm</li> <li>Bore diameter 90 mm </li></ul>,"
Lessen pressure on OEM threaded studs.  Anodized aluminium Quick mounting/removing of the wheel Sold in pairs Center-to-center distance 4 x 115 mm Thickness 45 mm Bore diameter 90 mm ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,,,3526,1508,289,147,83,,,,,,,,,,,,,,,,,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1042193-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA3NDZ8aW1hZ2UvanBlZ3xhRFk0TDJneU1DODRPVGN3TWpNM05UUXlORE13THpFd05ESXhPVE10TVY4NE1EQlhlRGd3TUVnfGE3ZGNlMDVhYTNkNWU0NTRiODdiZmU5OTQ1NzZlNTBjMGUyYWUzMDc3MWVkZmI4ZjAxMDllNDIyNzMwMTAwMDU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1076774001,43105,ASOT-257-BL,ART,"ART RIM SPOKE HEAD, BLU",Tuerca de freno cubierta corto azul,14.52,12.00,7.20,8430525431058,0,7318169129,0,1,,,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,Azul,,252,32,134,94,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1076774001-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzcyNzF8aW1hZ2UvanBlZ3xhR05qTDJneE5pOHhOVFF5TmpnNU1qVTJNalEyTWk4eE1EYzJOemMwTURBeExURmZPREF3VjNnNE1EQkl8NGJhZWMyNGFiNDljOTM5OTIxZDViZWM4MDVmZDY2MTZhNmJhNjI5YWE3YzczN2Q3ZDM2YmI3MzgwMGIzOGUyMA,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1076775005,43117,ASOT-95-RD,ART,"ART RIMS SP LOCK NUT, RED",Tuerca de freno cubierta largo rojo,18.15,15.00,9.00,8430525431171,12,8714109090,0,1,Tuerca de papillon,Tuerca de papillon,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,Rojo,,150,47,134,93,12,,,,,,,,,,,,,,,,Rojo,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1076775005-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM4ODI1fGltYWdlL2pwZWd8YURaakwyZzBOQzg0T1RjMk5qTTJNRGcwTWpVMEx6RXdOelkzTnpVd01EVXRNVjg0TURCWGVEZ3dNRWd8OTdiMDE1Y2YzNDA5NTE2MzNjNjI4ODdlNWVlNDMxNTk0YWJhNTlhYTNmMzlkNmJlYzVhNzZiMTZjZGQ3MmFjYg,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
1076775004,43116,ASOT-95-OR,ART,"ART RIMS SP LOCK NUT, ORG",Tuerca de freno cubierta largo naranja,18.15,15.00,9.00,8430525431164,4,8714109090,0,1,Tuerca de papillon,Tuerca de papillon,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,,,Naranja,,237,46,134,93,19,,,,,,,,,,,,,,,,Naranja,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1076775004-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQxODAwfGltYWdlL2pwZWd8YURFM0wyZzFNUzg0T1RZM01qYzBORFl6TWpZeUx6RXdOelkzTnpVd01EUXRNVjg0TURCWGVEZ3dNRWd8ZGRhYmU0YTY2NzJmZTYzNTkyM2U1YWE4MjgxNjFiMzM1NDIzNWNiOGY0NTY3N2JiNGU5MjhmOWExMDljN2IyYw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/ART-pictures.zip,,Spain Warehouse (Parts)
