PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de dientes,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),BCD (Mm),Color,Composición,Desplazamiento (mm),Dientes,Espesor (mm),Linea de cadena (Mm),Material de plato,Número de dientes de la corona,Número de dientes del piñón,Paso de cadena,Tipo,Tipo de corona,Tipo de piñón,Uso recomendado,Velocidades,Versión de corona,Versión de piñón,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1115029,1115029,19-17116-40,ESJOT,ESJOT CHAINRING 40T BOSCH GEN4/3/1 104MM,Plato ESJOT 40T Bosch Gen4/3/1 104mm,12.00,9.92,3.18,19-17116-40,6,8714930090,0,1,"<p>Plato universal para:</p>
<ul>
<li>Generaci&oacute;n de motores Bosch:
<ul>
<li>4 ( Performance Line CX ),</li>
<li>3 ( Active Line Plus )</li>
<li>1 (Classic Line )</li>
</ul>
</li>
<li>Yamaha</li>
<li>Bafang</li>
<li>Brose</li>
</ul>
<ul>
<li>Acero negro con recubrimiento KTL,</li>
<li>C&iacute;rculo de agujeros 104mm</li>
<li>Acero 3mm/Dentado estrecho</li>
</ul>","
Plato universal para:

Generación de motores Bosch:

4 ( Performance Line CX ),
3 ( Active Line Plus )
1 (Classic Line )


Yamaha
Bafang
Brose


Acero negro con recubrimiento KTL,
Círculo de agujeros 104mm
Acero 3mm/Dentado estrecho
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,382,152,199,192,10,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115029-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTcyMzIwfGltYWdlL2pwZWd8YURKbEwyaG1ZaTh4TlRreE9UQTNPVGMxTVRjeE1DOHhNVEUxTURJNUxURmZPREF3VjNnNE1EQkl8ODFkMjExZjBjY2E1Zjc1OWZlNTQzMmZiNjY5MTNlY2M1MzNkMjE1MGRlZjI4NTgxMWM5MjE2MDE1MzhmOWM1NQ,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115048,1115048,19-1100-19,ESJOT,ESJOT BICYCLE SPROCKET FLAT 19T 1/2X1/8,Piñón de bicicleta Esjot plano 19T 1/2X1/8,5.51,4.55,1.99,4251516500164,9,8714930090,0,1,"<ul>
<li>Pi&ntilde;&oacute;n de bicicleta</li>
<li>Paso 1/2"" x 1/8"" (1,27x0,31cm)</li>
<li>Galvanizado (espesor del material 3mm)</li>
<li>Adecuado para bujes de 3, 4, 5, 7 y 8 marchas, buje de pedal trasero / buje r&iacute;gido, SRAM, Shimano, Sturmey Archer</li>
</ul>","
Piñón de bicicleta
Paso 1/2"" x 1/8"" (1,27x0,31cm)
Galvanizado (espesor del material 3mm)
Adecuado para bujes de 3, 4, 5, 7 y 8 marchas, buje de pedal trasero / buje rígido, SRAM, Shimano, Sturmey Archer
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,120,90,115,104,10,,Plata,,,,,,Acero,,,,,,,Ciudad,8,,,https://api.mybihr.com/medias/1115048-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg2MTEwfGltYWdlL2pwZWd8YUdZekwyaGxOUzh4TlRreE9UQTROekl5TWpneE5DOHhNVEUxTURRNExURmZPREF3VjNnNE1EQkl8Y2QxN2I0YTdkZjgwOWViYmI1ZGMyNzU5YWQxNWFkMGQ1ZWM1NGE4ZGQxY2MzYmY3MjQ3ZTI4MmMyOGM2NzcwYg,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115057,1115057,19-1700-20,ESJOT,ESJOT BIKE SPROCKET OFFSET 20T 1/2X3/32,Piñón de bicicleta Esjot Offset 20T 1/2X3/32,4.50,3.72,1.14,4251516500867,4,8714930090,0,1,"<ul>
<li>Pi&ntilde;&oacute;n de bicicleta</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm)</li>
<li>Galvanizado (espesor del material 2mm)</li>
<li>Adecuado para bujes de 3, 4, 5, 7 y 8 marchas, buje de pedalier / buje r&iacute;gido, SRAM, Shimano, Sturmey Archer</li>
</ul>","
Piñón de bicicleta
Paso 1/2"" x 3/32"" (1,27x2,54cm)
Galvanizado (espesor del material 2mm)
Adecuado para bujes de 3, 4, 5, 7 y 8 marchas, buje de pedalier / buje rígido, SRAM, Shimano, Sturmey Archer
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,122,78,116,105,10,,Plata,,,,,,Acero,,,,,,,,8,,,https://api.mybihr.com/medias/1115057-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU2Nzc1fGltYWdlL2pwZWd8YURsbUwyaGxNaTh4TlRreE9UQTVNRGMyTVRjMU9DOHhNVEUxTURVM0xURmZPREF3VjNnNE1EQkl8ZmI3MWQxMGUxY2I3YWNlNDg1MzlhZGRkZmJmYjA4MzJlYjE5Njc4M2E4MzVmZmE2OGMzNzU1OWIzMWI1OTUwMQ,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115056,1115056,19-1700-19,ESJOT,ESJOT BIKE SPROCKET OFFSET 19T 1/2X3/32,Piñón de bicicleta Esjot Offset 19T 1/2X3/32,4.50,3.72,1.62,4251516500850,6,8714930090,0,1,"<ul>
<li>Pi&ntilde;&oacute;n de bicicleta</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm)</li>
<li>Galvanizado (espesor del material 2mm)</li>
<li>Adecuado para bujes de 3, 4, 5, 7 y 8 marchas, buje de pedalier / buje r&iacute;gido, SRAM, Shimano, Sturmey Archer</li>
</ul>","
Piñón de bicicleta
Paso 1/2"" x 3/32"" (1,27x2,54cm)
Galvanizado (espesor del material 2mm)
Adecuado para bujes de 3, 4, 5, 7 y 8 marchas, buje de pedalier / buje rígido, SRAM, Shimano, Sturmey Archer
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,122,75,117,104,10,,Plata,,,,,,Acero,,,,,,,,8,,,https://api.mybihr.com/medias/1115056-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU2NzgzfGltYWdlL2pwZWd8YUdabEwyaGtOQzh4TlRreE9UQTVNRE0yT0RVME1pOHhNVEUxTURVMkxURmZPREF3VjNnNE1EQkl8YWFhZTg5NWZkNjAxNTE4ZTczYmI0ODhhMTM5NjJlNWM5OWNmODIwN2QxN2MwODQyZWRjODllZTY3OTAzZDRlZA,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115018,1115018,85-0292,ESJOT,ESJOT E-BIKE/DOWNHILL BRAKE DISC 220MM,Disco de freno ESJOT E-Bike/Descenso Ø220mm,39.49,32.64,8.04,85-0292,8,8714930090,0,1,"<p>Disco de freno para bicicletas y e-bikes con montaje de 6 agujeros (no para S-Pedelecs)</p>
<ul>
<li>Material de acero inoxidable de la m&aacute;s alta calidad (2mm), endurecimiento extra particularmente bajo desgaste, sin distorsi&oacute;n incluso bajo cargas pesadas</li>
<li>Desarrollado y probado seg&uacute;n la norma DIN EN 15 194</li>
<li>Sin grado residual: bajo desgaste del disco y de las pastillas de freno, reducci&oacute;n del ruido</li>
<li>Absolutamente plano: para un comportamiento de frenado tranquilo y constante</li>
<li>Compatible con todas las pastillas de freno habituales (sinterizadas, semimet&aacute;licas, org&aacute;nicas, cer&aacute;micas)</li>
</ul>","
Disco de freno para bicicletas y e-bikes con montaje de 6 agujeros (no para S-Pedelecs)

Material de acero inoxidable de la más alta calidad (2mm), endurecimiento extra particularmente bajo desgaste, sin distorsión incluso bajo cargas pesadas
Desarrollado y probado según la norma DIN EN 15 194
Sin grado residual: bajo desgaste del disco y de las pastillas de freno, reducción del ruido
Absolutamente plano: para un comportamiento de frenado tranquilo y constante
Compatible con todas las pastillas de freno habituales (sinterizadas, semimetálicas, orgánicas, cerámicas)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,922,312,255,241,15,,,,,,,,,,,,,,,E-Bike,,,,https://api.mybihr.com/medias/1115018-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg5NjE0fGltYWdlL2pwZWd8YUdReEwyaGlNaTh4TlRreE9UQTNOVFUxTnpRd05pOHhNVEUxTURFNExURmZPREF3VjNnNE1EQkl8NWJiMWM5ZDcyY2Y3NDdiNTc3OWJhOWQxNjRjNjM0MjE5MjdiZDJjOTBhNjEwM2VkOWZjM2IwOGE3NWMzYzRkYQ,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115037,1115037,19-17120-42,ESJOT,ESJOT CHAINRING 42T BOSCH GEN3 DIRECT M.,Plato ESJOT 42T Bosch Gen3 Direct Mount,15.50,12.81,5.00,19-17120-42,8,8714930090,0,1,"<p>Plato para:</p>
<ul>
<li>Motores Bosch de generaci&oacute;n 3 (Active Line Plus)</li>
<li>Montaje directo</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm)</li>
<li>Acero negro con recubrimiento KTL (espesor del material 2,0mm)</li>
<li>Hasta 12 velocidades</li>
<li>L&iacute;nea de cadena 47,5mm y 50,5mm</li>
<li>Distanciador incluido</li>
</ul>","
Plato para:

Motores Bosch de generación 3 (Active Line Plus)
Montaje directo
Paso 1/2"" x 3/32"" (1,27x2,54cm)
Acero negro con recubrimiento KTL (espesor del material 2,0mm)
Hasta 12 velocidades
Línea de cadena 47,5mm y 50,5mm
Distanciador incluido
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,499,247,200,192,13,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115037-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU5NDk0fGltYWdlL2pwZWd8YURNNUwyaGxZUzh4TlRreE9UQTRNamc1TnpRek9DOHhNVEUxTURNM0xURmZPREF3VjNnNE1EQkl8MDFjNDAyMThjMjYyMzdjZjY5MmVkNzc3Y2ExZjIxNzg3MjM2NTY5MWYyNDg0ODYxMmZmMGViZjUyZDAyNjQ0ZQ,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115038,1115038,19-17123-38NW,ESJOT,"ESJOT CHAINRING 38T BOSCH GEN4 DM 47,5","Plato ESJOT 38T Bosch Gen4 Direct Mount linea de cadena 47,5",39.00,32.23,15.92,4251516565590,1,8714930090,0,1,"<p>Pi&ntilde;ones</p>
<ul>
<li>Para motores Bosch generaci&oacute;n 4 (Performance Line CX)</li>
<li>Montaje directo</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128""(1,27x0,22cm)</li>
<li>Acero negro con recubrimiento KTL (espesor del material 3,0mm)</li>
<li>Hasta 12 velocidades o peque&ntilde;o buje</li>
<li>L&iacute;nea de cadena 47,5mm</li>
<li>Dentado estrecho-anchoDistancia</li>
<li>dor incluido</li>
</ul>","
Piñones

Para motores Bosch generación 4 (Performance Line CX)
Montaje directo
Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128""(1,27x0,22cm)
Acero negro con recubrimiento KTL (espesor del material 3,0mm)
Hasta 12 velocidades o pequeño buje
Línea de cadena 47,5mm
Dentado estrecho-anchoDistancia
dor incluido
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,486,329,199,188,13,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115038-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTczOTAzfGltYWdlL2pwZWd8YURkaEwyaGpNQzh4TlRreE9UQTRNekk1TURZMU5DOHhNVEUxTURNNExURmZPREF3VjNnNE1EQkl8ZWMwZmEwY2JmY2E5OWUwMWZmNjllMjA4OGQ4ODVlNmY5MWZhMWExNTFmNTkxNmM5MDQ2OGMyNjkzMWE2NWEzNg,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115046,1115046,19-1720-30,ESJOT,ESJOT CHAINRING 30T SHIMANO NEXUS INTER,Plato ESJOT 30T Shimano Nexus Inter,9.00,7.44,3.00,4251516560144,1,8714930090,0,1,"<ul>
<li>Plato para buje Shimano Nexus Inter 5E e-bike</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,38cm)</li>
<li>Acero negro (espesor del material 2,0mm)</li>
</ul>","
Plato para buje Shimano Nexus Inter 5E e-bike
Paso 1/2"" x 3/32"" (1,27x2,38cm)
Acero negro (espesor del material 2,0mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,307,155,201,191,8,,Negro,,,,,,Acero,,,,,,,Ciudad,,,,https://api.mybihr.com/medias/1115046-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM5NDA3fGltYWdlL2pwZWd8YURGaEwyZzRNeTh4TlRreE9UQTROalF6TmpNNE1pOHhNVEUxTURRMkxURmZPREF3VjNnNE1EQkl8YTM0M2NiMjEzNzdkNzlmMjg1ZDRkYmM2ZjY5ZDc4YjZhODljOTE3NmQ5NDhkOTVmZjQ0NThkMzFhMzgzYmFkOA,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115044,1115044,19-1720-24,ESJOT,ESJOT CHAINRING 24T SHIMANO NEXUS INTER,Plato ESJOT 24T Shimano Nexus Inter,7.50,6.20,1.90,4251516565620,8,8714930090,0,1,"<ul>
<li>Plato para buje Shimano Nexus Inter 5E e-bike</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,38cm)</li>
<li>Acero negro (espesor del material 2,0mm)</li>
</ul>","
Plato para buje Shimano Nexus Inter 5E e-bike
Paso 1/2"" x 3/32"" (1,27x2,38cm)
Acero negro (espesor del material 2,0mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,384,107,201,191,10,,Negro,,,,,,Acero,,,,,,,Ciudad,,,,https://api.mybihr.com/medias/1115044-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM5Mzk5fGltYWdlL2pwZWd8YURRd0wyZ3lNQzh4TlRreE9UQTROVFkwT1RrMU1DOHhNVEUxTURRMExURmZPREF3VjNnNE1EQkl8MWNjYTg5Zjg3YThkZTY4ZjNjODJhODQxOTZmYWQ5YTdiNWM2NGVmMGU2MjQxNjM4NDUzOTA1OTViMWIyZDI1Ng,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115035,1115035,19-17120-38,ESJOT,ESJOT CHAINRING 38T BOSCH GEN3 DIRECT M.,Plato ESJOT 38T Bosch Gen3 Direct Mount,17.50,14.46,9.40,4251516559261,2,8714930090,0,1,"<p>Plato para:</p>
<ul>
<li>Motores Bosch de generaci&oacute;n 3 (Active Line Plus)</li>
<li>Montaje directo</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm)</li>
<li>Acero negro con recubrimiento KTL (espesor del material 2,0mm)</li>
<li>Hasta 12 velocidades</li>
<li>L&iacute;nea de cadena 47,5mm y 50,5mm</li>
<li>Distanciador incluido</li>
</ul>","
Plato para:

Motores Bosch de generación 3 (Active Line Plus)
Montaje directo
Paso 1/2"" x 3/32"" (1,27x2,54cm)
Acero negro con recubrimiento KTL (espesor del material 2,0mm)
Hasta 12 velocidades
Línea de cadena 47,5mm y 50,5mm
Distanciador incluido
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,499,218,201,191,13,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115035-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU5NDk0fGltYWdlL2pwZWd8YURabEwyaGtNUzh4TlRreE9UQTRNakV4TVRBd05pOHhNVEUxTURNMUxURmZPREF3VjNnNE1EQkl8NjExMDE0MDFjM2NmZjAwZGJkMjMyZmNhMzI1YmJjMDE5YWVhZjg0NGU1NDQxZjdlOGE4NWY3ZDJjNDJiZDFmNw,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115053,1115053,19-11105-21,ESJOT,ESJOT E-BIKE SPROCKET FLAT 21T BOSCH G.2,Piñón E-Bike ESJOT plano 21T Bosch G.2,8.00,6.61,1.00,4251516559223,4,8714930090,0,1,"<ul>
<li>Pitch 1/2&ldquo; x 1/8&ldquo; (1,27x0,31cm)</li>
<li>For Bosch motors, generation 2 (Active Line, Performance Line)</li>
<li>Steel black KTL-coated (material thickness 3,0mm)</li>
</ul>","
Pitch 1/2“ x 1/8“ (1,27x0,31cm)
For Bosch motors, generation 2 (Active Line, Performance Line)
Steel black KTL-coated (material thickness 3,0mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,123,110,117,105,10,,Negro,,,,,,Acero,,,,,,,,,,,https://api.mybihr.com/medias/1115053-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg1ODg1fGltYWdlL2pwZWd8YURKbEwyZzBPUzh4TlRreE9UQTRPVEU0T0RnNU5DOHhNVEUxTURVekxURmZPREF3VjNnNE1EQkl8ZmVlZmJjNTBhZDJjM2U2OWE1ZGZlODg2MWU0MGUyNDFlZGEzZmUwZjRiMmYxZWMzMmRiYmYyNjdmMjc5NWExZA,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115049,1115049,19-1100-20,ESJOT,ESJOT BICYCLE SPROCKET FLAT 20T 1/2X1/8,Piñón de bicicleta Esjot plano 20T 1/2X1/8,5.51,4.55,1.46,19-1100-20,5,8714930090,0,1,"<ul>
<li>Pi&ntilde;&oacute;n de bicicleta</li>
<li>Paso 1/2"" x 1/8"" (1,27x0,31cm)</li>
<li>Galvanizado (espesor del material 3mm)</li>
<li>Adecuado para bujes de 3, 4, 5, 7 y 8 marchas, buje de pedal trasero / buje r&iacute;gido, SRAM, Shimano, Sturmey Archer</li>
</ul>","
Piñón de bicicleta
Paso 1/2"" x 1/8"" (1,27x0,31cm)
Galvanizado (espesor del material 3mm)
Adecuado para bujes de 3, 4, 5, 7 y 8 marchas, buje de pedal trasero / buje rígido, SRAM, Shimano, Sturmey Archer
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,123,99,116,106,10,,Plata,,,,,,Acero,,,,,,,Ciudad,8,,,https://api.mybihr.com/medias/1115049-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg2MTEwfGltYWdlL2pwZWd8YURneEwyaG1NeTh4TlRreE9UQTROell4TmpBek1DOHhNVEUxTURRNUxURmZPREF3VjNnNE1EQkl8MTRjYzgyYzIyM2Q5NWMyNWE3MzcxZmI1NDNjYzc2ZTk5NmRkNmRjZWQ1MGNhZDMwYzQzNTZmZjc3OTkyNWM4OQ,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115033,1115033,19-17116-44,ESJOT,ESJOT CHAINRING 44T BOSCH GEN4/3/1 104MM,Plato ESJOT 44T Bosch Gen4/3/1 104mm,13.99,11.56,4.38,4251516558769,5,8714930090,0,1,"<p>Plato universal para:</p>
<ul>
<li>Generaci&oacute;n de motores Bosch:
<ul>
<li>4 ( Performance Line CX ),</li>
<li>3 ( Active Line Plus )</li>
<li>1 (Classic Line )</li>
</ul>
</li>
<li>Yamaha</li>
<li>Bafang</li>
<li>Brose</li>
</ul>
<ul>
<li>Acero negro con recubrimiento KTL,</li>
<li>C&iacute;rculo de agujeros 104mm</li>
<li>Acero 3mm/Dentado estrecho</li>
</ul>","
Plato universal para:

Generación de motores Bosch:

4 ( Performance Line CX ),
3 ( Active Line Plus )
1 (Classic Line )


Yamaha
Bafang
Brose


Acero negro con recubrimiento KTL,
Círculo de agujeros 104mm
Acero 3mm/Dentado estrecho
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,382,210,201,190,10,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115033-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTcyMzIwfGltYWdlL2pwZWd8YURrMEwyZzJaUzh4TlRreE9UQTRNVE15TkRVM05DOHhNVEUxTURNekxURmZPREF3VjNnNE1EQkl8ODFiM2EwOTgwNmYxMTk3ZmU4MjA1YmY3ZWY3OWFkZWM5ODVkNzNlNzE3MjU5ZTEyMjBlYjUwMGEwZWJjMzNjYg,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115043,1115043,19-17200-40BP,ESJOT,ESJOT CHAINRING 40T BOSCH GEN4/3/1 104MM,Plato ESJOT 40T Bosch Gen4/3/1 104mm,31.50,26.03,8.00,19-17200-40BP,7,8714930090,0,1,"<p>Pi&ntilde;ones</p>
<ul>
<li>Para motores Bosch de la generaci&oacute;n 4 (Performance Line CX),n 3 (Active Line Plus) y 1 (Classic Line), as&iacute; como Yamaha, Bafang y Brose</li>
<li>Montaje directo</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128""(1,27x0,22cm)</li>
<li>Aluminio anodizado (espesor del material 3,0mm)</li>
<li>Hasta 12 velocidades</li>
<li>C&iacute;rculo de agujeros 104mm</li>
<li>anodizado negro</li>
</ul>","
Piñones

Para motores Bosch de la generación 4 (Performance Line CX),n 3 (Active Line Plus) y 1 (Classic Line), así como Yamaha, Bafang y Brose
Montaje directo
Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128""(1,27x0,22cm)
Aluminio anodizado (espesor del material 3,0mm)
Hasta 12 velocidades
Círculo de agujeros 104mm
anodizado negro
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,304,109,201,189,8,,Negro,,,,,,,,,,,,,,12,,,https://api.mybihr.com/medias/1115043-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkwNjE1fGltYWdlL2pwZWd8YUdJekwyZ3hNaTh4TlRreE9UQTROVEkxTmpjek5DOHhNVEUxTURRekxURmZPREF3VjNnNE1EQkl8YjgxNDZkYjA5NmI2MWNlMjY1YzlhODJlMGVhNWI0NDY2NWQ5NGU1MmE3MGZjZDk2NTE3ZDY2NzRkMTVkMTc2OQ,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115036,1115036,19-17120-40,ESJOT,ESJOT CHAINRING 40T BOSCH GEN3 DIRECT M.,Plato ESJOT 40T Bosch Gen3 Direct Mount,15.50,12.81,4.00,19-17120-40,8,8714930090,0,1,"<p>Plato para:</p>
<ul>
<li>Motores Bosch de generaci&oacute;n 3 (Active Line Plus)</li>
<li>Montaje directo</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm)</li>
<li>Acero negro con recubrimiento KTL (espesor del material 2,0mm)</li>
<li>Hasta 12 velocidades</li>
<li>L&iacute;nea de cadena 47,5mm y 50,5mm</li>
<li>Distanciador incluido</li>
</ul>","
Plato para:

Motores Bosch de generación 3 (Active Line Plus)
Montaje directo
Paso 1/2"" x 3/32"" (1,27x2,54cm)
Acero negro con recubrimiento KTL (espesor del material 2,0mm)
Hasta 12 velocidades
Línea de cadena 47,5mm y 50,5mm
Distanciador incluido
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,384,232,200,192,10,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115036-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU5NDk0fGltYWdlL2pwZWd8YUdaakwyaGtaUzh4TlRreE9UQTRNalV3TkRJeU1pOHhNVEUxTURNMkxURmZPREF3VjNnNE1EQkl8OTQwNjQxNTUwMTM1NTJjOWFiZjUxZWU0YWFiMjE2Yzg3OGIyNTFiNjVjZjQwZjE5MjNiNGNhZDZmNDAwYzc0Yg,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115045,1115045,19-1720-26,ESJOT,ESJOT CHAINRING 26T SHIMANO NEXUS INTER,Plato ESJOT 26T Shimano Nexus Inter,7.50,6.20,2.90,4251516565194,9,8714930090,0,1,"<ul>
<li>Plato para buje Shimano Nexus Inter 5E e-bike</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,38cm)</li>
<li>Acero negro (espesor del material 2,0mm)</li>
</ul>","
Plato para buje Shimano Nexus Inter 5E e-bike
Paso 1/2"" x 3/32"" (1,27x2,38cm)
Acero negro (espesor del material 2,0mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,384,126,202,190,10,,Negro,,,,,,Acero,,,,,,,Ciudad,,,,https://api.mybihr.com/medias/1115045-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTM5NDA3fGltYWdlL2pwZWd8YURoa0wyZzNOUzh4TlRreE9UQTROakEwTXpFMk5pOHhNVEUxTURRMUxURmZPREF3VjNnNE1EQkl8NjVkMTI0NGRmMTAwZGViOWUwMDQ3ZDc5YzUwYmNiYWVlNzZjYzM0NTQ5NTQwY2FjNTFiNDAwZGFiOWUzZWNkZA,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115040,1115040,19-17125-34NW,ESJOT,ESJOT CHAINRING 34T BOSCH GEN4 DM 53,Plato ESJOT 34T Bosch Gen4 Direct Mount linea de cadena 53,36.51,30.17,13.00,4251516567488,6,8714930090,0,1,"<p>Pi&ntilde;ones</p>
<ul>
<li>Para motores Bosch generaci&oacute;n 4 (Performance Line CX)</li>
<li>Montaje directo</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128""(1,27x0,22cm)</li>
<li>Acero negro con recubrimiento KTL (espesor del material 3,0mm)</li>
<li>Hasta 12 velocidades o peque&ntilde;o buje</li>
<li>L&iacute;nea de cadena 47,5mm</li>
<li>Dentado estrecho-anchoDistancia</li>
<li>dor incluido</li>
</ul>","
Piñones

Para motores Bosch generación 4 (Performance Line CX)
Montaje directo
Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128""(1,27x0,22cm)
Acero negro con recubrimiento KTL (espesor del material 3,0mm)
Hasta 12 velocidades o pequeño buje
Línea de cadena 47,5mm
Dentado estrecho-anchoDistancia
dor incluido
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,1,1,10,10,10,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115040-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjExNDAyfGltYWdlL2pwZWd8YUdJekwyZzFaQzh4TlRreE9UQTROREEzTnpBNE5pOHhNVEUxTURRd0xURmZPREF3VjNnNE1EQkl8ZDE0ZTVhY2ZlZDA2NTE1MGQ4YmQ2MTVjZWM0MDRmNGJhMjAzODhmYjQ1YTkzMDQzMzg3NDc4YjZhMDcxODQ4Mw,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
