PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de dientes,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),BCD (Mm),Color,Composición,Desplazamiento (mm),Dientes,Espesor (mm),Linea de cadena (Mm),Material de plato,Número de dientes de la corona,Número de dientes del piñón,Paso de cadena,Tipo,Tipo de corona,Tipo de piñón,Uso recomendado,Velocidades,Versión de corona,Versión de piñón,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1115047,1115047,19-1100-18,ESJOT,ESJOT BICYCLE SPROCKET FLAT 18T 1/2X1/8,Piñón de bicicleta Esjot plano 18T 1/2X1/8,5.51,4.55,1.99,4251516500157,6,8714930090,0,1,"<ul>
<li>Pi&ntilde;&oacute;n de bicicleta</li>
<li>Paso 1/2"" x 1/8"" (1,27x0,31cm)</li>
<li>Galvanizado (espesor del material 3mm)</li>
<li>Adecuado para bujes de 3, 4, 5, 7 y 8 marchas, buje de pedal trasero / buje r&iacute;gido, SRAM, Shimano, Sturmey Archer</li>
</ul>","
Piñón de bicicleta
Paso 1/2"" x 1/8"" (1,27x0,31cm)
Galvanizado (espesor del material 3mm)
Adecuado para bujes de 3, 4, 5, 7 y 8 marchas, buje de pedal trasero / buje rígido, SRAM, Shimano, Sturmey Archer
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,119,78,113,105,10,,Plata,,,,,,Acero,,,,,,,Ciudad,8,,,https://api.mybihr.com/medias/1115047-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg2MTEwfGltYWdlL2pwZWd8YUdFM0wyZzVNQzh4TlRreE9UQTROamd5T1RVNU9DOHhNVEUxTURRM0xURmZPREF3VjNnNE1EQkl8ZjJiOTNhNjM5ZGFmYzg5ZjE0MTQxMDM1OTIxOTk0N2YxNzFmZTY2YzRmZDBiMWNmMDE2YWU5ZTViOWQzNzQwZg,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115041,1115041,19-17200-36BP,ESJOT,ESJOT CHAINRING 36T BOSCH GEN4/3/1 104MM,Plato ESJOT 36T Bosch Gen4/3/1 104mm,30.00,24.79,4.99,4251516566597,4,8714930090,0,1,"<p>Pi&ntilde;ones</p>
<ul>
<li>Para motores Bosch generaci&oacute;n 4 (Performance Line CX)</li>
<li>Montaje directo</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128""(1,27x0,22cm)</li>
<li>Acero negro con recubrimiento KTL (espesor del material 3,0mm)</li>
<li>Hasta 12 velocidades o peque&ntilde;o buje</li>
<li>L&iacute;nea de cadena 47,5mm</li>
<li>Dentado estrecho-anchoDistancia</li>
<li>dor incluido</li>
</ul>","
Piñones

Para motores Bosch generación 4 (Performance Line CX)
Montaje directo
Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128""(1,27x0,22cm)
Acero negro con recubrimiento KTL (espesor del material 3,0mm)
Hasta 12 velocidades o pequeño buje
Línea de cadena 47,5mm
Dentado estrecho-anchoDistancia
dor incluido
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,309,89,202,191,8,,Negro,,,,,,,,,,,,,,12,,,https://api.mybihr.com/medias/1115041-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkwNjIzfGltYWdlL2pwZWd8YURFekwyZzFNQzh4TlRreE9UQTRORFEzTURNd01pOHhNVEUxTURReExURmZPREF3VjNnNE1EQkl8MmM2NjQ0NTIyMzQ1MDFlOTk2M2NiMjliZTMwNDYwMDI2ZTY4MmNhZTM5OWU4YjIwN2NkY2FjNmM2MmY5OWE5Mw,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115062,1115062,19-17121-22,ESJOT,ESJOT E-BIKE SPROCKET 22T BOSCH GEN2,Piñón E-Bike ESJOT 22T Bosch Gen2,17.00,14.05,3.06,4251516559421,23,8714930090,0,1,"<p>Pi&ntilde;ones para E-Bike</p>
<ul>
<li>Desplazamiento para motores Bosch generaci&oacute;n 2 (Active Line y Performance Line)</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128"" (1,27x0,22cm)</li>
<li>Acero negro con recubrimiento KTL (espesor del material 1,8mm)</li>
<li>Es posible utilizar dos pi&ntilde;ones juntos</li>
<li>Evita el roce de la cadena en el alojamiento</li>
</ul>","
Piñones para E-Bike

Desplazamiento para motores Bosch generación 2 (Active Line y Performance Line)
Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128"" (1,27x0,22cm)
Acero negro con recubrimiento KTL (espesor del material 1,8mm)
Es posible utilizar dos piñones juntos
Evita el roce de la cadena en el alojamiento
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,120,89,114,105,10,,Negro,,,,,,Acero,,,,,,,,,,,https://api.mybihr.com/medias/1115062-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgxMDF8aW1hZ2UvanBlZ3xhRE15TDJnMFlTOHhOVGt4T1RBNU1qY3lOemd6T0M4eE1URTFNRFl5TFRGZk9EQXdWM2c0TURCSXwxODhjMTBmYzRmYWIwNGRiYzQ4Nzg5M2VkYzA3ZWU3NzFmMjZhMzRjMzg5NTljMTMyNWNjNDRlMmJlNGU0M2Vi,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115022,1115022,19-17109-44,ESJOT,ESJOT CHAINRING 44T SHIMANO STEPS E6000,Plato ESJOT 44T Shimano Steps E6000,32.50,26.86,8.00,4251516501390,3,8714930090,0,1,"<p>Plato para:</p>
<ul>
<li>Motores de pasos Shimano E6000 (E6002 u. E6012)</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm)</li>
<li>Hasta 9 velocidades</li>
<li>Acero negro con recubrimiento KTL (espesor del material 2,0mm)</li>
</ul>","
Plato para:

Motores de pasos Shimano E6000 (E6002 u. E6012)
Paso 1/2"" x 3/32"" (1,27x2,54cm)
Hasta 9 velocidades
Acero negro con recubrimiento KTL (espesor del material 2,0mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,502,359,201,192,13,,Negro,,,,,,Acero,,,,,,,,9,,,https://api.mybihr.com/medias/1115022-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjEzMjkxfGltYWdlL2pwZWd8YUdWaUwyZ3pZUzh4TlRreE9UQTNOams1T1RFNU9DOHhNVEUxTURJeUxURmZPREF3VjNnNE1EQkl8MmU1ODZiNWVmNTc5YjQ1N2YzZDI3YTU5NzM3YzRlZGYzZjdkNDEzNjNlMTgxNDU1YmIyODQ2MDczNjUzYjZmOA,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115054,1115054,19-1700-17,ESJOT,ESJOT BIKE SPROCKET OFFSET 17T 1/2X3/32,Piñón de bicicleta Esjot Offset 17T 1/2X3/32,4.50,3.72,1.62,4251516500836,5,8714930090,0,1,"<ul>
<li>Pi&ntilde;&oacute;n de bicicleta</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm)</li>
<li>Galvanizado (espesor del material 2mm)</li>
<li>Adecuado para bujes de 3, 4, 5, 7 y 8 marchas, buje de pedalier / buje r&iacute;gido, SRAM, Shimano, Sturmey Archer</li>
</ul>","
Piñón de bicicleta
Paso 1/2"" x 3/32"" (1,27x2,54cm)
Galvanizado (espesor del material 2mm)
Adecuado para bujes de 3, 4, 5, 7 y 8 marchas, buje de pedalier / buje rígido, SRAM, Shimano, Sturmey Archer
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,160,58,116,106,13,,Plata,,,,,,Acero,,,,,,,,8,,,https://api.mybihr.com/medias/1115054-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU2NzgzfGltYWdlL2pwZWd8YURoa0wyZ3pZaTh4TlRreE9UQTRPVFU0TWpFeE1DOHhNVEUxTURVMExURmZPREF3VjNnNE1EQkl8ZWViMWE2ZThiZjUyZGRhYmRiMDM1OTk0MTkzMzNhNmIxZTE1NTZmYThjMTZhZWFiZDVkNDViMzc2MzAzY2MyMQ,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115060,1115060,19-17121-18,ESJOT,ESJOT E-BIKE SPROCKET 18T BOSCH GEN2,Piñón E-Bike ESJOT 18T Bosch Gen2,17.50,14.46,9.40,4251516559407,6,8714930090,0,1,"<p>Pi&ntilde;ones para E-Bike</p>
<ul>
<li>Desplazamiento para motores Bosch generaci&oacute;n 2 (Active Line y Performance Line)</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128"" (1,27x0,22cm)</li>
<li>Acero negro con recubrimiento KTL (espesor del material 1,8mm)</li>
<li>Es posible utilizar dos pi&ntilde;ones juntos</li>
<li>Evita el roce de la cadena en el alojamiento</li>
</ul>","
Piñones para E-Bike

Desplazamiento para motores Bosch generación 2 (Active Line y Performance Line)
Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128"" (1,27x0,22cm)
Acero negro con recubrimiento KTL (espesor del material 1,8mm)
Es posible utilizar dos piñones juntos
Evita el roce de la cadena en el alojamiento
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,117,58,111,105,10,,Negro,,,,,,Acero,,,,,,,,,,,https://api.mybihr.com/medias/1115060-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgxMTd8aW1hZ2UvanBlZ3xhR1k1TDJoaFl5OHhOVGt4T1RBNU1UazBNVFF3Tmk4eE1URTFNRFl3TFRGZk9EQXdWM2c0TURCSXw2NjRiYTA5MTM5ZTdlM2Q4ZDQ1YTdmZjBjMzkyYjZiOWFlNDIxN2NmN2UxZDU4NTA1MjViNGI4Y2ZkMmJkNTM0,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115061,1115061,19-17121-20,ESJOT,ESJOT E-BIKE SPROCKET 20T BOSCH GEN2,Piñón E-Bike ESJOT 20T Bosch Gen2,15.00,12.40,3.00,4251516559414,19,8714930090,0,1,"<p>Pi&ntilde;ones para E-Bike</p>
<ul>
<li>Desplazamiento para motores Bosch generaci&oacute;n 2 (Active Line y Performance Line)</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128"" (1,27x0,22cm)</li>
<li>Acero negro con recubrimiento KTL (espesor del material 1,8mm)</li>
<li>Es posible utilizar dos pi&ntilde;ones juntos</li>
<li>Evita el roce de la cadena en el alojamiento</li>
</ul>","
Piñones para E-Bike

Desplazamiento para motores Bosch generación 2 (Active Line y Performance Line)
Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128"" (1,27x0,22cm)
Acero negro con recubrimiento KTL (espesor del material 1,8mm)
Es posible utilizar dos piñones juntos
Evita el roce de la cadena en el alojamiento
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,97,72,114,106,8,,Negro,,,,,,Acero,,,,,,,,,,,https://api.mybihr.com/medias/1115061-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgxMDl8aW1hZ2UvanBlZ3xhR013TDJnMU55OHhOVGt4T1RBNU1qTXpORFl5TWk4eE1URTFNRFl4TFRGZk9EQXdWM2c0TURCSXw1MDE2MmU3YTY1ZmJhMzU0MDRmMzk3N2ZhMzBjNmE5MmNhMWY0ZTRmMWI4NjVlYTljM2I3NWZjNjdjMDU3OWQ4,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115031,1115031,19-17116-42,ESJOT,ESJOT CHAINRING 42T BOSCH GEN4/3/1 104MM,Plato ESJOT 42T Bosch Gen4/3/1 104mm,13.99,11.56,3.99,4251516558752,5,8714930090,0,1,"<p>Plato universal para:</p>
<ul>
<li>Generaci&oacute;n de motores Bosch:
<ul>
<li>4 ( Performance Line CX ),</li>
<li>3 ( Active Line Plus )</li>
<li>1 (Classic Line )</li>
</ul>
</li>
<li>Yamaha</li>
<li>Bafang</li>
<li>Brose</li>
</ul>
<ul>
<li>Acero negro con recubrimiento KTL,</li>
<li>C&iacute;rculo de agujeros 104mm</li>
<li>Acero 3mm/Dentado estrecho</li>
</ul>","
Plato universal para:

Generación de motores Bosch:

4 ( Performance Line CX ),
3 ( Active Line Plus )
1 (Classic Line )


Yamaha
Bafang
Brose


Acero negro con recubrimiento KTL,
Círculo de agujeros 104mm
Acero 3mm/Dentado estrecho
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,307,211,200,192,8,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115031-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTcyMzIwfGltYWdlL2pwZWd8YUdKaUwyZ3dZaTh4TlRreE9UQTRNRFV6T0RFME1pOHhNVEUxTURNeExURmZPREF3VjNnNE1EQkl8NjhlOWRiNTM4Yzc3Yjk0NmI0YWVmNDM5ODM3ZTE0YjYyZjA1ZjM5MTgxODFkMzAzMTY0NjNlYjljYTU4MDM2OA,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115028,1115028,19-17116-38NW,ESJOT,ESJOT CHAINRING 38T BOSCH GEN4/3/1 104MM,Plato ESJOT 38T Bosch Gen4/3/1 104mm,37.50,30.99,6.25,4251516566474,4,8714930090,0,1,"<p>Plato universal para:</p>
<ul>
<li>Generaci&oacute;n de motores Bosch:
<ul>
<li>4 ( Performance Line CX ),</li>
<li>3 ( Active Line Plus )</li>
<li>1 (Classic Line )</li>
</ul>
</li>
<li>Yamaha</li>
<li>Bafang</li>
<li>Brose</li>
</ul>
<ul>
<li>Acero negro con recubrimiento KTL,</li>
<li>C&iacute;rculo de agujeros 104mm</li>
<li>Acero 2mm/dentado est&aacute;ndar</li>
</ul>","
Plato universal para:

Generación de motores Bosch:

4 ( Performance Line CX ),
3 ( Active Line Plus )
1 (Classic Line )


Yamaha
Bafang
Brose


Acero negro con recubrimiento KTL,
Círculo de agujeros 104mm
Acero 2mm/dentado estándar
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,307,222,201,191,8,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115028-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAwNjY2fGltYWdlL2pwZWd8YURobEwyaGxaQzh4TlRreE9UQTNPVE0xT0RRNU5DOHhNVEUxTURJNExURmZPREF3VjNnNE1EQkl8YTBjYTU3ZDFiZGJiMjkzZTZlZjJjMjMxOWEzYTk4NmIzYjM3MDRhYmVmNTNmYmM3ODE4ZGQyMTNhODk2YjMzNA,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115039,1115039,19-17124-34NW,ESJOT,"ESJOT CHAINRING 34T BOSCH GEN4 DM 50,5","Plato ESJOT 34T Bosch Gen4 Direct Mount linea de cadena 50,5",38.99,32.22,6.50,4251516567471,7,8714930090,0,1,"<p>Pi&ntilde;ones</p>
<ul>
<li>Para motores Bosch generaci&oacute;n 4 (Performance Line CX)</li>
<li>Montaje directo</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128""(1,27x0,22cm)</li>
<li>Acero negro con recubrimiento KTL (espesor del material 3,0mm)</li>
<li>Hasta 12 velocidades o peque&ntilde;o buje</li>
<li>L&iacute;nea de cadena 47,5mm</li>
<li>Dentado estrecho-anchoDistancia</li>
<li>dor incluido</li>
</ul>","
Piñones

Para motores Bosch generación 4 (Performance Line CX)
Montaje directo
Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128""(1,27x0,22cm)
Acero negro con recubrimiento KTL (espesor del material 3,0mm)
Hasta 12 velocidades o pequeño buje
Línea de cadena 47,5mm
Dentado estrecho-anchoDistancia
dor incluido
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,382,292,201,190,10,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115039-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAzMDkwfGltYWdlL2pwZWd8YUdWa0wyaGlNaTh4TlRreE9UQTRNelk0TXpnM01DOHhNVEUxTURNNUxURmZPREF3VjNnNE1EQkl8ZTc0YTNhNjBiMDZjMDc3MGI0NTc2ODY3MmNhNTUwZmQzZDNhZTk5MjY2ZTM0MDQ2ZDlmMzMyMGQyMmFhMWNiMw,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115030,1115030,19-17116-40NW,ESJOT,ESJOT CHAINRING 40T BOSCH GEN4/3/1 104MM,Plato ESJOT 40T Bosch Gen4/3/1 104mm,35.01,28.93,10.47,4251516566498,7,8714930090,0,1,"<p>Plato universal para:</p>
<ul>
<li>Generaci&oacute;n de motores Bosch:
<ul>
<li>4 ( Performance Line CX ),</li>
<li>3 ( Active Line Plus )</li>
<li>1 (Classic Line )</li>
</ul>
</li>
<li>Yamaha</li>
<li>Bafang</li>
<li>Brose</li>
</ul>
<ul>
<li>Acero negro con recubrimiento KTL,</li>
<li>C&iacute;rculo de agujeros 104mm</li>
<li>Acero 3mm/Dentado estrecho</li>
</ul>","
Plato universal para:

Generación de motores Bosch:

4 ( Performance Line CX ),
3 ( Active Line Plus )
1 (Classic Line )


Yamaha
Bafang
Brose


Acero negro con recubrimiento KTL,
Círculo de agujeros 104mm
Acero 3mm/Dentado estrecho
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,380,253,199,191,10,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115030-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgyMzkyfGltYWdlL2pwZWd8YUdReUwyZ3dNUzh4TlRreE9UQTRNREUwTkRreU5pOHhNVEUxTURNd0xURmZPREF3VjNnNE1EQkl8ODU2ODhhNGJmOTg1NjI2NWYzMTY2ZTliODQzZmI0Y2Q5Yzk0NmM2MDlmZjBlMDc5M2ZmODUyM2IxYWY5MWM5Zg,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115042,1115042,19-17200-38BP,ESJOT,ESJOT CHAINRING 38T BOSCH GEN4/3/1 104MM,Plato ESJOT 38T Bosch Gen4/3/1 104mm,32.50,26.86,12.09,19-17200-38BP,4,8714930090,0,1,"<p>Pi&ntilde;ones</p>
<ul>
<li>Para motores Bosch de la generaci&oacute;n 4 (Performance Line CX),n 3 (Active Line Plus) y 1 (Classic Line), as&iacute; como Yamaha, Bafang y Brose</li>
<li>Montaje directo</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128""(1,27x0,22cm)</li>
<li>Aluminio anodizado (espesor del material 3,0mm)</li>
<li>Hasta 12 velocidades</li>
<li>C&iacute;rculo de agujeros 104mm</li>
<li>anodizado negro</li>
</ul>","
Piñones

Para motores Bosch de la generación 4 (Performance Line CX),n 3 (Active Line Plus) y 1 (Classic Line), así como Yamaha, Bafang y Brose
Montaje directo
Paso 1/2"" x 3/32"" (1,27x2,54cm) y 1/2"" x 11/128""(1,27x0,22cm)
Aluminio anodizado (espesor del material 3,0mm)
Hasta 12 velocidades
Círculo de agujeros 104mm
anodizado negro
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,305,100,202,189,8,,Negro,,,,,,,,,,,,,,12,,,https://api.mybihr.com/medias/1115042-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTkwNjIzfGltYWdlL2pwZWd8YURnMUwyZzBNaTh4TlRreE9UQTRORGcyTXpVeE9DOHhNVEUxTURReUxURmZPREF3VjNnNE1EQkl8MWE0NjUwYmIyNmQ3ZmE2MWFjMDRhY2UyYTgzODY1YzE3Y2YxZmMwNmY0ZDAwMWIxZjM4OGFiYjVlZDA3NzQxNg,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115034,1115034,19-17116-44NW,ESJOT,ESJOT CHAINRING 44T BOSCH GEN4/3/1 104MM,Plato ESJOT 44T Bosch Gen4/3/1 104mm,36.51,30.17,11.00,4251516566511,9,8714930090,0,1,"<p>Plato universal para:</p>
<ul>
<li>Generaci&oacute;n de motores Bosch:
<ul>
<li>4 ( Performance Line CX ),</li>
<li>3 ( Active Line Plus )</li>
<li>1 (Classic Line )</li>
</ul>
</li>
<li>Yamaha</li>
<li>Bafang</li>
<li>Brose</li>
</ul>
<ul>
<li>Acero negro con recubrimiento KTL,</li>
<li>C&iacute;rculo de agujeros 104mm</li>
<li>Acero 3mm/Dentado estrecho</li>
</ul>","
Plato universal para:

Generación de motores Bosch:

4 ( Performance Line CX ),
3 ( Active Line Plus )
1 (Classic Line )


Yamaha
Bafang
Brose


Acero negro con recubrimiento KTL,
Círculo de agujeros 104mm
Acero 3mm/Dentado estrecho
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,301,275,200,188,8,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115034-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgyNTg5fGltYWdlL2pwZWd8YURJeUwyZzNZeTh4TlRreE9UQTRNVGN4TnpjNU1DOHhNVEUxTURNMExURmZPREF3VjNnNE1EQkl8NTY3YzNiOGU5ZmI0ZDA4YWY1NjhmZjliZjc3OWQ4NTlkOTM1MjFmYmNkOWQ2MjQxZWY5ZGU3MjZmMTcwNjU2OQ,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115026,1115026,19-17116-36NW,ESJOT,ESJOT CHAINRING 36T BOSCH GEN4/3/1 104MM,Plato ESJOT 36T Bosch Gen4/3/1 104mm,37.50,30.99,6.25,4251516565545,3,8714930090,0,1,"<p>Plato universal para:</p>
<ul>
<li>Generaci&oacute;n de motores Bosch:
<ul>
<li>4 ( Performance Line CX ),</li>
<li>3 ( Active Line Plus )</li>
<li>1 (Classic Line )</li>
</ul>
</li>
<li>Yamaha</li>
<li>Bafang</li>
<li>Brose</li>
</ul>
<ul>
<li>&nbsp;Acero negro con recubrimiento KTL,</li>
<li>C&iacute;rculo de agujeros 104mm</li>
<li>Acero 3mm/Dentado estrecho</li>
</ul>","
Plato universal para:

Generación de motores Bosch:

4 ( Performance Line CX ),
3 ( Active Line Plus )
1 (Classic Line )


Yamaha
Bafang
Brose


 Acero negro con recubrimiento KTL,
Círculo de agujeros 104mm
Acero 3mm/Dentado estrecho
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,307,198,200,192,8,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115026-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgyMzkyfGltYWdlL2pwZWd8YUdNM0wyZzRZUzh4TlRreE9UQTNPRFUzTWpBMk1pOHhNVEUxTURJMkxURmZPREF3VjNnNE1EQkl8MTJjOGFlNGI2ZDI2N2M4MzdhZGMzOTEwMjNlNzhmOWJjY2JmNTNiYmEzN2U3MTI4ZTI1ZDlkZDc0MDM4ODVkYg,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115021,1115021,19-17109-38,ESJOT,ESJOT CHAINRING 38T SHIMANO STEPS E6000,Plato ESJOT 38T Shimano Steps E6000,30.00,24.79,4.00,4251516501383,15,8714930090,0,1,"<p>Plato para:</p>
<ul>
<li>Motores de pasos Shimano E6000 (E6002 u. E6012)</li>
<li>Paso 1/2"" x 3/32"" (1,27x2,54cm)</li>
<li>Hasta 9 velocidades</li>
<li>Acero negro con recubrimiento KTL (espesor del material 2,0mm)</li>
</ul>","
Plato para:

Motores de pasos Shimano E6000 (E6002 u. E6012)
Paso 1/2"" x 3/32"" (1,27x2,54cm)
Hasta 9 velocidades
Acero negro con recubrimiento KTL (espesor del material 2,0mm)
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,476,227,197,186,13,,Negro,,,,,,Acero,,,,,,,,9,,,https://api.mybihr.com/medias/1115021-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjEzMjkxfGltYWdlL2pwZWd8YURJNUwyZzBOaTh4TlRreE9UQTNOall3TlRrNE1pOHhNVEUxTURJeExURmZPREF3VjNnNE1EQkl8ODQ0ZmM2YmM4Y2ZhNDc4Zjg0NzY4NDJlZTE3MTU0MjhiOWQzM2I3ZGViOWRlZDlhMmEwNjgxYjc1OGUxMGViOQ,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
1115032,1115032,19-17116-42NW,ESJOT,ESJOT CHAINRING 42T BOSCH GEN4/3/1 104MM,Plato ESJOT 42T Bosch Gen4/3/1 104mm,37.00,30.58,9.29,4251516566504,9,8714930090,0,1,"<p>Plato universal para:</p>
<ul>
<li>Generaci&oacute;n de motores Bosch:
<ul>
<li>4 ( Performance Line CX ),</li>
<li>3 ( Active Line Plus )</li>
<li>1 (Classic Line )</li>
</ul>
</li>
<li>Yamaha</li>
<li>Bafang</li>
<li>Brose</li>
</ul>
<ul>
<li>Acero negro con recubrimiento KTL,</li>
<li>C&iacute;rculo de agujeros 104mm</li>
<li>Acero 3mm/Dentado estrecho</li>
</ul>","
Plato universal para:

Generación de motores Bosch:

4 ( Performance Line CX ),
3 ( Active Line Plus )
1 (Classic Line )


Yamaha
Bafang
Brose


Acero negro con recubrimiento KTL,
Círculo de agujeros 104mm
Acero 3mm/Dentado estrecho
",VEHICLE PARTS & ACCESSORIES,BICYCLE PARTS & ACCESSORIES,BICYCLE PARTS,,,299,245,199,188,8,,Negro,,,,,,Acero,,,,,,,,12,,,https://api.mybihr.com/medias/1115032-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjAwNjY2fGltYWdlL2pwZWd8YURWaUwyZ3hPUzh4TlRreE9UQTRNRGt6TVRNMU9DOHhNVEUxTURNeUxURmZPREF3VjNnNE1EQkl8YWI5Yzc4MzNhNjMzZGM1YmE4ZTdjNjI3ZGVkOWRkZDgzYjA1MzFhMWJjNzdmY2Q1YjMzZGFmMDhmZDhlNjM3Nw,,,https://static.bihr.pro/eBihr/Pictures/ESJOT-pictures.zip,Spain Warehouse (Parts)
