PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Capacidad (ml/l),Diámetro del extremo delantero del tubo,Diámetro Ø (mm),Especificaciones,Homologación,Longitud (mm),Número de filtro,Referencias OEM,Versión de filtro,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,Document2,Document3,Document4,DeliveryPlant
3030450,,,BMC,BMC KIT 2 AIR FILTER,Filtro de aire BMC,167.71,138.60,97.02,,0,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4250,460,160,160,160,,,,,,,,,,https://api.mybihr.com/medias/3030450-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzIzNjd8aW1hZ2UvanBlZ3xhR1U0TDJnNE5pODRPVGt4TWpBeE56SXlNems0THpNd016QTBOVEF0TVY4NE1EQlhlRGd3TUVnfDgyNjE4MDcxNjNmMDMyNjRiMWNhMDFkYTc3NTJmMGJjNGYyZDQ5NGRlZDAyNzMzMjc5OWQ0ODlkOTBlZjBhMzY,,,,https://static.bihr.pro/eBihr/Pictures/BMC-pictures.zip,,,,,Spain Warehouse (Parts)
1098199,82325,FM851/04,BMC,BMC FILTER AIR,Filtro de aire BMC KYMCO FM851/04,73.21,60.50,42.35,8055732591458,2,8421310090,0,1,"<p><strong>Dimensiones (mm):</strong>&nbsp; B : 102 | A : 219</p><p>&nbsp;</p><p><strong>&iquest;Por qu&eacute; elegir un&nbsp;&nbsp;</strong><strong>filtro de aire BMC?</strong></p><p>&nbsp;</p><p><strong>1. Mejor flujo de aire al motor:</strong></p><p><em>La gasa de algod&oacute;n que utiliza BMC tiene eslabones m&aacute;s grandes, lo que permite un mejor flujo de aire, pero el uso de varias capas de algod&oacute;n empapado en aceite permite bloquear cualquier impureza mayor a 7 micrones.</em></p><p><strong>2. Mayor retenci&oacute;n y detecci&oacute;n</strong>:</p><p><em>Los filtros de aire BMC obtuvieron una impresionante eficiencia de filtraci&oacute;n del 97,5% en la prueba ISO5011.</em></p><p><strong>3. &Aacute;rea de filtrado m&aacute;s amplia:</strong></p><p><em>Permeabilidad m&aacute;xima al aire y mayor paso de flujo de aire.</em></p><p><strong>4. La elecci&oacute;n de campeones:</strong></p><p><em>BMC equipa algunos de los equipos m&aacute;s importantes de la F&oacute;rmula 1, MotoGP, WorldSBK.</em></p><p>&nbsp;</p><p><strong>Informaci&oacute;n general</strong></p><p>&nbsp;</p><p>El filtro de aire cil&iacute;ndrico / de panel se denomina com&uacute;nmente ""filtro de aire de repuesto"".&nbsp;Se instala en la caja de aire original del veh&iacute;culo para reemplazar el filtro de aire OEM.&nbsp;Est&aacute; hecho de materiales de alto rendimiento que permiten un mayor flujo de aire combinado con una filtraci&oacute;n m&aacute;s eficiente, lo que garantiza la contenci&oacute;n de todas las impurezas desde tan solo 7 micrones (en comparaci&oacute;n con los 10 micrones de los OEM).</p><p>Los filtros de aire BMC se fabrican mediante un sistema de ""<strong>Full Molding</strong>"" que permite realizar el caracter&iacute;stico filtro rojo a partir de un solo molde sin juntas soldadas, evitando as&iacute; una f&aacute;cil rotura.&nbsp;El caucho utilizado en los sistemas de filtrado de aire BMC tiene una larga vida, es muy duradero y tiene caracter&iacute;sticas de adhesi&oacute;n &oacute;ptimas a todas las formas de airboxes.</p><p>Los filtros BMC est&aacute;n hechos de una gasa de algod&oacute;n de varias capas empapada con aceite de baja viscosidad cubierta con una malla de aleaci&oacute;n recubierta de epoxi para garantizar la protecci&oacute;n contra los vapores de gasolina y la oxidaci&oacute;n debido a la humedad del aire.</p><p>Todos los filtros de aire BMC est&aacute;n preengrasados y pueden lavarse y regenerarse utilizando el kit de regeneraci&oacute;n BMC adecuado.</p><p>&nbsp;</p><p><strong>Diagrama de flujo de aire para un filtro de aire BMC de muestra contra un filtro de papel OEM:</strong></p><p>&nbsp;</p><p><img src=""http://www.bmcairfilters.com/cgi-bin/images/bmc_vs_oem.jpg"" alt=""Gr&aacute;fico de rendimiento"" width=""100%""></p><p>&nbsp;</p><p>Temperatura 25 &deg; C - Humedad 25% - Presi&oacute;n 1020mbar</p><p>La prueba se realiz&oacute; con caja de aire OEM y las&nbsp;restricciones de flujo de aire relacionadas.</p><p>Este cuadro tiene un prop&oacute;sito puramente ilustrativo y no se refiere al filtro actual.</p><p>&nbsp;</p><p><strong>&iquest;C&oacute;mo limpiar tu filtro?&nbsp;&iexcl;Echale un vistazo al video!</strong></p><p>&nbsp;</p><p><em><strong><iframe src=""//www.youtube.com/embed/ijv2605hYCg"" width=""100%"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></strong></em></p>","
Dimensiones (mm):  B : 102 | A : 219
 
¿Por qué elegir un  filtro de aire BMC?
 
1. Mejor flujo de aire al motor:
La gasa de algodón que utiliza BMC tiene eslabones más grandes, lo que permite un mejor flujo de aire, pero el uso de varias capas de algodón empapado en aceite permite bloquear cualquier impureza mayor a 7 micrones.
2. Mayor retención y detección:
Los filtros de aire BMC obtuvieron una impresionante eficiencia de filtración del 97,5% en la prueba ISO5011.
3. Área de filtrado más amplia:
Permeabilidad máxima al aire y mayor paso de flujo de aire.
4. La elección de campeones:
BMC equipa algunos de los equipos más importantes de la Fórmula 1, MotoGP, WorldSBK.
 
Información general
 
El filtro de aire cilíndrico / de panel se denomina comúnmente ""filtro de aire de repuesto"". Se instala en la caja de aire original del vehículo para reemplazar el filtro de aire OEM. Está hecho de materiales de alto rendimiento que permiten un mayor flujo de aire combinado con una filtración más eficiente, lo que garantiza la contención de todas las impurezas desde tan solo 7 micrones (en comparación con los 10 micrones de los OEM).
Los filtros de aire BMC se fabrican mediante un sistema de ""Full Molding"" que permite realizar el característico filtro rojo a partir de un solo molde sin juntas soldadas, evitando así una fácil rotura. El caucho utilizado en los sistemas de filtrado de aire BMC tiene una larga vida, es muy duradero y tiene características de adhesión óptimas a todas las formas de airboxes.
Los filtros BMC están hechos de una gasa de algodón de varias capas empapada con aceite de baja viscosidad cubierta con una malla de aleación recubierta de epoxi para garantizar la protección contra los vapores de gasolina y la oxidación debido a la humedad del aire.
Todos los filtros de aire BMC están preengrasados y pueden lavarse y regenerarse utilizando el kit de regeneración BMC adecuado.
 
Diagrama de flujo de aire para un filtro de aire BMC de muestra contra un filtro de papel OEM:
 

 
Temperatura 25 ° C - Humedad 25% - Presión 1020mbar
La prueba se realizó con caja de aire OEM y las restricciones de flujo de aire relacionadas.
Este cuadro tiene un propósito puramente ilustrativo y no se refiere al filtro actual.
 
¿Cómo limpiar tu filtro? ¡Echale un vistazo al video!
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,1849,224,167,246,45,,,,,,,,,,https://api.mybihr.com/medias/1098199-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ4NjV8aW1hZ2UvanBlZ3xhRE5rTDJoaE1DOHhNemczTnprME1EY3hOVFUxTUM4eE1EazRNVGs1TFRGZk9EQXdWM2c0TURCSXxiY2JmMjg2ODI4MTU1M2VmOWMwNDk0M2IxYzU1MTYwMDVjM2YzNzgyMjY3ODkzNDQ2NmIwZDYzMWNmOGNiNmVm,,,,https://static.bihr.pro/eBihr/Pictures/BMC-pictures.zip,,,,,Spain Warehouse (Parts)
1098178,82414,FM528/20-01RACE,BMC,BMC FILTER AIR RACE,Filtro de aire BMC Race YAMAHA FM528/20-01RACE,85.18,70.40,49.28,8055732591540,0,8421310090,0,1,"<p>&nbsp;</p><p><strong>Gama de filtros BMC RACE</strong></p><p>&nbsp;</p><p>Manteniendo la misma forma de la versi&oacute;n OEM, con los filtros <strong>BMC Race</strong> el&nbsp;aumento del caudal de aire t&iacute;pico de los productos de BMC se lleva a un nivel m&aacute;s extremo. Al reducir las capas de algod&oacute;n de 4 a 3, el aporte de aire resulta a&uacute;n mayor. Por eso, los filtros <strong>BMC Race</strong>&nbsp;se aconsejan exclusivamente para usos deportivos en circuito, ya que el aumento del caudal de aire puede empobrecer la carburaci&oacute;n (m&aacute;s aire de lo necesario) o la inyecci&oacute;n (la centralita no logra controlar correctamente la mezcla estequiom&eacute;trica). Para evitar este problema, es necesario reprogramar la centralita, con lo que se obtiene un marcado incremento de las prestaciones.</p><p>Para facilitar su identificaci&oacute;n, los filtros <strong>BMC Race</strong>&nbsp;llevan la palabra &laquo;Race&raquo; escrita al final del c&oacute;digo de producto y una l&iacute;nea amarilla en el elemento filtrante.</p><p>&nbsp;</p><p><strong>&iquest;Por qu&eacute; elegir un&nbsp;&nbsp;</strong><strong>filtro de aire BMC?</strong></p><p>&nbsp;</p><p><strong>1. Mejor flujo de aire al motor:</strong></p><p><em>La gasa de algod&oacute;n que utiliza BMC tiene eslabones m&aacute;s grandes, lo que permite un mejor flujo de aire, pero el uso de varias capas de algod&oacute;n empapado en aceite permite bloquear cualquier impureza mayor a 7 micrones.</em></p><p><strong>2. Mayor retenci&oacute;n y detecci&oacute;n</strong>:</p><p><em>Los filtros de aire BMC obtuvieron una impresionante eficiencia de filtraci&oacute;n del 97,5% en la prueba ISO5011.</em></p><p><strong>3. &Aacute;rea de filtrado m&aacute;s amplia:</strong></p><p><em>Permeabilidad m&aacute;xima al aire y mayor paso de flujo de aire.</em></p><p><strong>4. La elecci&oacute;n de campeones:</strong></p><p><em>BMC equipa algunos de los equipos m&aacute;s importantes de la F&oacute;rmula 1, MotoGP, WorldSBK.</em></p><p>&nbsp;</p><p><strong>Informaci&oacute;n general</strong></p><p>&nbsp;</p><p>El filtro de aire cil&iacute;ndrico / de panel se denomina com&uacute;nmente ""filtro de aire de repuesto"".&nbsp;Se instala en la caja de aire original del veh&iacute;culo para reemplazar el filtro de aire OEM.&nbsp;Est&aacute; hecho de materiales de alto rendimiento que permiten un mayor flujo de aire combinado con una filtraci&oacute;n m&aacute;s eficiente, lo que garantiza la contenci&oacute;n de todas las impurezas desde tan solo 7 micrones (en comparaci&oacute;n con los 10 micrones de los OEM).</p><p>Los filtros de aire BMC se fabrican mediante un sistema de ""<strong>Full Molding</strong>"" que permite realizar el caracter&iacute;stico filtro rojo a partir de un solo molde sin juntas soldadas, evitando as&iacute; una f&aacute;cil rotura.&nbsp;El caucho utilizado en los sistemas de filtrado de aire BMC tiene una larga vida, es muy duradero y tiene caracter&iacute;sticas de adhesi&oacute;n &oacute;ptimas a todas las formas de airboxes.</p><p>Los filtros BMC est&aacute;n hechos de una gasa de algod&oacute;n de varias capas empapada con aceite de baja viscosidad cubierta con una malla de aleaci&oacute;n recubierta de epoxi para garantizar la protecci&oacute;n contra los vapores de gasolina y la oxidaci&oacute;n debido a la humedad del aire.</p><p>Todos los filtros de aire BMC est&aacute;n preengrasados y pueden lavarse y regenerarse utilizando el kit de regeneraci&oacute;n BMC adecuado.</p><p>&nbsp;</p><p><strong>Diagrama de flujo de aire para un filtro de aire BMC de muestra contra un filtro de papel OEM:</strong></p><p>&nbsp;</p><p><img src=""http://www.bmcairfilters.com/cgi-bin/images/bmc_vs_oem.jpg"" alt=""Gr&aacute;fico de rendimiento"" width=""100%""></p><p>&nbsp;</p><p>Temperatura 25 &deg; C - Humedad 25% - Presi&oacute;n 1020mbar</p><p>La prueba se realiz&oacute; con caja de aire OEM y las&nbsp;restricciones de flujo de aire relacionadas.</p><p>Este cuadro tiene un prop&oacute;sito puramente ilustrativo y no se refiere al filtro actual.</p><p>&nbsp;</p><p><strong>&iquest;C&oacute;mo limpiar tu filtro?&nbsp;&iexcl;Echale un vistazo al video!</strong></p><p>&nbsp;</p><p><em><strong><iframe src=""//www.youtube.com/embed/ijv2605hYCg"" width=""100%"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></strong></em></p>","
 
Gama de filtros BMC RACE
 
Manteniendo la misma forma de la versión OEM, con los filtros BMC Race el aumento del caudal de aire típico de los productos de BMC se lleva a un nivel más extremo. Al reducir las capas de algodón de 4 a 3, el aporte de aire resulta aún mayor. Por eso, los filtros BMC Race se aconsejan exclusivamente para usos deportivos en circuito, ya que el aumento del caudal de aire puede empobrecer la carburación (más aire de lo necesario) o la inyección (la centralita no logra controlar correctamente la mezcla estequiométrica). Para evitar este problema, es necesario reprogramar la centralita, con lo que se obtiene un marcado incremento de las prestaciones.
Para facilitar su identificación, los filtros BMC Race llevan la palabra «Race» escrita al final del código de producto y una línea amarilla en el elemento filtrante.
 
¿Por qué elegir un  filtro de aire BMC?
 
1. Mejor flujo de aire al motor:
La gasa de algodón que utiliza BMC tiene eslabones más grandes, lo que permite un mejor flujo de aire, pero el uso de varias capas de algodón empapado en aceite permite bloquear cualquier impureza mayor a 7 micrones.
2. Mayor retención y detección:
Los filtros de aire BMC obtuvieron una impresionante eficiencia de filtración del 97,5% en la prueba ISO5011.
3. Área de filtrado más amplia:
Permeabilidad máxima al aire y mayor paso de flujo de aire.
4. La elección de campeones:
BMC equipa algunos de los equipos más importantes de la Fórmula 1, MotoGP, WorldSBK.
 
Información general
 
El filtro de aire cilíndrico / de panel se denomina comúnmente ""filtro de aire de repuesto"". Se instala en la caja de aire original del vehículo para reemplazar el filtro de aire OEM. Está hecho de materiales de alto rendimiento que permiten un mayor flujo de aire combinado con una filtración más eficiente, lo que garantiza la contención de todas las impurezas desde tan solo 7 micrones (en comparación con los 10 micrones de los OEM).
Los filtros de aire BMC se fabrican mediante un sistema de ""Full Molding"" que permite realizar el característico filtro rojo a partir de un solo molde sin juntas soldadas, evitando así una fácil rotura. El caucho utilizado en los sistemas de filtrado de aire BMC tiene una larga vida, es muy duradero y tiene características de adhesión óptimas a todas las formas de airboxes.
Los filtros BMC están hechos de una gasa de algodón de varias capas empapada con aceite de baja viscosidad cubierta con una malla de aleación recubierta de epoxi para garantizar la protección contra los vapores de gasolina y la oxidación debido a la humedad del aire.
Todos los filtros de aire BMC están preengrasados y pueden lavarse y regenerarse utilizando el kit de regeneración BMC adecuado.
 
Diagrama de flujo de aire para un filtro de aire BMC de muestra contra un filtro de papel OEM:
 

 
Temperatura 25 ° C - Humedad 25% - Presión 1020mbar
La prueba se realizó con caja de aire OEM y las restricciones de flujo de aire relacionadas.
Este cuadro tiene un propósito puramente ilustrativo y no se refiere al filtro actual.
 
¿Cómo limpiar tu filtro? ¡Echale un vistazo al video!
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,1815,246,167,247,44,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1098178-1.jpg?context=bWFzdGVyfHJvb3R8MTIyMzcwfGltYWdlL2pwZWd8YUdZeEwyZ3pNUzh6TXpFek5EazBOek13TXpRMU5DODRNREJYZURnd01FaGZNVEE1T0RFM09DMHhMbXB3Wnd8ZWU3ZmQ0ZmZjNTg2MDgzZGFiNTQ4YjkxNWIyYmE2NDdjNDdjNTBiNDU4ZjE0M2QxOGIyMzMwMDkxZDAyM2JlYQ,,,,https://static.bihr.pro/eBihr/Pictures/BMC-pictures.zip,,,,,Spain Warehouse (Parts)
1098149,82235,FM114/04RACE,BMC,BMC FILTER AIR RACE,Filtro de aire BMC Race HONDA FM114/04RACE,98.49,81.40,56.98,8032872866066,1,8421310090,0,1,"<p><strong>Dimensiones (mm):</strong> B : 104 | A : 280</p><p>&nbsp;</p><p><strong>Gama de filtros BMC RACE</strong></p><p>&nbsp;</p><p>Manteniendo la misma forma de la versi&oacute;n OEM, con los filtros <strong>BMC Race</strong> el&nbsp;aumento del caudal de aire t&iacute;pico de los productos de BMC se lleva a un nivel m&aacute;s extremo. Al reducir las capas de algod&oacute;n de 4 a 3, el aporte de aire resulta a&uacute;n mayor. Por eso, los filtros <strong>BMC Race</strong>&nbsp;se aconsejan exclusivamente para usos deportivos en circuito, ya que el aumento del caudal de aire puede empobrecer la carburaci&oacute;n (m&aacute;s aire de lo necesario) o la inyecci&oacute;n (la centralita no logra controlar correctamente la mezcla estequiom&eacute;trica). Para evitar este problema, es necesario reprogramar la centralita, con lo que se obtiene un marcado incremento de las prestaciones.</p><p>Para facilitar su identificaci&oacute;n, los filtros <strong>BMC Race</strong>&nbsp;llevan la palabra &laquo;Race&raquo; escrita al final del c&oacute;digo de producto y una l&iacute;nea amarilla en el elemento filtrante.</p><p>&nbsp;</p><p><strong>&iquest;Por qu&eacute; elegir un&nbsp;&nbsp;</strong><strong>filtro de aire BMC?</strong></p><p>&nbsp;</p><p><strong>1. Mejor flujo de aire al motor:</strong></p><p><em>La gasa de algod&oacute;n que utiliza BMC tiene eslabones m&aacute;s grandes, lo que permite un mejor flujo de aire, pero el uso de varias capas de algod&oacute;n empapado en aceite permite bloquear cualquier impureza mayor a 7 micrones.</em></p><p><strong>2. Mayor retenci&oacute;n y detecci&oacute;n</strong>:</p><p><em>Los filtros de aire BMC obtuvieron una impresionante eficiencia de filtraci&oacute;n del 97,5% en la prueba ISO5011.</em></p><p><strong>3. &Aacute;rea de filtrado m&aacute;s amplia:</strong></p><p><em>Permeabilidad m&aacute;xima al aire y mayor paso de flujo de aire.</em></p><p><strong>4. La elecci&oacute;n de campeones:</strong></p><p><em>BMC equipa algunos de los equipos m&aacute;s importantes de la F&oacute;rmula 1, MotoGP, WorldSBK.</em></p><p>&nbsp;</p><p><strong>Informaci&oacute;n general</strong></p><p>&nbsp;</p><p>El filtro de aire cil&iacute;ndrico / de panel se denomina com&uacute;nmente ""filtro de aire de repuesto"".&nbsp;Se instala en la caja de aire original del veh&iacute;culo para reemplazar el filtro de aire OEM.&nbsp;Est&aacute; hecho de materiales de alto rendimiento que permiten un mayor flujo de aire combinado con una filtraci&oacute;n m&aacute;s eficiente, lo que garantiza la contenci&oacute;n de todas las impurezas desde tan solo 7 micrones (en comparaci&oacute;n con los 10 micrones de los OEM).</p><p>Los filtros de aire BMC se fabrican mediante un sistema de ""<strong>Full Molding</strong>"" que permite realizar el caracter&iacute;stico filtro rojo a partir de un solo molde sin juntas soldadas, evitando as&iacute; una f&aacute;cil rotura.&nbsp;El caucho utilizado en los sistemas de filtrado de aire BMC tiene una larga vida, es muy duradero y tiene caracter&iacute;sticas de adhesi&oacute;n &oacute;ptimas a todas las formas de airboxes.</p><p>Los filtros BMC est&aacute;n hechos de una gasa de algod&oacute;n de varias capas empapada con aceite de baja viscosidad cubierta con una malla de aleaci&oacute;n recubierta de epoxi para garantizar la protecci&oacute;n contra los vapores de gasolina y la oxidaci&oacute;n debido a la humedad del aire.</p><p>Todos los filtros de aire BMC est&aacute;n preengrasados y pueden lavarse y regenerarse utilizando el kit de regeneraci&oacute;n BMC adecuado.</p><p>&nbsp;</p><p><strong>Diagrama de flujo de aire para un filtro de aire BMC de muestra contra un filtro de papel OEM:</strong></p><p>&nbsp;</p><p><img src=""http://www.bmcairfilters.com/cgi-bin/images/bmc_vs_oem.jpg"" alt=""Gr&aacute;fico de rendimiento"" width=""100%""></p><p>&nbsp;</p><p>Temperatura 25 &deg; C - Humedad 25% - Presi&oacute;n 1020mbar</p><p>La prueba se realiz&oacute; con caja de aire OEM y las&nbsp;restricciones de flujo de aire relacionadas.</p><p>Este cuadro tiene un prop&oacute;sito puramente ilustrativo y no se refiere al filtro actual.</p><p>&nbsp;</p><p><strong>&iquest;C&oacute;mo limpiar tu filtro?&nbsp;&iexcl;Echale un vistazo al video!</strong></p><p>&nbsp;</p><p><em><strong><iframe src=""//www.youtube.com/embed/ijv2605hYCg"" width=""100%"" height=""314"" allowfullscreen=""allowfullscreen""></iframe></strong></em></p>","
Dimensiones (mm): B : 104 | A : 280
 
Gama de filtros BMC RACE
 
Manteniendo la misma forma de la versión OEM, con los filtros BMC Race el aumento del caudal de aire típico de los productos de BMC se lleva a un nivel más extremo. Al reducir las capas de algodón de 4 a 3, el aporte de aire resulta aún mayor. Por eso, los filtros BMC Race se aconsejan exclusivamente para usos deportivos en circuito, ya que el aumento del caudal de aire puede empobrecer la carburación (más aire de lo necesario) o la inyección (la centralita no logra controlar correctamente la mezcla estequiométrica). Para evitar este problema, es necesario reprogramar la centralita, con lo que se obtiene un marcado incremento de las prestaciones.
Para facilitar su identificación, los filtros BMC Race llevan la palabra «Race» escrita al final del código de producto y una línea amarilla en el elemento filtrante.
 
¿Por qué elegir un  filtro de aire BMC?
 
1. Mejor flujo de aire al motor:
La gasa de algodón que utiliza BMC tiene eslabones más grandes, lo que permite un mejor flujo de aire, pero el uso de varias capas de algodón empapado en aceite permite bloquear cualquier impureza mayor a 7 micrones.
2. Mayor retención y detección:
Los filtros de aire BMC obtuvieron una impresionante eficiencia de filtración del 97,5% en la prueba ISO5011.
3. Área de filtrado más amplia:
Permeabilidad máxima al aire y mayor paso de flujo de aire.
4. La elección de campeones:
BMC equipa algunos de los equipos más importantes de la Fórmula 1, MotoGP, WorldSBK.
 
Información general
 
El filtro de aire cilíndrico / de panel se denomina comúnmente ""filtro de aire de repuesto"". Se instala en la caja de aire original del vehículo para reemplazar el filtro de aire OEM. Está hecho de materiales de alto rendimiento que permiten un mayor flujo de aire combinado con una filtración más eficiente, lo que garantiza la contención de todas las impurezas desde tan solo 7 micrones (en comparación con los 10 micrones de los OEM).
Los filtros de aire BMC se fabrican mediante un sistema de ""Full Molding"" que permite realizar el característico filtro rojo a partir de un solo molde sin juntas soldadas, evitando así una fácil rotura. El caucho utilizado en los sistemas de filtrado de aire BMC tiene una larga vida, es muy duradero y tiene características de adhesión óptimas a todas las formas de airboxes.
Los filtros BMC están hechos de una gasa de algodón de varias capas empapada con aceite de baja viscosidad cubierta con una malla de aleación recubierta de epoxi para garantizar la protección contra los vapores de gasolina y la oxidación debido a la humedad del aire.
Todos los filtros de aire BMC están preengrasados y pueden lavarse y regenerarse utilizando el kit de regeneración BMC adecuado.
 
Diagrama de flujo de aire para un filtro de aire BMC de muestra contra un filtro de papel OEM:
 

 
Temperatura 25 ° C - Humedad 25% - Presión 1020mbar
La prueba se realizó con caja de aire OEM y las restricciones de flujo de aire relacionadas.
Este cuadro tiene un propósito puramente ilustrativo y no se refiere al filtro actual.
 
¿Cómo limpiar tu filtro? ¡Echale un vistazo al video!
 
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. AIR FILTER,7458,561,396,258,73,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1098149-1.jpg?context=bWFzdGVyfHJvb3R8Nzg0MDF8aW1hZ2UvanBlZ3xhREkxTDJnMVlpODNPVGcwT0RBeU56WXhPVE0xT0M4NE1EQlhlRGd3TUVoZk1UQTVPREUwT1MweExtcHdad3w0NGUzZjY1M2Q2Mzg2YzZhODZmYTJkZmE0MWVhZjljYWE3NGM3ZGM0NzZhOThhZmNiZWQ3YmM0Y2Y0N2U1NjY4,,,,https://static.bihr.pro/eBihr/Pictures/BMC-pictures.zip,,,,,Spain Warehouse (Parts)
