PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Embalaje,Referencias OEM,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,Document1,DeliveryPlant
1015070,830403,6413.72,DELL ORTO,DELLO JET PHBN/PHVA 72,Chiclé de alta DELLORTO PHBN/PHVA 72 (6mm),4.24,3.50,2.28,6413.72,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,43,2,124,58,6,,,https://api.mybihr.com/medias/1015070-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR05qTDJoaFlpODRPVEF4TXpjek56VTFOREl5THpFd01UVXdOekF0TVY4NE1EQlhlRGd3TUVnfDczNGQzNzE4Zjc0MmE0NWM0OGY3YzIzMTE0MDNiNThmMGFlMjFiODcwYzgwYzE2NTg1Mzc2YTgxNTQ4NjU0ODU,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015083,830705,1625012  08,DELL ORTO,DELLO NEEDLE PHVA/PHBN A12,Aguja de carburador DELLORTO PHVA/PHBN A12,14.52,12.00,7.80,1625012 08,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,33,5,107,78,4,,,https://api.mybihr.com/medias/1015083-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA0NTd8aW1hZ2UvanBlZ3xhRFU1TDJobVl5ODRPVEF4TkRjMk16RTVNall5THpFd01UVXdPRE10TVY4NE1EQlhlRGd3TUVnfDI2MTQyNzAwYWNlODk1MjliM2I4MWVlYzQ3NGRiNTJlOTk3MGIzYjcyYmQxMGJlZGZiMDRjNTQ3YTA5N2ZlNzM,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015081,830700,1625002 08,DELL ORTO,DELLO NEEDLE PHVA/PHBN A2,Aguja de carburador DELLORTO PHVA/PHBN A2,14.04,11.60,7.54,1625002 08,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,68,16,103,73,9,,,https://api.mybihr.com/medias/1015081-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA0NTd8aW1hZ2UvanBlZ3xhR1U1TDJobVl5ODRPVEF4TkRjMk1USXlOalUwTHpFd01UVXdPREV0TVY4NE1EQlhlRGd3TUVnfDMwODQwNTY4ZTBkMDRiNWVkMGVkMjdlMDZkNzdmZThkMWFhYWI0MTViYjdiMmQ3MTM0ZmFjMjc0ZGIzYTc0NTg,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1121982,,0981400 82,DELL ORTO,DELLO PHBG 59MM AIR FILTER FLANGE,Trompeta de admisión DELLORTO para carburador PHBG 15-21 Ø59mm,8.47,7.00,4.55,,1,8409910090,0,1,"<ul>
	<li>Diámetro: 59 mm</li>
	<li>Rosca: M32x1,25</li>
</ul>

<p>Adecuado, por ejemplo, para los siguientes tipos de carburadores:</p>

<ul>
	<li>PHBG: AS-AD 15-16-17-17,5-18-19,5-20-21</li>
	<li>PHBG: BS-BD 15-16-17-17,5-18-19,5-20-21</li>
	<li>PHBG: CS-DS 15-16-17-17,5-18-19,5-20-21</li>
</ul>
","
	Diámetro: 59 mm
	Rosca: M32x1,25



Adecuado, por ejemplo, para los siguientes tipos de carburadores:


	PHBG: AS-AD 15-16-17-17,5-18-19,5-20-21
	PHBG: BS-BD 15-16-17-17,5-18-19,5-20-21
	PHBG: CS-DS 15-16-17-17,5-18-19,5-20-21

",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,71,21,61,58,20,,,https://api.mybihr.com/medias/800Wx800H-1121982-1.jpg?context=bWFzdGVyfHJvb3R8MjA3Nzh8aW1hZ2UvanBlZ3xhRFpoTDJobU9TOHpNall4TmpBNE56azBOVEkwTmk4NE1EQlhlRGd3TUVoZk1URXlNVGs0TWkweExtcHdad3wyN2YyNzE1YzkyNmY3NzE3Nzg5MWRhMjBiNjY0MmFjMjk0OTJhMzkzODUyMDBkOTI0ODc4ZmE5OWY4MjNmODc1,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015054,630633,16690_44,DELL ORTO,DELLO JET VHST 44,Chiclé de baja DELLORTO VHST 44,16.94,14.00,9.10,16690_44,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,100,80,60,10,,,https://api.mybihr.com/medias/800Wx800H-1015054-1.jpg?context=bWFzdGVyfHJvb3R8MzMzNzB8aW1hZ2UvanBlZ3xhRE0zTDJnMllTODBOREU0TnpVMU56WTFPRFkxTkM4NE1EQlhlRGd3TUVoZk1UQXhOVEExTkMweExtcHdad3w2NWEyMzlkZGZmNzMzNWU1Njk4NWMxNmUzNzYyYTU2NGM1NWVkOTk4MjM2MGNlMzBlODhmMTMzNzQwMzgxM2Fh,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015099,19300032,96190064,DELL ORTO,DELLO SPAREPARTS CHOKE LEVER,Starter manual con leva DELLORTO PHM SH2,23.60,19.50,12.68,96190064,1,8409910090,0,1,<p>Montaje sobre carburador Dellorto PHM.</p>,"
Montaje sobre carburador Dellorto PHM.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,28,30,70,20,20,,,https://api.mybihr.com/medias/1015099-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA2NjZ8aW1hZ2UvanBlZ3xhRGhsTDJnMU55ODRPVEkwTURnM016SXdOakEyTHpFd01UVXdPVGt0TVY4NE1EQlhlRGd3TUVnfGM4ZGI0MDgwN2M2YmEwOTg3ZGQ5ZGYyZTMwM2U1Y2FkMmEzNmZhZjUwYjI0YzFhMmE5N2ZhOGUzNjYzNTRkNjU,https://api.mybihr.com/medias/1015099-2-800Wx800H?context=bWFzdGVyfHJvb3R8MzgxMjF8aW1hZ2UvanBlZ3xhR1F3TDJnMU1DODRPVEkwTURnM05URTNNakUwTHpFd01UVXdPVGt0TWw4NE1EQlhlRGd3TUVnfGQzN2Y2OThjZmVhOWNiNThiMDg4MGZjZjc3YzFmMmJhMWFiM2MyMzI1OTkzOTljNmQ1ODE1MzU4ZTVkODI4ZjA,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014998,830357,06413_162,DELL ORTO,DELLO JET 6MM 162MM,Chiclé de alta DELLORTO PHBN/PHVA 162 (6mm),4.24,3.50,2.28,06413_162,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,,,https://api.mybihr.com/medias/1014998-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1ODV8aW1hZ2UvanBlZ3xhR1kwTDJobFpTODRPRGN6TnpJek1UWTJOelV3THpFd01UUTVPVGd0TVY4NE1EQlhlRGd3TUVnfDU2NjBiYWQwYzZjNzhiMGMzYTk4Y2FmOWQ2YTk2ZjdiNWYwMzU0Y2JhMWNhNGJlYjRjMzdhYTIwMWQ1NDMwNjU,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015007,830621,11600.34,DELL ORTO,DELLO JET PHBN/PHVA 34,Chiclé de baja DELLORTO PHBN/PHVA 34,3.15,2.60,1.69,11600.34,9,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,100,19,14,12,,,https://api.mybihr.com/medias/1015007-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1ZrTDJoa05TODRPVFV6TURVek5ERXpOREEyTHpFd01UVXdNRGN0TVY4NE1EQlhlRGd3TUVnfDhkNmY4ZTNmZmI4ODhjMzc3NThjNmRhODlhMmM2ODRjOTU5Y2YxMzdiYmUxOGU2NjRlZTlhOWE2M2FjOGI4Mzg,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014991,830350,06413_145,DELL ORTO,DELLO JET 6MM 145MM,Chiclé de alta DELLORTO PHBN/PHVA 145 (6mm),4.24,3.50,2.28,06413_145,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,,,https://api.mybihr.com/medias/1014991-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1ODV8aW1hZ2UvanBlZ3xhRFk0TDJobE1TODRPVEE0TXpJeE5UVTBORFl5THpFd01UUTVPVEV0TVY4NE1EQlhlRGd3TUVnfDQ4YzM2ZDI2MDIxYTdiMzU4NTdiYWNiMDhjZjQyN2UwYmI5YTU3MDVmYTAxYjJkNWE0NzU5YTUxYmI4MjZiMWQ,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014992,830351,06413_148,DELL ORTO,DELLO JET 6MM 148MM,Chiclé de alta DELLORTO PHBN/PHVA 148 (6mm),4.24,3.50,2.28,06413_148,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,,,https://api.mybihr.com/medias/1014992-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1ODV8aW1hZ2UvanBlZ3xhR1kxTDJoaU1DODRPVEkyT1RVMU56QXdNalUwTHpFd01UUTVPVEl0TVY4NE1EQlhlRGd3TUVnfDVjMmQ0M2MzYmM3NjMxNjI4NzBiNjUyNjczNWUzYjU0MTFlMjY4YjdjYjJkYjdiNDc5MmI1OWU1ZWY0Y2U1ZTI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015000,830359,06413_168,DELL ORTO,DELLO JET 6MM 168MM,Chiclé de alta DELLORTO PHBN/PHVA 168 (6mm),4.24,3.50,2.28,06413_168,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,19,3,55,43,8,,,https://api.mybihr.com/medias/1015000-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM1ODV8aW1hZ2UvanBlZ3xhRGcxTDJnME55ODRPVEkwTlRZeU1ETXdOakl5THpFd01UVXdNREF0TVY4NE1EQlhlRGd3TUVnfDk1M2VkMWQ3ZTczY2Q5ZTQ2NmQxYzk2OTkyMjkyMTc5ZmE0ODhiODU2MGRkNWQwMjgxODg5YzA3ZjM1NDk1ZDI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015023,830302,1486.55,DELL ORTO,DELLO JET PHBG/SHA 55,Chiclé de alta DELLORTO PHBG/SHA 55 (5mm),3.27,2.70,1.76,1486.55,9,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,4,20,17,12,,,https://api.mybihr.com/medias/1015023-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1E1TDJnMVl5ODRPVEF4TmpBeE56SXlNems0THpFd01UVXdNak10TVY4NE1EQlhlRGd3TUVnfDUzODA4MmI5NjJlY2Q1NjgwNjI3MzlhYmUwMzVjYjU0YTY4NmE1OTJiMzllOTJjM2JmZDBlZmNmZDI2ZWQwMzk,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015024,830303,1486.58,DELL ORTO,DELLO JET PHBG/SHA 58,Chiclé de alta DELLORTO PHBG/SHA 58 (5mm),3.27,2.70,1.76,1486.58,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,100,18,14,12,,,https://api.mybihr.com/medias/1015024-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhREl4TDJnM1pDODRPVFE0T1RZM09EWTJNems0THpFd01UVXdNalF0TVY4NE1EQlhlRGd3TUVnfDZkNThmMWEyNGE0NDMyYzUxZjBhOWY1NzdlMzFhNzIxMzFkZGNjNTI4NTIzYmYyNWM5MDllMzllZGE1ZTYzZjE,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015106,820047,15059_00,DELL ORTO,DELLO SPAREPARTS VALVE SLIDE COVER,"Tapa campana de carburador DELLORTO PHBN Ø17,5MM",18.27,15.10,9.82,15059_00,2,8409910090,0,1,"<p>Recambios Dellorto para carburador:</p><ul><li>Tapa de carburador</li><li>Expresamente para carburadores Dellorto PHBN &Oslash;17,5&thinsp;mm</li><li>Mismas medidas que las del montaje de f&aacute;brica</li><li>Para un reacondicionamiento al mejor precio, sin comprometer la calidad.</li></ul>","
Recambios Dellorto para carburador:Tapa de carburadorExpresamente para carburadores Dellorto PHBN Ø17,5 mmMismas medidas que las del montaje de fábricaPara un reacondicionamiento al mejor precio, sin comprometer la calidad.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,88,14,93,35,27,,,https://api.mybihr.com/medias/1015106-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzQ3MTh8aW1hZ2UvanBlZ3xhRFExTDJobU9DODRPVEF4TXpneU5EY3hOekV3THpFd01UVXhNRFl0TVY4NE1EQlhlRGd3TUVnfGMxNTliMjNjMmNhOWQzODhkYzQ1Y2UzMmJmODUzYzk2MzIxZWVlOTI4ZWJhNzQyMGM3MjdiMTRlMzhhMGQwMGY,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015110,830857,4224-82,DELL ORTO,DELLO SPAREPARTS FILTER COUPLING 40MM,Cono de admisión DELLORTO PHBG Ø40,8.47,7.00,4.55,4224-82,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,31,8,46,34,20,,,https://api.mybihr.com/medias/1015110-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE2MDR8aW1hZ2UvanBlZ3xhR1JtTDJoa01DODRPRGN6TkRNME1UVXlPVGt3THpFd01UVXhNVEF0TVY4NE1EQlhlRGd3TUVnfDRiN2JlZTI0MGMwY2IzMGExZThkNGZkMzI2MWJlN2E5NjMzN2RlNjJhN2RjMjk3MDBlMTk5MDQ5MzYxMDMzYWU,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015063,830421,6413.118,DELL ORTO,DELLO JET PHBN/PHVA 118,Chiclé de alta DELLORTO PHBN/PHVA 118 (6mm),4.24,3.50,2.28,6413.118,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,2,18,19,12,,,https://api.mybihr.com/medias/1015063-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhREZtTDJnME15ODRPVFV5T0RVeE56VTVNVE0wTHpFd01UVXdOak10TVY4NE1EQlhlRGd3TUVnfGQ1M2VjNmNlMmYzMjA3MWVhOTJhOTBhNTRiOTlhNzUxZWY0YmQ2N2FiYWIxYjkyMTJjODQ4ZjVlOTY5MzhmODI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1089762,19300052,73460022,DELL ORTO,DELLO SPARE PART FLOATER AXIS,Eje de flotador para carburadores DELLORTO PHBE-PHBH-PHBL,2.06,1.70,1.11,73460022,6,8409910090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Floater Axis for PHBE-PHBH-PHBL carburetors</p></body> </html>","       Floater Axis for PHBE-PHBH-PHBL carburetors ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,21,3,75,55,5,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015071,830404,6413.75,DELL ORTO,DELLO JET PHBN/PHVA 75,Chiclé de alta DELLORTO PHBN/PHVA 75 (6mm),4.24,3.50,2.28,6413.75,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,9,2,27,21,15,,,https://api.mybihr.com/medias/1015071-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRFkxTDJneE5pODRPVFV6TWpJMU56QTNOVFV3THpFd01UVXdOekV0TVY4NE1EQlhlRGd3TUVnfDhkY2RkY2RkZDA1ODNiZGY0YzYzN2JjMGRmY2Q0ZmE2YmY4Nzc1NTEwZjBiMzEyYzI1OWI1NmQwYmQ0Y2FlMDM,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015072,830405,6413.78,DELL ORTO,DELLO JET PHBN/PHVA 78,Chiclé de alta DELLORTO PHBN/PHVA 78 (6mm),4.24,3.50,2.28,6413.78,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,12,17,12,,,https://api.mybihr.com/medias/1015072-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRFZsTDJnME55ODRPVEE0TlRjek1qRXlOekF5THpFd01UVXdOekl0TVY4NE1EQlhlRGd3TUVnfDc4MThlYjFmY2M1MmZhZTQ0MTI3OWZkZDEwNzE5OTFhYjQ5M2UxMzZhYWMwMDM2OTgxNDljZmI2OTE3N2JkYTI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015038,830317,1486.92,DELL ORTO,DELLO JET PHBG/SHA 92,Chiclé de alta DELLORTO PHBG/SHA 92 (5mm),3.27,2.70,1.76,1486.92,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,100,17,10,6,,,https://api.mybihr.com/medias/1015038-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRGxrTDJoa1l5ODRPVE0wT1RFeE56QTFNVEU0THpFd01UVXdNemd0TVY4NE1EQlhlRGd3TUVnfGRiMzNkMDQ4YTUzZjA0ZGQ2OWE3MjM5NTE3Mjk5NTczZDAyZjA4MGNiZjgzMTgxMTNiNzcxZmNlOWFkMzI0Zjg,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015039,830318,1486.95,DELL ORTO,DELLO JET PHBG/SHA 95,Chiclé de alta DELLORTO PHBG/SHA 95 (5mm),3.27,2.70,1.76,1486.95,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,20,10,10,,,https://api.mybihr.com/medias/1015039-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRFptTDJnNE5TODRPVEkyT1RZMU5UWXpOREl5THpFd01UVXdNemt0TVY4NE1EQlhlRGd3TUVnfDU4NWZjNzFiZGIwNDgwYTFkZmE4ZmUzY2JlZGE4N2NiODJhYjIyNjc1NWRlMDMzZTU3MjA1MjE4NWFmMmZmMTI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015041,830600,1488.40,DELL ORTO,DELLO JET PHBG 40,Chiclé de baja DELLORTO PHBG 40,4.24,3.50,2.28,1488.40,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,15,14,10,,,https://api.mybihr.com/medias/1015041-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjcwNzB8aW1hZ2UvanBlZ3xhREUxTDJnM01pODRPVE0wTnpNMk1qTXlORGM0THpFd01UVXdOREV0TVY4NE1EQlhlRGd3TUVnfDFjZTM0NmQxYTAwMjBlNDZjZjhiZDQxZTY2ZmRjMGU3MjI5OWE5NjdmYzc4NDJjMmI4MDI1YWE5MmMwN2RmYWI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015012,830322,1486.105,DELL ORTO,DELLO JET PHBG/SHA 105,Chiclé de alta DELLORTO PHBG/SHA 105 (5mm),3.27,2.70,1.76,1486.105,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,12,17,12,,,https://api.mybihr.com/medias/1015012-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1E1TDJnNVl5ODRPVEkwTlRjeU5qUTNORFUwTHpFd01UVXdNVEl0TVY4NE1EQlhlRGd3TUVnfDZkYmQ2YjllYzQ4Zjk1OWI1N2Q5MDU2MDNmZTUxZDlmMzA4MTU4ODIwYzJiYjRlNGM4YmY0NTNiNjIwYzA5NjI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015013,830323,1486.108,DELL ORTO,DELLO JET PHBG/SHA 108,Chiclé de alta DELLORTO PHBG/SHA 108 (5mm),3.27,2.70,1.76,1486.108,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,20,20,20,20,,,https://api.mybihr.com/medias/1015013-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR0V3TDJnell5ODRPVE0wT1RBeE1EZzRNamcyTHpFd01UVXdNVE10TVY4NE1EQlhlRGd3TUVnfGY4ODMzYTc4ZmY5MjBhZjYzM2QyYzI0ZDJmMTVhOGQ1NjMyMmVhNTIyYWQ1MWI3ZTU4ZGVkNGZlMWUzMDZjZWI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015014,830324,1486.110,DELL ORTO,DELLO JET PHBG/SHA 110,Chiclé de alta DELLORTO PHBG/SHA 110 (5mm),3.27,2.70,1.76,1486.110,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,11,8,32,20,17,,,https://api.mybihr.com/medias/1015014-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1UwTDJnMFpTODRPVEF4TlRreE1EY3lOems0THpFd01UVXdNVFF0TVY4NE1EQlhlRGd3TUVnfDM3NzUyNDgwYjNlMzM0M2Q5MDBhM2E4YTlhZGFlYTQ3NjhlM2RmZjU3ODg3NzIxOWViYTYyM2JjMTVkZmNjNTA,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015016,830326,1486.115,DELL ORTO,DELLO JET PHBG/SHA 115,Chiclé de alta DELLORTO PHBG/SHA 115 (5mm),3.27,2.70,1.76,1486.115,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,100,12,16,17,,,https://api.mybihr.com/medias/1015016-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRGxqTDJnek5TODRPRGN6TXpNNU5qVXdNRGM0THpFd01UVXdNVFl0TVY4NE1EQlhlRGd3TUVnfDI5ZGQ5MzljMGY3MmRkNDIyNzQ5NDQwZmM5YjIzMDQwYzMyMDViZjgzYmQwMWVhM2JlMDkxZGU1OTE4Njg3NmY,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015017,830327,1486.118,DELL ORTO,DELLO JET PHBG/SHA 118,Chiclé de alta DELLORTO PHBG/SHA 118 (5mm),3.27,2.70,1.76,1486.118,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,5,100,19,21,12,,,https://api.mybihr.com/medias/1015017-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhRFl5TDJnek5DODRPVFV5TlRBMk1qVXpNelF5THpFd01UVXdNVGN0TVY4NE1EQlhlRGd3TUVnfGNiNTMzMTE0ZjNhYThiMzA0MDI1YTZlYmFiZDBlMDdhMWI2ODVhYjJhOTE3NWViMTUzZDY1Mzc0OGMzNzA2Nzc,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1015026,830305,1486.62,DELL ORTO,DELLO JET PHBG/SHA 62,Chiclé de alta DELLORTO PHBG/SHA 62 (5mm),3.27,2.70,1.76,1486.62,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,14,12,12,,,https://api.mybihr.com/medias/1015026-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMxMDN8aW1hZ2UvanBlZ3xhR1poTDJnNE15ODRPVFExTnpZd016QTFNVGd5THpFd01UVXdNall0TVY4NE1EQlhlRGd3TUVnfDlhNGIyNGMyYWI1ZGRkZjQ4NzAxZDgwMmQzMDg2MjRjZDAzNDY1NjViNDM1MjdhOGMzMDc3NDhhYjRjNzEwMjQ,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
1014969,800026,02043,DELL ORTO,DELLO CARBURETOR SHA 15/15,Carburador DELLORTO SHA 15/15 - starter con tirador,58.08,48.00,31.20,02043,0,8409910090,0,1,"<p>Los carburadores Dellorto est&aacute;n considerados como un referente del sector en Europa. Los de tipo SHA permiten una sustituci&oacute;n similar a la del equipo original.</p><ul><li>Carburador est&aacute;ndar tipo SHA &Oslash;15&nbsp;&nbsp;</li><li>Montaje r&iacute;gido, &Oslash;18</li><li>Est&aacute;rter mediante tirador</li><li>Compatible con multitud de motos y scooters 2T.</li></ul>","
Los carburadores Dellorto están considerados como un referente del sector en Europa. Los de tipo SHA permiten una sustitución similar a la del equipo original.Carburador estándar tipo SHA Ø15  Montaje rígido, Ø18Estárter mediante tiradorCompatible con multitud de motos y scooters 2T.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,975,354,119,91,90,,,https://api.mybihr.com/medias/1014969-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA0NzN8aW1hZ2UvanBlZ3xhRGt4TDJoa09DODRPVFV6TURZMU56azVOekV3THpFd01UUTVOamt0TVY4NE1EQlhlRGd3TUVnfDVkODExNjJlN2JmZDViY2FiZjhjNDMzMTEyOWFkZThlYjI2NTgwNDE3MGUxNDFmODk0ZDVkZmRiZGQ3ZmQxYTI,,,,,,https://static.bihr.pro/eBihr/Pictures/DELL_ORTO-pictures.zip,,Spain Warehouse (Parts)
