PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm)," Espesor",Anchura (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Espesor (mm),Picture1,Picture2,AllPicturesZIP,Document1,DeliveryPlant
1016725,,62/32C3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 32x65x17mm,24.78,20.48,12.29,4547359344318,0,8714109090,0,1,BEARING 62 32 C3,BEARING 62 32 C3,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,160,230,75,79,27,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016725-1.jpg?context=bWFzdGVyfHJvb3R8NDEzMTl8aW1hZ2UvanBlZ3xhRFJrTDJnek1TODJNalE0TmpJM016a3hOamsxT0M4NE1EQlhlRGd3TUVoZk1UQXhOamN5TlMweExtcHdad3xlODliZjA4NjFiZmRiMGUzYmYxN2NmOTM0N2MwMWJkMTU0N2FlMDY0OGExNGE2ZDQxMjNlNjc2ZTUzZjQ1OGIz,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016733,,6205NRC3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 25x52x15mm,14.23,11.76,7.06,4547359356632,0,8714109090,0,1,BEARING 6205NR C3,BEARING 6205NR C3,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,65,130,56,58,20,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016733-1.jpg?context=bWFzdGVyfHJvb3R8NDQ2NzR8aW1hZ2UvanBlZ3xhRGxrTDJobU5DODJNalE0TmpJM05UUTRPVGd5TWk4NE1EQlhlRGd3TUVoZk1UQXhOamN6TXkweExtcHdad3xiNjY3NjNlODUyNzc3YTMwZjcxODhmNWU3MWQ1ZGE0MDM4MDczZTRmZDVjZDc5MTIyNmE2ZGZhNzc3ZWY0MTVi,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016744,,6208X23JR2W3-2C4,NTN,NTN BEARING,Cojinete del cigüeñal NTN 40x80x18mm,73.69,60.90,36.54,411079,0,8714109090,0,1,BEARING 6208X23 JR2X 3-2 C4,BEARING 6208X23 JR2X 3-2 C4,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,227,385,90,90,28,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016744-1.jpg?context=bWFzdGVyfHJvb3R8NDEzMTl8aW1hZ2UvanBlZ3xhR1JpTDJnMFppOHhNREF4TVRNeE5qZzRNall6T1Rndk9EQXdWM2c0TURCSVh6RXdNVFkzTkRRdE1TNXFjR2N8MTM5YmJlYmVmOWI1ZjQ1YWNmYTdiMjA0OTlmYzQ4ZjU3OGJlOTYyZTFlMDQzM2M3NDI4MzEwNjA2MzcwMDM1YQ,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016721,,6005NRC3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 25x47x12mm,28.59,23.63,14.18,4547359324808,0,8714109090,0,1,BEARING 6005NR C3,BEARING 6005NR C3,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,65,90,56,58,20,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016721-1.jpg?context=bWFzdGVyfHJvb3R8NDQ2NzR8aW1hZ2UvanBlZ3xhRE15TDJneE5pODJNalE0TmpJM016RXpNRFV5Tmk4NE1EQlhlRGd3TUVoZk1UQXhOamN5TVMweExtcHdad3w1M2U3MDNlYWM2MDRjN2VlMTU0NDZhYzJmY2QxMjVhODY2ZGZlNzA2MzYxMzcyNDc0YTZhM2MyM2Q2NGRhODhi,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016765,,NJ206EAT2X,NTN,NTN BEARING,Cojinete del cigüeñal NTN 30x62x16mm,60.98,50.40,30.24,411111,0,8714109090,0,1,ROLLER BEARINGS NTN 30X62X16,ROLLER BEARINGS NTN 30X62X16,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,154,228,79,81,24,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016765-1.jpg?context=bWFzdGVyfHJvb3R8NDY1NTR8aW1hZ2UvanBlZ3xhREJqTDJnd1pTODJNalE1TVRJMk1UQXdPVGsxTUM4NE1EQlhlRGd3TUVoZk1UQXhOamMyTlMweExtcHdad3w2NWNiMzMxMjhiZTEyNGUyODA0NTc4NmNkNjNiYzhmZjQ3MjIyOGIyYmQ0OGRiNDg0N2UyY2Q5NDAzNjNmNmU3,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016762,,7E-HMK2230,NTN,NTN BEARING,Rodamiento de agujas NTN - 22X29X30,14.74,12.18,7.31,4547359425109,0,8482400000,0,1,DRAWN CUP NEEDLE BEARING 22X29X30,DRAWN CUP NEEDLE BEARING 22X29X30,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,81,50,41,46,43,,,,,,,,,https://api.mybihr.com/medias/1016762-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA4NjB8aW1hZ2UvanBlZ3xhRFEzTDJoaFlTODRPVFV5TnpFNU9UTXpORGN3THpFd01UWTNOakl0TVY4NE1EQlhlRGd3TUVnfGNkN2IxMjRiZjgyZTIwY2YzZDhlODE5MGJhNWQyYWVlMjZkM2Y0ZmExNmFhZWZjYjY5NDUxNDNiMmIxYmU0NzA,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016769,,TMB308X4JR2C3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 40x90x23mm,38.76,32.03,19.22,411032,0,8714109090,0,1,BEARING 6308X,BEARING 6308X,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,313,667,96,102,32,,,,,,,,,https://api.mybihr.com/medias/1016769-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQ0MTl8aW1hZ2UvanBlZ3xhR1F4TDJoalpDODRPVFExT0RJNU9UQTBOREUwTHpFd01UWTNOamt0TVY4NE1EQlhlRGd3TUVnfDY1YWMzNDZkMzNiYjc5YWM3ZDI4MWI1Mjc0ODg4MDAzNDNiOTdkOTQ2MDliMzQwM2RmNTVmZGFiZTU1ZGI1Yjk,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016784,,HK2030ZWD,NTN,NTN BEARING NEEDLE SOCKET,Rodamiento de agujas NTN - 20X26X30,14.62,12.08,7.25,4547359071795,0,8482400000,0,1,DRAWN CUP NEEDLE BEARING 20X26X30,DRAWN CUP NEEDLE BEARING 20X26X30,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,76,45,41,43,43,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016784-1.jpg?context=bWFzdGVyfHJvb3R8NTA2MDJ8aW1hZ2UvanBlZ3xhR0ZrTDJobU1pODJNalE1TVRJMk16VXdNRE14T0M4NE1EQlhlRGd3TUVoZk1UQXhOamM0TkMweExtcHdad3xkNjUwMTgyY2RhMDY3MmI3NWE1NmY5MTYwMGU1NDM2Y2FmZTBiNzIyY2Q3ZGZlNTZiYmEwYjMyNzk4MDNkNjk2,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016786,,HK2220C,NTN,NTN BEARING NEEDLE SOCKET,Rodamiento de agujas NTN - 22X28X20,14.62,12.08,7.25,411604,0,8482400000,0,1,DRAWN CUP NEEDLE BEARING 22X28X20,DRAWN CUP NEEDLE BEARING 22X28X20,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,45,58,39,43,27,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016786-1.jpg?context=bWFzdGVyfHJvb3R8NjA1NTN8aW1hZ2UvanBlZ3xhR1ZoTDJobVpDODJNalE1TVRJMk16ZzVNelV6TkM4NE1EQlhlRGd3TUVoZk1UQXhOamM0TmkweExtcHdad3w1ZDQwYzExNjhlMmJkMWU4YTkzMGM1Y2JiNTQxMmJkMjA1NTQyYjAyMGViYWRmM2Y3MGI4ZWM5MWY3NWU1OTFm,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016748,,6303C3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 17x47x14 mm,8.89,7.35,4.41,4547359572841,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,67,120,54,56,22,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016748-1.jpg?context=bWFzdGVyfHJvb3R8NDEzMTl8aW1hZ2UvanBlZ3xhR05tTDJnek5DODJNalE1TVRJMU9EVTROVEV4T0M4NE1EQlhlRGd3TUVoZk1UQXhOamMwT0MweExtcHdad3xkODM2MWY2MGRmNDU2YWI4NmUwNTljZTZlY2YxYmZjNTdkZTJmNTkyZTAzMDk3ZTA2ODBjZmU4NDhjODlhNDRi,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016750,,6304JR2/22CS36,NTN,NTN BEARING,Cojinete del cigüeñal NTN 22x52x15mm,18.94,15.65,9.39,411240,0,8714109090,0,1,Crankshaft bearing type 6304JR 2/22 CS36 NTN 22X52X15,Crankshaft bearing type 6304JR 2/22 CS36 NTN 22X52X15,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,56,132,57,58,17,,,,,,,,,https://api.mybihr.com/medias/1016750-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTc1NjJ8aW1hZ2UvanBlZ3xhRGN5TDJnd01pODRPVFE0T1RJNU1qazRORFl5THpFd01UWTNOVEF0TVY4NE1EQlhlRGd3TUVnfGI3NzJiYWEzZmViYTNhOGJkMjJmY2Y4ZGU2NzBjYTdkMjZkN2QwMDE3MjgzZGUzN2NjZTRhMjI2NDc3NjE0ZjA,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016775,,KBK14X18X173X,NTN,NTN BEARING NEEDLE ROLLER,Rodamiento de agujas NTN - 14X18X17.5,18.04,14.91,8.95,400406,0,8482400000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,62,22,94,33,20,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016775-1.jpg?context=bWFzdGVyfHJvb3R8NDQ4MDR8aW1hZ2UvanBlZ3xhR1k1TDJneVl5ODJNalE1TVRJMk1Ua3lOelExTkM4NE1EQlhlRGd3TUVoZk1UQXhOamMzTlMweExtcHdad3wwNThhYmE1NjQ3NjM2YTg1ZDhhNDEzMDkwN2E4ODk4NjMyYzBiNmRkNDE4Njg0MTFiYTMwZmI5NWJiOTQ4YmZm,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016776,,KBK14X18X20V3,NTN,NTN BEARING NEEDLE ROLLER,Rodamiento de agujas NTN - 14X18X20,18.04,14.91,8.95,400418,0,8482400000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,61,16,92,33,20,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016776-1.jpg?context=bWFzdGVyfHJvb3R8NDQ4MDR8aW1hZ2UvanBlZ3xhRGMxTDJnM1lpODJNalE1TVRJMk1qRXlOREEyTWk4NE1EQlhlRGd3TUVoZk1UQXhOamMzTmkweExtcHdad3wwYjhlZjBkZWI5NGYwNTk4MjYzZjVmNTk0YmU4ZDkwOTgwYzdiMDM5MWUwNGIzM2RjZDQyY2QxZGYwZjlkZTUx,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016727,,6203C3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 17x40x12mm,10.10,8.35,5.01,411175,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p> </p></body> </html>","         ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,65,71,57,60,19,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016727-1.jpg?context=bWFzdGVyfHJvb3R8NDEzMTl8aW1hZ2UvanBlZ3xhRGs1TDJnNE5pODJNalE0TmpJM05ETXhNREUzTkM4NE1EQlhlRGd3TUVoZk1UQXhOamN5TnkweExtcHdad3w0NGUyYWE3M2FiNTgyYjQ5Y2E5YzVhNDliZjk4YWMwNDE4MTUzZWU4Yjk5ZmMzNjYwNzk1ZmE3ODkzY2RmMWE2,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016772,,TM-SX06C42CS44,NTN,NTN BEARING,Cojinete del cigüeñal NTN 30x72x17mm,41.93,34.65,20.79,4547359767131,1,8714109090,0,1,BEARING 30X72X19,BEARING 30X72X19,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,160,350,75,79,27,,,,,,,,,https://api.mybihr.com/medias/1016772-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA3MzR8aW1hZ2UvanBlZ3xhRFV4TDJnd055ODRPVEE0TmpjNU5qUXpNVFkyTHpFd01UWTNOekl0TVY4NE1EQlhlRGd3TUVnfGQ4OGUzMTFiY2I1N2JhMjgwMzViYzFmMDZmODZlMzZlMWY1ZTIxNzMzMGJmY2Y0NDIwOTZhYzVmZDlmOGEyYzI,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016720,,6005C3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 25x47x12mm,12.58,10.40,6.24,4547359323504,1,8714109090,0,1,BEARING 6005 C3,BEARING 6005 C3,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,67,80,54,56,22,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016720-1.jpg?context=bWFzdGVyfHJvb3R8NDEzMTl8aW1hZ2UvanBlZ3xhRFE1TDJnek9DODJNalE0TmpJM01qa3pNemt4T0M4NE1EQlhlRGd3TUVoZk1UQXhOamN5TUMweExtcHdad3wwMzNmYmJmZmI1ZjI2NjM4MTlmOTNlODBhMDA4NDNjNTAwMzNkMmIyZWY0NzY1NWU2MjY5M2YxMTc1YjkwMzA1,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016759,,6306NRC3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 30x72x19mm,21.60,17.85,10.71,4547359388022,0,8714109090,0,1,BEARING 6306NR C3,BEARING 6306NR C3,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,301,395,95,99,32,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016759-1.jpg?context=bWFzdGVyfHJvb3R8NDQ2NzR8aW1hZ2UvanBlZ3xhREEyTDJoaFl5ODJNalE1TVRJMU9UazJNVE0zTkM4NE1EQlhlRGd3TUVoZk1UQXhOamMxT1MweExtcHdad3wzMDg5ZTJiZjY0NDVmZThkMWZhOWQzNGZmZmEwMTBlZmExMTMxODlmYjcxMWZhZmRlMmI0OTYxZDE5NzE3Njk3,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016761,,6308C3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 40x90x23mm,31.76,26.25,15.75,4547359576450,0,8714109090,0,1,BEARING 6308 C3,BEARING 6308 C3,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,294,667,96,102,30,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016761-1.jpg?context=bWFzdGVyfHJvb3R8NDEzMTl8aW1hZ2UvanBlZ3xhR1poTDJnMU1DODJNalE1TVRJMk1ETTFORFU1TUM4NE1EQlhlRGd3TUVoZk1UQXhOamMyTVMweExtcHdad3xkZjYwZDBiZjlhY2Y0MDdkOTA1YzM3MzA2ZjNmMGEzYWNhNDFiNWMxZWI3ZjNiZWU0N2VjZTgzMjdiYTIzOGU0,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016763,,8E-NK39X58X16-2PX1,NTN,NTN BEARING,Cojinete del cigüeñal NTN 39x58x16mm,68.86,56.91,34.15,4547359671605,1,8482400000,0,1,BEARING 39X58X16,BEARING 39X58X16,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,108,135,59,61,30,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016763-1.jpg?context=bWFzdGVyfHJvb3R8Mzc4MjR8aW1hZ2UvanBlZ3xhREpqTDJnME55ODJNalE1TVRJMk1EWXhOamN6TkM4NE1EQlhlRGd3TUVoZk1UQXhOamMyTXkweExtcHdad3xjZmFlYmU4MmM1NDdjZDZiZDdiMWE0NDdhZTU3YTExYjJhMDUwZmVjOTUzZDIwNDRiOGEzYjhlNmY4MTE5MDVh,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016764,,8E-NK39X65X18-3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 39x65x18mm,69.49,57.43,34.46,4547359672626,1,8482400000,0,1,BEARING 39X65X18,BEARING 39X65X18,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,150,235,75,80,25,,,,,,,,,https://api.mybihr.com/medias/1016764-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA3MzR8aW1hZ2UvanBlZ3xhRGMzTDJnNVl5ODRPVFk1TURJMk5qTXpOelU0THpFd01UWTNOalF0TVY4NE1EQlhlRGd3TUVnfGMzOWIwOWYwN2M4ZTRjZTBiMzVlNjliNjYzYmNiNzlmNDY3NThkMjA1ODhiNDlhYjQ4NjM0OTJkNDY0YTkwZDI,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016767,,NJ306EAT2XC3,NTN,NTN BEARING,Cojinete del cigüeñal NTN 30x72x19mm,59.71,49.35,29.61,4547359920758,1,8714109090,0,1,ROLLER BEARING 30X72X19,ROLLER BEARING 30X72X19,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,144,374,77,78,24,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016767-1.jpg?context=bWFzdGVyfHJvb3R8NDY1NTR8aW1hZ2UvanBlZ3xhRGxpTDJneE9DODJNalE1TVRJMk1UTXpOell6TUM4NE1EQlhlRGd3TUVoZk1UQXhOamMyTnkweExtcHdad3w1ZjE3NWE3MDBiMmQwMjA4MzFmNWZmNGUzZDEzYWNhYzU3N2M3YWU3ZGE1YzJkY2M3MWMwMzU0NDNmNzZhNGQ4,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016768,,TMB3/28JR2/72C4,NTN,NTN BEARING,Cojinete del cigüeñal NTN 28x72x18mm,48.53,40.11,24.07,4547359779561,1,8714109090,0,1,BEARING 28X72X18,BEARING 28X72X18,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,353,360,94,94,40,,,,,,,,,https://api.mybihr.com/medias/1016768-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA3MzR8aW1hZ2UvanBlZ3xhR0l3TDJobU1TODRPVFk1TURJM01ESTJPVGMwTHpFd01UWTNOamd0TVY4NE1EQlhlRGd3TUVnfGQ4NjA3YzljNjU2OThiNDM4NmUxMDcyOTJjNTE1YzliODQ3MDdlODU5NzY3OWY2Y2MyMjlmYjM3NDAzZmYwYjQ,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016770,,TM-SC0692C3,NTN,NTN BEARING,"Cojinete del cigüeñal NTN 30x76x17,5mm",29.86,24.68,14.81,4547359497946,0,8714109090,0,1,BEARING 692 C3,BEARING 692 C3,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,160,380,75,79,27,,,,,,,,,https://api.mybihr.com/medias/1016770-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQ0MTl8aW1hZ2UvanBlZ3xhRGd3TDJobU9DODRPVFk1TURJM01qSXpOVGd5THpFd01UWTNOekF0TVY4NE1EQlhlRGd3TUVnfDkxOTU1Y2VjYzg3Zjk2Y2U4YjhkZmM2ZDQ0YTA0YmRhMWY0ZjhlN2U5YThhZTIyZGM5OTZkMjAwNzA4Y2MyZjQ,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016771,,TM-SC0736CS19PX1,NTN,NTN BEARING,Cojinete del cigüeñal NTN 35x80x18mm,49.30,40.74,24.44,4547359794823,0,8714109090,0,1,BEARING 6307X,BEARING 6307X,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,207,438,86,89,27,,,,,,,,,https://api.mybihr.com/medias/1016771-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTQ0MTl8aW1hZ2UvanBlZ3xhRFV4TDJobVppODRPVFk1TURJM05ESXdNVGt3THpFd01UWTNOekV0TVY4NE1EQlhlRGd3TUVnfGI5NWYzMWExZjVhYTAxODM5Zjk1ZThiMzdlZDQ5MDhlOGE3ZDdhMTExMzQ4NzQ4MWExYTY3M2ZmNDZiMmUyZGQ,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016778,,KBK16X20X198X3,NTN,NTN BEARING NEEDLE ROLLER,Rodamiento de agujas NTN - 16X20X19.5,18.04,14.91,8.95,400416,1,8482400000,0,1,"NEEDLE ROLLER CAGE, NEEDLES 16X20X19.5","NEEDLE ROLLER CAGE, NEEDLES 16X20X19.5",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,108,20,75,41,35,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016778-1.jpg?context=bWFzdGVyfHJvb3R8NDQ4MDR8aW1hZ2UvanBlZ3xhREF6TDJnNE9TODJNalE1TVRJMk1qVXhOekkzT0M4NE1EQlhlRGd3TUVoZk1UQXhOamMzT0MweExtcHdad3wyNTIzMzI1MDEzZTYyNjA1ZjQ2ZDc3NjI0YmQ1YTc0ZDNkOTcyMGU1NGZlY2ZhZTNlODdlOWJiYTUwZTA5ZWMx,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016783,,HMK1720C,NTN,NTN BEARING NEEDLE SOCKET,Rodamiento de agujas NTN - 17X24X20,14.62,12.08,7.25,4547359073676,2,8482400000,0,1,DRAWN CUP NEEDLE BEARING 17X24X20,DRAWN CUP NEEDLE BEARING 17X24X20,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,45,30,39,43,27,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016783-1.jpg?context=bWFzdGVyfHJvb3R8NjA1NTN8aW1hZ2UvanBlZ3xhR1JqTDJobFlpODJNalE1TVRJMk16TXdNemN4TUM4NE1EQlhlRGd3TUVoZk1UQXhOamM0TXkweExtcHdad3w2NjgxNmUwZWYzYmNmNzJiOGUxMTU5MzA5MWYzYjM2Mzg2YTcwNWVjMzkyYTQ4NmQzOTc0NjBmYjI5YTlhYjFh,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016787,,HMK2030,NTN,NTN BEARING NEEDLE SOCKET,Rodamiento de agujas NTN - 20X27X30,14.62,12.08,7.25,4547359073911,0,8482400000,0,1,DRAWN CUP NEEDLE BEARING 20X27X30,DRAWN CUP NEEDLE BEARING 20X27X30,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,81,53,45,45,40,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016787-1.jpg?context=bWFzdGVyfHJvb3R8NjA1NTN8aW1hZ2UvanBlZ3xhRGs1TDJoaU15ODJNalE1TVRJMk5EQTVNREUwTWk4NE1EQlhlRGd3TUVoZk1UQXhOamM0TnkweExtcHdad3w4YjJhM2EyYTdlYjU1YWExYmYyMTA2ZmNlMmEyNTdiYTIwNzUyMWIzN2VmODFjOWU2YjkwNWIzNDRmNjhiYzQ1,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
1016734,,6205ZZCM/5K,NTN,NTN BEARING,Rodamiento de rueda NTN 25x52x15mm,13.72,11.34,6.80,411876,0,8483200000,0,1,RADIAL BALL BEARING 6205ZZ NTN 25X52X15,RADIAL BALL BEARING 6205ZZ NTN 25X52X15,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,64,125,56,60,19,,,,,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1016734-1.jpg?context=bWFzdGVyfHJvb3R8NDYyODR8aW1hZ2UvanBlZ3xhRFpsTDJobVlpODJNalE0TmpJM05UWTROalF6TUM4NE1EQlhlRGd3TUVoZk1UQXhOamN6TkMweExtcHdad3wxMDI4MWUxYzZlNDc4NTI1YjQ4OGI2NWYzNTUwMGY5M2M3OWQ1ZWE3ZGRlNjNjZWE4NThhNmFiOTc0MDI2ZTli,,https://static.bihr.pro/eBihr/Pictures/NTN-pictures.zip,,Spain Warehouse (Parts)
