PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,AllPicturesZIP,DeliveryPlant
1117155,45628,GU115,SIEM,SIEM GASKET TAIL LIGHT 159434,Junta base piloto SIEM 159434 Vespa Primavera ET3 125 (76),8.99,7.43,7.43,8430525456280,3,8484900090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,1008,50,240,140,30,https://api.mybihr.com/medias/1117155-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDkwMDB8aW1hZ2UvanBlZ3xhREl3TDJnNU9TOHhOakF5TlRBNU9UTXpOemMxT0M4eE1URTNNVFUxTFRGZk9EQXdWM2c0TURCSXwyMzdmMDAyZGRkMTkyNjAyZGE3ZWRhMWJiYmFlNjcyZmNhMTIzODExMTUxY2Q3Yjk3MzgyNzJmYzVlMmNlOGMz,https://static.bihr.pro/eBihr/Pictures/SIEM-pictures.zip,Spain Warehouse (Parts)
1113212,45630,GU201,SIEM,SIEM TAIL LIGHT GASKET,Junta base piloto SIEM 125740 Vespa Special 50,8.71,7.20,4.32,8430525456303,10,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. ELECTRIC,711,24,153,150,31,https://api.mybihr.com/medias/1113212-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDY5NjF8aW1hZ2UvanBlZ3xhRFU1TDJoaE9TOHhOVFF5T1RZMk1UWXlNak13TWk4eE1URXpNakV5TFRGZk9EQXdWM2c0TURCSXw1NWUxMWMyMmYxMGE5NjhmMDk0YmE2MWUzYzg4ODg2YjlhOGUwMjU0MmYxZTJmYTA1MzE4Y2RmOGQwOWJmNWVl,https://static.bihr.pro/eBihr/Pictures/SIEM-pictures.zip,Spain Warehouse (Parts)
