PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Compresión de pistón,Diámetro Ø (mm),Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,Picture10,Picture11,Picture12,AllPicturesZIP,DeliveryPlant
1118373,,10009,CYLINDER WORKS,"CYLWK CYLINDER 102,00MM",Cilindro CYLINDER WORKS - Ø102mm Yamaha TRX,500.83,413.91,269.04,10009,1,8714109090,0,1,"<p>&quot;Standard&quot; Cylinder Works cylinders are precision-engineered and have identical dimensions to the original equipment</p>
<ul>
	<li>Standard diameter: 102 mm</li>
	<li>Cylinder lining coated in silicon carbide</li>
	<li>Ensures engine reliability and longevity</li>
	<li>For reconditioning an engine using parts identical to the original equipment</li>
</ul>

<p>SPECS:</p>

<ul>
	<li>Cylinder Diameter102 mm</li>
	<li>Cylinder Kit TypeStandard Bore</li>
	<li>Displacement686 cc</li>
	<li>Engine Type4-Cycle</li>
</ul>","
""Standard"" Cylinder Works cylinders are precision-engineered and have identical dimensions to the original equipment

	Standard diameter: 102 mm
	Cylinder lining coated in silicon carbide
	Ensures engine reliability and longevity
	For reconditioning an engine using parts identical to the original equipment



SPECS:


	Cylinder Diameter102 mm
	Cylinder Kit TypeStandard Bore
	Displacement686 cc
	Engine Type4-Cycle
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,12539,2685,257,238,205,Aluminio,Estándar,,https://api.mybihr.com/medias/1118373-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTcxNzh8aW1hZ2UvanBlZ3xhRFUwTDJnMllpOHlOamd3TXpJeU1ETXhOakU1TUM4eE1URTRNemN6TFRGZk9EQXdWM2c0TURCSXw1OTg0MGIyMjNiZjlmYTZhNmJjOWNjMTQxNWM4NjUyMWVjMWVhNjc5ZmFmMTU3MGNiOTA0NTBhNTdlZWVkYzll,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,France Warehouse (Parts)
1118369,,10004,CYLINDER WORKS,"CYLWK CYLINDER 66,00MM","Cilindro CYLINDER WORKS - Ø66,00mm",365.07,301.71,196.11,10004,1,8714109090,0,1,"<p>Los cilindros ""est&aacute;ndar"" de Cylinder Works est&aacute;n dise&ntilde;ados con precisi&oacute;n y tienen dimensiones id&eacute;nticas a las del equipo original</p>
<ul>
<li>Di&aacute;metro est&aacute;ndar: 66 mm</li>
<li>Revestimiento del cilindro recubierto de carburo de silicio</li>
<li>Garantiza la fiabilidad y la longevidad del motor</li>
<li>Para reacondicionar un motor utilizando piezas id&eacute;nticas a las del equipo original</li>
</ul>
<p>ESPECIFICACIONES:</p>
<ul>
<li>Di&aacute;metro del cilindro 66 mm</li>
<li>Tipo de Kit de cilindro Di&aacute;metro est&aacute;ndar</li>
<li>Cilindrada 150cc</li>
<li>Tipo de motor 4 tiempos</li>
</ul>","
Los cilindros ""estándar"" de Cylinder Works están diseñados con precisión y tienen dimensiones idénticas a las del equipo original

Diámetro estándar: 66 mm
Revestimiento del cilindro recubierto de carburo de silicio
Garantiza la fiabilidad y la longevidad del motor
Para reacondicionar un motor utilizando piezas idénticas a las del equipo original


ESPECIFICACIONES:

Diámetro del cilindro 66 mm
Tipo de Kit de cilindro Diámetro estándar
Cilindrada 150cc
Tipo de motor 4 tiempos
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,9296,1038,238,217,180,Aluminio,Estándar,,https://api.mybihr.com/medias/1118369-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQyNzR8aW1hZ2UvanBlZ3xhR0ZsTDJneU5DOHlOamd3TXpJeE5qYzNOekkwTmk4eE1URTRNelk1TFRGZk9EQXdWM2c0TURCSXwwYmQ2NWY3MGZhZjk4NjJiZjIyMGNkOGI5NGJiMjZhMGRkZDQ5OTBhYmM0NmRlOWIyNjE4OWZiN2IzZmFmZTMz,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,France Warehouse (Parts)
1118375,,60004,CYLINDER WORKS,"CYLWK CYLINDER 93,00MM","Cilindro CYLINDER WORKS - Ø93,00mm",692.13,572.01,371.81,60004,1,8714109090,0,1,"<p>Los cilindros ""est&aacute;ndar"" de Cylinder Works est&aacute;n dise&ntilde;ados con precisi&oacute;n y tienen dimensiones id&eacute;nticas a las del equipo original</p>
<ul>
<li>Di&aacute;metro est&aacute;ndar: 93 mm</li>
<li>Revestimiento del cilindro recubierto de carburo de silicio</li>
<li>Garantiza la fiabilidad y la longevidad del motor</li>
<li>Para reacondicionar un motor utilizando piezas id&eacute;nticas a las del equipo original</li>
</ul>
<p>ESPECIFICACIONES:</p>
<ul>
<li>Di&aacute;metro del cilindro 93 mm</li>
<li>Tipo de Kit de cilindro Di&aacute;metro est&aacute;ndar</li>
<li>Cilindrada 675cc</li>
<li>Tipo de motor 4 tiempos</li>
</ul>","
Los cilindros ""estándar"" de Cylinder Works están diseñados con precisión y tienen dimensiones idénticas a las del equipo original

Diámetro estándar: 93 mm
Revestimiento del cilindro recubierto de carburo de silicio
Garantiza la fiabilidad y la longevidad del motor
Para reacondicionar un motor utilizando piezas idénticas a las del equipo original


ESPECIFICACIONES:

Diámetro del cilindro 93 mm
Tipo de Kit de cilindro Diámetro estándar
Cilindrada 675cc
Tipo de motor 4 tiempos
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,18314,3238,376,246,198,Aluminio,Estándar,,https://api.mybihr.com/medias/1118375-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTcyNjV8aW1hZ2UvanBlZ3xhR0poTDJoak15OHlOamd3TXpJeU1qSTRNakkzTUM4eE1URTRNemMxTFRGZk9EQXdWM2c0TURCSXxkZjJkZTgwMjUyNjVkMTFiYTAyNDUwZGFmNWJhMTBhYzY3MDRmM2I5NThlZTQxZDZiNTMxNTE0ZGIyM2IwZGUx,https://api.mybihr.com/medias/1118375-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODE2OTd8aW1hZ2UvanBlZ3xhREpqTDJoaU5pOHlOamd3TXpJeU1qWTNOVFE0Tmk4eE1URTRNemMxTFRKZk9EQXdWM2c0TURCSXxkNGEwNzJhMTVhOWY5ODIzOWJhYzIxNDVjOTE2NTM5ODFlNzM3YTNmMDVkNGYwMGJlYWY0YzM5NjNlMDEyMTg0,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,France Warehouse (Parts)
1118374,,CW30015,CYLINDER WORKS,"CYLWK CYLINDER 92,00MM","Cilindro CYLINDER WORKS - Ø92,00mm",584.14,482.76,313.79,CW30015,1,8714109090,0,1,"<p>&quot;Standard&quot; Cylinder Works cylinders are precision-engineered and have identical dimensions to the original equipment</p>
<ul>
	<li>Standard diameter: 92 mm</li>
	<li>Cylinder lining coated in silicon carbide</li>
	<li>Ensures engine reliability and longevity</li>
	<li>For reconditioning an engine using parts identical to the original equipment</li>
</ul>

<p>SPECS:</p>

<ul>
	<li>Cylinder Diameter 92 mm</li>
	<li>Cylinder Kit TypeStandard Bore</li>
	<li>Displacement 1000 cc</li>
	<li>Engine Type4-Cycle</li>
</ul>","
""Standard"" Cylinder Works cylinders are precision-engineered and have identical dimensions to the original equipment

	Standard diameter: 92 mm
	Cylinder lining coated in silicon carbide
	Ensures engine reliability and longevity
	For reconditioning an engine using parts identical to the original equipment



SPECS:


	Cylinder Diameter 92 mm
	Cylinder Kit TypeStandard Bore
	Displacement 1000 cc
	Engine Type4-Cycle
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,18288,4032,377,245,198,Aluminio,Estándar,,https://api.mybihr.com/medias/1118374-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjY2NDl8aW1hZ2UvanBlZ3xhR1V5TDJnM09DOHlOamd3TXpJeU1EY3dPVFF3Tmk4eE1URTRNemMwTFRGZk9EQXdWM2c0TURCSXwwNjMwYWMyYTdjODNlMTEzY2RlYWVlMjJiYWYxY2I2MmE5OWYzNjVkYWVhYTUzOWNiNDdhNTg4NjZjNWY5MmU4,https://api.mybihr.com/medias/1118374-2-800Wx800H?context=bWFzdGVyfHJvb3R8NzA1MDB8aW1hZ2UvanBlZ3xhREpsTDJoalpTOHlOamd3TXpJeU1URXdNall5TWk4eE1URTRNemMwTFRKZk9EQXdWM2c0TURCSXxkOTQzNmU2YmI4NGE3YTZmYWVlYzdhMWFiZGNmMTIyNmFjNTdjZWQ2YTFlOTFmYTY0YWMyNWQxMWQ1MWYxZThm,https://api.mybihr.com/medias/1118374-3-800Wx800H?context=bWFzdGVyfHJvb3R8NzIyMDN8aW1hZ2UvanBlZ3xhRFppTDJoa09TOHlOamd3TXpJeU1UUTVOVGd6T0M4eE1URTRNemMwTFROZk9EQXdWM2c0TURCSXw4Yjc4MzhhYTg2ZDQ0YWMxM2UxMDI5NWUyYzM5ODk3ZjgyNjdiYjlhZWRjMGZjOWNlYzRhZjMyZDYyYmI2N2Iy,https://api.mybihr.com/medias/1118374-4-800Wx800H?context=bWFzdGVyfHJvb3R8NjE5OTl8aW1hZ2UvanBlZ3xhR1k1TDJobE5pOHlOamd3TXpJeU1UZzRPVEExTkM4eE1URTRNemMwTFRSZk9EQXdWM2c0TURCSXw5Y2FkNjhkNGZlNTc2M2ZjODQ1Nzc3MmJmMmRiZGEyNDU4ZTM1OGUzYjM5MjlkNTNlYjU2OTFmMzA1MTM0ODAz,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,France Warehouse (Parts)
1118377,,CW60008,CYLINDER WORKS,"CYLWK CYLINDER 93,00MM","Cilindro CYLINDER WORKS - Ø93,00mm",626.31,517.61,336.45,CW60008,4,8714109090,0,1,"<p>Los cilindros ""est&aacute;ndar"" de Cylinder Works est&aacute;n dise&ntilde;ados con precisi&oacute;n y tienen dimensiones id&eacute;nticas a las del equipo original</p>
<ul>
<li>Di&aacute;metro est&aacute;ndar: 93 mm</li>
<li>Revestimiento del cilindro recubierto de carburo de silicio</li>
<li>Garantiza la fiabilidad y la longevidad del motor</li>
<li>Para reacondicionar un motor utilizando piezas id&eacute;nticas a las del equipo original</li>
</ul>
<p>ESPECIFICACIONES:</p>
<ul>
<li>Di&aacute;metro del cilindro 93 mm</li>
<li>Tipo de Kit de cilindro Di&aacute;metro est&aacute;ndar</li>
<li>Cilindrada 925cc</li>
<li>Tipo de motor 4 tiempos</li>
</ul>","
Los cilindros ""estándar"" de Cylinder Works están diseñados con precisión y tienen dimensiones idénticas a las del equipo original

Diámetro estándar: 93 mm
Revestimiento del cilindro recubierto de carburo de silicio
Garantiza la fiabilidad y la longevidad del motor
Para reacondicionar un motor utilizando piezas idénticas a las del equipo original


ESPECIFICACIONES:

Diámetro del cilindro 93 mm
Tipo de Kit de cilindro Diámetro estándar
Cilindrada 925cc
Tipo de motor 4 tiempos
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,18240,3336,376,245,198,Aluminio,Estándar,,https://api.mybihr.com/medias/1118377-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTU0MDJ8aW1hZ2UvanBlZ3xhR0kwTDJnME1pOHlOamd3TXpJeU16a3lNRFkzTUM4eE1URTRNemMzTFRGZk9EQXdWM2c0TURCSXxhM2MzYTRlYzBkYmU4NmI0NjQzMTQ3ZGU4NGQxMjBmNTVlY2Y5MWIyNDdhMDI2ZjhiNTJiNDBlMzcwZTJjNWEy,https://api.mybihr.com/medias/1118377-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODUzNTh8aW1hZ2UvanBlZ3xhRGcwTDJneE1pOHlOamd3TXpJeU5ETXhNemc0Tmk4eE1URTRNemMzTFRKZk9EQXdWM2c0TURCSXwyOTJlODViYjhjNDNhZGY3NmQ5YmJiNzRlMmFlNzdhZjEyOTEzZjUwYTUwZjkwODAzNzQ1ZTRkMjdhMzg2YzRj,https://api.mybihr.com/medias/1118377-3-800Wx800H?context=bWFzdGVyfHJvb3R8NzY3Mjl8aW1hZ2UvanBlZ3xhREV5TDJneU1DOHlOamd3TXpJeU5EY3dOekV3TWk4eE1URTRNemMzTFROZk9EQXdWM2c0TURCSXxlMmZiNzExYzZjNDQ4MWQ3NDVhZGExMmZiZmRiMGM4NmYyNzEyZjNhOGM1ZjAzMjEyOGY0MTYyMDdlNTlkMTNh,https://api.mybihr.com/medias/1118377-4-800Wx800H?context=bWFzdGVyfHJvb3R8MTM2MzE4fGltYWdlL2pwZWd8YURWbEwyZzNOUzh5Tmpnd016SXlOVEV3TURNeE9DOHhNVEU0TXpjM0xUUmZPREF3VjNnNE1EQkl8YzllZTA0OGMxNTU2Njc2ZDdiMjg5MjJiNjEwMWUzYTM4OTFhNzkwNjgzZjc4OWRlOTAwMTMyZGUxOTc3ZWNmYQ,https://api.mybihr.com/medias/1118377-5-800Wx800H?context=bWFzdGVyfHJvb3R8MzY3MjU3NXxpbWFnZS9naWZ8YURsaEwyZzRNeTh5Tmpnd016SXlOVFUxT1RBM01DOHhNVEU0TXpjM0xUVmZPREF3VjNnNE1EQkl8MGEzNTc1ZTBjNmI5ZGVlNmZmNWRmNTQ3MTZjODdkOGMxNzE3YmM1MmRhODcyNThmOTBiNzY4NWUzYjJiZmJkOQ,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,France Warehouse (Parts)
1118371,,10005,CYLINDER WORKS,"CYLWK CYLINDER 96,00MM","Cilindro CYLINDER WORKS - Ø96,00mm",391.81,323.81,210.48,10005,2,8714109090,0,1,"<p>Los cilindros ""est&aacute;ndar"" de Cylinder Works est&aacute;n dise&ntilde;ados con precisi&oacute;n y tienen dimensiones id&eacute;nticas a las del equipo original</p>
<ul>
<li>Di&aacute;metro est&aacute;ndar: 96 mm</li>
<li>Revestimiento del cilindro recubierto de carburo de silicio</li>
<li>Garantiza la fiabilidad y la longevidad del motor</li>
<li>Para reacondicionar un motor utilizando piezas id&eacute;nticas a las del equipo original</li>
</ul>
<p>ESPECIFICACIONES:</p>
<ul>
<li>Di&aacute;metro del cilindro 96 mm</li>
<li>Tipo de Kit de cilindro Di&aacute;metro est&aacute;ndar</li>
<li>Cilindrada 449cc</li>
<li>Tipo de motor 4 tiempos</li>
</ul>","
Los cilindros ""estándar"" de Cylinder Works están diseñados con precisión y tienen dimensiones idénticas a las del equipo original

Diámetro estándar: 96 mm
Revestimiento del cilindro recubierto de carburo de silicio
Garantiza la fiabilidad y la longevidad del motor
Para reacondicionar un motor utilizando piezas idénticas a las del equipo original


ESPECIFICACIONES:

Diámetro del cilindro 96 mm
Tipo de Kit de cilindro Diámetro estándar
Cilindrada 449cc
Tipo de motor 4 tiempos
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,9086,1606,236,220,175,Aluminio,Estándar,,https://api.mybihr.com/medias/1118371-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTgyNDN8aW1hZ2UvanBlZ3xhR1E0TDJoaU1pOHlOamd3TXpJeE9URXpOalUwTWk4eE1URTRNemN4TFRGZk9EQXdWM2c0TURCSXwwZDYxZWZiMGNhNTFkMzhhMjI0YThkYjg2NDY4ODY5OTFjNTBmOWU2YjA4MTRlNTMzMGY4YjJlYjU5NWVmZGFh,https://api.mybihr.com/medias/1118371-2-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ2MzF8aW1hZ2UvanBlZ3xhRFJoTDJoaE5TOHlOamd3TXpJeE9UVXlPVGMxT0M4eE1URTRNemN4TFRKZk9EQXdWM2c0TURCSXwyYTQzODY2Yzk0ZWMyZDYxNWEzNTk3NDU5MmE0ODY1MTY1NmQ0NDE5YWY5OTBkNmY3NDliYTliYTA1NDAxNjdk,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,France Warehouse (Parts)
1118370,,10008,CYLINDER WORKS,"CYLWK CYLINDER 96,00MM","Cilindro CYLINDER WORKS - Ø96,00mm",433.98,358.66,233.13,10008,2,8714109090,0,1,"<p>Los cilindros ""est&aacute;ndar"" de Cylinder Works est&aacute;n dise&ntilde;ados con precisi&oacute;n y tienen dimensiones id&eacute;nticas a las del equipo original</p>
<ul>
<li>Di&aacute;metro est&aacute;ndar: 96 mm</li>
<li>Revestimiento del cilindro recubierto de carburo de silicio</li>
<li>Garantiza la fiabilidad y la longevidad del motor</li>
<li>Para reacondicionar un motor utilizando piezas id&eacute;nticas a las del equipo original</li>
</ul>
<p>ESPECIFICACIONES:</p>
<ul>
<li>Di&aacute;metro del cilindro 96 mm</li>
<li>Tipo de Kit de cilindro Di&aacute;metro est&aacute;ndar</li>
<li>Cilindrada 449cc</li>
<li>Tipo de motor 4 tiempos</li>
</ul>","
Los cilindros ""estándar"" de Cylinder Works están diseñados con precisión y tienen dimensiones idénticas a las del equipo original

Diámetro estándar: 96 mm
Revestimiento del cilindro recubierto de carburo de silicio
Garantiza la fiabilidad y la longevidad del motor
Para reacondicionar un motor utilizando piezas idénticas a las del equipo original


ESPECIFICACIONES:

Diámetro del cilindro 96 mm
Tipo de Kit de cilindro Diámetro estándar
Cilindrada 449cc
Tipo de motor 4 tiempos
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,9137,1641,241,213,178,Aluminio,Estándar,,https://api.mybihr.com/medias/1118370-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzM3MzZ8aW1hZ2UvanBlZ3xhR1poTDJnM09TOHlOamd3TXpJeE56RTNNRFEyTWk4eE1URTRNemN3TFRGZk9EQXdWM2c0TURCSXxiNjM2MjdmMDI2MGJkNTQ0YTMxODE2ZmU2MTViNzJjN2ZiZTI1MjMyM2U1M2JlNDFkNWExNWEzZjI0MjliMGZi,https://api.mybihr.com/medias/1118370-2-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk0MzZ8aW1hZ2UvanBlZ3xhRGczTDJnNE55OHlOamd3TXpJeE56VTJNelkzT0M4eE1URTRNemN3TFRKZk9EQXdWM2c0TURCSXw2YWFjNjRjNGI2MThhZmFlZjg2OTdlYzU2ZGE1YzE4ZmUwMTc2NjEwMDRhNGNhZDI5NWVjYzZiZTUzZjUwYmEz,https://api.mybihr.com/medias/1118370-3-800Wx800H?context=bWFzdGVyfHJvb3R8ODQ2OTR8aW1hZ2UvanBlZ3xhREUwTDJnNU5TOHlOamd3TXpJeE56azFOamc1TkM4eE1URTRNemN3TFROZk9EQXdWM2c0TURCSXw5YTIzZjM2M2E0ZTllYzFiNzU0ZjBlMmI4MjgxMTE5NjAzY2U3ODQ4YzUzNTJkMTBlZGJiMmRiM2I2MTdmOTM1,https://api.mybihr.com/medias/1118370-4-800Wx800H?context=bWFzdGVyfHJvb3R8Nzg0Nzd8aW1hZ2UvanBlZ3xhRFl4TDJobFlTOHlOamd3TXpJeE9ETTFNREV4TUM4eE1URTRNemN3TFRSZk9EQXdWM2c0TURCSXwzNmEyZDEwZWZlODk1ZjY0ZmY5MTk2MGZiYTM1NmE3ZTZjZWM3YjExZWYwZmI5ODAwODQyNjk5Nzc2NDcyZTZh,https://api.mybihr.com/medias/1118370-5-800Wx800H?context=bWFzdGVyfHJvb3R8NjgzMjJ8aW1hZ2UvanBlZ3xhR1ZsTDJobU55OHlOamd3TXpJeE9EYzBNek15Tmk4eE1URTRNemN3TFRWZk9EQXdWM2c0TURCSXw3NmQ4OWYzNzU5YzY1OTAzN2FkZmVlZmQxODhmMjhkYTc5MTFiZGM5MmIwMTI1YTJiOWI2NGJhNzc3ZDQ5MGU5,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,France Warehouse (Parts)
1128226,,CW20011,CYLINDER WORKS,"CYLWK CYLINDER 54,00MM","Cilindro CYLINDER WORKS - Ø54,00mm",553.28,457.26,297.22,CW20011,4,8714109090,0,1,"<p>Cilindro Cylinder Works di&aacute;metro est&aacute;ndar,&nbsp;54 mm de di&aacute;metro.</p>
<p>&nbsp;</p>
<p><strong>Especificaciones</strong></p>
<ul>
<li>Di&aacute;metro del cilindro: 54 mm</li>
<li>Tipo de kit de cilindro: est&aacute;ndar</li>
<li>Cilindrada: 125 cc</li>
<li>Tipo de motor: 2 tiempos</li>
</ul>","
Cilindro Cylinder Works diámetro estándar, 54 mm de diámetro.

 

Especificaciones

Diámetro del cilindro: 54 mm
Tipo de kit de cilindro: estándar
Cilindrada: 125 cc
Tipo de motor: 2 tiempos
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,9235,1666,238,218,178,Aluminio,,,https://api.mybihr.com/medias/800Wx800H-1128226-1.jpg?context=bWFzdGVyfHJvb3R8MTAyNTgwfGltYWdlL2pwZWd8YUdJM0wyaGxNeTgyTnpNNE1qZ3dPRFl3T0RjNU9DODRNREJYZURnd01FaGZNVEV5T0RJeU5pMHhMbXB3Wnd8YzY0NzFiNWRjOGRiNzIwMjJlYzQ5MWQxYzEyYjU4OWI0N2EwMzQxOTQ2YTY1NjA5ZDBhNzRmYjcwYTVmZTk5Yg,https://api.mybihr.com/medias/800Wx800H-1128226-2.jpg?context=bWFzdGVyfHJvb3R8OTkwOTN8aW1hZ2UvanBlZ3xhR0prTDJnNFpDODJOek00TWpnd09UQTJOelUxTUM4NE1EQlhlRGd3TUVoZk1URXlPREl5TmkweUxtcHdad3xiMTRiZTlkNTgwOThhMzI2NmVhYWMwM2VkNzE0NmE1MzJiYjk1OGYxM2Y0M2M1OGEwOTNkZWQwN2M2M2IxZDYw,https://api.mybihr.com/medias/800Wx800H-1128226-3.jpg?context=bWFzdGVyfHJvb3R8MTAwNDA1fGltYWdlL2pwZWd8YURGakwyZzRNQzgyTnpNNE1qZ3dPVFEyTURjMk5pODRNREJYZURnd01FaGZNVEV5T0RJeU5pMHpMbXB3Wnd8YzFkOTFkYmUwZDE2YjhkZTU2NjEyMzI5OTEwYmMyYjEzYjAwNGQ3M2ZkZTY5YmY4MWFhNTg4ZmE2NWRjNDgzNw,https://api.mybihr.com/medias/800Wx800H-1128226-4.jpg?context=bWFzdGVyfHJvb3R8OTE3NTJ8aW1hZ2UvanBlZ3xhRGhtTDJnM01pODJOek00TWpnd09UZzFNems0TWk4NE1EQlhlRGd3TUVoZk1URXlPREl5TmkwMExtcHdad3xkOWM1MjYxZTI5ODBkZTg3ODc4ODViMTllZGY2NzYxYzllYWU1OTU5OWQzM2NlZjI4NzVhZjc5OGJhMjVlYjUx,https://api.mybihr.com/medias/800Wx800H-1128226-5.jpg?context=bWFzdGVyfHJvb3R8OTE4MjR8aW1hZ2UvanBlZ3xhRFptTDJnNU1DODJOek00TWpneE1ESTBOekU1T0M4NE1EQlhlRGd3TUVoZk1URXlPREl5TmkwMUxtcHdad3w0NWU3ODE0MjVlNGEwMmExNDZjZTI3OGY1ZDIwNzg0YWIxMTYyOTA0NDI1YzE2YzQyNmNmZWJhNDAwZjUyOTRm,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1152826,,CW20011K01,CYLINDER WORKS,"CYLWK CYLINDER KIT 54,00MM",Kit cilindro CYLINDER WORKS estándar - Ø 54mm,683.90,565.21,367.39,8-CW20011K01,2,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,10087,1797,287,213,165,,Estándar,,https://api.mybihr.com/medias/800Wx800H-1152826-1.jpg?context=bWFzdGVyfHJvb3R8NTg3MjZ8aW1hZ2UvanBlZ3xhRE5sTDJoaE9TOHhNREV4TmpVM01UZzFNell5TWpJdk9EQXdWM2c0TURCSVh6RXhOVEk0TWpZdE1TNXFjR2N8NjJjMGQ4MzczMmIzMWE2N2QyYzU0NjNmMDcxYmRiNTA5MGRmYTIxMzgzNzA3YTY4Zjc5OGI0ZGI3ZjIxY2U2Yw,https://api.mybihr.com/medias/800Wx800H-1152826-2.jpg?context=bWFzdGVyfHJvb3R8OTU3NzZ8aW1hZ2UvanBlZ3xhR05qTDJoaU5pOHhNREV4TmpVM01UZzVNamswTXpndk9EQXdWM2c0TURCSVh6RXhOVEk0TWpZdE1pNXFjR2N8MDMwY2EwN2ZiZGU5MTllNTc4YTUyYTZmNjZiOGJkNTE0NjUxNTZlZTkyMDcyNDA3YzE0ZWQ1Yzc2MGM1ZDllNA,https://api.mybihr.com/medias/800Wx800H-1152826-3.jpg?context=bWFzdGVyfHJvb3R8MTAwNTg1fGltYWdlL2pwZWd8YUdSaUwyZzVOaTh4TURFeE56Z3pOamMzTnpBMk5UUXZPREF3VjNnNE1EQklYekV4TlRJNE1qWXRNeTVxY0djfGY4NmY3N2ZiNmZjNDYwNDVhZGFkMDZmYjk0ODcwMTlmZjUxMWM3MGRkNGI0OWVkNDRhYjQyNWUzNjA0M2JmNmQ,https://api.mybihr.com/medias/800Wx800H-1152826-4.jpg?context=bWFzdGVyfHJvb3R8MTE1MzUyfGltYWdlL2pwZWd8YURFMEwyaGxZeTh4TURFeE56Z3pOamd4TmpNNE56QXZPREF3VjNnNE1EQklYekV4TlRJNE1qWXROQzVxY0djfGRlNDE2OTI0MmQ3M2Y0MGM3MjdkZDc3YzVmM2ZkMTY0YzU4ZTc1Y2VjZjcwMWRkNjJiYTM4YTMwNWM5NWFlMzk,https://api.mybihr.com/medias/800Wx800H-1152826-5.jpg?context=bWFzdGVyfHJvb3R8MTMzNDQ0fGltYWdlL2pwZWd8YUdFeUwyaG1PUzh4TURFeE56Z3pOamcxTlRjd09EWXZPREF3VjNnNE1EQklYekV4TlRJNE1qWXROUzVxY0djfGQxYmI2MzVlNzU0ZmZkZjUxOGQzMDdlNDQ5NWUxMDAyNWM0ZWY3MmFkNDQxYjkzMTA4NTczYWU3ZTAzZmQyZDE,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
1006423,46568,30001-K02,CYLINDER WORKS,"CYLWK CYLINDER 77,00MM",Kit de cilindro completo CYLINDER WORKS - Ø77mm,706.53,583.91,379.54,30001-K02,3,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,11020,1396,286,228,169,,,,https://api.mybihr.com/medias/1006423-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQzNjZ8aW1hZ2UvanBlZ3xhR1ZsTDJobE1TODRPVFExTnpNMU16TTFPVFkyTHpFd01EWTBNak10TVY4NE1EQlhlRGd3TUVnfDRlZWFjNDY4NGFhYWM1ZTBmMWRhNzc1MzhkMGJhZTdlNjNjZDhiN2UxYTk1YjFhYzM5NmE2OTc4NjU4MjUxZTY,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/CYLINDER_WORKS-pictures.zip,Spain Warehouse (Parts)
