PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,V-Talla,V-Talla de calzado,V-Tamaño,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (cm),Capacidad de portaequipajes (L),Capacidad/litros (L),Colección,Color,Color de la lente,Compatible con uso de gafas,Composición,Contraste,Gama,Género,Longitud (cm),Luminosidad,País de origen,Profundidad (cm),Resistente a la intemperie,Talla,Tipo de portaequipajes,Transmisión de luz (%),Uso,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,Picture10,Picture11,Picture12,Picture13,Picture14,Picture15,AllPicturesZIP,DeliveryPlant
8009182002,,OO9280-0839,OAKLEY,"OAKLY SUNGL BXTR PZM, BRN/BRN",Gafas de Sol OAKLEY BXTR Patrick Mahomes II Collection Lentes Prizm Tungsten,192.00,158.68,111.08,888392614834,0,9004901000,0,1,"<p>Atrevidas y a la vez sofisticadas, las BXTR Patrick Mahomes II Signature Series son una celebración de la confianza y los logros. Desde el tono tostado mate del centro de la montura, que se va desvaneciendo primero en tonalidades doradas y después en un gris frío, el color de la montura representa al líder tranquilo, sereno y de éxito en el que se ha convertido.</p>
<p>Como modelo de gafas de sol, las BXTR también rinden homenaje a la Baxter Street, un lugar popular de Los Ángeles para patinar y hacer skate donde el estilo y la autenticidad están siempre presentes, al igual que el bicampeón de la Super Bowl.</p>
<p>En un guiño a la herencia de Oakley, las BXTR presentan un diseño de pantalla y unas varillas de gatillo modernizadas inspiradas en las gafas de sol Razor Blade originales de Oakley, combinadas con un degradado mate en tres colores que realza la individualidad. Además, la montura está fabricada con BiO-matter®*, un material de origen vegetal que proporciona ligereza, comodidad y durabilidad. Por último, este modelo incluye unos cristales Prizm™ Tungsten para mejorar el color y el contraste en tu vida cotidiana. Las gafas se presentan en una microbolsa y una funda de caja personalizadas.</p>
<p>*Bio-matter está fabricado con biomateriales que tienen al menos un 56 % de contenido de carbono de origen biológico (lo que representa la relación entre el aceite de ricino y las fuentes fósiles).</p>
<p>&nbsp;</p>
<p>TAMAÑO: L (135MM)</p>","
Atrevidas y a la vez sofisticadas, las BXTR Patrick Mahomes II Signature Series son una celebración de la confianza y los logros. Desde el tono tostado mate del centro de la montura, que se va desvaneciendo primero en tonalidades doradas y después en un gris frío, el color de la montura representa al líder tranquilo, sereno y de éxito en el que se ha convertido.

Como modelo de gafas de sol, las BXTR también rinden homenaje a la Baxter Street, un lugar popular de Los Ángeles para patinar y hacer skate donde el estilo y la autenticidad están siempre presentes, al igual que el bicampeón de la Super Bowl.

En un guiño a la herencia de Oakley, las BXTR presentan un diseño de pantalla y unas varillas de gatillo modernizadas inspiradas en las gafas de sol Razor Blade originales de Oakley, combinadas con un degradado mate en tres colores que realza la individualidad. Además, la montura está fabricada con BiO-matter®*, un material de origen vegetal que proporciona ligereza, comodidad y durabilidad. Por último, este modelo incluye unos cristales Prizm™ Tungsten para mejorar el color y el contraste en tu vida cotidiana. Las gafas se presentan en una microbolsa y una funda de caja personalizadas.

*Bio-matter está fabricado con biomateriales que tienen al menos un 56 % de contenido de carbono de origen biológico (lo que representa la relación entre el aceite de ricino y las fuentes fósiles).

 

TAMAÑO: L (135MM)",RIDER GEAR,EYEWEAR,EYEWEAR SUNGLASSES,,Marrón / Marrón,,,,717,160,161,81,55,,,,,2023,,Prizm Tungsten,,,,,,,,,,,L,,,,https://api.mybihr.com/medias/800Wx800H-8009182002-1.jpg?context=bWFzdGVyfHJvb3R8MTQ3MDV8aW1hZ2UvanBlZ3xhR1ptTDJoa09TODFNRGN3TlRNM09EWXdOekV6TkM4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd01pMHhMbXB3Wnd8YWJhMTEyZWQ2NDc5NzFiZTQ0MDU1MzQwYzU1Y2VjZTI0YTUwYjhmMTRiZWU4MTNlYzljMWMxZmJlYWM4ZTJlZQ,https://api.mybihr.com/medias/800Wx800H-8009182002-2.jpg?context=bWFzdGVyfHJvb3R8MTI3ODZ8aW1hZ2UvanBlZ3xhREkwTDJnNE15ODFNRGN3TmpnNE5qUTFPVFF5TWk4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd01pMHlMbXB3Wnd8ZGNkN2M1MTU0M2I0OWEyNmRlOTQ1ODcyZjM4Y2UzNTg3YmIyMzViY2UzYjg4Yjg4NzU2YzVkNjkyMGI0MTM3NA,https://api.mybihr.com/medias/800Wx800H-8009182002-3.jpg?context=bWFzdGVyfHJvb3R8MTU2Nzl8aW1hZ2UvanBlZ3xhR00wTDJnNU1DODFNRGN3TmpnNE5qZzFNall6T0M4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd01pMHpMbXB3Wnd8ZjE0ZTVjYzRjMWJlY2RmMjVjODkxN2NhN2JkNTQzMjE1MjE4Y2JiOTdkOTY3ZDM4YmY5YWE4ZmZkMDFlYTRkZQ,https://api.mybihr.com/medias/800Wx800H-8009182002-4.jpg?context=bWFzdGVyfHJvb3R8MTExNzh8aW1hZ2UvanBlZ3xhR1prTDJobE5TODFNRGN3TmpnNE56STBOVGcxTkM4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd01pMDBMbXB3Wnd8ZmMxNDg4OWQwZDQwMmU3NWJkODBhOGMzZTUzOGU5ZDI2N2QwOWYxNzg4YzRkOWM4MjZkN2RmNGZlMWI3NWE5NQ,https://api.mybihr.com/medias/800Wx800H-8009182002-5.jpg?context=bWFzdGVyfHJvb3R8MTY2NzB8aW1hZ2UvanBlZ3xhRGhpTDJobU15ODFNRGN3TmpnNE56WXpPVEEzTUM4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd01pMDFMbXB3Wnd8ZTQwOWUwYzYyZmQ0NjQ2MTE4ZjQ4OTVmY2ZmZjdjMDQ5MjQ2M2I5MTMwOTEyODNmNDA2ODU3MWU1YzQzNzU2NQ,https://api.mybihr.com/medias/800Wx800H-8009182002-6.jpg?context=bWFzdGVyfHJvb3R8MTYyMTN8aW1hZ2UvanBlZ3xhREk0TDJoaU55ODFNRGN3TmpnNE9EQXpNakk0Tmk4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd01pMDJMbXB3Wnd8YzY2NjE4OThhMjkwMDYzM2E2ODQ0MjM0NDA0YjQ1NjVjZGExODEzZGViODExMzhmM2IwZDJkNDVkYTI4M2Q5YQ,https://api.mybihr.com/medias/800Wx800H-8009182002-7.jpg?context=bWFzdGVyfHJvb3R8MTg4MDN8aW1hZ2UvanBlZ3xhRGxpTDJoaE9TODFNRGN3TmpnNE9EUXlOVFV3TWk4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd01pMDNMbXB3Wnd8YzZjMmEzMGMyNTQ1NzdkNmQyMzg1OTE5YTRlZmE2YjQyNjVhYTc2NTkwZmQwYjU1ZDBmNGZmYjU0MmYzODVlMA,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/OAKLEY-pictures.zip,Spain Warehouse (Parts)
8009182005,,OO9280-0339,OAKLEY,"OAKLY SUNGL BXTR PZM, MBL/BLU",Gafas de Sol OAKLEY BXTR Lentes Prizm Sapphire,172.00,142.15,99.51,888392601780,0,9004109100,0,1,"<p>BXTR rinde homenaje a Baxter Street, un popular destino para el skate en Los Ángeles donde el estilo y la autenticidad siempre están a la vista, igual que esta montura. Las gafas de sol son el resultado de la estrecha colaboración entre el equipo de diseñadores de Oakley® y los amigos de la marca, en busca de la siguiente propuesta moderna de gafas para el día a día. Como guiño al pasado, las BXTR tienen un diseño de pantalla y varillas modernizadas con forma de gatillo inspiradas en las de las gafas de sol Razor Blade originales, mezclado con un estilo moderno que eleva la individualidad. El material de la montura de origen vegetal BiO-Matter®* proporciona comodidad, ligereza y durabilidad.</p>
<p><em>*El BiO-Matter está fabricado con biomateriales con un contenido mínimo de 56% de carbono derivado de materiales orgánicos (proporción representante de aceite de ricino a fuentes fósiles)</em></p>
<p><strong>PRIZM SAPPHIRE</strong></p>
<ul>
	<li>TRANSMISIÓN DE LUZ: 12 %</li>
	<li>CONDICIONES DE LUZ: LUZ BRILLANTE</li>
	<li>COLOR DE LENTES BASE: GRIS</li>
	<li>NOTA INFORMATIVA: 3</li>
</ul>

<p><strong>Talla</strong>: L (135mm)</p>

<ul>
	<li>Altura de la lente: 55,1 mm</li>
	<li>Ancho de la montura: 134,9 mm</li>
	<li>Longitud del brazo: 139 mm</li>
</ul>

<p><strong>Ajuste de puente alto</strong>: Ofrece una mayor seguridad y comodidad si tienes un puente nasal alto y pómulos bajos. Una buena opción si tu nariz se sitúa por encima de las pupilas.</p>","
BXTR rinde homenaje a Baxter Street, un popular destino para el skate en Los Ángeles donde el estilo y la autenticidad siempre están a la vista, igual que esta montura. Las gafas de sol son el resultado de la estrecha colaboración entre el equipo de diseñadores de Oakley® y los amigos de la marca, en busca de la siguiente propuesta moderna de gafas para el día a día. Como guiño al pasado, las BXTR tienen un diseño de pantalla y varillas modernizadas con forma de gatillo inspiradas en las de las gafas de sol Razor Blade originales, mezclado con un estilo moderno que eleva la individualidad. El material de la montura de origen vegetal BiO-Matter®* proporciona comodidad, ligereza y durabilidad.

*El BiO-Matter está fabricado con biomateriales con un contenido mínimo de 56% de carbono derivado de materiales orgánicos (proporción representante de aceite de ricino a fuentes fósiles)

PRIZM SAPPHIRE

	TRANSMISIÓN DE LUZ: 12 %
	CONDICIONES DE LUZ: LUZ BRILLANTE
	COLOR DE LENTES BASE: GRIS
	NOTA INFORMATIVA: 3



Talla: L (135mm)


	Altura de la lente: 55,1 mm
	Ancho de la montura: 134,9 mm
	Longitud del brazo: 139 mm



Ajuste de puente alto: Ofrece una mayor seguridad y comodidad si tienes un puente nasal alto y pómulos bajos. Una buena opción si tu nariz se sitúa por encima de las pupilas.",RIDER GEAR,EYEWEAR,EYEWEAR SUNGLASSES,,Negro mate / Azul,,,,708,75,163,82,53,,,,,2024,,Prizm Sapphire,,,,,,,,,,,L,,,,https://api.mybihr.com/medias/800Wx800H-8009182005-1.jpg?context=bWFzdGVyfHJvb3R8MTcwOTB8aW1hZ2UvanBlZ3xhR016TDJoa1pDODJOVEEyTXpneE56STRNVFUyTmk4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd05TMHhMbXB3Wnd8NDUzNjA1NDI3ZThmOWY4Mzc1MWZkNmY2OGQ5ZmRkMzg3OTQwMTA4ZTA2OTg4ZjFkMjBiOWQwNWI2NWIzMDA4MA,https://api.mybihr.com/medias/800Wx800H-8009182005-2.jpg?context=bWFzdGVyfHJvb3R8MTQ4OTh8aW1hZ2UvanBlZ3xhRE0yTDJoa01DODJOVEEyTXpneE56WTNORGM0TWk4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd05TMHlMbXB3Wnd8YTQ1OWMwNjJlOGY5YzkwNTk3YzUxZmRkYmUzNjUyNTA5NTRiMGFkMWY3NTM5ZjBlOTFjM2M1ZTZjNGIyODE4OQ,https://api.mybihr.com/medias/800Wx800H-8009182005-3.jpg?context=bWFzdGVyfHJvb3R8MTYwNzZ8aW1hZ2UvanBlZ3xhR1prTDJnM1lTODJOVEEyTXpneE9EQTJOems1T0M4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd05TMHpMbXB3Wnd8ZTk5ZjJmODgxZTM0OWE0YWEwNDc1YmVlNzMyMzBkNDA4NjAyOGM3NGJiMDcxMmFkNWIyOTMwMGEwZTI2NTNkNw,https://api.mybihr.com/medias/800Wx800H-8009182005-4.jpg?context=bWFzdGVyfHJvb3R8MjEwNzJ8aW1hZ2UvanBlZ3xhRFZqTDJnMlpDODJOVEEyTXpneE9EUTJNVEl4TkM4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd05TMDBMbXB3Wnd8MzFlZWI0ZmM2ODU3OWI4MmU3NmIzNTA5ZTBlZjMwOTBiNTlkMWE4OThhZTdiZDY3NTRhNTE2NjM2ODYzOWE5Mw,https://api.mybihr.com/medias/800Wx800H-8009182005-5.jpg?context=bWFzdGVyfHJvb3R8MjQ5MjR8aW1hZ2UvanBlZ3xhR05sTDJnMVppODJOVEEyTXpneE9EZzFORFF6TUM4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd05TMDFMbXB3Wnd8YmRmNjYzYmE5NTZmN2YwNGY4ZTExZjNiZGU3ZjMwZWVhZjFmMGVjYjcxNjQ2Yjg3YWUwYzE5ZmYxZGViZjAxMA,https://api.mybihr.com/medias/800Wx800H-8009182005-6.jpg?context=bWFzdGVyfHJvb3R8MjEwODB8aW1hZ2UvanBlZ3xhRGsxTDJnd1lTODJOVEEyTXpneE9USTBOelkwTmk4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd05TMDJMbXB3Wnd8NDRmYzJiYWQ5N2QzZGNlNDNmYWNmNjkzZTU0ODVkNTEzOGViZjhlYTFhOTc3MzU3ZWRhYTlhZTdlNzgxOGUwMA,https://api.mybihr.com/medias/800Wx800H-8009182005-7.jpg?context=bWFzdGVyfHJvb3R8MTE0Mzd8aW1hZ2UvanBlZ3xhREJoTDJnd015ODJOVEEyTXpneE9UWTBNRGcyTWk4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBd05TMDNMbXB3Wnd8YmJjMzI4N2I3NTkwZGEzOTJkOWU4MzNjMzU4MmEzNmU2NDc2YTVhZjQ4MTFhN2JjOTAyYWNiOGZjODYxOGQ3Nw,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/OAKLEY-pictures.zip,Spain Warehouse (Parts)
8009182011,,OO9280-1939,OAKLEY,"OAKLY SUNGL BXTR PZM, BLK/MBL",Gafas de Sol OAKLEY BXTR MotoGP™ Collection Matte Black - Lentes Prizm Black,192.00,158.68,111.08,888392666246,0,9004109100,0,1,"<p>Con su inspiraci&oacute;n en la velocidad como arte en movimiento, MotoGP&trade; Signature Series BXTR captura la esencia<br>de los momentos dram&aacute;ticos del d&iacute;a de la carrera y las l&iacute;neas din&aacute;micas producidas por las motocicletas m&aacute;s r&aacute;pidas<br>del mundo. Con detalles monocrom&aacute;ticos en las varillas y un grabado en la lente con el logotipo de MotoGP, MotoGP<br>Signature Series BXTR celebra la pasi&oacute;n y el alto rendimiento que une a los aficionados a las carreras en todo el<br>mundo.<br>BXTR fue desarrollado por el equipo de Oakley&reg; como una nueva perspectiva sobre las gafas para uso diario.<br>Haciendo un gui&ntilde;o a la herencia de Oakley, las BXTR presentan un dise&ntilde;o de estilo m&aacute;scara y unas varillas de gatillo<br>modernizadas inspiradas en las gafas de sol Razor Blade originales de Oakley&reg;, todo ello combinado con un estilo<br>moderno para realzar su personalidad propia. El material de las monturas BiO‑Matter&trade;, de origen vegetal, proporciona<br>una gran ligereza, comodidad y durabilidad.<br><br>MotoGP&trade; Signature Series BXTR viene con una microbolsa y funda para la caja personalizadas.<br><br>&bull; DISE&Ntilde;O - Dise&ntilde;o de pantalla moderno inspirado en la primera montura de rendimiento deportivo de Oakley<br>&bull; MATERIAL DE MONTURA - La ligereza y durabilidad de la montura de BiO-Matter&reg; proporcionan comodidad durante<br>todo el d&iacute;a<br>&bull; GUI&Ntilde;O AL PASADO - El dise&ntilde;o modernizado de las varillas con forma de gatillo est&aacute; inspirado en las ic&oacute;nicas Razor<br>Blade de Oakley<br>&bull; AGARRE ANTIDESLIZANTE: Las plaquetas nasales de Unobtainium&reg; ofrecen un agarre antideslizante cuando est&aacute;n<br>h&uacute;medas para ayudar a aumentar la retenci&oacute;n<br>&bull; VE M&Aacute;S DETALLES - Disponible con la tecnolog&iacute;a de lentes Prizm&trade;, dise&ntilde;ada para realzar el color y el contraste y<br>permitirte ver m&aacute;s detalles.</p>","
Con su inspiración en la velocidad como arte en movimiento, MotoGP™ Signature Series BXTR captura la esenciade los momentos dramáticos del día de la carrera y las líneas dinámicas producidas por las motocicletas más rápidasdel mundo. Con detalles monocromáticos en las varillas y un grabado en la lente con el logotipo de MotoGP, MotoGPSignature Series BXTR celebra la pasión y el alto rendimiento que une a los aficionados a las carreras en todo elmundo.BXTR fue desarrollado por el equipo de Oakley® como una nueva perspectiva sobre las gafas para uso diario.Haciendo un guiño a la herencia de Oakley, las BXTR presentan un diseño de estilo máscara y unas varillas de gatillomodernizadas inspiradas en las gafas de sol Razor Blade originales de Oakley®, todo ello combinado con un estilomoderno para realzar su personalidad propia. El material de las monturas BiO‑Matter™, de origen vegetal, proporcionauna gran ligereza, comodidad y durabilidad.MotoGP™ Signature Series BXTR viene con una microbolsa y funda para la caja personalizadas.• DISEÑO - Diseño de pantalla moderno inspirado en la primera montura de rendimiento deportivo de Oakley• MATERIAL DE MONTURA - La ligereza y durabilidad de la montura de BiO-Matter® proporcionan comodidad durantetodo el día• GUIÑO AL PASADO - El diseño modernizado de las varillas con forma de gatillo está inspirado en las icónicas RazorBlade de Oakley• AGARRE ANTIDESLIZANTE: Las plaquetas nasales de Unobtainium® ofrecen un agarre antideslizante cuando estánhúmedas para ayudar a aumentar la retención• VE MÁS DETALLES - Disponible con la tecnología de lentes Prizm™, diseñada para realzar el color y el contraste ypermitirte ver más detalles.",RIDER GEAR,EYEWEAR,EYEWEAR SUNGLASSES,,Negro / Negro mate,,,,722,800,164,80,55,,,,,2025,,Prizm Black,,,,,,,,,,,L,,,,https://api.mybihr.com/medias/800Wx800H-8009182011-1.jpg?context=bWFzdGVyfHJvb3R8NTMyMzJ8aW1hZ2UvanBlZ3xhRE15TDJnNVlpODRNekE0TXpRMU1USXpOak00TWk4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBeE1TMHhMbXB3Wnd8ZTU1ODdiNzM2MmE1NTk4YzAxMTI3ZmFiOTMwOWUzYmNmYzA1OTFkNGZhOWJhY2UwNTg0ZmYwMTdlMTFlZDJmZA,https://api.mybihr.com/medias/800Wx800H-8009182011-2.jpg?context=bWFzdGVyfHJvb3R8NDI3MzJ8aW1hZ2UvanBlZ3xhR0UxTDJnNFpDODRNekE0TXpRMU1UWXlPVFU1T0M4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBeE1TMHlMbXB3Wnd8NmVhNmYzMjAzMDdlYWJlYmY2MGY5OGI2NGM5OTdhZGYxYWYyNDk4OTZjMTJlYzhhMWQ5NjFkZjU5Y2NjNzdjMA,https://api.mybihr.com/medias/800Wx800H-8009182011-3.jpg?context=bWFzdGVyfHJvb3R8NjAxMDR8aW1hZ2UvanBlZ3xhRFU1TDJnek9DODRNekE0TXpRMU1qQXlNamd4TkM4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBeE1TMHpMbXB3Wnd8MTU2NDNhNTkwYjM2N2E1ZjllNzRiZWM3ZWZkMmJkNGM1NDc5MGIxNDU3MTNjZTk4ZTNmNGJkNjM5NzVjMmVjNw,https://api.mybihr.com/medias/800Wx800H-8009182011-4.jpg?context=bWFzdGVyfHJvb3R8NDE5OTd8aW1hZ2UvanBlZ3xhR05pTDJneVlTODRNekE0TXpRMU1qUXhOakF6TUM4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBeE1TMDBMbXB3Wnd8Yzg0N2EwODU2NzU4YzZiOTdkYjRiZjQzYWIwOTM0ZTlhNzZhZTgyZjc5NmRlZTJlYjhkNmQ2YzQyYzViZmE4Nw,https://api.mybihr.com/medias/800Wx800H-8009182011-5.jpg?context=bWFzdGVyfHJvb3R8NjE5OTZ8aW1hZ2UvanBlZ3xhRE5sTDJneFpDODRNekE0TXpRMU1qZ3dPVEkwTmk4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBeE1TMDFMbXB3Wnd8MjVmNGQ5YTQwYmZkNjBkYTU5ZDc3ZTQyOGQ2MWYzOWI1Y2ExMmYwOGMxNGQyOTkwZjdkMmZkNDZkMzZhNjg2Mg,https://api.mybihr.com/medias/800Wx800H-8009182011-6.jpg?context=bWFzdGVyfHJvb3R8NzA4NDJ8aW1hZ2UvanBlZ3xhREJrTDJnek9DODRNekE0TXpRMU16SXdNalEyTWk4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBeE1TMDJMbXB3Wnd8ZTMzOWI4NWI4MGM1MWY0ZGJkYWYxOGVmMzEzNzQyYTkyNTBhYWUwODU4M2M2ZDU3YzkzZGRlYWYxZDFlZjdkZA,https://api.mybihr.com/medias/800Wx800H-8009182011-7.jpg?context=bWFzdGVyfHJvb3R8ODkxMDJ8aW1hZ2UvanBlZ3xhRFJpTDJnME15ODRNekE0TXpRMU16VTVOVFkzT0M4NE1EQlhlRGd3TUVoZk9EQXdPVEU0TWpBeE1TMDNMbXB3Wnd8NzI4YWQwYzNlNTRhODlmNDc3ZDBmNjU3ZGU5MzkwMDUyOTU1YzM5OTNmYWI2NzNlN2QxNzZlY2QzZTg1Y2IzMg,https://api.mybihr.com/medias/800Wx800H-8009182011-8.jpg?context=bWFzdGVyfHJvb3R8NTQzNTM5fGltYWdlL2pwZWd8YUdRNEwyZzFNQzg0TXpBNE16UTFNems0T0RnNU5DODRNREJYZURnd01FaGZPREF3T1RFNE1qQXhNUzA0TG1wd1p3fGI3ZTVlZGMwMzVhZGNhNjc4MGFjMTFmMzlmZjdhYjNhOTU5YzY3NDZkOWI4NmEwYThmOGNkZjdmYzNjMDNjMmU,,,,,,,,https://static.bihr.pro/eBihr/Pictures/OAKLEY-pictures.zip,Spain Warehouse (Parts)
