PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Embalaje,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1055331,445924,050020200.NG10,MFW,MFW ADAPTOR FOOT PEGS,Adaptadores de reposapié V Parts Standard BMW F650CS,19.51,16.12,10.48,050020200.NG10,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>CNC Machined from high grade aluminium</li></ul> </body> </html>","        CNC Machined from high grade aluminium  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,873,128,163,119,45,,,,https://api.mybihr.com/medias/1055331-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTc1MjF8aW1hZ2UvanBlZ3xhRGM1TDJnNU5pODRPVGN4T1RreE9UY3pPVEU0THpFd05UVXpNekV0TVY4NE1EQlhlRGd3TUVnfGVhMzBiZTZjNmNmZTkwMjE4OGYxNDBmNTIwNDRlMTQxODM4ZDJiNTc4MGM0YWU1ZTQyMjRmZjNmYTJhNzEwN2E,https://api.mybihr.com/medias/1055331-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTk5NTJ8aW1hZ2UvanBlZ3xhR1kxTDJobE5DODRPVGN4T1RreU1UY3dOVEkyTHpFd05UVXpNekV0TWw4NE1EQlhlRGd3TUVnfGYwYThmNjZjNmM3MTMwMzJiMGQ2MmFhMjgwNjBkYzQ0ZTJiOGUxYTA5MWE2YTgxNjEwY2U3ZjlmODMzYmE2M2M,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055306,442422,051080410.NG10,MFW,MFW ADAPTOR 051080410.NG10,Adaptadores de reposapié MFW Traseros YAMAHA R6/R1,49.49,40.90,26.59,051080410.NG10,1,8714109090,0,1,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,488,81,164,119,25,,,por pareja,https://api.mybihr.com/medias/1055306-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwMzZ8aW1hZ2UvanBlZ3xhRGxsTDJoaE1DODRPVGN4T1RnNE5qTXhOVGd5THpFd05UVXpNRFl0TVY4NE1EQlhlRGd3TUVnfDg4YTRjOWMxM2JjMWRmYzVmYzczZWJmMzA5NzE4ODQ2YmIzZGVmZDI0NmEwMDA0ZTIzYzUxZmY4YTJlODA1MWE,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055226,442628,051010210.NG10,MFW,MFW ADAPTOR 051010210.NG10,Adaptadores de reposapié Traseros APRILIA,47.50,39.26,25.52,051010210.NG10,1,8714109090,0,1,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,562,67,168,124,27,,,por pareja,https://api.mybihr.com/medias/1055226-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwMzR8aW1hZ2UvanBlZ3xhRFJtTDJnNU1pODRPVGN4T1RjM09ERTRNVFF5THpFd05UVXlNall0TVY4NE1EQlhlRGd3TUVnfGZkZWU5M2YyYjJiODRjMzAwNDU0YmFjZDI5MzdmNTI5Y2NiMmNkMzZmZjkyNDJiOTg3MDA0MzBiYjBhODNkYTU,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055272,442321,051060130.NG10,MFW,MFW ADAPTOR 051060130.NG10,Adaptadores de reposapié MFW Delanteros Suzuki GSX-R,49.49,40.90,26.59,051060130.NG10,2,8714109090,0,1,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,491,70,165,119,25,,,por pareja,https://api.mybihr.com/medias/1055272-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwMzZ8aW1hZ2UvanBlZ3xhREJsTDJobE9DODRPVGN4T1RnME1UQTVOVGs0THpFd05UVXlOekl0TVY4NE1EQlhlRGd3TUVnfDMyMzBjN2M0ODI4MDlkNDIwZThmYzYyM2QzN2FlNWFjMGExYzE2OTBhNzFjNDRlNmIzZGU1MWViYWQwYWQ5ZmE,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055230,442810,051020210.NG10,MFW,MFW ADAPTOR 051020210.NG10,Adaptadores de reposapié MFW Traseros BMW R1100/1150,47.50,39.26,25.52,051020210.NG10,1,8714109090,0,1,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,491,99,165,119,25,,,por pareja,https://api.mybihr.com/medias/1055230-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwMzZ8aW1hZ2UvanBlZ3xhRGMxTDJneVppODRPVGN4T1RjNE5qQTBOVGMwTHpFd05UVXlNekF0TVY4NE1EQlhlRGd3TUVnfDQzYjY5YzQ2YmJlOTE0MjliYWQyZDkxOWU5NzZlMzJmYzk0ZGUwNmVjYTlkMmMxN2ZmYTc0ZGY0ZTExOTc5OGY,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055231,442805,051020300.NG10,MFW,MFW ADAPTOR 051020300.NG10,Adaptadores de reposapié MFW Delanteros BMW,47.50,39.26,25.52,051020300.NG10,1,8714109090,0,1,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,491,94,165,119,25,,,por pareja,https://api.mybihr.com/medias/1055231-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwMzZ8aW1hZ2UvanBlZ3xhR0UxTDJneU9DODRPVGN4T1RjNE9EQXhNVGd5THpFd05UVXlNekV0TVY4NE1EQlhlRGd3TUVnfGU4NzQyNjhmZTliNzFhMjVmZDRkODM5OWRjYTM4M2U5MTVkMWVmOTMzZmViYzE5N2IxOGNlZGY0NmM3ZmU1NGU,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055350,445881,050030510.NG10,MFW,MFW ADAPTOR FOOT PEGS,Adaptadores de reposapié V Parts Standard DUCATI 695 Monster,28.99,23.96,15.57,050030510.NG10,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>CNC Machined from high grade aluminium</li></ul> </body> </html>","        CNC Machined from high grade aluminium  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,873,137,163,119,45,,,,https://api.mybihr.com/medias/1055350-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTc1MjF8aW1hZ2UvanBlZ3xhRGcyTDJneVl5ODRPVGN4T1RrNU5EUTFNREl5THpFd05UVXpOVEF0TVY4NE1EQlhlRGd3TUVnfGZlZjAxNjFkMzMyNThkN2JiNGY5NzZmNDY4NTJiNGE5ZTFkNzRkNjJhNmIwYWIwNTM4MDNhYmM5ZGIyN2NkNjA,https://api.mybihr.com/medias/1055350-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTk5NTJ8aW1hZ2UvanBlZ3xhR0kyTDJneU5TODRPVGN4T1RrNU5qUXhOak13THpFd05UVXpOVEF0TWw4NE1EQlhlRGd3TUVnfGZkNTk5YzZkNTFmOGE2OGQwZmM0MzkzOWIyMGM3YjI2NDQ2ZjdlN2M1MTBjMjE3ZmU2YzI0NTI5OThkMDIwNDU,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055221,41900002,051000023.NG10,MFW,MFW ADAPTOR VARIO FOOTPEG,Desplazadores para reposapiés MFW 23mm,49.99,41.31,26.85,051000023.NG10,1,8714109090,0,1,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,552,111,169,121,27,,,por pareja,https://api.mybihr.com/medias/1055221-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQwOTd8aW1hZ2UvanBlZ3xhR1UxTDJobVlpODRPVGN4T1RjMk9ETTFNVEF5THpFd05UVXlNakV0TVY4NE1EQlhlRGd3TUVnfDFjZDUzMDM5ZGIzYTM2NGY3ZjljZjVlOGZiNjRjYWZlMjRkMjMyZmNiNjEwZGMzNTc4OThmMTViNzNiZTdjN2Y,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055233,442807,051020400.NG10,MFW,MFW ADAPTOR 051020400.NG10,Adaptadores de reposapié MFW Delanteros BMW R1200GS,47.50,39.26,25.52,051020400.NG10,5,8714109090,0,1,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,These MFW foot peg adapters are designed to receive the brand's adjustable plates. They offer numerous adjustments for greater comfort when riding.,VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,485,84,163,119,25,,,por pareja,https://api.mybihr.com/medias/1055233-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwMzZ8aW1hZ2UvanBlZ3xhRFF6TDJneVlTODRPVGN4T1RjNU1UazBNems0THpFd05UVXlNek10TVY4NE1EQlhlRGd3TUVnfDY1NGMxMjVjMGVmOTliMWFkMGEwNzdlOGQ3ODRkZmYyMWU2MjQ2MWZjYmE3NGJiNGY0YTg3ODM4NzkzYWZkMjM,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055234,445762,051020410.NG10,MFW,MFW ADAPTOR 051020410.NG10,Adaptadores de reposapié MFW BMW G650GS,47.50,39.26,25.52,051020410.NG10,1,8714109090,0,1,<p>Los adaptadores Vario de MFW te ayudan a encontrar la mejor postura de las estriberas para tu estilo de conducción.</p>,"
Los adaptadores Vario de MFW te ayudan a encontrar la mejor postura de las estriberas para tu estilo de conducción.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,650,171,168,121,32,,Aluminio,,https://api.mybihr.com/medias/800Wx800H-1055234-1.jpg?context=bWFzdGVyfHJvb3R8MzYyNzJ8aW1hZ2UvanBlZ3xhRE0wTDJnMk9DOHpNekV6TVRrek5ESTFNekE0Tmk4NE1EQlhlRGd3TUVoZk1UQTFOVEl6TkMweExtcHdad3w5OWJhNDNkYWMxYzAyNmYyOTE0MjMzMGJmNDk5ZmYwNDIwYWMxYTJjNjBmZTJkZWFlZjYxOTcwZTUxMGY5NDA2,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055238,445761,051020700.NG10,MFW,MFW ADAPTOR 051020700.NG10,Adaptadores de reposapié MFW BMW R nineT,47.50,39.26,25.52,051020700.NG10,1,8714109090,0,1,<p>Los adaptadores Vario de MFW te ayudan a encontrar la mejor postura de las estriberas para tu estilo de conducción.</p>,"
Los adaptadores Vario de MFW te ayudan a encontrar la mejor postura de las estriberas para tu estilo de conducción.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,549,73,168,121,27,,Aluminio,,https://api.mybihr.com/medias/800Wx800H-1055238-1.jpg?context=bWFzdGVyfHJvb3R8MzYyNzJ8aW1hZ2UvanBlZ3xhR014TDJnM05TOHpNekV6TVRrek5EWTBOak13TWk4NE1EQlhlRGd3TUVoZk1UQTFOVEl6T0MweExtcHdad3w2Y2MwZTExMGJiMjVkMzhjNTc4Njc4MzMyYTY5NTdiZmY4MmYxZDUwN2RhYjBlMmZjMzBkMjNhZmNhYTAzN2M5,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055239,445760,051020800.NG10,MFW,MFW ADAPTOR 051020800.NG10,Adaptadores de reposapié MFW K1200RS,49.49,40.90,26.59,051020800.NG10,1,8714109090,0,1,<p>Los adaptadores Vario de MFW te ayudan a encontrar la mejor postura de las estriberas para tu estilo de conducción.</p>,"
Los adaptadores Vario de MFW te ayudan a encontrar la mejor postura de las estriberas para tu estilo de conducción.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,488,76,168,121,24,,Aluminio,,https://api.mybihr.com/medias/800Wx800H-1055239-1.jpg?context=bWFzdGVyfHJvb3R8MzYyNzJ8aW1hZ2UvanBlZ3xhR1poTDJoallTOHpNekV6TVRrek5UQXpPVFV4T0M4NE1EQlhlRGd3TUVoZk1UQTFOVEl6T1MweExtcHdad3xmYzNiZGJjMjJmZjZhZTE1NDNmODA3MTA0MjU3MzZmMDc1Mzc5MmQwODRkYTQ5Y2JmOThhYmE0MGI3Yjg0NjEx,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055322,445728,051550210.NG10,MFW,MFW ADAPTOR 051550210.NG10,Adaptadores de reposapié MFW Moto Guzzi,47.50,39.26,25.52,051550210.NG10,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>MFW Vario Adapters helps you to find the best footpegs stance for your riding style.</p><p></p></body> </html>","       MFW Vario Adapters helps you to find the best footpegs stance for your riding style. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,450,66,169,121,22,,Aluminio,,,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055323,445727,051550300.NG10,MFW,MFW ADAPTOR 051550300.NG10,Adaptadores de reposapié MFW Moto Guzzi,49.49,40.90,26.59,051550300.NG10,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>MFW Vario Adapters helps you to find the best footpegs stance for your riding style.</p><p></p></body> </html>","       MFW Vario Adapters helps you to find the best footpegs stance for your riding style. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,479,72,165,121,24,,Aluminio,,,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055318,445732,051440130.NG10,MFW,MFW ADAPTOR 051440130.NG10,Adaptadores de reposapié MFW Royal Enfield,47.50,39.26,25.52,051440130.NG10,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>MFW Vario Adapters helps you to find the best footpegs stance for your riding style.</p><p></p></body> </html>","       MFW Vario Adapters helps you to find the best footpegs stance for your riding style. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,458,49,172,121,22,,Aluminio,,,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055319,445731,051550100.NG10,MFW,MFW ADAPTOR 051550100.NG10,Adaptadores de reposapié MFW Moto Guzzi,49.49,40.90,26.59,051550100.NG10,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>MFW Vario Adapters helps you to find the best footpegs stance for your riding style.</p><p></p></body> </html>","       MFW Vario Adapters helps you to find the best footpegs stance for your riding style. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,488,66,168,121,24,,Aluminio,,,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055320,445730,051550110.NG10,MFW,MFW ADAPTOR 051550110.NG10,Adaptadores de reposapié MFW Moto Guzzi,47.50,39.26,25.52,445730,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>MFW Vario Adapters helps you to find the best footpegs stance for your riding style.</p><p></p></body> </html>","       MFW Vario Adapters helps you to find the best footpegs stance for your riding style. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,488,93,168,121,24,,Aluminio,,,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055324,445726,051550310.NG10,MFW,MFW ADAPTOR 051550310.NG10,Adaptadores de reposapié MFW Moto Guzzi,47.50,39.26,25.52,051550310.NG10,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>MFW Vario Adapters helps you to find the best footpegs stance for your riding style.</p><p></p></body> </html>","       MFW Vario Adapters helps you to find the best footpegs stance for your riding style. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,445,77,167,121,22,,Aluminio,,,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055357,445874,050040300.NG10,MFW,MFW ADAPTOR FOOT PEGS,Adaptadores de reposapié V Parts Standard Honda VFR 750 F,28.50,23.55,15.31,050040300.NG10,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>CNC Machined from high grade aluminium</li></ul> </body> </html>","        CNC Machined from high grade aluminium  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,915,108,168,121,45,,,,https://api.mybihr.com/medias/1055357-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTc1MjF8aW1hZ2UvanBlZ3xhR1JrTDJobFl5ODRPVGN5TURBeU1UazNOVE0wTHpFd05UVXpOVGN0TVY4NE1EQlhlRGd3TUVnfDk1MjNiZjQ3NzY0ZmMwMDQ4ZDJhNTdjZTBiMjE2OTY3MTBmOGEzZjcxNWZjMjI0YzkxNjllZWYyMGJkNTAzNmE,https://api.mybihr.com/medias/1055357-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTk5NTJ8aW1hZ2UvanBlZ3xhREJrTDJobE5pODRPVGN5TURBeU16azBNVFF5THpFd05UVXpOVGN0TWw4NE1EQlhlRGd3TUVnfDRhMzU4YTA2ZTFkMGQ0ZDY5M2E0OWE1ZmFmYzgwYTY3NTY0ZjE4MmU5NDUxYmE0NDA2YWQ5MzlmM2FhMWYxNDY,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055366,445865,050050100.NG10,MFW,MFW ADAPTOR FOOT PEGS,Adaptadores de reposapié V Parts Standard Kawasaki NINJA 250 R,20.21,16.70,10.86,050050100.NG10,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>CNC Machined from high grade aluminium</li></ul> </body> </html>","        CNC Machined from high grade aluminium  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,894,112,164,116,47,,,,https://api.mybihr.com/medias/1055366-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTc1MjF8aW1hZ2UvanBlZ3xhRFUzTDJnMk5DODRPVGN5TURBMU56TTJORGM0THpFd05UVXpOall0TVY4NE1EQlhlRGd3TUVnfDBkMzkwZDgyODA4ODEzNTJkZDhlYjBjNGI3MGExMTk4YTk0MjM3MzYzZDI5ODZhNGM1ZTdiNjE4NDM1ZDlkNDY,https://api.mybihr.com/medias/1055366-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTk5NTJ8aW1hZ2UvanBlZ3xhREk0TDJnMllpODRPVGN5TURBMU9UTXpNRGcyTHpFd05UVXpOall0TWw4NE1EQlhlRGd3TUVnfGIzMjkwMmEyMzM5ZmZmNDA1ZDFhZjRmZDA4ODUxMDgyODk5OWQzYWE4NzFlMmY3MTg1NzUzZDE4YThlNmEyZTM,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055368,445863,050050200.NG10,MFW,MFW ADAPTOR FOOT PEGS,Adaptadores de reposapié V Parts Standard Kawasaki ER 5,28.50,23.55,15.31,050050200.NG10,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>CNC Machined from high grade aluminium</li></ul> </body> </html>","        CNC Machined from high grade aluminium  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,868,188,162,119,45,,,,https://api.mybihr.com/medias/1055368-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTc1MjF8aW1hZ2UvanBlZ3xhRE13TDJoak55ODRPVGN5TURBMk5USXlPVEV3THpFd05UVXpOamd0TVY4NE1EQlhlRGd3TUVnfDRmNzIwZGM3NGNkNWZlZWMxZjJkMzAwNTgxNWJkNzIzMjU5MjY4ZTU0ZDljZDViMmZlOGFkNzUyMjNhMTUwMTY,https://api.mybihr.com/medias/1055368-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTk5NTJ8aW1hZ2UvanBlZ3xhR1ZsTDJoalpDODRPVGN5TURBMk56RTVOVEU0THpFd05UVXpOamd0TWw4NE1EQlhlRGd3TUVnfDAwY2RhOTljZTU0ZWRlZTE1OTk2YWQzYWM3NWI4MzY4MzFiNGY5ZjU3ZmU1ZWU2NTIyNzlmZDRjZDBmZGJhZDY,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055419,445771,050220100.NG10,MFW,MFW ADAPTOR FOOT PEGS,Adaptadores de reposapié V Parts Standard BUELL XB12S LIGHTNING,28.50,23.55,15.31,050220100.NG10,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <ul> <li>CNC Machined from high grade aluminium</li></ul> </body> </html>","        CNC Machined from high grade aluminium  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,884,124,165,119,45,,,,https://api.mybihr.com/medias/1055419-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTc1MjF8aW1hZ2UvanBlZ3xhR0k0TDJnMU9TODRPVGN5TURJMk1UZ3pOekV3THpFd05UVTBNVGt0TVY4NE1EQlhlRGd3TUVnfDdhMjg2MmU4ZTM5M2U0ZmM4MzkxNmE1ZDRmMDBmYTgwNmZlOWZjZTVmMWNiMWZiY2ZiNzA1YTlkMDQxNjU1ZmY,https://api.mybihr.com/medias/1055419-2-800Wx800H?context=bWFzdGVyfHJvb3R8OTk5NTJ8aW1hZ2UvanBlZ3xhRGc1TDJnMk1DODRPVGN5TURJMk16Z3dNekU0THpFd05UVTBNVGt0TWw4NE1EQlhlRGd3TUVnfDQ3OWFjYWNmZjY3YmM2YWFiZTQzNmE1ZmI4NWQ1Y2YzMTIyNjYwMGRjYjAyNTkwZDlmODdmOTBkY2ZmMWY4YWI,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
1055247,445758,051030500.NG10,MFW,MFW ADAPTOR 051030500.NG10,Adaptadores de reposapié MFW Ducati Diavel,47.50,39.26,25.52,051030500.NG10,1,8714109090,0,1,<p>Los adaptadores Vario de MFW te ayudan a encontrar la mejor postura de las estriberas para tu estilo de conducción.</p>,"
Los adaptadores Vario de MFW te ayudan a encontrar la mejor postura de las estriberas para tu estilo de conducción.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,447,65,168,121,22,,Aluminio,,https://api.mybihr.com/medias/800Wx800H-1055247-1.jpg?context=bWFzdGVyfHJvb3R8MzYyNzJ8aW1hZ2UvanBlZ3xhREk0TDJobE5pOHpNekV6TVRrek5UZ3lOVGsxTUM4NE1EQlhlRGd3TUVoZk1UQTFOVEkwTnkweExtcHdad3w3YjFiOTdhNTc4NjZkMjc0NThlZGY3NWE0ODA0ZjU4ZTEyNWZjZmUxYzJjNTZkMzExMmM0OWVlYWQyOTcwNzEx,,,,https://static.bihr.pro/eBihr/Pictures/MFW-pictures.zip,Spain Warehouse (Parts)
