PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,Document2,DeliveryPlant
1010374,MKD150,N102221-150,MIKUNI,MIKUN JET MKD 150MM,Chiclé de alta Mikuni N102221-150,4.84,4.00,2.60,N102221-150,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,2,20,20,10,https://api.mybihr.com/medias/1010374-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ4ODd8aW1hZ2UvanBlZ3xhREV5TDJnek9DODRPVEkwTkRVek5EY3dNak00THpFd01UQXpOelF0TVY4NE1EQlhlRGd3TUVnfDU5NGU5MzkzZWQ4NDAzYWRiMWRkYjQ1Mjg5ZDQ2ZDQ5MzlhN2UxYTA5NDRkYjNhYzA2ZDYzZmI4ZGYwNjVjM2Y,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010855,821007,VM26/228,MIKUNI,MIKUN SPAREPARTS BOWL GASKET,Junta de cuba carburador Mikuni TM28,7.26,6.00,3.90,VM26/228,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,12,5,75,55,3,,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010315,MKF130,N100606-130,MIKUNI,MIKUN JET MKF 130MM,Chiclé Mikuni N100606-130,4.84,4.00,2.60,N100606-130,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,5,16,16,16,https://api.mybihr.com/medias/1010315-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA1MTl8aW1hZ2UvanBlZ3xhR0UyTDJneU5TODRPVEF4TWpJNU1URTNORGN3THpFd01UQXpNVFV0TVY4NE1EQlhlRGd3TUVnfGM3YjliYTc4MGQ1YjUzMGRjZThkYzUzNWNjMTg1Yjk1OWQzNjBhNDViOWUxZWIzODI2MWNjYmZlZTA2YjFkZTA,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010817,821028,VM16/396,MIKUNI,MIKUN SPAREPARTS BOWL GASKET,Junta de cuba carburador Mikuni VM 16,4.84,4.00,2.60,VM16/396,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,60,80,10,,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010318,MKF140,N100606-140,MIKUNI,MIKUN JET MKF 140MM,Chiclé Mikuni N100606-140,4.84,4.00,2.60,N100606-140,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,https://api.mybihr.com/medias/1010318-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA1MTl8aW1hZ2UvanBlZ3xhR0U0TDJnM1pTODRPRGN6TnpNeU5EY3lPRFl5THpFd01UQXpNVGd0TVY4NE1EQlhlRGd3TUVnfDlkZGRmZmMyNWQ0OGI4OWViMmRhYzE5YmJmZDVjOWMyOWNjNDdjZGZkYzliZTMwZWNlYWYxMjkzMjEwZTE5MWY,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010821,821061,VM17/161,MIKUNI,MIKUN SPAREPARTS BOWL GASKET,Junta de cuba carburador Mikuni VM18-144,4.84,4.00,2.60,VM17/161,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,20,10,10,,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010326,MKD30,N102221-030,MIKUNI,MIKUN JET MKD 30MM,Chiclé de alta Mikuni N102221-030,4.84,4.00,2.60,N102221-030,4,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,5,20,10,10,https://api.mybihr.com/medias/1010326-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ4ODd8aW1hZ2UvanBlZ3xhRFZoTDJnd1ppODRPRGN6TlRZNE1UQTROVGMwTHpFd01UQXpNall0TVY4NE1EQlhlRGd3TUVnfDIwNDM1MTQ4Y2I3OTQ1YzNhZTBlYTM1YjQ3NjVkNjY3MmI1YjQyYjJlNWUyNTU5NGMwMWY2NDM2ZjA2ZjE4NmY,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010830,821006,VM20/492,MIKUNI,MIKUN SPAREPARTS BOWL GASKET,Junta de cuba carburador Mikuni TM24,6.05,5.00,3.25,VM20/492,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,60,80,10,,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010330,MKD40,N102221-040,MIKUNI,MIKUN JET MKD 40MM,Chiclé de alta Mikuni N102221-040,4.84,4.00,2.60,N102221-040,4,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,5,10,32,31,5,https://api.mybihr.com/medias/1010330-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ4ODd8aW1hZ2UvanBlZ3xhR05pTDJobU1TODRPVFV6TXpReE9ETTNNelF5THpFd01UQXpNekF0TVY4NE1EQlhlRGd3TUVnfGVlMjExN2IzYzJiZDcyYWNhNDgzMjU1NzJhYjA3NjBiNTJmYjIyNWQ4YzdkZDNmMzQ2N2FlMDgyYzM3ZDQwYTM,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010831,822015,VM20/584,MIKUNI,MIKUN SPAREPARTS MIXTURE SCREW,Tornillo de ralentí Mikuni HSR42/45 / TMR42/45 TM24-28/ VM16,4.84,4.00,2.60,VM20/584,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,200,20,20,20,https://api.mybihr.com/medias/1010831-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzkzMDR8aW1hZ2UvanBlZ3xhRE5rTDJnd1ppODRPVFV5T0RNeE16RXhPVEF5THpFd01UQTRNekV0TVY4NE1EQlhlRGd3TUVnfDI4Y2NkY2Y5MmM3MmI4YjA3YWYzZTlhMzg2OWI5MWNmOTEzMDZjMzYyOTNkNGYzYjMzMDVhOWNhNTZiOGJlODg,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010399,MKL32.5,N151067-32.5,MIKUNI,"MIKUN JET MKL 32,5MM",Chiclé de baja Mikuni N151067-32.5,10.89,9.00,5.85,N151067-32.5,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,https://api.mybihr.com/medias/1010399-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU2Mzd8aW1hZ2UvanBlZ3xhR016TDJnME9DODRPVE00TnpZME5EWTRNalUwTHpFd01UQXpPVGt0TVY4NE1EQlhlRGd3TUVnfDIwMGVmNTc0Y2EyMzBlZDFmZTkyNTAyOGI4NGMwODdmZjdkNmFiMjFlZDQ2NzQwYmRmNjk5Y2I5M2I0N2VhYjg,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010400,MKL35,N151067-35,MIKUNI,MIKUN JET MKL 35MM,Chiclé de baja Mikuni N151067-35,10.89,9.00,5.85,N151067-35,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,105,20,20,20,https://api.mybihr.com/medias/1010400-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU2Mzd8aW1hZ2UvanBlZ3xhR1l6TDJneVlpODRPVEF3T0RrM056QXhPVEU0THpFd01UQTBNREF0TVY4NE1EQlhlRGd3TUVnfDVmZDlmYWZhNmQ0ZmQyOWM1ZDM1YWRmYTNlMThiN2M1YmZlY2MzNmZhNjE0N2RmZGZhYWZjYTU4N2I3YmEzZmY,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010401,MKL37.5,N151067-37.5,MIKUNI,"MIKUN JET MKL 37,5MM",Chiclé de baja Mikuni N151067-37.5,10.89,9.00,5.85,N151067-37.5,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1010401-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU2Mzd8aW1hZ2UvanBlZ3xhRFZsTDJnek5TODRPVFE1TURNek1UY3pNREl5THpFd01UQTBNREV0TVY4NE1EQlhlRGd3TUVnfDE3NTMxMzU0N2ExMTlmYjdkNWRiNDY1YTVmMTRhZWZkNTllNTdmYjc5ZTlmZjhkNmQzNjJhODdhOTk1NzAyOTU,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010402,MKL40,N151067-40,MIKUNI,MIKUN JET MKL 40MM,Chiclé de baja Mikuni N151067-40,10.89,9.00,5.85,N151067-40,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,105,20,20,20,https://api.mybihr.com/medias/1010402-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTgyNXxpbWFnZS9qcGVnfGFHTTRMMmhqWkM4NE9UUTFOall5TmpnNU16RXdMekV3TVRBME1ESXRNVjg0TURCWGVEZ3dNRWd8OGU0MWFiZTIzYWI4YzU1OWVlOWUyNzEyMDJkZTlmZGZmYzFmZWMzY2MxZDNhNDE5MDZmOGUzNDAxYWFhZDQ3Yg,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010404,MKL45,N151067-45,MIKUNI,MIKUN JET MKL 45MM,Chiclé de baja Mikuni N151067-45,10.89,9.00,5.85,N151067-45,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,5,20,10,10,https://api.mybihr.com/medias/1010404-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU2Mzd8aW1hZ2UvanBlZ3xhR000TDJoak1pODRPVFk0T0RjNU5EQTNNVE0wTHpFd01UQTBNRFF0TVY4NE1EQlhlRGd3TUVnfDY4MWQxODNjNmMwMzhkZjk5ODYyOTc5MWJlMjRiODJlMTFiNjY1ODU1MzhhY2JhOTFmZGY5ZGU5ZmJlYTRjMzc,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010405,MKL47.5,N151067-47.5,MIKUNI,"MIKUN JET MKL 47,5MM",Chiclé de baja Mikuni N151067-47.5,10.89,9.00,5.85,N151067-47.5,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,5,17,20,10,https://api.mybihr.com/medias/1010405-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjU2Mzd8aW1hZ2UvanBlZ3xhR1k0TDJoaVlpODRPVFk0T0RjNU5qQXpOelF5THpFd01UQTBNRFV0TVY4NE1EQlhlRGd3TUVnfDk5ZWYyZWZiNjM5NzliMGIxZTk5Yzg0NDVhOGRlMDc3Njc4YmI4MzI1MTZmN2I5NzdiODAyNWY2ODFmNmY2MTA,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010322,MKR45,N101043-045,MIKUNI,MIKUN JET MKR 45MM,Chiclé Mikuni N101043-045,7.26,6.00,3.90,N101043-045,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,https://api.mybihr.com/medias/1010322-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjg5MTF8aW1hZ2UvanBlZ3xhRFl5TDJnMlpDODRPVFExTnprME16RTRNelkyTHpFd01UQXpNakl0TVY4NE1EQlhlRGd3TUVnfDlkZDJjNzg0ZGEzZWM3NzI1MzlkMzA5NDIxNTNiYTcxNjg2OWNlZmZmNmZlZjg0M2Q4MzU2NjFmNTNlZmU2ZGU,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010418,MKH132.5,N208099-132.5,MIKUNI,"MIKUN JET MKH 132,5MM",Chiclé de alta Mikuni N208099-132.5 (requiere junta 821068),9.68,8.00,5.20,N208099-132.5,4,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,20,20,10,10,https://api.mybihr.com/medias/1010418-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgzNTd8aW1hZ2UvanBlZ3xhR1ptTDJobE1DODRPRGN6TlRVM05Ea3hOelF5THpFd01UQTBNVGd0TVY4NE1EQlhlRGd3TUVnfDY1M2Q4OGRjMzgxZjE0N2YzMjI4MmU1YTczODk1MWNmOGQyZDQzMTIxMWZjM2RhODdjYWNhZDJjNjFmYmYzMDk,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010420,MKH137.5,N208099-137.5,MIKUNI,"MIKUN JET MKH 137,5MM",Chiclé de alta Mikuni N208099-137.5 (requiere junta 821068),9.68,8.00,5.20,N208099-137.5,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,5,14,17,17,https://api.mybihr.com/medias/1010420-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgzNTd8aW1hZ2UvanBlZ3xhRGMzTDJnMU1pODRPVFV6TVRrNE56Y3lNalUwTHpFd01UQTBNakF0TVY4NE1EQlhlRGd3TUVnfDBiNTc2NDFiNDNlMWIwMTE5NzhjODk2M2U0NjAyOGE2OWZjMDIxNzlhMTk0MDBiYjUxYTYyM2M5YzY1YzQyZTU,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010275,MKC210,N100604-210,MIKUNI,MIKUN JET MKC 210MM,Chiclé de alta Mikuni N100604-210,7.26,6.00,3.90,N100604-210,5,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,48,10,80,60,10,https://api.mybihr.com/medias/1010275-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM1OTV8aW1hZ2UvanBlZ3xhR1l4TDJnME1pODRPRFUyTnpZek16WTNORFUwTHpFd01UQXlOelV0TVY4NE1EQlhlRGd3TUVnfDcyYzk5MTkyNzg4OWY4Y2VmNWYwZDcxY2RmMWE2M2YxYmI1YTlmZDI2MzQ3ZTY1NDRlMTkxMzAwZWMxOTA3Mjg,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010777,822235,TM40/07,MIKUNI,MIKUN SPAREPARTS SHORT CHOKE KIT,Kit starter corto (botón) Mikuni TM36-40,22.99,19.00,12.35,TM40/07,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,16,10,51,19,17,,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010377,MKD157.5,N102221-1575,MIKUNI,"MIKUN JET MKD 157,5MM","Chiclé de alta Mikuni N102221-157,5",4.84,4.00,2.60,N102221-1575,6,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,0,5,9,6,6,https://api.mybihr.com/medias/1010377-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ4ODd8aW1hZ2UvanBlZ3xhRFJpTDJnMU9DODRPRFUyT0RBeU5qZzVNRFUwTHpFd01UQXpOemN0TVY4NE1EQlhlRGd3TUVnfGNmNTYyYTdjNWY2YWZkMmViMGU4ZTUxMjZiM2M2MTMwNDc5NzhiYzY0N2NlNDdmZmZlMzM2NGI1MzcyZTc3YjU,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010379,MKD162.5,N102221-1625,MIKUNI,"MIKUN JET MKD 162,5MM","Chiclé de alta Mikuni N102221-162,5",4.84,4.00,2.60,N102221-1625,5,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,5,16,16,16,https://api.mybihr.com/medias/1010379-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ4ODd8aW1hZ2UvanBlZ3xhRGd4TDJnNE9TODRPVEkwTlRJNU56ZzJPVEV3THpFd01UQXpOemt0TVY4NE1EQlhlRGd3TUVnfDcxMDc3NzQ5NTc3YmM0Y2M5MTE3MzViMzFlOWVhMDU1ZTEwZmZjNWM5ZGFjM2MzNzI1MTNkYWQ0ZWM5M2Q2MmI,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010894,822140,VM30/77,MIKUNI,MIKUN SPAREPARTS ADJUSTING SCREW,Tornillo de reglaje tensión de cable de gas Mikuni TMX 35/38 / TMS 38,3.63,3.00,1.95,VM30/77,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,10,20,20,20,,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010861,825006,VM26/26-2.0,MIKUNI,"MIKUN SPAREPARTS NEEDLE VALVE KIT 2,0",Válvula de aguja carburador Mikuni 2.0 VM26 BN34-38-44,30.25,25.00,16.25,VM26/26-2.0,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,10,9,10,15,https://api.mybihr.com/medias/1010861-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc3MDF8aW1hZ2UvanBlZ3xhRFkzTDJoaVlTODRPVEkwTURnMk5UTTBNVGMwTHpFd01UQTROakV0TVY4NE1EQlhlRGd3TUVnfDUxMTdiYjM4NWNlZjRiYTQ3MzNlY2Y4YWNkODExYTQ5NWZiODQ1ZTkyNmU5ZGZlOGQzYzQ2NjUwOTMwZmUyMWI,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010863,825007,VM26/26-2.5,MIKUNI,"MIKUN SPAREPARTS NEEDLE VALVE KIT 2,5",Válvula de aguja carburador Mikuni 2.5 VM/BN VM26 BN34 BN38 BN44,30.25,25.00,16.25,VM26/26-2.5,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,6,9,10,15,https://api.mybihr.com/medias/1010863-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc3MDF8aW1hZ2UvanBlZ3xhRGszTDJnME5DODRPVE00TkRBd05UYzVOakUwTHpFd01UQTROak10TVY4NE1EQlhlRGd3TUVnfDE5ZjM1MTZhMTIxODAwNzU3NTNiNGQ4ODdlMzBjYzkxNGRhZjlmNjYyYWIzNjAzZjRjYTBiZmRkOGMyZjhmZTY,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010366,MKD130,N102221-130,MIKUNI,MIKUN JET MKD 130MM,Chiclé de alta Mikuni N102221-130,4.84,4.00,2.60,N102221-130,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,5,16,16,16,https://api.mybihr.com/medias/1010366-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ4ODd8aW1hZ2UvanBlZ3xhRGN4TDJoa1lTODRPVFk0T0RjNE5qSXdOekF5THpFd01UQXpOall0TVY4NE1EQlhlRGd3TUVnfDcwMjBjOGE2Njg3ZTUzMjc5ZDVhMGFjMTMxNGY1NGNjMmViZjU4NzE1YjA3YzNlOGM5NWUyMGQ0OWMzOWQ3MDM,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010367,MKD132.5,N102221-1325,MIKUNI,"MIKUN JET MKD 132,5MM","Chiclé de alta Mikuni N102221-132,5",4.84,4.00,2.60,N102221-1325,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,12,15,12,https://api.mybihr.com/medias/1010367-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ4ODd8aW1hZ2UvanBlZ3xhREpsTDJobE1TODRPVFk0T0RjNE9ERTNNekV3THpFd01UQXpOamN0TVY4NE1EQlhlRGd3TUVnfDkzYzExODBlNGIwNjJhM2FmM2RiMGUzYTNlOGY4ODczODVhYWQzMTliMTNlMzAzNjYyZGM4ODljNjQ5N2YwMDA,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010369,MKD137.5,N102221-1375,MIKUNI,"MIKUN JET MKD 137,5MM","Chiclé de alta Mikuni N102221-137,5",4.84,4.00,2.60,N102221-1375,2,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,8,5,20,20,20,https://api.mybihr.com/medias/1010369-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ4ODd8aW1hZ2UvanBlZ3xhRFUyTDJoa01DODRPVFk0T0RjNU1ERXpPVEU0THpFd01UQXpOamt0TVY4NE1EQlhlRGd3TUVnfDg4ODFlNzA2MzNmODhjZjhhYjkyNzYwNDBhNGRiZmU0NTQ3MDgxNTJkYTkyNjU5OGEzMmU2OTYyMDE4NDE3MmY,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010370,MKD140,N102221-140,MIKUNI,MIKUN JET MKD 140MM,Chiclé de alta Mikuni N102221-140,4.84,4.00,2.60,N102221-140,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,5,16,16,16,https://api.mybihr.com/medias/1010370-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ4ODd8aW1hZ2UvanBlZ3xhRGcxTDJoak9TODRPVFk0T0RjNU1qRXdOVEkyTHpFd01UQXpOekF0TVY4NE1EQlhlRGd3TUVnfDcyZDkwMDQ0N2E3NTEzOTMzNDA4MjY3MDhhM2MzYzZjNTNkZWFhOGRjY2EwZDVjNTIwZDdjOWZlZDU0ZGI3M2I,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010458,MKT35,N224103-035,MIKUNI,MIKUN JET MKT 35MM,Chiclé de baja Mikuni N224103-035,8.47,7.00,4.55,N224103-035,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,4,5,16,16,16,https://api.mybihr.com/medias/1010458-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE1OTd8aW1hZ2UvanBlZ3xhRGxpTDJobVpTODRPVE00TmpBM09UWTRNamcyTHpFd01UQTBOVGd0TVY4NE1EQlhlRGd3TUVnfGJlNWQ3NzZhNmVkZTNkNzE2NDA1OGFiZmYyN2IwYmEwN2RhZjA2NTQ1NGY2YzAxYzI3MTc2ZTM5YjQyMTBjZjk,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010470,MKJ60,TM36/43-06,MIKUNI,MIKUN JET MKJ 60,Inyector Mikuni TM36/43-06,8.12,6.71,3.29,TM36/43-06,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,1,5,10,10,10,https://api.mybihr.com/medias/1010470-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE2NDN8aW1hZ2UvanBlZ3xhRGRqTDJnd1pDODRPVFV6TXpZNU5Ua3hPRE00THpFd01UQTBOekF0TVY4NE1EQlhlRGd3TUVnfGFmYzUwODBkZmIxMDgyYjZjZWM3ZGE4YzU5MDhiY2NjZWE5MjIzMGFkODI2NzhkYzk4M2VkYWM4YzVkMjNjMGY,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010471,MKJ65,TM36/43-07,MIKUNI,MIKUN JET MKJ 65,Inyector Mikuni TM36/43-07,12.10,10.00,3.29,TM36/43-07,3,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,3,5,30,10,10,https://api.mybihr.com/medias/800Wx800H-1010471-1.jpg?context=bWFzdGVyfHJvb3R8MTg1MTF8aW1hZ2UvanBlZ3xhRGxsTDJnd05DOHpNekV6TVRFeU9ESTFPRFU1TUM4NE1EQlhlRGd3TUVoZk1UQXhNRFEzTVMweExtcHdad3wzYzU2MDNlZTBjMmU1YmIyYWRiNGUyZDFiZDIyNGFjNjY1ZGViZjg1ZWY0M2I0NWYyMmY3YjJiODk2YjBmZDU4,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010455,MKT27.5,N224103-027.5,MIKUNI,"MIKUN JET MKT 27,5MM",Chiclé de baja Mikuni N224103-027.5,8.47,7.00,4.55,N224103-027.5,0,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,15,15,10,https://api.mybihr.com/medias/1010455-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE1OTd8aW1hZ2UvanBlZ3xhRE01TDJoa05DODRPVEkyTnprME5EZ3hOamswTHpFd01UQTBOVFV0TVY4NE1EQlhlRGd3TUVnfGQ4MWI1OWE3OGNjOTAzMjk3OGJiZTU1MmZiY2I1ZDgzNmMyYmNlMTNiZjNlMWRmMTQ4MWU5Y2EzNGI2OTlkODY,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
1010456,MKT30,N224103-030,MIKUNI,MIKUN JET MKT 30MM,Chiclé de baja Mikuni N224103-030,8.47,7.00,4.55,N224103-030,1,8409910090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,2,100,11,11,15,https://api.mybihr.com/medias/1010456-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE1OTd8aW1hZ2UvanBlZ3xhRE0yTDJoaU5DODRPVEkyTkRnMU5EUTJOamcyTHpFd01UQTBOVFl0TVY4NE1EQlhlRGd3TUVnfGVjY2Y5NWY2YTU4MzkzZjdjMmI0YjQ4YmRiNzc5YTAxMGJlZDIzMzMwMDcxYjg1N2I4OTQyY2E5NzE2ZjA1MTU,,,,https://static.bihr.pro/eBihr/Pictures/MIKUNI-pictures.zip,,,Spain Warehouse (Parts)
