PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Embalaje,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1021011,,SSC014,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono BOYESEN Kawasaki KX125,61.50,50.83,30.50,804429003921,0,8714109090,0,1,<p> OEM replacement reeds</p>,"
 OEM replacement reeds",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,153,14,257,149,4,,,,https://api.mybihr.com/medias/1021011-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgzNDc5fGltYWdlL2pwZWd8YURWbUwyaGxOaTg0T1RNME9USTBNRGt4TkRJeUx6RXdNakV3TVRFdE1WODRNREJYZURnd01FZ3xlMjMzZDI0ZDRkYzljMzFlNGNhOTJjYTg4OWZjZWRiNDBiZjVmYzE3NDA4MjUzZTk4MGY0NjljNDc1ZDYwMjFh,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1020930,,PSR-215,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono BOYESEN para 360268 KTM SX85 - Husqvarna TC85,70.58,58.33,35.00,804429011810,0,8714109090,0,1,"<html xmlns=""http://www.w3.org/1999/xhtml""> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css""> .cs37063928{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000000 ; background-color:transparent ; font-family:Arial ; font-size:12pt ; font-weight:normal ; font-style:normal} .cs63EB74B2{color:#000000 ; background-color:transparent ; font-family:Times New Roman ; font-size:12pt ; font-weight:normal ; font-style:normal ; } </style> </head> <body> <ul> <li>Spare petals</li><li>Only for Boyesen reed valve system</li></ul> </body> </html>","        Spare petalsOnly for Boyesen reed valve system  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,329,27,143,256,9,,,,https://api.mybihr.com/medias/1020930-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ4NjZ8aW1hZ2UvanBlZ3xhRE01TDJnMFlTODRPRFU1T0RVNU16VXpOak13THpFd01qQTVNekF0TVY4NE1EQlhlRGd3TUVnfDE5YWEzMDVkYmIzZDliMTdlMmZkNGY0YzVkNTBiNDlkMDlkYjUzNmIwNWZjMmNhNzA5N2Q4NTJlNTY3MGQxNmM,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1020931,,PSR-50,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono para caja de láminas BOYESEN Honda CR500,81.68,67.50,40.50,804429006403,0,8714109090,0,1,<p><u> Boyesen reed valve replacement Pro Series:</u></p> <ul> <li>Reed valve replacement for Boyesen reed valves system</li> <li>Model-Specific variable tension reed petals (Aerospace carbon material)</li> <li>Rubber coated and fuel resistant reed petals to ensure a long-lasting seal</li></ul>,"
 Boyesen reed valve replacement Pro Series:  Reed valve replacement for Boyesen reed valves system Model-Specific variable tension reed petals (Aerospace carbon material) Rubber coated and fuel resistant reed petals to ensure a long-lasting seal",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,328,35,253,144,9,,,,https://api.mybihr.com/medias/1020931-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDIwMTd8aW1hZ2UvanBlZ3xhR1JtTDJoaU1TODRPRGN6TkRRNE16QTROelkyTHpFd01qQTVNekV0TVY4NE1EQlhlRGd3TUVnfDU5MTRiMDdkNjk3ZDllOGYzOWE4YTU2NTViOTYxZTgyYmU5N2QyOTIyM2QzNjMyYWE1NWI1NGUwOWFkNGQzMWU,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1020918,,PSR-195,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono para caja de láminas BOYESEN KTM EXC / SX125,87.73,72.50,43.50,804429008933,0,8714109090,0,1,<p><u> Boyesen reed valve replacement Pro Series:</u></p> <ul> <li>Reed valve replacement for Boyesen reed valves system</li> <li>Model-Specific variable tension reed petals (Aerospace carbon material)</li> <li>Rubber coated and fuel resistant reed petals to ensure a long-lasting seal</li></ul>,"
 Boyesen reed valve replacement Pro Series:  Reed valve replacement for Boyesen reed valves system Model-Specific variable tension reed petals (Aerospace carbon material) Rubber coated and fuel resistant reed petals to ensure a long-lasting seal",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,328,34,253,144,9,,,,https://api.mybihr.com/medias/1020918-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDIwMTd8aW1hZ2UvanBlZ3xhRFF4TDJnME15ODRPRFU1T0RVME5qTTFNRE00THpFd01qQTVNVGd0TVY4NE1EQlhlRGd3TUVnfDhmMjkxNzk2OGFjMzliODg1ZTA2MzQ1Zjc5MjRhMzNjMWQ5NWIyN2E5ZDIwOGM4NTU3Y2ZlZjQwNjkwMTExZTg,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1021022,,SSC111,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono BOYESEN Kawasaki KX125,61.50,50.83,30.50,804429008780,0,8714109090,0,1,<p> OEM replacement reeds</p>,"
 OEM replacement reeds",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,146,11,254,144,4,,,,https://api.mybihr.com/medias/1021022-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgzNDc5fGltYWdlL2pwZWd8YURZMkwyZ3paQzg0T1RVeU5USXhNakk0TXpFNEx6RXdNakV3TWpJdE1WODRNREJYZURnd01FZ3xhM2I5OTllYmVkZjgzY2MyMDUzYTk5ZDYwNTE2MzkwNzZhZTk3OTcxOWEyNDgxMTQ1ZGUwY2NkMDQwYjQ5Mjky,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1021023,,SSC112,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono BOYESEN Kawasaki KX250,61.50,50.83,30.50,804429003907,0,8714109090,0,1,<p> OEM replacement reeds</p>,"
 OEM replacement reeds",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,255,13,253,144,7,,,,https://api.mybihr.com/medias/1021023-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgzNDc5fGltYWdlL2pwZWd8YURnNEwyaG1aQzg0T1RBNE56Z3lNemN3T0RRMkx6RXdNakV3TWpNdE1WODRNREJYZURnd01FZ3xmYWYyMGJkYjQ3MzBlNjU5Mzc3YTYyNGY2NTE2NWVjMmNhOWE2ZjU2OTY3NDQ1MjJiYWU5ZGVkYWVmYmU3ZGE1,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1021024,,SSC122,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono BOYESEN Suzuki RM250,61.50,50.83,30.50,804429003815,0,8714109090,0,1,<p> OEM replacement reeds</p>,"
 OEM replacement reeds",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,145,12,252,144,4,,,,https://api.mybihr.com/medias/1021024-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgzNDc5fGltYWdlL2pwZWd8YURJekwyZzJZUzg0T1RRMU56a3hPVFU1TURjd0x6RXdNakV3TWpRdE1WODRNREJYZURnd01FZ3wzZTY4Y2NjNDNhYzMzM2YwNTgxODJmNzUzN2UwMDU5MzQwNGE5ZDM4M2E5ZDA0YzRmOTg3YzlmNDFkNWQzY2Fi,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1021080,,RG-42,BOYESEN,BOYES SPAREPARTS REEDVALVE GASKET,Junta de recambio para caja de láminas BOYESEN KTM EXC / SX125,10.08,8.33,5.00,804429502110,0,4016930090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,52,100,147,88,4,,,,https://api.mybihr.com/medias/1021080-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ5ODI0fGltYWdlL2pwZWd8YUdNMkwyZ3pZUzg0T1RNNU1ERTJNREk0TVRrd0x6RXdNakV3T0RBdE1WODRNREJYZURnd01FZ3wwZTMzMTZmYjMwMmY1MDdjY2EyOGIwY2FjNjA1MzgwY2E5NjRjZjA1NzliOWM5YTExODRmZmZkZTgyYjY5OGVl,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1020892,,PSR-119,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono para caja de láminas BOYESEN KTM EXC250 / 300,81.68,67.50,40.50,804429005727,0,8714109090,0,1,<p><u> Boyesen reed valve replacement Pro Series:</u></p> <ul> <li>Reed valve replacement for Boyesen reed valves system</li> <li>Model-Specific variable tension reed petals (Aerospace carbon material)</li> <li>Rubber coated and fuel resistant reed petals to ensure a long-lasting seal</li></ul>,"
 Boyesen reed valve replacement Pro Series:  Reed valve replacement for Boyesen reed valves system Model-Specific variable tension reed petals (Aerospace carbon material) Rubber coated and fuel resistant reed petals to ensure a long-lasting seal",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,328,27,253,144,9,,,,https://api.mybihr.com/medias/1020892-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDIwMTd8aW1hZ2UvanBlZ3xhR1UxTDJoaE5TODRPVEl6T0Rnek1qYzBNamN3THpFd01qQTRPVEl0TVY4NE1EQlhlRGd3TUVnfGY1NTBlMjg4MDAwY2UxMjQ5MDU3NWExNTA3ZWI4ODQ4ZGY5MmYyMWFlOWVkNTFhNjkxZGQ4Yjk4YzFiODJiMGU,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1020900,,PSR-156,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono para caja de láminas BOYESEN KTM EXC250 / 300,81.68,67.50,40.50,804429007660,0,8714109090,0,1,<p><u> Boyesen reed valve replacement Pro Series:</u></p> <ul> <li>Reed valve replacement for Boyesen reed valves system</li> <li>Model-Specific variable tension reed petals (Aerospace carbon material)</li> <li>Rubber coated and fuel resistant reed petals to ensure a long-lasting seal</li></ul>,"
 Boyesen reed valve replacement Pro Series:  Reed valve replacement for Boyesen reed valves system Model-Specific variable tension reed petals (Aerospace carbon material) Rubber coated and fuel resistant reed petals to ensure a long-lasting seal",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,255,30,253,144,7,,,,https://api.mybihr.com/medias/1020900-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDIwMTd8aW1hZ2UvanBlZ3xhRE0wTDJnMFpTODRPRGN6T0RJNE1qZzJORGswTHpFd01qQTVNREF0TVY4NE1EQlhlRGd3TUVnfDlkMzEwMDdlY2ZhYWZjOTQ3ZmNjZTQ3NzUwZjZkOWIzNjNhNWIzZDJjODlmMjM5ZTVkYmRhYjI5N2MyMmU5ZTA,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1021017,,SSC035,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono BOYESEN Yamaha YFS200 BLASTER,48.40,40.00,24.00,804429007905,0,8714109090,0,1,OEM replacement reeds,OEM replacement reeds,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,255,43,253,144,7,,,,https://api.mybihr.com/medias/1021017-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzAzODR8aW1hZ2UvanBlZ3xhREF5TDJneU55ODRPVEkyTkRZMk9UTXlOelkyTHpFd01qRXdNVGN0TVY4NE1EQlhlRGd3TUVnfGVmMDc0MjUwZjI3M2YwNmViMjZhMDk5M2MyY2UxZDEyMjc2MTYwYzhlMjA1N2I0MzUyYjIwNWE3ZDA1ZWMxMzE,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1021019,,SSC040,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono BOYESEN KTM SX50 / 65,48.40,40.00,24.00,804429003686,0,8714109090,0,1,<p> OEM replacement reeds</p>,"
 OEM replacement reeds",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,254,12,252,144,7,,,,https://api.mybihr.com/medias/1021019-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgzNDc5fGltYWdlL2pwZWd8YURVNUwyaGtPQzg0T0Rjek5UWXhNRE13TmpnMkx6RXdNakV3TVRrdE1WODRNREJYZURnd01FZ3wwYmE4N2UwOTRjMmI2MmY5ZjRlMmE2MDI4NGU0MDljNTljNjIwYjUyNTJhZDcxMWVmZWFhZjViZGYxYjk1ZDk2,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1021020,,SSC102,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono BOYESEN Honda CR250R,61.50,50.83,30.50,804429007967,0,8714109090,0,1,<p> OEM replacement reeds</p>,"
 OEM replacement reeds",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,146,14,253,144,4,,,,https://api.mybihr.com/medias/1021020-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgzNDc5fGltYWdlL2pwZWd8YURFNEwyZ3paUzg0T1RRNE9USXdNRFUzT0RnMkx6RXdNakV3TWpBdE1WODRNREJYZURnd01FZ3xjYjIyOGIxZmI2ZDg0YmViZDBmMzAzOTQwYWVkY2JmYjE0ZGJkNDUwNDFhMmNkZTY0NTFhNjEzODcyMDllOWZi,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1021021,,SSC110,BOYESEN,BOYES REEDVALVE SPARE VALVE,Láminas de carbono BOYESEN Kawasaki KX80,48.40,40.00,24.00,804429003457,0,8714109090,0,1,<p> OEM replacement reeds</p>,"
 OEM replacement reeds",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,255,15,253,144,7,,,,https://api.mybihr.com/medias/1021021-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTgzNDc5fGltYWdlL2pwZWd8YURabEwyZzBZaTg0T0RVNU9EazJNekUxT1RNMEx6RXdNakV3TWpFdE1WODRNREJYZURnd01FZ3w0N2VjYTIzNDM4Y2I2YzE0NTEyMTk4NTI1MjM4YzUwNTk3MWY4MjRkZjlkMDljNzExOWQ4YzJlNGE0ZTc5MTFk,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1020946,,RAD-01J,BOYESEN,BOYES REEDVALVE INTAKE CARBON PETALS,Caja láminas BOYESEN Rad - Honda CR125R,259.15,214.17,128.50,804429506866,0,8481809990,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.csC583D0C8{text-align:left ; margin:12pt 0pt 12pt 0pt ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs95E872D0{text-align:left ; margin:0pt 0pt 0pt 0pt ; }</style> </head> <body> <p>BOYESEN engineers create a new lineage of aerodynamic intake technology to increase peak horsepower through design innovation: Aerodynamic Surface Optimization, Model-Specific Reed Petal Tensioning, Material Fuel Resistance, and Multi-Stage Reed Timing. Together, these innovations create a new technological benchmark in intake performance.<br> <br>Each Boyesen RAD Valve is unique - tailor made to that model, year and displacement.</p><ul> <li>100% Aluminium body with aerodynamic internal surfacing </li><li>4-way aerodynamic directional dividers that distribute the angled charge evenly without flow loss</li><li>Carb boot clamp and gasket provided. No modifications required.</li><li>Model-Specific variable tension reed petals (Aerospace carbon material)</li><li>Rubber coated and fuel resistant reed petals to ensure a long-lasting seal</li></ul> <p>Race proven RC2 series Rad Valve results in an optimized air intake system that provides superior efficiency, peak horsepower gains, and acceleration for YOUR specific model machine</p><p> </p></body> </html>","       BOYESEN engineers create a new lineage of aerodynamic intake technology to increase peak horsepower through design innovation: Aerodynamic Surface Optimization, Model-Specific Reed Petal Tensioning, Material Fuel Resistance, and Multi-Stage Reed Timing. Together, these innovations create a new technological benchmark in intake performance. Each Boyesen RAD Valve is unique - tailor made to that model, year and displacement. 100% Aluminium body with aerodynamic internal surfacing 4-way aerodynamic directional dividers that distribute the angled charge evenly without flow lossCarb boot clamp and gasket provided. No modifications required.Model-Specific variable tension reed petals (Aerospace carbon material)Rubber coated and fuel resistant reed petals to ensure a long-lasting seal Race proven RC2 series Rad Valve results in an optimized air intake system that provides superior efficiency, peak horsepower gains, and acceleration for YOUR specific model machine  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,1873,487,148,114,111,,,,https://api.mybihr.com/medias/1020946-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTUyNzV8aW1hZ2UvanBlZ3xhRGxrTDJnNVppODRPVEE0TnpneE5UZzBOREUwTHpFd01qQTVORFl0TVY4NE1EQlhlRGd3TUVnfGQ0Y2Q5NTcwNDQ1YWZlMDcwNzUxZGU0NTgwNTM2NmY3ZGI0YzYyMmQwNzk0YzYzYmYxYWUwODg4MDRlNGMwNDI,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1020947,,RAD-02B,BOYESEN,BOYES REEDVALVE INTAKE CARBON PETALS,Caja láminas BOYESEN Rad - Honda CR250R,259.15,214.17,128.50,804429500512,0,8481809990,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.csC583D0C8{text-align:left ; margin:12pt 0pt 12pt 0pt ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs95E872D0{text-align:left ; margin:0pt 0pt 0pt 0pt ; }</style> </head> <body> <p>BOYESEN engineers create a new lineage of aerodynamic intake technology to increase peak horsepower through design innovation: Aerodynamic Surface Optimization, Model-Specific Reed Petal Tensioning, Material Fuel Resistance, and Multi-Stage Reed Timing. Together, these innovations create a new technological benchmark in intake performance.<br> <br>Each Boyesen RAD Valve is unique - tailor made to that model, year and displacement.</p><ul> <li>100% Aluminium body with aerodynamic internal surfacing </li><li>4-way aerodynamic directional dividers that distribute the angled charge evenly without flow loss</li><li>Carb boot clamp and gasket provided. No modifications required.</li><li>Model-Specific variable tension reed petals (Aerospace carbon material)</li><li>Rubber coated and fuel resistant reed petals to ensure a long-lasting seal</li></ul> <p>Race proven RC2 series Rad Valve results in an optimized air intake system that provides superior efficiency, peak horsepower gains, and acceleration for YOUR specific model machine</p><p> </p></body> </html>","       BOYESEN engineers create a new lineage of aerodynamic intake technology to increase peak horsepower through design innovation: Aerodynamic Surface Optimization, Model-Specific Reed Petal Tensioning, Material Fuel Resistance, and Multi-Stage Reed Timing. Together, these innovations create a new technological benchmark in intake performance. Each Boyesen RAD Valve is unique - tailor made to that model, year and displacement. 100% Aluminium body with aerodynamic internal surfacing 4-way aerodynamic directional dividers that distribute the angled charge evenly without flow lossCarb boot clamp and gasket provided. No modifications required.Model-Specific variable tension reed petals (Aerospace carbon material)Rubber coated and fuel resistant reed petals to ensure a long-lasting seal Race proven RC2 series Rad Valve results in an optimized air intake system that provides superior efficiency, peak horsepower gains, and acceleration for YOUR specific model machine  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,1774,416,144,111,111,,,,https://api.mybihr.com/medias/1020947-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTUyNzV8aW1hZ2UvanBlZ3xhRFptTDJnNE15ODRPVFE0T1RZd01EQXlNRGM0THpFd01qQTVORGN0TVY4NE1EQlhlRGd3TUVnfDhmZGI5OWIwNGJhMGM2NjdlMTBmZjhmZjI5Zjg1MjBhYmZhMGUyZTJmOWE0NjBmMjdmOWNmMzEwZmI5OTdlY2E,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1020949,,RAD-02E,BOYESEN,BOYES REEDVALVE INTAKE CARBON PETALS,Caja láminas BOYESEN Rad - Honda CR250R,259.15,214.17,128.50,804429503995,0,8481809990,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.csC583D0C8{text-align:left ; margin:12pt 0pt 12pt 0pt ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs95E872D0{text-align:left ; margin:0pt 0pt 0pt 0pt ; }</style> </head> <body> <p>BOYESEN engineers create a new lineage of aerodynamic intake technology to increase peak horsepower through design innovation: Aerodynamic Surface Optimization, Model-Specific Reed Petal Tensioning, Material Fuel Resistance, and Multi-Stage Reed Timing. Together, these innovations create a new technological benchmark in intake performance.<br> <br>Each Boyesen RAD Valve is unique - tailor made to that model, year and displacement.</p><ul> <li>100% Aluminium body with aerodynamic internal surfacing </li><li>4-way aerodynamic directional dividers that distribute the angled charge evenly without flow loss</li><li>Carb boot clamp and gasket provided. No modifications required.</li><li>Model-Specific variable tension reed petals (Aerospace carbon material)</li><li>Rubber coated and fuel resistant reed petals to ensure a long-lasting seal</li></ul> <p>Race proven RC2 series Rad Valve results in an optimized air intake system that provides superior efficiency, peak horsepower gains, and acceleration for YOUR specific model machine</p><p> </p></body> </html>","       BOYESEN engineers create a new lineage of aerodynamic intake technology to increase peak horsepower through design innovation: Aerodynamic Surface Optimization, Model-Specific Reed Petal Tensioning, Material Fuel Resistance, and Multi-Stage Reed Timing. Together, these innovations create a new technological benchmark in intake performance. Each Boyesen RAD Valve is unique - tailor made to that model, year and displacement. 100% Aluminium body with aerodynamic internal surfacing 4-way aerodynamic directional dividers that distribute the angled charge evenly without flow lossCarb boot clamp and gasket provided. No modifications required.Model-Specific variable tension reed petals (Aerospace carbon material)Rubber coated and fuel resistant reed petals to ensure a long-lasting seal Race proven RC2 series Rad Valve results in an optimized air intake system that provides superior efficiency, peak horsepower gains, and acceleration for YOUR specific model machine  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,1844,433,147,111,113,,,,https://api.mybihr.com/medias/1020949-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTUyNzV8aW1hZ2UvanBlZ3xhRFV4TDJnMk9TODRPVEkyTmprMU16VTRORGswTHpFd01qQTVORGt0TVY4NE1EQlhlRGd3TUVnfDg2NDEwZDMyZDVjZWMxMzkwNjIyNzZkYmM4ZWQyMGYzOTMwMTFhMTBhOTk3ZDhlNzFhZTAzNGU3ODIxOWM2MzQ,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1020970,,RAD-21J,BOYESEN,BOYES REEDVALVE INTAKE CARBON PETALS,Caja láminas BOYESEN Rad - Suzuki RM125,259.15,214.17,128.50,804429505562,0,8481809990,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html ; charset=utf-8""><title> </title> <style type=""text/css"">.csC583D0C8{text-align:left ; margin:12pt 0pt 12pt 0pt ; }.csA7555675{color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs4FC7BF42{text-align:left ; margin:0pt 0pt 0pt 0pt ; list-style-type:disc ; color:#000 ; background-color:transparent ; font-weight:normal ; font-style:normal ; }.cs95E872D0{text-align:left ; margin:0pt 0pt 0pt 0pt ; }</style> </head> <body> <p>BOYESEN engineers create a new lineage of aerodynamic intake technology to increase peak horsepower through design innovation: Aerodynamic Surface Optimization, Model-Specific Reed Petal Tensioning, Material Fuel Resistance, and Multi-Stage Reed Timing. Together, these innovations create a new technological benchmark in intake performance.<br> <br>Each Boyesen RAD Valve is unique - tailor made to that model, year and displacement.</p><ul> <li>100% Aluminium body with aerodynamic internal surfacing </li><li>4-way aerodynamic directional dividers that distribute the angled charge evenly without flow loss</li><li>Carb boot clamp and gasket provided. No modifications required.</li><li>Model-Specific variable tension reed petals (Aerospace carbon material)</li><li>Rubber coated and fuel resistant reed petals to ensure a long-lasting seal</li></ul> <p>Race proven RC2 series Rad Valve results in an optimized air intake system that provides superior efficiency, peak horsepower gains, and acceleration for YOUR specific model machine</p><p> </p></body> </html>","       BOYESEN engineers create a new lineage of aerodynamic intake technology to increase peak horsepower through design innovation: Aerodynamic Surface Optimization, Model-Specific Reed Petal Tensioning, Material Fuel Resistance, and Multi-Stage Reed Timing. Together, these innovations create a new technological benchmark in intake performance. Each Boyesen RAD Valve is unique - tailor made to that model, year and displacement. 100% Aluminium body with aerodynamic internal surfacing 4-way aerodynamic directional dividers that distribute the angled charge evenly without flow lossCarb boot clamp and gasket provided. No modifications required.Model-Specific variable tension reed petals (Aerospace carbon material)Rubber coated and fuel resistant reed petals to ensure a long-lasting seal Race proven RC2 series Rad Valve results in an optimized air intake system that provides superior efficiency, peak horsepower gains, and acceleration for YOUR specific model machine  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. INTAKE,,1847,371,146,114,111,,,,https://api.mybihr.com/medias/1020970-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTUyNzV8aW1hZ2UvanBlZ3xhRE15TDJneU1DODRPVEkyTkRZMk56TTJNVFU0THpFd01qQTVOekF0TVY4NE1EQlhlRGd3TUVnfDg0ZGY2MDBlMGYxNGRmZjE0YjlkMWU1N2YyNGIyNjI3OGNlZGExM2Y5ODY2ZTk0OWQ3NWYzZTg0MDMzNDBhNDQ,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
