PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Color,Composición,Embalaje,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1073657,,CC-30B,BOYESEN,BOYES COVER CLUTCH BLACK,Tapa de embrague BOYESEN Factory Racing Negra Yamaha YZ85,141.17,116.67,70.00,804429504558,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> <p> </p></body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2505,314,199,203,62,Negro,,,https://api.mybihr.com/medias/1073657-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzOTJ8aW1hZ2UvanBlZ3xhRFl4TDJnM09TODRPVGMyTWpJNU1EUXdNVFU0THpFd056TTJOVGN0TVY4NE1EQlhlRGd3TUVnfDE2ODhlNWRmYmE2YjdiMzNmYTAwYjc4ZmJkOWJhMTg0NmIwZjM2ZGQ2ODg3ZmQ2NjczYjY5ZjhhNDdjMzJjOTk,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073663,,CC-38B,BOYESEN,BOYES COVER CLUTCH BLACK,Tapa de embrague BOYESEN Factory Racing Negra Yamaha YZ450F,141.17,116.67,70.00,804429505463,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> <p> </p></body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2326,397,201,203,57,Negro,,,https://api.mybihr.com/medias/1073663-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzOTJ8aW1hZ2UvanBlZ3xhR0kzTDJoaE5DODRPVGMyTWpNd01qRTVPREEyTHpFd056TTJOak10TVY4NE1EQlhlRGd3TUVnfDcwMzdlYjlkYTNlOWVhMGFiOTRiNDE2MThiNDg2ZWI3YWNiNTk5N2ZkZDUwZDkwN2ZhMDcyNjNkMDgyZTRlNzM,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073665,,CC-41AB,BOYESEN,BOYES COVER CLUTCH BLACK,Tapa de embrague BOYESEN Factory Racing Negra KTM / Husqvarna,141.17,116.67,70.00,804429513451,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> <p> </p></body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2424,355,199,203,60,Negro,,,https://api.mybihr.com/medias/1073665-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzOTJ8aW1hZ2UvanBlZ3xhRFU0TDJoaU1pODRPVGMyTWpNd05qRXpNREl5THpFd056TTJOalV0TVY4NE1EQlhlRGd3TUVnfDNkZjYxNzg0MDg1YjhkY2JiMWEyYzIwMDU4NDdjYjIxM2U1ODM5MjBjMmY0NDYxMzM4NWI2OWQ2OTJkNTQyZDA,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073668,,CC-42B,BOYESEN,BOYES COVER CLUTCH BLACK,Tapa de embrague BOYESEN Factory Racing Negra KTM EXC 250 / 300,141.17,116.67,70.00,804429508921,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Factory Racing Ignition Covers are cast in aluminum and powder coated for long lasting performance and protection</p><p> </p><ul> <li>Made from high quality aluminium</li><li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li><li>Racing design</li></ul> </body> </html>","       Factory Racing Ignition Covers are cast in aluminum and powder coated for long lasting performance and protection  Made from high quality aluminiumLighter than OE coversPowder coated finishLong lasting performance and protectionRacing design  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2337,219,202,203,57,Negro,,,https://api.mybihr.com/medias/1073668-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTIwNjN8aW1hZ2UvanBlZ3xhRGxsTDJobU1TODRPVGMyTWpNeE1qQXlPRFEyTHpFd056TTJOamd0TVY4NE1EQlhlRGd3TUVnfGQ2ZDgwMzZhZWUzODcyMmQxNDIxZDEwMzE3YzY2ODE3NzgyMDJkYmMzNmJlMTYxNzE3ZmQ3Y2IyMjJhMmQ0ODQ,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073669,,CC-42CB,BOYESEN,BOYES COVER CLUTCH BLACK,Tapa de embrague BOYESEN Factory Racing Negra KTM / Husqvarna,141.17,116.67,70.00,804429513963,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> <p> </p></body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2505,357,202,200,62,Negro,,,https://api.mybihr.com/medias/1073669-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDIzMDN8aW1hZ2UvanBlZ3xhRE13TDJobFpDODRPVGMyTWpNeE16azVORFUwTHpFd056TTJOamt0TVY4NE1EQlhlRGd3TUVnfGE5MzVhNGQ2ZDdlMzg5MWFkYWExYTZmNGJjNTI0Mjk2MjM2NDg3M2Q3ZGRjMWMxZWU5MWZkYTgwZmU2NGI3ZTQ,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073650,,CC-17B,BOYESEN,BOYES COVER CLUTCH BLACK,Tapa de embrague BOYESEN Factory Racing Negra Kawasaki KX250F,141.17,116.67,70.00,804429506149,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> <p> </p></body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2314,307,200,203,57,Negro,,,https://api.mybihr.com/medias/1073650-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTI3Mjl8aW1hZ2UvanBlZ3xhR0poTDJoak55ODRPVGMyTWpJM05qWXpPVEF5THpFd056TTJOVEF0TVY4NE1EQlhlRGd3TUVnfDc3OGE4YTNjMzY0YjM4ODdiMDk0MGI3NmE2OTQ1MGQ0NTcxZTMyNGNhMWE4Y2YxNWQ1Yjc4YWMwOTA1YzQ5NGQ,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073647,,CC-07CB,BOYESEN,BOYES COVER CLUTCH BLACK,Tapa de embrague BOYESEN Factory Racing Negra Honda CRF250R,163.35,135.00,81.00,804429514908,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> </body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2329,359,197,197,60,Negro,,,https://api.mybihr.com/medias/1073647-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDIzMDN8aW1hZ2UvanBlZ3xhRFZrTDJoaU15ODRPVGMyTWpJM01EYzBNRGM0THpFd056TTJORGN0TVY4NE1EQlhlRGd3TUVnfDMxY2I1OTQ1ZDYwZjg5N2MxZDZmYjc2OTEzZDRmNzU1Y2ZmZmY1M2ViZmU0ZTAwMTAxYzY2N2ZjOWY2MmM0ZGI,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073746,,SC-32AM,BOYESEN,BOYES COVER IGNITION MAGNESIUM,Tapa de encendido BOYESEN Factory Racing Magnesio Yamaha YZ250,128.05,105.83,63.50,804429505807,0,8483608090,0,1,<p>Factory Racing Ignition Covers are cast in aluminum and powder coated for long lasting performance and protection.</p>,"
Factory Racing Ignition Covers are cast in aluminum and powder coated for long lasting performance and protection.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2453,264,212,203,57,Magnesio,,,https://api.mybihr.com/medias/1073746-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE4NDI5fGltYWdlL2pwZWd8YUdRMEwyZ3hNeTg0T1RjMk1qUTJNVFExTURVMEx6RXdOek0zTkRZdE1WODRNREJYZURnd01FZ3wyMDc1YzgyZWZhN2NmY2JlOWQzMzZjMzg4YzYxM2E5OTcwZmQwNzU0OWQ5MTI5MDU2ZWRiOWVmMGRmOGQ2Mjk2,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073661,,CC-37B,BOYESEN,BOYES COVER CLUTCH BLACK,Tapa de embrague BOYESEN Factory Racing Negra Yamaha YZ250F,141.17,116.67,70.00,804429505241,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> <p> </p></body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2530,320,201,203,62,Negro,,,https://api.mybihr.com/medias/1073661-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzOTJ8aW1hZ2UvanBlZ3xhRFEzTDJnMVpTODRPVGMyTWpJNU9ESTJOVGt3THpFd056TTJOakV0TVY4NE1EQlhlRGd3TUVnfDEyZmY3MmEyY2NiZTVlN2ZiNDk2YzNkM2M4ZmJmOTAwNzQ5NzQzNWIyNWY5MWY1MjM0Mzc1NWU3YTU4ZmE2M2U,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073673,,CC-45B,BOYESEN,BOYES COVER CLUTCH BLACK,Tapa de embrague BOYESEN Factory Racing Negra KTM EXC450 / 500,141.17,116.67,70.00,804429511853,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> <p> </p></body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2517,386,200,203,62,Negro,,,https://api.mybihr.com/medias/1073673-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzOTJ8aW1hZ2UvanBlZ3xhRFUzTDJnNFlTODRPVGMyTWpNeU1UZzFPRGcyTHpFd056TTJOek10TVY4NE1EQlhlRGd3TUVnfGRiNzBjODU4Yjc0MzJlMGFhZmE4YTlhOGY4ZjJkNDQ0NTQxYzlhY2RhOTE5ZDAyZGE3ZDFkMzQyYzFhMjk5Mzc,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073646,,CC-07AB,BOYESEN,BOYES COVER CLUTCH BLACK,Tapa de embrague BOYESEN Factory Racing Negra Honda CRF250R,163.35,135.00,81.00,804429510214,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> <p> </p></body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2580,382,203,205,62,Negro,,,https://api.mybihr.com/medias/1073646-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzOTJ8aW1hZ2UvanBlZ3xhR1V4TDJnMk5DODRPVGMyTWpJMk9EYzNORGN3THpFd056TTJORFl0TVY4NE1EQlhlRGd3TUVnfDMzODE2YTdkMzM3ODY0ZGJiNTJjYTAzNjAwYjZhNjQxYzJhNzk3MDUwMDcyYWQzNmMzOGJkZjNkODU2ZTdjYjk,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073750,,SC-41CM,BOYESEN,BOYES COVER IGNITION MAGNESIUM,Tapa de encendido BOYESEN Factory Racing Magnesio KTM / Husqvarna,128.05,105.83,63.50,804429513413,0,8483608090,0,1,"<html xmlns=""http://www.w3.org/1999/xhtml""> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css""> .cs2654AE3A{text-align:left;text-indent:0pt;margin:0pt 0pt 0pt 0pt} .cs63EB74B2{color:#000000;background-color:transparent;font-family:Times New Roman;font-size:12pt;font-weight:normal;font-style:normal;} .cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000000;background-color:transparent;font-family:Arial;font-size:12pt;font-weight:normal;font-style:normal} </style> </head> <body> <p>Boyesen ignition covers are made from high quality aluminium.</p><ul start=""1""> <li>Lighter than OE covers</li><li>Anodised finish </li><li>Racing design </li></ul> </body> </html>","       Boyesen ignition covers are made from high quality aluminium. Lighter than OE coversAnodised finish Racing design   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2303,345,202,200,57,Magnesio,,,https://api.mybihr.com/medias/1073750-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjE4Nzc3fGltYWdlL2pwZWd8YURVNUwyZ3dOeTg0T1RjMk1qUTJPVE14TkRnMkx6RXdOek0zTlRBdE1WODRNREJYZURnd01FZ3xlNTJhNTJmYjBlOGJhZDYwMzg3ZWViODlmNTgxNDA0ZGJkMGEzMzk0MWM1MTc5OTFkZTk3MTcxN2Q4MjlhYmQz,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073752,,SC-46M,BOYESEN,BOYES COVER IGNITION MAGNESIUM,Tapa de encendido BOYESEN Factory Racing Magnesio KTM SX85,128.05,105.83,63.50,804429508723,0,8483608090,0,1,<p>Factory Racing Ignition Covers are cast in aluminum and powder coated for long lasting performance and protection.</p>,"
Factory Racing Ignition Covers are cast in aluminum and powder coated for long lasting performance and protection.",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2269,291,199,200,57,Magnesio,,,https://api.mybihr.com/medias/1073752-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE4NDI5fGltYWdlL2pwZWd8YURreUwyZzFZeTg0T1RjMk1qUTNNekkwTnpBeUx6RXdOek0zTlRJdE1WODRNREJYZURnd01FZ3wzNDk5MzU3NzExNmJkZjgwMzMyMDMxOTI1OWExMDc4OGNmZWUxZTQ4NzM0N2IxYWQ3MWMzNzA5MTAxNmZiODkw,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073710,,CC-41AO,BOYESEN,BOYES COVER CLUTCH ORANGE,Tapa de embrague BOYESEN Factory Racing Naranja KTM / Husqvarna,150.25,124.17,74.50,804429513475,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> <p> </p></body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2364,345,197,200,60,Naranja,,,https://api.mybihr.com/medias/1073710-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTAwNjIyfGltYWdlL2pwZWd8YURabUwyZzFaQzg0T1RjMk1qTTVNall6TnpjMEx6RXdOek0zTVRBdE1WODRNREJYZURnd01FZ3xmNWUzYmY4OTBjYjRiNmNkZDJhZTVkODFlMTk1MGQ2ZGVhMTVkN2EzYzczMmIzNTMzM2E3NDI0NWNkMGQ2YWZh,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073711,,CC-41O,BOYESEN,BOYES COVER CLUTCH ORANGE,Tapa de embrague BOYESEN Factory Racing Naranja KTM EXC125 / 200,150.25,124.17,74.50,804429511679,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> <p> </p></body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2269,350,199,200,57,Naranja,,,https://api.mybihr.com/medias/1073711-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTAwNjQ2fGltYWdlL2pwZWd8YURObUwyZzJOQzg0T1RjMk1qTTVORFl3TXpneUx6RXdOek0zTVRFdE1WODRNREJYZURnd01FZ3wxZTEyMGQzNGJiN2U5OGM4ZWFmYjk5Zjc1OGE5OTFhYmExZWIwZDQwYzhlNzZjY2U2NmM3Mzg3YjUxN2Q5MzYx,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073671,,CC-44CB,BOYESEN,BOYES COVER CLUTCH BLACK,Tapa de embrague BOYESEN Factory Racing Negra KTM SX-F250 / 350 Husqvarna FC250 / 350,141.17,116.67,70.00,804429513734,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> <p> </p></body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2665,355,202,203,65,Negro,,,https://api.mybihr.com/medias/1073671-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzkzOTJ8aW1hZ2UvanBlZ3xhRGt3TDJoa1ppODRPVGMyTWpNeE56a3lOamN3THpFd056TTJOekV0TVY4NE1EQlhlRGd3TUVnfDg0NjZlY2M4MjBkNTM2ZjhmZWU4OWJjMTVkYmIwOTEyM2M2MzA0ODQ4NmRiMzE5MDI4OWZlMzRhN2JkNjQ2MWU,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
1073696,,CC-37AM,BOYESEN,BOYES COVER CLUTCH MAGNESIUM,Tapa de embrague BOYESEN Factory Racing Magnesio Yamaha YZ250F,141.17,116.67,70.00,804429512751,0,8483608090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Boyesen clutch covers are made from high quality aluminium.</p><p> </p><ul> <li>Lighter than OE covers</li><li>Powder coated finish</li><li>Long lasting performance and protection</li></ul> <p> </p></body> </html>","       Boyesen clutch covers are made from high quality aluminium.  Lighter than OE coversPowder coated finishLong lasting performance and protection   ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. PLASTIC&PROTECT,,2326,358,201,203,57,Magnesio,,,https://api.mybihr.com/medias/1073696-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI3NDcxfGltYWdlL2pwZWd8YURRM0wyaGtOaTg0T1RjMk1qTTJOVEV4TWpZeUx6RXdOek0yT1RZdE1WODRNREJYZURnd01FZ3xlODJlODQwY2JkNDExZmJjOWVhMzJjNWY5OTc3NjhhMGNhZjJjZGI5Y2U2YjViYmQzYjA4YWJiMjY3MTVhMDZi,,,,https://static.bihr.pro/eBihr/Pictures/BOYESEN-pictures.zip,Spain Warehouse (Parts)
