PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Uso recomendado,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1113803,1113803,RMG035,REBEL MOUSSE,REBEL MOUSSE BICYCLE 28 (35-42c),Rebel Mousse bicicleta 28'' Gravel / Ciudad 35-42c (700),45.00,37.19,16.74,8425402780244,16,4011500000,0,1,"<p><strong>Mousse Bike Gravel 35-42</strong>&nbsp;(gravel all terrain) 80g</p><ul>  <li>Aro de material polimérico que se instala entre la llanta y la cubierta de   la rueda, desarrollado especialmente para gravel todo terreno, protegiendo la   llanta de golpes y evitando los temidos pinchazos por corte de llanta.   <li>Gran superficie de contacto en neumático y llanta que proporciona mayor   protección y estabilidad.   <li>Permite circular a baja velocidad en caso de pinchazo.</li></ul><p>&nbsp;</p><p><strong>Detalles del producto:</strong></p><ul>  <li>Compuesto de material polímero exclusivo que rinde en las condiciones mas   extremas.   <li>Gran superficie de contacto en neumático y llanta que proporciona mayor   protección y estabilidad.   <li>Recomendamos el uso de liquido sellante anti pinchazos para Tubeless, sin   amoniaco.   <li>Absorción mínima de liquido Tubeless.   <li>Permite circular a baja velocidad en caso de pinchazo.   <li>Máxima protección de llanta y neumático.</li></ul><p>&nbsp;</p><p><strong>Ficha técnica</strong></p><ul>  <li>Peso: 80 g   <li>Perfil: -   <li>Ancho: 35-42C   <li>Posición: Ambas ruedas   <li>Homologación:   <li>Tipo: Bike   <li>Índice de velocidad: -   <li>Índice de carga: -   <li>Llanta: 700</li></ul><p>&nbsp;</p><hr><p>&nbsp;</p><p>&nbsp;</p><p><strong>¿QUÉ ES UN MOUSSE?</strong></p><p>Es un aro de material polimérico que se instala entre la llanta y la cubierta de la rueda, principalmente para proteger la llanta de golpes y evitar los temidos pinchazos por corte de llanta.</p><p>&nbsp;</p><p><strong>¿CÓMO NOS AYUDA?</strong></p><p>En el caso de Rebel Mousse, al tener una gran superficie de contacto, otorga mayor rigidez y estabilidad al neumático, consiguiendo un mejor agarre sobre todo en apoyos fuertes.</p><p>También te permitirá rodar con presiones más bajas, olvidándonos del flaneo y el miedo a desllantar, esto se traduce en mayor sensibilidad del terreno, mayor tracción subiendo y control bajando.</p><p>&nbsp;</p><p><strong>¿CÓMO TRABAJA EL MOUSSE?</strong></p><p>Cuando nuestro neumático choca contra un obtaculo el mousse se comprime recibiendo el impacto, con lo que evitamos la deformación de la goma y la posible abolladura de la llanta.</p><p>Rebel Mousse actúa como una barrera física para evitar que el neumático toque fondo contra la llanta. Absorbe la energía de los impactos, por lo que, sus ruedas y neumáticos pueden rodar ilesos. Y en caso de pinchazo, sea cual sea el peso de nuestra bicicleta, poder llegar a nuestra casa.</p><p>&nbsp;</p><p><strong>CARACTERÍSTICAS GENERALES:</strong></p><ul>  <li>Gran superficie de contacto.   <li>Compuesto exclusivo.   <li>Fabricado en España.   <li>Fácil montaje.   <li>Adaptable a todas las marcas.</li></ul>","
Mousse Bike Gravel 35-42 (gravel all terrain) 80g  Aro de material polimérico que se instala entre la llanta y la cubierta de   la rueda, desarrollado especialmente para gravel todo terreno, protegiendo la   llanta de golpes y evitando los temidos pinchazos por corte de llanta.   Gran superficie de contacto en neumático y llanta que proporciona mayor   protección y estabilidad.   Permite circular a baja velocidad en caso de pinchazo.
 
Detalles del producto:  Compuesto de material polímero exclusivo que rinde en las condiciones mas   extremas.   Gran superficie de contacto en neumático y llanta que proporciona mayor   protección y estabilidad.   Recomendamos el uso de liquido sellante anti pinchazos para Tubeless, sin   amoniaco.   Absorción mínima de liquido Tubeless.   Permite circular a baja velocidad en caso de pinchazo.   Máxima protección de llanta y neumático.
 
Ficha técnica  Peso: 80 g   Perfil: -   Ancho: 35-42C   Posición: Ambas ruedas   Homologación:   Tipo: Bike   Índice de velocidad: -   Índice de carga: -   Llanta: 700
 
 
 
¿QUÉ ES UN MOUSSE?
Es un aro de material polimérico que se instala entre la llanta y la cubierta de la rueda, principalmente para proteger la llanta de golpes y evitar los temidos pinchazos por corte de llanta.
 
¿CÓMO NOS AYUDA?
En el caso de Rebel Mousse, al tener una gran superficie de contacto, otorga mayor rigidez y estabilidad al neumático, consiguiendo un mejor agarre sobre todo en apoyos fuertes.
También te permitirá rodar con presiones más bajas, olvidándonos del flaneo y el miedo a desllantar, esto se traduce en mayor sensibilidad del terreno, mayor tracción subiendo y control bajando.
 
¿CÓMO TRABAJA EL MOUSSE?
Cuando nuestro neumático choca contra un obtaculo el mousse se comprime recibiendo el impacto, con lo que evitamos la deformación de la goma y la posible abolladura de la llanta.
Rebel Mousse actúa como una barrera física para evitar que el neumático toque fondo contra la llanta. Absorbe la energía de los impactos, por lo que, sus ruedas y neumáticos pueden rodar ilesos. Y en caso de pinchazo, sea cual sea el peso de nuestra bicicleta, poder llegar a nuestra casa.
 
CARACTERÍSTICAS GENERALES:  Gran superficie de contacto.   Compuesto exclusivo.   Fabricado en España.   Fácil montaje.   Adaptable a todas las marcas.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,8250,430,550,250,60,Ciudad & Gravel,https://api.mybihr.com/medias/1113803-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTgwMDh8aW1hZ2UvanBlZ3xhREZqTDJoaU55OHhOREV5TURNNE5UazNNREl3Tmk4eE1URXpPREF6TFRGZk9EQXdWM2c0TURCSXxjNjgyMTAyNzBmNjg3YzVkNTE2NzgyNjdjODY2M2UzZWZlY2Q0OGM1Y2Y0ZTBmZTIyNGZkMTRjNzRiZmIyNTU0,,,https://static.bihr.pro/eBihr/Pictures/REBEL_MOUSSE-pictures.zip,Spain Warehouse (Parts)
1113805,1113805,RM275P,REBEL MOUSSE,"REBEL MOUSSE BICYCLE 27,5 PRO (2.0-2.3)","Rebel Mousse bicicleta 27,5'' PRO (2,0-2,3) ultraligero",56.99,47.10,21.20,8425402780183,9,4011500000,0,1,"<p><strong>Mousse Bike 27,5 Pro</strong>&nbsp;(xc ligth weight) 55g</p><ul>  <li>Aro de material polimérico que se instala entre la llanta y la cubierta de   la rueda, principalmente para proteger la llanta de golpes.   <li>Gran superficie de contacto en neumático y llanta que proporciona mayor   protección y estabilidad.   <li>Modelo exclusivo para competición.(xc ligth weight) 55g.</li></ul><p>&nbsp;</p><p><strong>Detalles del producto:</strong></p><ul>  <li>Compuesto de material polímero exclusivo que rinde en las condiciones mas   extremas.   <li>Gran superficie de contacto en neumático y llanta que proporciona mayor   protección y estabilidad.   <li>Recomendamos el uso de liquido sellante anti pinchazos para Tubeless, sin   amoniaco.   <li>Absorción mínima de liquido Tubeless.   <li>Modelo exclusivo para competición.   <li>Protección de llanta y neumático.</li></ul><p>&nbsp;</p><p><strong>Ficha técnica</strong></p><ul>  <li>Peso: 55 g   <li>Perfil: -   <li>Ancho: 2.0"" - 2.3""   <li>Posición: Ambas ruedas   <li>Homologación: -   <li>Tipo: Bike   <li>Índice de velocidad: -   <li>Índice de carga: -   <li>Llanta: 27,5</li></ul><p>&nbsp;</p><hr><p>&nbsp;</p><p>&nbsp;</p><p><strong>¿QUÉ ES UN MOUSSE?</strong></p><p>Es un aro de material polimérico que se instala entre la llanta y la cubierta de la rueda, principalmente para proteger la llanta de golpes y evitar los temidos pinchazos por corte de llanta.</p><p>&nbsp;</p><p><strong>¿CÓMO NOS AYUDA?</strong></p><p>En el caso de Rebel Mousse, al tener una gran superficie de contacto, otorga mayor rigidez y estabilidad al neumático, consiguiendo un mejor agarre sobre todo en apoyos fuertes.</p><p>También te permitirá rodar con presiones más bajas, olvidándonos del flaneo y el miedo a desllantar, esto se traduce en mayor sensibilidad del terreno, mayor tracción subiendo y control bajando.</p><p>&nbsp;</p><p><strong>¿CÓMO TRABAJA EL MOUSSE?</strong></p><p>Cuando nuestro neumático choca contra un obtaculo el mousse se comprime recibiendo el impacto, con lo que evitamos la deformación de la goma y la posible abolladura de la llanta.</p><p>Rebel Mousse actúa como una barrera física para evitar que el neumático toque fondo contra la llanta. Absorbe la energía de los impactos, por lo que, sus ruedas y neumáticos pueden rodar ilesos. Y en caso de pinchazo, sea cual sea el peso de nuestra bicicleta, poder llegar a nuestra casa.</p><p>&nbsp;</p><p><strong>CARACTERÍSTICAS GENERALES:</strong></p><ul>  <li>Gran superficie de contacto.   <li>Compuesto exclusivo.   <li>Fabricado en España.   <li>Fácil montaje.   <li>Adaptable a todas las marcas.</li></ul>","
Mousse Bike 27,5 Pro (xc ligth weight) 55g  Aro de material polimérico que se instala entre la llanta y la cubierta de   la rueda, principalmente para proteger la llanta de golpes.   Gran superficie de contacto en neumático y llanta que proporciona mayor   protección y estabilidad.   Modelo exclusivo para competición.(xc ligth weight) 55g.
 
Detalles del producto:  Compuesto de material polímero exclusivo que rinde en las condiciones mas   extremas.   Gran superficie de contacto en neumático y llanta que proporciona mayor   protección y estabilidad.   Recomendamos el uso de liquido sellante anti pinchazos para Tubeless, sin   amoniaco.   Absorción mínima de liquido Tubeless.   Modelo exclusivo para competición.   Protección de llanta y neumático.
 
Ficha técnica  Peso: 55 g   Perfil: -   Ancho: 2.0"" - 2.3""   Posición: Ambas ruedas   Homologación: -   Tipo: Bike   Índice de velocidad: -   Índice de carga: -   Llanta: 27,5
 
 
 
¿QUÉ ES UN MOUSSE?
Es un aro de material polimérico que se instala entre la llanta y la cubierta de la rueda, principalmente para proteger la llanta de golpes y evitar los temidos pinchazos por corte de llanta.
 
¿CÓMO NOS AYUDA?
En el caso de Rebel Mousse, al tener una gran superficie de contacto, otorga mayor rigidez y estabilidad al neumático, consiguiendo un mejor agarre sobre todo en apoyos fuertes.
También te permitirá rodar con presiones más bajas, olvidándonos del flaneo y el miedo a desllantar, esto se traduce en mayor sensibilidad del terreno, mayor tracción subiendo y control bajando.
 
¿CÓMO TRABAJA EL MOUSSE?
Cuando nuestro neumático choca contra un obtaculo el mousse se comprime recibiendo el impacto, con lo que evitamos la deformación de la goma y la posible abolladura de la llanta.
Rebel Mousse actúa como una barrera física para evitar que el neumático toque fondo contra la llanta. Absorbe la energía de los impactos, por lo que, sus ruedas y neumáticos pueden rodar ilesos. Y en caso de pinchazo, sea cual sea el peso de nuestra bicicleta, poder llegar a nuestra casa.
 
CARACTERÍSTICAS GENERALES:  Gran superficie de contacto.   Compuesto exclusivo.   Fabricado en España.   Fácil montaje.   Adaptable a todas las marcas.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,8250,420,550,250,60,MTB,https://api.mybihr.com/medias/1113805-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU3MDV8aW1hZ2UvanBlZ3xhRFF3TDJneE5TOHhOREV5TURNNE56Y3pPVFkzT0M4eE1URXpPREExTFRGZk9EQXdWM2c0TURCSXw4ZWQyYjczYTUzNDBjNDBhNDQxMmFmMTRhYTM2ZTIzNWE4MmJmNDczZjI1N2U1OTI3MzZjMmVkNGQwNWY0MzM5,https://api.mybihr.com/medias/1113805-2-800Wx800H?context=bWFzdGVyfHJvb3R8NTQ4MjR8aW1hZ2UvanBlZ3xhRGhqTDJnMllTOHhOREV5TURNNE9ERXpNamc1TkM4eE1URXpPREExTFRKZk9EQXdWM2c0TURCSXw4MThmZWZhNWFmMjUwNGYxMGJkNGRhYzAzODYyOGU2MDgwYzU2ZWIxM2UzYjJiMTdhODExNGEyNzBlMDIxMGVh,https://api.mybihr.com/medias/1113805-3-800Wx800H?context=bWFzdGVyfHJvb3R8NjYzNDl8aW1hZ2UvanBlZ3xhREZoTDJnM09DOHhOREV5TURNNE9EVXlOakV4TUM4eE1URXpPREExTFROZk9EQXdWM2c0TURCSXxiZGJhMWRmMmI4OTgzMTNjMjViYTk0ZDRiN2M2MTUwZDNhYjNhMWI5N2FkYTI1OWYyMTI2YjljZmY5YWYyY2Uw,https://static.bihr.pro/eBihr/Pictures/REBEL_MOUSSE-pictures.zip,Spain Warehouse (Parts)
